#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:22:15 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:22:15	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2bA/534/A109/mcxc&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	creator=Piffaretti R.	    First author or institution
#INFO	cites=bibcode:2011A&A...534A.109P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/534/A109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35340109	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	AName	(a54)	Alternative name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	Cat	(a12)	Catalogue name	[ucd=meta.id;meta.table]
#Column	Sub-Cat	(a12)	Sub-catalogue name	[ucd=meta.id;meta.dataset]
#Column	Scale	(F6.3)	Scale	[ucd=instr.scale]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#Column	Notes	(a42)	Notes (losStr = line of sight structure)	[ucd=meta.note]
#Column	Cat1	(a12)	First overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat2	(a12)	Second overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat3	(a12)	Third overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat4	(a12)	Fourth overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	L500r1	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for first catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r2	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for second catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r3	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for third catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r4	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for fourth catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MCXC	OName	AName	RAJ2000	DEJ2000	z	Cat	Sub-Cat	Scale	L500	M500	R500	Notes	Cat1	Cat2	Cat3	Cat4	L500r1	L500r2	L500r3	L500r4	Simbad
    1319	J1720.1+2637	RXC J1720.1+2637  	RXJ1720.1+2638                                        	17 20 09.3	+26 37 38	 0.1644	NORAS/REFLEX	NORAS       	 2.820	 7.070933	 6.0057	 1.2157	B                                         	BCS         	            	            	            	 1.348	      	      	      	Simbad
    1320	J1720.2+3536	MACSJ1720.2+3536  	MCS  J1720.2+3536                                     	17 20 16.6	+35 36 22	 0.3870	MACS        	MACS_MJFV   	 5.265	10.219680	 6.6709	 1.1600	                                          	            	            	            	            	      	      	      	      	Simbad
    1321	J1721.4+6733	RX J1721.4+6733   	                                                      	17 21 24.6	+67 33 14	 0.0861	NEP         	NEP         	 1.614	 0.024245	 0.1995	 0.4013	                                          	            	            	            	            	      	      	      	      	Simbad
    1322	J1722.2+3042	RXC J1722.2+3042  	CGCG170-018                                           	17 22 14.8	+30 42 15	 0.0500	NORAS/REFLEX	NORAS       	 0.977	 0.062215	 0.3634	 0.4957	B                                         	400SD_NONSER	            	            	            	 1.724	      	      	      	Simbad
    1323	J1722.4+3208	RXC J1722.4+3208  	A2261                                                 	17 22 27.1	+32 08 02	 0.2240	NORAS/REFLEX	NORAS       	 3.601	11.891143	 7.8832	 1.3033	                                          	BCS         	            	            	            	 0.862	      	      	      	Simbad
    1324	J1722.9+4105	BVH2007 212       	VMF98 193                                             	17 22 54.0	+41 05 30	 0.3090	400SD       	400SD_SER   	 4.546	 1.167951	 1.7916	 0.7709	                                          	160SD       	            	            	            	 1.041	      	      	      	Simbad
    1325	J1723.3+5658	RXC J1723.3+5658  	NGC 6370                                              	17 23 23.2	+56 58 42	 0.0272	NORAS/REFLEX	NORAS       	 0.546	 0.028398	 0.2287	 0.4279	                                          	            	            	            	            	      	      	      	      	Simbad
    1326	J1723.7+8553	RXC J1723.7+8553  	A2294                                                 	17 23 47.5	+85 53 06	 0.1780	NORAS/REFLEX	NORAS       	 3.008	 4.051321	 4.2334	 1.0768	                                          	BCS         	            	            	            	 0.861	      	      	      	Simbad
    1327	J1724.1+7000	RX J1724.1+7000   	                                                      	17 24 11.6	+70 00 27	 0.0386	NEP         	NEP         	 0.765	 0.006886	 0.0957	 0.3189	                                          	            	            	            	            	      	      	      	      	Simbad
    1328	J1724.2+6956	RX J1724.2+6956   	                                                      	17 24 16.0	+69 56 44	 0.0386	NEP         	NEP         	 0.765	 0.007453	 0.1004	 0.3240	                                          	            	            	            	            	      	      	      	      	Simbad
    1329	J1724.7+6716	RX J1724.7+6716   	                                                      	17 24 47.3	+67 16 09	 0.2540	NEP         	NEP         	 3.956	 0.230828	 0.6962	 0.5741	                                          	            	            	            	            	      	      	      	      	Simbad
    1330	J1726.9-0317	RXC J1726.9-0317  	                                                      	17 26 58.6	-03 17 43	 0.0880	CIZA        	CIZAI       	 1.646	 0.950443	 1.8664	 0.8449	                                          	            	            	            	            	      	      	      	      	Simbad
    1331	J1727.4+7035	RX J1727.4+7035   	                                                      	17 27 25.8	+70 35 37	 0.3059	NEP         	NEP         	 4.515	 1.671902	 2.2352	 0.8309	                                          	            	            	            	            	      	      	      	      	Simbad
    1332	J1728.6+7041	RX J1728.6+7041   	                                                      	17 28 39.5	+70 41 05	 0.5509	NEP         	NEP         	 6.417	 3.486201	 2.8569	 0.8200	                                          	            	            	            	            	      	      	      	      	Simbad
    1333	J1729.0+7440	BVH2007 213       	VMF98 194                                             	17 29 00.7	+74 40 40	 0.2130	400SD       	400SD_SER   	 3.465	 0.326916	 0.8885	 0.6321	                                          	160SD       	            	            	            	 1.001	      	      	      	Simbad
    1334	J1730.4+7422	RXC J1730.4+7422  	                                                      	17 30 29.0	+74 22 30	 0.1100	NORAS/REFLEX	NORAS       	 2.006	 0.459094	 1.1791	 0.7198	B                                         	            	            	            	            	      	      	      	      	Simbad
    1335	J1731.6+2251	MACSJ1731.6+2252  	                                                      	17 31 39.2	+22 51 50	 0.3890	MACS        	MACS_BRIGHT 	 5.282	 9.300000	12.8000	 1.4300	                                          	            	            	            	            	      	      	      	      	Simbad
    1336	J1733.0+4345	RXC J1733.0+4345  	IC 1262                                               	17 33 02.6	+43 45 46	 0.0307	NORAS/REFLEX	NORAS       	 0.614	 0.249901	 0.8593	 0.6644	                                          	BCS         	            	            	            	 1.297	      	      	      	Simbad
    1337	J1735.0+6406	RXC J1735.0+6406  	A2276                                                 	17 35 05.4	+64 06 05	 0.1406	NORAS/REFLEX	NORAS       	 2.476	 0.992101	 1.8453	 0.8271	                                          	NEP         	            	            	            	 0.626	      	      	      	Simbad
    1338	J1735.7-0721	RXC J1735.7-0721  	                                                      	17 35 47.7	-07 21 44	 0.0239	CIZA        	CIZAI       	 0.482	 0.143362	 0.6151	 0.5956	                                          	            	            	            	            	      	      	      	      	Simbad
    1339	J1735.9+1659	RXC J1735.9+1659  	                                                      	17 35 54.2	+16 59 40	 0.0858	NORAS/REFLEX	NORAS       	 1.609	 0.347074	 1.0113	 0.6893	                                          	            	            	            	            	      	      	      	      	Simbad
    1340	J1736.3+6803	RXC J1736.3+6803  	Zw 1745.6+6703                                        	17 36 22.1	+68 03 26	 0.0248	NORAS/REFLEX	NORAS       	 0.500	 0.030499	 0.2392	 0.4347	B                                         	NEP         	            	            	            	 0.568	      	      	      	Simbad
    1341	J1740.5+3538	RXC J1740.5+3538  	RXJ1740.5+3539                                        	17 40 32.7	+35 38 51	 0.0428	NORAS/REFLEX	NORAS       	 0.844	 0.280225	 0.9141	 0.6757	                                          	BCS         	            	            	            	 1.142	      	      	      	Simbad
    1342	J1742.7+6735	RX J1742.7+6735   	                                                      	17 42 46.8	+67 35 53	 0.0420	NEP         	NEP         	 0.829	 0.026385	 0.2165	 0.4182	                                          	            	            	            	            	      	      	      	      	Simbad
    1343	J1742.8+3900	RXC J1742.8+3900  	                                                      	17 42 48.3	+39 00 35	 0.0423	NORAS/REFLEX	NORAS       	 0.835	 0.213329	 0.7743	 0.6394	                                          	            	            	            	            	      	      	      	      	Simbad
    1344	J1743.3+6440	RX J1743.3+6440   	                                                      	17 43 23.3	+64 40 18	 0.1790	NEP         	NEP         	 3.022	 0.399458	 1.0301	 0.6720	                                          	            	            	            	            	      	      	      	      	Simbad
    1345	J1743.4+6341	RX J1743.4+6341   	                                                      	17 43 28.1	+63 41 39	 0.3270	NEP         	NEP         	 4.723	 1.902516	 2.3779	 0.8415	                                          	            	            	            	            	      	      	      	      	Simbad
    1346	J1744.2+3259	RXC J1744.2+3259  	Zw 1742.1+3306                                        	17 44 15.0	+32 59 23	 0.0757	NORAS/REFLEX	NORAS       	 1.436	 2.312610	 3.2372	 1.0192	                                          	BCS         	            	            	            	 0.965	      	      	      	Simbad
    1347	J1745.2+6556	RX J1745.2+6556   	                                                      	17 45 16.2	+65 56 17	 0.6080	NEP         	NEP         	 6.726	 1.156880	 1.3891	 0.6303	                                          	            	            	            	            	      	      	      	      	Simbad
    1348	J1746.3+6849	WARP J1746.3+6849W	VMF98 195                                             	17 46 19.0	+68 49 50	 0.2030	WARPS       	WARPSII     	 3.338	 0.258970	 0.7767	 0.6065	                                          	400SD_SER   	            	            	            	 1.431	      	      	      	Simbad
    1349	J1746.5+6848	WARP J1746.3+6849E	VMF98 195                                             	17 46 33.0	+68 48 50	 0.3070	WARPS       	WARPSII     	 4.526	 0.297308	 0.7791	 0.5845	                                          	            	            	            	            	      	      	      	      	Simbad
    1350	J1746.7+6639	RX J1746.7+6639   	                                                      	17 46 45.0	+66 39 20	 0.3864	NEP         	NEP         	 5.260	 0.522739	 1.0307	 0.6226	                                          	            	            	            	            	      	      	      	      	Simbad
    1351	J1747.2+4512	RXC J1747.2+4512  	ZwCl8284                                              	17 47 16.8	+45 12 56	 0.1565	NORAS/REFLEX	NORAS       	 2.708	 1.568663	 2.4118	 0.8994	B                                         	eBCS        	            	            	            	 1.301	      	      	      	Simbad
    1352	J1747.5+6343	RX J1747.5+6343   	                                                      	17 47 33.6	+63 43 55	 0.3280	NEP         	NEP         	 4.733	 0.621375	 1.2009	 0.6699	                                          	            	            	            	            	      	      	      	      	Simbad
    1353	J1748.6+7020	RX J1748.6+7020   	                                                      	17 48 41.6	+70 20 31	 0.3450	NEP         	NEP         	 4.894	 0.621911	 1.1852	 0.6627	                                          	            	            	            	            	      	      	      	      	Simbad
    1354	J1749.0+7014	RX J1749.0+7014   	                                                      	17 49 03.5	+70 14 42	 0.5790	NEP         	NEP         	 6.574	 3.300896	 2.6983	 0.7956	                                          	            	            	            	            	      	      	      	      	Simbad
    1355	J1749.3+4245	RXC J1749.3+4245  	                                                      	17 49 21.7	+42 45 44	 0.2296	NORAS/REFLEX	NORAS       	 3.669	 1.906080	 2.5705	 0.8953	                                          	            	            	            	            	      	      	      	      	Simbad
    1356	J1749.6+5334	RXC J1749.6+5334  	                                                      	17 49 41.4	+53 34 46	 0.0909	NORAS/REFLEX	NORAS       	 1.694	 0.368896	 1.0459	 0.6959	                                          	            	            	            	            	      	      	      	      	Simbad
    1357	J1749.8+6823	RX J1749.8+6823   	                                                      	17 49 49.8	+68 23 15	 0.0508	NEP         	NEP         	 0.992	 0.009878	 0.1182	 0.3409	                                          	            	            	            	            	      	      	      	      	Simbad
    1358	J1750.2+3504	RXC J1750.2+3504  	RXJ1750.2+3505                                        	17 50 16.5	+35 04 54	 0.1712	NORAS/REFLEX	NORAS       	 2.915	 3.141204	 3.6434	 1.0267	                                          	BCS         	            	            	            	 1.045	      	      	      	Simbad
    1359	J1751.1+6531	BVH2007 215       	NGC6505                                               	17 51 08.6	+65 31 59	 0.0428	400SD       	400SD_SER   	 0.844	 0.022102	 0.1943	 0.4032	                                          	NEP         	            	            	            	 0.288	      	      	      	Simbad
    1360	J1751.5+7013	RX J1751.5+7013   	                                                      	17 51 30.7	+70 13 32	 0.4925	NEP         	NEP         	 6.055	 1.285017	 1.6330	 0.6964	                                          	            	            	            	            	      	      	      	      	Simbad
    1361	J1751.6+6719	BVH2007 216       	                                                      	17 51 38.6	+67 19 19	 0.0933	400SD       	400SD_SER   	 1.734	 0.154220	 0.6135	 0.5821	                                          	NEP         	            	            	            	 0.321	      	      	      	Simbad
    1362	J1751.7+2304	RXC J1751.7+2304  	NGC 6482                                              	17 51 47.5	+23 04 14	 0.0132	NORAS/REFLEX	NORAS       	 0.270	 0.020277	 0.1879	 0.4025	                                          	            	            	            	            	      	      	      	      	Simbad
    1363	J1752.0-6348	RXC J1752.0-6348  	                                                      	17 52 05.6	-63 48 59	 0.1330	CIZA        	CIZAI       	 2.363	 2.808276	 3.4995	 1.0264	                                          	            	            	            	            	      	      	      	      	Simbad
