#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable2&-out=AGC,OName,RAJ2000,DEJ2000,TT,Imagc,gamma,i,cz,r,Gnum&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table2:
#Name: J/ApJS/172/599/table2
#Title: *Parameters of non-template galaxies (from erratum)
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	Imagc	(F7.2)	Corrected I-band apparent magnitude	[ucd=phot.mag;em.opt.I]
#Column	gamma	(F6.2)	Extinction coefficient gamma (G3)	[ucd=stat.fit.param]
#Column	i	(F5.1)	Inclination	[ucd=src.orbital.inclination]
#Column	cz	(I6)	Velocity in the CMB frame (1)	[ucd=phys.veloc;pos.cmb]
#Column	r	(A1)	[O/H] Code indicating whether the spectroscopy is radio (H, HI spectroscopy) or optical (O)	[ucd=meta.ref;pos.frame]
#Column	Gnum	(I5)	Group number (G2)	[ucd=meta.id]
AGC	OName	RAJ2000	DEJ2000	TT	Imagc	gamma	i	cz	r	Gnum
320540	FGC2406 	22 39 37.6	+33 34 46	 5	  14.43	  0.70	 85.1	  6242	H	    0
 12136	N7347   	22 39 56.1	+11 01 39	 3	  12.18	  0.54	 80.9	  1874	H	    0
620162	M-157021	22 40 15.4	-02 25 26	 3	  11.73	  1.00	 53.7	  2607	H	    0
 12143	495-010 	22 40 25.5	+31 50 28	 2	  12.91	  1.00	 72.7	  7515	H	    0
 12144	495-011 	22 40 33.7	+33 27 58	 3	  13.03	  1.00	 52.4	  5827	H	40452
 12142	N7348   	22 40 36.3	+11 54 22	 5	  13.16	  1.00	 58.2	  7137	H	    0
320308	429-021 	22 41 09.0	+13 20 21	 5	  13.68	  0.77	 69.0	  4831	H	    0
 35598	N7349   	22 41 14.7	-21 47 47	 5	  13.23	  0.82	 70.3	  4162	O	    0
 12159	N7356   	22 42 02.4	+30 42 30	 4	  12.19	  1.09	 64.1	  6951	H	41171
 35608	N7361   	22 42 17.8	-30 03 31	 5	  10.91	  0.50	 78.8	   952	O	    0
 12162	N7357   	22 42 24.0	+30 10 17	 3	  12.47	  1.00	 57.7	  6965	H	41171
 12165	495-020 	22 42 50.1	+32 59 36	 4	  13.05	  1.00	 81.0	  6201	H	40452
320541	FGC2412 	22 43 14.3	+08 26 04	 5	  14.47	  1.00	 85.2	  9443	H	    0
 35626	238 G 23	22 43 34.1	-48 38 45	 5	  13.64	  0.86	 63.9	  5193	O	    0
 12169	474-025 	22 43 39.2	+23 56 59	 3	  13.40	  1.12	 70.2	 12470	H	    0
 12168	        	22 43 40.1	+06 07 17	 3	  13.64	  1.00	 76.9	  6969	H	    0
320542	FGC2413 	22 43 51.5	+08 25 59	 5	  14.65	  0.79	 85.1	  7601	H	    0
 12173	514-103 	22 43 52.0	+38 22 36	 5	  11.44	  1.00	 55.8	  4463	H	40870
 12172	405-004 	22 43 57.0	+07 23 25	 5	  12.63	  1.00	 65.2	  7204	H	    0
 35638	468 G 25	22 44 01.1	-27 14 14	 3	  13.40	  1.00	 74.8	  8046	O	    0
 12174	N7364   	22 44 24.3	-00 09 44	 1	  11.32	  1.06	 48.4	  4488	H	    0
 35646	238 G 24	22 44 44.3	-49 16 43	 3	  12.31	  1.03	 72.7	  6804	O	    0
 35650	238 G 25	22 45 01.9	-48 53 19	 3	  14.55	  1.00	 66.9	  9731	O	    0
 35657	534 G 24	22 45 14.9	-22 43 47	 5	  11.86	  1.00	 52.6	  2742	H	31065
 12180	474-027 	22 45 29.1	+21 48 27	 0	  14.14	  1.00	 68.6	  6733	H	    0
 35668	603 G 12	22 46 05.6	-19 24 55	 6	  12.63	  0.69	 78.9	  2693	H	31066
 35676	238 G 26	22 47 02.0	-48 35 10	 4	  14.17	  0.65	 60.7	  5272	O	    0
 12183	379-005 	22 47 04.3	-00 04 27	 3	  13.20	  0.90	 76.8	  4301	H	40251
320367	495-024 	22 47 06.2	+31 32 21	 1	  13.88	  0.90	 73.7	  6115	H	    0
 35690	603 G 14	22 47 42.3	-17 20 51	 3	  12.54	  1.10	 56.3	  8282	O	    0
620180	N7378   	22 47 47.5	-11 48 59	 2	  11.71	  0.91	 56.3	  2231	O	31069
 12191	474-030 	22 48 40.9	+27 36 38	 3	  13.02	  1.04	 50.0	  9252	H	41366
 35704	468 G 28	22 48 49.1	-27 36 31	 4	  14.25	  0.50	 74.4	  3646	H	    0
 12194	495-029 	22 48 50.8	+27 57 45	 3	  13.34	  1.00	 62.2	  9675	H	41366
 12197	        	22 48 52.1	+24 50 15	 4	  13.54	  1.00	 77.8	  7116	H	    0
 35700	147 G 10	22 48 57.0	-57 53 37	 5	  13.67	  1.00	 79.5	 10486	O	    0
 12201	515-006 	22 49 09.6	+34 59 29	 2	  12.48	  1.00	 76.9	  4729	H	    0
 12198	495-032 	22 49 10.8	+27 51 54	 3	  13.49	  1.00	 69.7	  9654	H	41366
 12204	        	22 49 23.3	+40 13 57	 4	  13.45	  1.00	 73.8	  6420	H	41371
320786	i95     	22 49 47.1	+34 56 57	 3	  13.96	  0.97	 79.4	  6811	H	    0
 35705	 49 G  6	22 49 53.8	-73 01 29	 5	  13.83	  1.00	 42.7	  9096	O	    0
 12221	369-002 	22 50 26.7	+82 52 37	 5	  11.27	  0.96	 71.4	  1966	O	    0
320543	FGC2425 	22 50 35.9	+12 14 15	 5	  15.03	  0.96	 76.9	 10932	H	    0
320400	430-023 	22 50 59.1	+12 03 22	 5	  13.25	  1.09	 60.9	 11373	H	    0
 35727	603 G 20	22 51 02.0	-20 16 02	 6	  13.08	  0.55	 90.0	  2880	O	31071
620189	N7393   	22 51 38.1	-05 33 26	 3	  11.44	  1.00	 65.2	  3396	H	    0
 35733	N7392   	22 51 48.4	-20 36 20	 4	  10.54	  1.00	 57.5	  2852	H	31071
 35715	 27 G 17	22 51 59.7	-80 50 09	 5	  13.41	  1.00	 83.0	  7988	O	    0
 12220	N7396   	22 52 22.5	+01 05 31	 1	  10.53	  1.30	 50.5	  4545	H	40251
 12222	430-024 	22 52 32.7	+11 39 42	 3	  12.34	  1.17	 53.2	  8267	H	    0
 12225	N7398   	22 52 49.1	+01 12 03	 1	  12.16	  1.00	 50.6	  4366	H	40251
 12230	N7407   	22 53 21.2	+32 07 44	 5	  11.95	  1.08	 60.9	  6092	H	40598
 35751	603 G 25	22 53 40.8	-17 28 43	 5	  13.05	  1.00	 44.6	  8696	O	    0
 35750	406 G 16	22 53 41.9	-34 08 48	 4	  14.01	  1.00	 53.8	  8186	O	    0
 35757	534 G 30	22 54 10.8	-25 15 06	 3	  15.12	  0.59	 66.2	  7610	O	    0
 12237	430-026 	22 54 19.6	+11 46 55	 4	  12.45	  1.12	 80.3	  8156	H	41289
 35754	N7400   	22 54 20.3	-45 20 47	 3	  11.70	  1.00	 75.7	  2777	O	    0
320443	515-011 	22 55 14.6	+36 40 07	 5	  11.87	  1.00	 41.2	  5337	H	    0
 12249	        	22 55 20.2	+28 20 46	 5	  13.98	  1.00	 81.1	  7208	H	    0
 12250	430-030 	22 55 35.9	+12 47 24	 3	  11.99	  1.15	 54.2	  6870	H	    0
620200	N7416   	22 55 41.7	-05 29 43	 3	  10.82	  1.00	 77.6	  2501	H	    0
 12252	496-021 	22 55 43.3	+31 46 16	 5	  13.81	  1.00	 82.9	  6777	H	    0
320453	496-024 	22 55 55.3	+31 40 17	 3	  12.98	  1.00	 50.9	  6844	H	    0
 12253	M+258037	22 56 01.8	+12 45 58	 3	  13.05	  1.00	 78.5	  7405	H	    0
 35775	147 G 14	22 56 05.4	-58 23 45	 4	  12.78	  1.00	 51.0	  4352	O	    0
 12259	        	22 56 26.9	+18 42 16	 3	  13.62	  0.82	 74.2	  4940	H	    0
 12260	515-014 	22 56 31.9	+37 44 19	 5	  13.48	  0.93	 77.6	  5225	H	    0
 35787	I5269B  	22 56 36.6	-36 14 59	 5	  11.25	  0.71	 80.0	  1419	O	31074
 35791	534 G 32	22 56 44.4	-24 57 15	 5	  12.77	  1.07	 68.1	  8830	O	    0
620203	M-258011	22 56 50.7	-08 58 03	 5	  12.11	  1.00	 80.0	  4687	O	    0
 12264	FGC2435 	22 57 39.1	+12 54 56	 5	  14.14	  1.00	 86.6	  7608	H	    0
 35810	I5270   	22 57 52.0	-35 51 26	 5	  10.88	  0.87	 74.9	  1647	O	31074
 35814	346 G 21	22 58 16.4	-38 56 48	 3	  13.46	  1.00	 50.9	  8297	O	    0
 35816	406 G 35	22 58 27.2	-32 14 25	 5	  12.46	  1.21	 44.1	  9285	O	    0
 12278	453-036 	22 58 49.9	+20 17 53	 5	  13.36	  1.00	 37.0	  5414	H	    0
 35819	469 G  7	22 58 58.3	-30 29 35	 3	  12.73	  1.04	 57.4	  8386	O	    0
320546	FGC2442 	22 59 14.3	+26 23 19	 5	  16.11	  0.50	 82.0	  7289	H	    0
 35825	406 G 38	22 59 18.2	-32 35 59	 4	  13.73	  1.00	 39.6	  8018	O	    0
 12290	475-015 	22 59 37.4	+24 50 50	 3	  12.70	  1.00	 85.7	  6934	H	    0
 12288	453-040 	22 59 39.5	+20 08 38	 3	  13.91	  0.98	 36.0	  6717	H	    0
 12291	475-017 	22 59 48.3	+26 18 07	 5	  13.36	  1.00	 52.0	  7414	H	    0
 35828	147 G 17	22 59 49.7	-61 33 54	 5	  14.03	  1.00	 70.3	  8209	O	    0
 12294	N7448   	23 00 03.7	+15 58 48	 5	  10.40	  1.00	 61.7	  1829	H	40091
 12295	379-020 	23 00 23.6	+01 37 33	 5	  13.01	  0.98	 45.1	  4460	H	40251
 12299	N7451   	23 00 40.8	+08 28 03	 4	  12.53	  1.00	 62.0	  6313	H	    0
 12308	430-049 	23 01 18.6	+14 20 22	 5	  12.67	  0.50	 77.8	  1855	H	40091
 35841	290 G 35	23 01 31.1	-46 38 45	 3	  12.69	  1.00	 90.0	  5660	O	    0
 12319	N7466   	23 02 03.4	+27 03 08	 3	  12.41	  1.03	 68.6	  7163	H	40502
 12320	FGC2447 	23 02 04.0	+30 45 50	 5	  13.67	  1.00	 81.6	  6286	H	40850
 12318	        	23 02 07.9	+25 40 12	 3	  13.20	  1.00	 63.8	  9413	H	    0
 35848	N7456   	23 02 09.9	-39 34 09	 5	  10.63	  0.50	 70.0	   956	O	31079
 12321	453-051 	23 02 19.0	+16 01 38	 4	  14.73	  0.50	 75.9	  1796	H	40091
 35854	N7462   	23 02 48.3	-40 49 50	 4	  10.33	  0.50	 77.7	   819	O	31079
 12325	I5282   	23 02 48.3	+21 52 25	 5	  12.24	  1.00	 59.2	  5569	H	40997
 35853	239 G  7	23 02 50.9	-48 33 25	 5	  13.98	  1.00	 72.7	  8550	O	    0
 12331	515-021 	23 02 59.1	+34 43 36	 5	  13.30	  1.00	 53.6	  5466	H	40987
 35863	604 G  1	23 03 22.6	-19 30 13	 3	  14.02	  0.50	 75.4	  2979	O	    0
 35862	109 G 32	23 03 46.3	-62 31 19	 3	  13.13	  0.63	 79.5	  3218	O	    0
 12343	N7479   	23 04 56.6	+12 19 22	 4	   9.59	  1.04	 42.9	  2014	H	40462
330039	430-059 	23 05 19.4	+14 10 13	 3	  12.61	  1.00	 63.1	  6917	H	    0
 12350	453-064 	23 05 19.8	+16 51 58	 6	  12.10	  0.52	 76.6	  1772	H	40091
331801	        	23 05 24.5	+31 48 36	 0	  14.88	  0.95	 66.7	  6407	H	    0
 12358	        	23 05 47.6	+34 09 20	 4	  13.42	  0.91	 75.0	  4991	H	    0
 12353	N7483   	23 05 48.3	+03 32 41	 1	  11.43	  1.03	 50.0	  4573	H	    0
 12355	        	23 05 59.7	+24 33 53	 5	  13.58	  1.00	 74.5	  7368	H	    0
 35892	604 G  2	23 06 08.2	-19 35 14	 5	  14.20	  0.50	 54.7	  3784	H	    0
 12362	496-042 	23 06 15.4	+31 53 03	 3	  12.74	  1.00	 75.8	  6135	H	    0
 12363	379-034 	23 06 31.5	+00 10 18	 3	  12.63	  1.00	 64.6	  7079	H	    0
331157	        	23 06 36.6	+06 06 48	 5	  14.44	  0.59	 81.4	  5559	H	    0
 12367	=U12371 	23 07 01.3	+17 08 42	 5	  13.98	  1.00	 79.0	  7416	H	    0
 12370	430-063 	23 07 06.3	+09 57 38	 5	  13.20	  0.91	 74.5	  4527	H	    0
330060	475-037 	23 07 25.3	+22 48 34	 3	  12.78	  1.00	 81.1	  5708	H	40997
 12378	N7489   	23 07 32.7	+22 59 51	 5	  11.84	  1.06	 54.7	  5886	H	40997
 12383	475-040 	23 07 49.0	+22 42 36	 3	  12.34	  1.30	 60.7	 10058	H	    0
630028	N7491   	23 08 05.9	-05 57 56	 5	  13.08	  1.00	 43.7	  5863	H	    0
630027	M-259001	23 08 06.8	-10 32 32	 4	  14.25	  1.00	 58.7	  8498	O	    0
 12392	N7497   	23 09 03.5	+18 10 36	 5	  10.17	  1.00	 78.8	  1345	H	40468
330078	496-047 	23 09 29.9	+29 28 59	 4	  13.50	  0.52	 77.5	  3370	H	    0
 12395	431-007 	23 09 34.4	+15 39 17	 6	  12.89	  1.00	 85.7	  7213	H	    0
 35915	 77 G  3	23 09 39.4	-72 01 30	 5	  13.11	  1.00	 53.9	  8847	O	    0
 12398	380-004 	23 10 21.5	+02 37 15	 3	  13.45	  1.00	 83.8	  9398	H	    0
 12410	M+554044	23 11 50.2	+31 01 15	 5	  13.30	  1.00	 77.8	  6748	H	40282
 12407	406-017 	23 11 51.4	+09 30 23	 3	  12.59	  1.00	 54.1	  6081	H	    0
 35947	407 G  9	23 12 44.4	-37 12 27	 5	  12.29	  0.50	 68.6	  1307	H	31087
 35950	I5290   	23 12 52.8	-23 28 15	 3	  11.93	  1.05	 48.0	  5894	O	    0
 12423	406-021 	23 13 13.1	+06 25 49	 5	  11.49	  1.00	 83.0	  4492	H	    0
 35952	N7513   	23 13 13.8	-28 21 30	 3	  10.30	  0.97	 57.9	  1273	O	31088
 12427	496-057 	23 13 23.9	+28 57 20	 4	  13.83	  0.50	 70.9	  3352	H	41215
 12426	        	23 13 32.6	+06 34 05	 5	  13.77	  0.64	 82.4	  4351	H	    0
 35943	 27 G 24	23 13 32.7	-81 37 34	 3	  12.19	  1.00	 53.1	  4079	O	    0
 12430	496-058 	23 13 43.3	+29 00 32	 5	  12.74	  0.89	 81.6	  3340	H	41215
332083	s95     	23 13 48.8	+13 37 16	 3	  14.56	  1.00	 72.7	 11326	H	    0
 12429	475-046 	23 13 49.2	+22 41 45	 5	  13.09	  0.83	 51.5	  3925	H	    0
 12432	        	23 13 58.0	+24 53 42	 5	  13.33	  1.00	 82.0	  8031	H	    0
330128	        	23 14 04.6	+09 56 15	 6	  14.36	  0.50	 72.0	  4037	H	    0
 12438	N7535   	23 14 12.6	+13 34 54	 5	  12.46	  1.00	 23.0	  4272	H	40317
 12437	N7536   	23 14 13.2	+13 25 33	 3	  12.04	  1.00	 66.9	  4336	H	40317
 12441	        	23 14 18.7	+31 07 22	 4	  14.04	  0.92	 76.1	  6630	H	40282
330137	406-029 	23 14 34.2	+06 33 20	 4	  13.01	  1.00	 72.0	  5993	H	    0
 12442	N7537   	23 14 34.6	+04 29 54	 3	  11.70	  0.98	 75.5	  2310	H	40759
330145	496-067 	23 14 42.1	+31 19 03	 3	  13.72	  1.00	 87.4	  6677	H	    0
 12447	N7541   	23 14 43.8	+04 32 02	 5	  10.16	  1.00	 70.5	  2323	H	40759
330144	406-031 	23 14 47.9	+07 43 07	 3	  14.11	  0.50	 69.9	  4345	H	    0
 35964	N7531   	23 14 48.6	-43 35 56	 5	  10.18	  1.00	 57.9	  1357	O	31095
 12452	380-016 	23 15 02.7	+01 26 07	 5	  13.00	  1.00	 83.6	  4594	H	    0
 12458	        	23 15 08.9	+30 56 46	 4	  13.62	  1.00	 77.4	  6518	H	40282
330154	454-014 	23 15 21.0	+16 02 33	 3	  13.42	  1.06	 52.1	 11646	H	    0
 12459	475-053 	23 15 39.3	+24 53 54	 4	  13.18	  1.00	 71.1	  7650	H	40498
 12460	I5296   	23 15 43.8	+25 05 39	 3	  13.11	  1.00	 59.9	  7741	H	40498
330165	M+359017	23 15 48.5	+15 53 12	 5	  13.99	  1.00	 70.9	 11824	H	    0
 12469	N7568   	23 16 25.0	+24 29 48	 3	  12.93	  1.00	 50.1	  8055	H	    0
331598	        	23 16 25.3	+18 28 14	 3	  14.67	  1.00	 90.0	 11067	O	    0
 12471	M+359021	23 16 28.2	+18 33 44	 3	  13.90	  0.50	 78.0	  1698	H	    0
330174	454-019 	23 16 38.4	+15 53 51	 4	  13.05	  1.00	 70.2	  7239	H	    0
 12473	N7570   	23 16 44.7	+13 28 58	 1	  11.84	  1.00	 58.2	  4332	H	40317
330180	N7578E  	23 17 14.3	+18 43 38	 6	  14.81	  1.00	 79.2	 11724	O	    0
330187	454-023 	23 17 21.4	+18 25 24	 5	  13.92	  1.00	 43.0	 12875	H	    0
 12479	380-022 	23 17 25.7	-01 35 10	 1	  12.95	  0.94	 65.6	  3837	H	41150
 35993	407 G 14	23 17 35.5	-34 47 30	 5	  12.13	  0.81	 55.4	  2470	H	    0
 12484	N7587   	23 17 59.2	+09 40 48	 1	  12.02	  1.29	 69.5	  8392	O	    0
330207	I5306a  	23 18 10.1	+10 15 03	 3	  14.23	  1.00	 81.1	 11832	H	    0
 12485	N7594   	23 18 13.9	+10 17 53	 3	  12.30	  1.30	 56.6	 10477	H	    0
 12486	N7591   	23 18 16.4	+06 35 08	 3	  11.54	  1.00	 58.6	  4589	H	    0
 36000	604 G 10	23 18 18.5	-21 10 28	 3	  12.80	  1.05	 35.0	  8735	O	    0
 35998	N7582   	23 18 21.1	-42 22 10	 4	   9.20	  1.00	 66.3	  1367	O	31095
330212	454-031 	23 18 25.4	+20 09 49	 5	  13.55	  1.00	 70.9	  7184	H	    0
332087	s95     	23 18 26.0	+06 57 52	 3	  13.43	  1.07	 81.5	 11943	H	    0
 35997	 77 G  9	23 18 30.5	-68 29 35	 3	  14.26	  1.00	 90.0	  8516	O	    0
 12487	N7601   	23 18 47.1	+09 13 00	 4	  12.82	  1.00	 40.8	  7662	H	    0
331602	        	23 18 47.9	+18 52 30	 3	  14.16	  1.00	 84.0	 10987	O	    0
 12495	454-035 	23 18 48.4	+16 37 36	 6	  13.33	  0.50	 55.6	  2254	H	40462
 36005	N7590   	23 18 54.8	-42 14 21	 5	  10.17	  1.00	 65.4	  1268	O	31095
 36006	604 G 11	23 18 55.4	-20 42 05	 4	  13.47	  1.00	 60.3	  7452	O	    0
331603	        	23 18 58.6	+18 54 12	 5	  15.31	  1.00	 85.3	 22437	O	    0
 36008	535 G 15	23 19 02.8	-22 42 58	 5	  12.41	  1.00	 53.6	  5816	H	    0
630172	N7606   	23 19 04.6	-08 29 07	 3	   9.49	  1.03	 68.6	  1879	H	    0
331605	        	23 19 18.8	+18 36 47	 5	  14.53	  1.00	 74.7	 11187	O	    0
 12503	380-028 	23 19 19.0	+00 56 42	 3	  12.99	  1.08	 75.9	  9934	H	    0
 36012	N7599   	23 19 19.8	-42 15 22	 7	  10.01	  1.00	 72.2	  1446	O	31095
 36007	 77 G 13	23 19 21.4	-67 28 28	 3	  13.48	  1.00	 70.1	  6430	O	    0
330229	454-038 	23 19 21.8	+16 34 01	 3	  14.10	  0.50	 67.9	  2560	H	    0
331948	        	23 19 29.5	+01 00 58	 1	  13.91	  1.00	 67.8	  8532	H	    0
 12506	454-039 	23 19 30.5	+16 04 27	 5	  12.37	  1.01	 80.3	  6874	H	    0
332029	i95     	23 19 37.4	+35 24 00	 3	  14.62	  1.00	 46.3	 14711	H	    0
331946	        	23 19 50.3	+01 04 10	 4	  13.92	  1.00	 78.4	  8619	H	    0
 12513	        	23 19 51.9	+01 13 04	 3	  15.01	  0.76	 81.7	  8704	H	    0
 12519	454-040 	23 20 02.7	+15 57 09	 3	  12.12	  1.00	 79.5	  4008	H	40336
 12521	380-034 	23 20 11.5	-01 51 24	 5	  12.43	  0.94	 55.4	  3266	H	    0
331606	        	23 20 12.3	+18 48 55	 3	  15.39	  1.00	 81.9	 22572	O	    0
330249	476-010 	23 20 13.5	+25 35 39	 5	  13.63	  0.95	 62.4	  5709	H	    0
 12528	516-003 	23 20 19.8	+35 29 28	 4	  13.28	  1.00	 70.7	  7708	H	    0
 12527	N7624   	23 20 22.6	+27 18 55	 5	  11.62	  1.00	 48.5	  3929	H	    0
 12533	476-013 	23 20 52.7	+23 48 26	 3	  12.59	  1.00	 90.0	  5655	H	    0
331607	        	23 21 15.7	+18 31 33	 3	  14.94	  1.00	 78.1	 11047	O	    0
 12543	476-018 	23 21 33.5	+27 07 05	 5	  12.84	  1.00	 73.8	  5637	H	40853
 36030	347 G 10	23 21 39.1	-39 12 02	 3	  13.97	  1.00	 73.2	 10281	O	    0
331683	F677-03 	23 21 45.8	+16 47 26	 6	  15.62	  0.50	 69.7	  6771	H	    0
 12547	406-090 	23 21 51.6	+05 00 21	 3	  13.17	  0.95	 64.3	  4739	H	40390
 12552	431-045 	23 22 04.6	+13 02 07	 2	  12.99	  1.00	 73.6	  7498	H	    0
330292	A2589-61	23 22 22.4	+17 00 53	 3	  14.30	  1.24	 75.0	 21894	O	    0
 12557	497-008 	23 22 28.6	+29 10 50	 3	  12.04	  1.00	 77.1	  5581	H	    0
 12556	N7641   	23 22 30.8	+11 53 32	 1	  12.09	  1.18	 68.5	  7508	H	    0
331577	        	23 22 32.1	+16 47 16	 5	  16.60	  0.91	 81.0	 20900	O	    0
 12555	        	23 22 34.0	+05 07 12	 5	  14.06	  0.58	 75.1	  4552	H	40390
630179	M-259013	23 22 35.1	-13 05 38	 5	  12.23	  1.05	 57.2	  6705	H	    0
 12565	476-025 	23 22 44.8	+23 12 38	 3	  13.38	  1.00	 51.3	  8177	H	    0
 12566	497-009 	23 22 45.8	+29 08 16	 2	  11.93	  1.00	 38.9	  5441	H	    0
 12564	476-024 	23 22 47.5	+22 56 14	 5	  13.09	  1.19	 72.3	 12019	H	    0
330318	A2589-39	23 23 00.9	+16 47 56	 3	  15.76	  0.67	 68.7	 11130	O	    0
331686	        	23 23 02.1	+17 32 19	20	  13.84	  1.00	 76.5	 10916	O	    0
331579	        	23 23 09.9	+17 38 23	 3	  15.58	  0.77	 90.0	 11403	O	    0
331689	        	23 23 21.2	+14 17 04	 2	  13.69	  1.02	 78.1	 12664	O	    0
331692	        	23 23 29.3	+14 20 19	 3	  14.97	  1.00	 79.2	 12098	O	    0
331163	        	23 23 38.3	+17 18 13	 5	  15.17	  0.90	 82.4	 10971	H	    0
332071	i95     	23 23 40.5	+24 40 10	 3	  14.16	  1.00	 43.4	 12081	H	    0
 36044	291 G 24	23 23 40.7	-42 24 01	 5	  13.18	  0.50	 75.6	  1448	O	31095
331695	        	23 23 50.5	+13 53 26	 3	  16.07	  0.66	 81.8	 12609	O	    0
331699	        	23 24 00.2	+14 33 49	 3	  15.88	  0.60	 73.9	 10896	O	    0
330380	A2589-09	23 24 05.1	+16 39 42	 3	  14.20	  1.00	 73.7	 12019	O	    0
331702	        	23 24 07.1	+14 50 06	 3	  14.20	  1.00	 62.0	 11110	O	    0
332085	        	23 24 10.2	+13 18 32	 3	  14.28	  1.00	 44.7	  9283	H	    0
 12578	380-050 	23 24 22.9	-00 06 32	 3	  13.47	  0.50	 59.6	  2336	H	40479
 12583	476-031 	23 24 34.0	+23 59 11	 5	  13.72	  0.73	 81.9	  4708	H	    0
331711	        	23 24 37.7	+14 53 09	 3	  14.35	  1.17	 41.2	 20429	O	    0
331714	        	23 24 49.1	+13 58 15	 3	  13.81	  1.00	 40.4	 11810	H	    0
 36056	605 G  6	23 25 01.0	-18 51 31	 5	  13.68	  1.00	 66.2	  7333	O	    0
331726	        	23 25 08.2	+15 17 57	 3	  14.66	  1.00	 45.8	 12341	O	    0
331592	        	23 25 08.4	+16 22 36	 4	  15.83	  0.77	 79.8	 12798	O	    0
331727	        	23 25 08.9	+15 09 45	 3	  15.65	  0.82	 72.8	 12420	O	    0
331730	        	23 25 10.8	+14 12 58	 5	  15.34	  1.00	 75.6	 13262	O	    0
331733	        	23 25 17.0	+14 47 17	 3	  14.54	  1.00	 65.1	 12859	O	    0
331735	        	23 25 19.7	+14 24 19	 3	  14.17	  1.00	 60.4	 12237	O	    0
 12593	497-017 	23 25 24.2	+32 40 39	 5	  12.81	  1.00	 44.6	  4639	H	31108
331736	        	23 25 31.7	+15 22 12	 3	  15.37	  0.88	 90.0	 11696	O	    0
331737	        	23 25 38.5	+15 21 15	 3	  12.75	  1.30	 90.0	 11982	O	    0
 36063	536 G  4	23 25 45.9	-26 33 41	 5	  14.22	  1.00	 73.4	  8104	O	    0
 36069	I5321   	23 26 20.0	-17 57 17	 3	  12.79	  0.55	 54.4	  2526	O	    0
330449	497-019 	23 26 35.2	+32 50 46	 5	  13.79	  0.70	 62.0	  4938	H	31108
 12598	N7664   	23 26 39.8	+25 04 49	 3	  11.42	  1.00	 58.3	  3123	H	    0
330451	476-040S	23 26 46.9	+26 36 14	 5	  13.69	  0.86	 39.2	  5363	H	    0
330453	406-109 	23 26 54.0	+08 47 03	 5	  13.67	  0.93	 81.8	  5740	H	    0
330469	497-023 	23 28 02.0	+32 09 44	 4	  12.56	  1.00	 70.9	  4849	H	31108
 12610	N7677   	23 28 06.2	+23 31 51	 3	  12.01	  1.00	 47.3	  3203	H	40300
 12618	N7679   	23 28 46.6	+03 30 40	 5	  11.59	  1.01	 41.8	  4775	H	40707
 12625	497-027 	23 29 07.1	+29 46 28	 3	  11.97	  1.00	 81.0	  4939	H	31104
 12628	380-063 	23 29 22.1	+03 23 23	 5	  12.86	  0.98	 44.2	  4308	H	41150
 36098	I5326   	23 29 34.8	-28 49 51	 3	  12.83	  1.00	 59.9	  6992	O	    0
 12629	497-030 	23 29 55.0	+32 38 58	 1	  12.33	  1.00	 75.5	  4870	H	31108
 12634	533-009 	23 30 07.1	+40 13 28	 5	  13.28	  1.00	 75.1	  5147	H	    0
