#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VIII%2F77%2Ftable3&-out=UGC%2FAGC,OName,RAJ2000,DEJ2000,Sabs,e_Sabs,SNR,HRV,Tel&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8077
#Name: VIII/77
#Title: HI spectral properties of galaxies (Springob+, 2005)
#INFO	ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2005ApJS..160..149S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2005	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/77	    Dataset landing page
#INFO	publication_date=2006-06-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VIII_77_table3:
#Name: VIII/77/table3
#Title: Properties of detected galaxies derived from spectra in digital archive
#Column	UGC/AGC	(I6)	Entry number in the UGC (Cat. <VII/26>) or AGC	[ucd=meta.id;meta.main]
#Column	OName	(a8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sabs	(F6.2)	Self-absorption corrected line flux	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sabs	(F6.2)	Uncertainty in Sabs	[ucd=stat.error]
#Column	SNR	(F5.1)	Ratio of peak flux to rms noise	[ucd=instr.det.noise;stat.max]
#Column	HRV	(I6)	Heliocentric velocity of the profile midpoint	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Tel	(a5)	Code indicating the telescope used (G1)	[ucd=meta.id;instr.tel]
UGC/AGC	OName	RAJ2000	DEJ2000	Sabs	e_Sabs	SNR	HRV	Tel
 11162	172-013 	18 13 01.6	+29 41 44	 10.60	  1.16	 29.9	  4621	AOlf
 11168	084-027 	18 13 59.6	+13 16 32	 19.62	  1.99	 71.2	  2311	AOlf
 11176	N6617   	18 14 02.6	+61 19 10	  3.86	  0.48	  8.6	  6717	GB300
 11171	172-014 	18 14 09.7	+30 40 25	  6.29	  0.85	 18.3	  4654	AOlf
 11191	I1286   	18 16 14.1	+55 35 26	  8.58	  0.92	 15.2	  5542	GB300
 11184	142-035 	18 16 34.2	+25 02 37	  6.18	  0.63	 22.9	  3042	AOlf
 11188	113-033 	18 17 29.6	+18 54 13	  5.21	  0.66	 11.4	  5285	AOlf
 11194	142-037 	18 17 56.7	+26 45 27	 10.61	  1.24	  8.9	  4733	AOlf
 11198	114-003 	18 18 59.1	+16 14 57	  1.99	  0.27	  9.0	  4529	AOlf
 11218	N6643   	18 19 46.4	+74 34 07	 40.76	  1.65	 20.1	  1484	GB140
 11222	322-042 	18 21 56.3	+68 07 43	  6.82	  0.74	 13.4	  2640	GB300
 11212	N6627   	18 22 38.8	+15 41 51	  5.78	  0.62	 17.6	  5266	AOlf
 11214	M+247002	18 22 53.2	+12 25 45	  7.07	  0.77	 34.9	  2648	AOlf
 11220	        	18 23 25.5	+40 56 42	 13.07	  0.33	 19.4	  1449	GB140
 11236	N6651   	18 24 19.5	+71 36 05	 14.75	  1.47	 12.3	  5759	Effs
 11231	        	18 25 38.2	+29 22 31	  3.09	  0.42	 11.2	  2899	AOlf
280105	FGC3362 	18 26 16.4	+25 20 02	  3.15	  0.37	 13.3	  5297	AOlf
 11237	142-047 	18 27 17.2	+24 53 05	  8.69	  0.90	 26.0	  5326	AOlf
 11242	114-008 	18 28 01.4	+16 07 31	  4.46	  0.50	 11.2	 10489	AOlf
 11248	        	18 28 04.7	+48 09 42	  5.05	  0.60	  8.5	  4838	GB300
 11243	        	18 28 05.9	+22 42 37	  4.63	  0.60	 13.7	  4337	AOlf
 11247	N6640   	18 28 08.3	+34 18 09	  4.69	  0.51	  9.7	  6813	AOlf
 11246	142-048 	18 28 23.9	+22 44 13	  2.11	  0.25	  7.4	  4171	AOlf
 11252	254-043 	18 28 42.1	+48 14 35	  7.17	  0.81	 13.0	  4961	GB300
 11250	N6641   	18 28 57.3	+22 54 10	  2.87	  0.36	  7.4	  4149	AOlf
 11255	279-015 	18 28 57.4	+51 39 03	  7.51	  0.90	 10.7	  9723	GB300
 11254	172-039 	18 29 43.0	+30 26 13	  9.01	  1.22	 24.9	  4987	AOlf
 11259	M+640020	18 30 20.7	+33 55 41	  6.17	  0.61	 64.4	  7080	AOlf
 11262	228-012 	18 30 35.7	+42 41 33	  7.22	  0.81	 12.2	  5557	GB300
 11269	N6667   	18 30 39.6	+67 59 13	 19.56	  0.68	 14.2	  2592	GB140
 11271	N6657   	18 33 01.3	+34 03 37	  1.20	  0.20	  4.4	  6991	AOlf
 11286	N6676   	18 33 09.8	+66 57 31	 19.96	  1.47	  7.3	  6798	GB140
 11275	        	18 33 39.6	+32 08 21	  7.71	  1.13	 12.0	  5456	AOlf
 11283	I1291   	18 33 52.5	+49 16 42	 23.55	  0.75	 13.3	  1964	GB140
 11280	173-007 	18 34 11.2	+32 03 51	  2.02	  0.29	  4.3	  5484	AOlf
 11282	N6661   	18 34 36.7	+22 54 35	  3.49	  0.43	  8.1	  4263	AOlf
 11287	255-007 	18 34 45.3	+47 02 04	 11.83	  1.25	 16.0	  4856	GB300
 11300	N6689   	18 34 50.0	+70 31 26	 43.05	  2.18	 22.1	   489	GB140
 11289	143-005 	18 35 47.6	+22 28 13	  9.96	  1.21	 34.1	  3990	AOlf
 11294	114-018 	18 36 37.2	+19 55 16	  4.29	  0.48	 10.4	  4900	AOlf
 11293	M+247004	18 36 41.7	+10 26 18	 12.32	  1.51	 48.0	  3474	AOlf
 11296	173-017 	18 36 59.7	+30 36 56	  3.51	  0.37	 11.2	  7617	AOlf
 11297	114-020 	18 37 15.5	+19 58 42	  8.73	  1.08	 21.2	  5847	AOlf
 11299	N6671   	18 37 26.1	+26 25 00	 22.42	  2.56	 64.8	  3206	AOlf
 11305	N6675   	18 37 26.5	+40 03 28	  9.57	  0.97	 12.9	  2500	Effs
 11301	114-024 	18 37 54.5	+17 32 01	 18.28	  2.76	 17.0	  4500	AOlf
 11302	        	18 37 54.7	+22 04 31	  7.47	  0.74	 41.2	  4102	AOlf
 11307	173-020 	18 37 55.3	+27 47 35	 12.98	  1.49	 25.9	  3145	AOlf
 11308	N6674   	18 38 33.8	+25 22 29	 60.11	  2.61	 24.2	  3429	GB140
 11318	N6691   	18 39 12.2	+55 38 29	  5.82	  0.67	 13.8	  5881	GB300
 11332	341-004 	18 39 25.3	+73 34 48	 18.27	  1.85	 23.1	  1584	GB300
 11315	143-013 	18 40 19.8	+24 11 59	 11.63	  1.42	 22.5	  4023	AOlf
 11316	        	18 40 19.8	+24 40 29	  6.49	  0.68	 25.7	  4559	AOlf
 11320	143-015 	18 40 48.1	+23 41 02	 10.24	  1.40	 13.5	  4810	AOlf
 11328	F2221   	18 40 49.9	+38 00 14	  4.49	  0.58	  5.5	  5654	Effs
 11329	255-009 	18 40 51.9	+45 15 40	  9.13	  0.97	 12.9	  2361	GB300
 11323	143-016 	18 40 57.7	+23 05 18	  8.33	  0.94	 16.8	  4111	AOlf
 11340	N6695   	18 42 42.8	+40 21 59	  3.76	  0.54	  5.4	  5497	GB300
 11341	228-024 	18 42 50.9	+39 32 55	  5.21	  0.62	  7.4	  5830	GB300
280109	U11344b 	18 43 20.7	+24 11 05	  4.83	  0.47	 33.5	  4006	AOlf
 11344	143-019 	18 44 15.4	+24 08 32	 24.62	  2.93	 49.3	  3833	AOlf
 11346	143-020 	18 44 16.9	+25 15 22	  3.98	  0.43	 16.9	  4636	AOlf
 11351	N6700   	18 46 04.3	+32 16 46	  7.05	  0.77	 12.1	  4588	AOlf
 11350	143-022 	18 46 16.8	+22 36 53	 14.07	  1.59	 37.9	  4704	AOlf
 11356	N6703   	18 47 18.7	+45 33 01	  1.33	  0.22	  5.2	  2268	GB300
 11355	143-025 	18 47 57.0	+22 56 32	  9.21	  1.07	 22.3	  4360	AOlf
 11357	M+834024	18 48 00.0	+45 26 29	  7.49	  0.90	  9.1	  2179	GB300
 11361	N6711   	18 49 01.0	+47 39 28	  2.78	  0.39	  7.8	  4666	GB300
 11390	M1409001	18 50 44.7	+84 34 58	  3.57	  0.52	  8.3	  4829	GB300
 11369	143-029 	18 51 37.8	+23 38 05	  2.01	  0.24	  9.8	  4579	AOlf
 11370	143-030 	18 51 43.4	+26 33 14	  5.05	  0.57	 14.6	  4544	AOlf
 11371	143-031 	18 51 55.9	+26 29 15	  6.18	  0.74	 11.7	  3749	AOlf
 11377	341-011 	18 52 24.6	+73 11 39	  6.75	  0.86	  6.8	  7457	GB300
 11375	143-032 	18 54 23.5	+24 39 07	 13.20	  1.33	 15.4	  4319	Nanc
 11388	N6740   	19 00 50.6	+28 46 15	  6.58	  0.84	 20.0	  4382	AOlf
 11394	M+545003	19 03 36.5	+27 36 23	 12.57	  2.13	 27.8	  4231	AOlf
 11397	202-003 	19 03 49.2	+33 50 39	  6.12	  0.65	 12.9	  4529	AOlf
 11399	I193555 	19 04 57.4	+34 27 50	  8.09	  1.07	 10.2	  6391	AOlf
 11404	M+545004	19 07 03.7	+29 00 21	 19.00	  2.21	 35.7	  3916	AOlf
 11407	N6764   	19 08 16.5	+50 55 59	 18.74	  0.76	 12.1	  2412	GB140
 11406	229-021 	19 08 18.9	+43 04 07	  9.27	  1.02	 10.8	  4555	GB300
 12940	M1027008	19 10 10.7	+60 07 17	  8.41	  0.98	 11.5	  7442	GB300
290003	        	19 10 24.3	+19 34 20	  8.31	  0.87	 19.2	  3990	AOlf
 11414	N6786   	19 10 53.9	+73 24 36	  7.53	  0.82	 13.4	  7568	GB300
 11413	280-019 	19 12 29.7	+53 10 05	  3.43	  0.37	 12.1	  8222	GB300
 11417	        	19 14 22.0	+29 58 32	  6.13	  0.62	 20.7	  3970	AOlf
 11422	229-033 	19 15 46.5	+43 26 25	  8.86	  1.07	  9.5	  4652	GB300
290007	202-005 	19 17 17.0	+33 25 31	  5.56	  0.57	 17.1	  4450	AOlf
 11426	202-007 	19 18 21.7	+34 50 14	 10.99	  1.09	 20.5	  4457	AOlf
 11428	M+545006	19 20 28.6	+30 49 31	  9.63	  0.95	 34.6	  3945	AOlf
 11429	N6792   	19 20 57.4	+43 07 56	 14.83	  1.52	 13.4	  4638	GB300
 32476	459 G 14	19 21 09.4	-28 54 18	  4.64	  0.52	  7.2	  6382	GB140
 11433	202-009 	19 23 49.8	+34 47 34	  5.27	  0.70	  8.7	  4439	AOlf
 11435	281-002 	19 23 50.8	+55 59 13	  9.86	  1.08	 14.1	  3744	GB300
 11438	I1301   	19 26 37.3	+49 45 30	 15.86	  1.59	 23.1	  3989	GB300
 11443	N6801   	19 27 35.9	+54 22 22	  6.93	  0.76	 11.8	  4361	GB300
 11446	230-017 	19 29 33.1	+41 18 17	  6.67	  1.02	  6.6	  4798	GB300
 11455	341-028 	19 29 56.0	+72 06 44	 13.93	  1.54	 12.8	  5393	GB300
590011	SagDIG  	19 29 58.9	-17 40 41	 28.82	  3.24	 99.9	   -80	Nanc
 11448	M+643001	19 30 33.3	+35 46 35	 10.01	  1.17	 27.4	  4572	AOlf
290059	I1302   	19 30 52.8	+35 47 06	  6.14	  0.66	 10.0	  4649	AOlf
 11453	281-005a	19 31 08.0	+54 06 08	 11.65	  1.19	 18.8	  3849	GB300
 11452	I1303   	19 31 30.2	+35 52 34	  6.38	  0.70	 12.5	  4479	AOlf
290092	371-001 	19 37 13.3	+02 45 14	  2.73	  0.31	  9.0	  7240	AOlf
 11459	230-024 	19 37 22.6	+40 42 19	 23.47	  1.08	 11.4	  3122	GB140
 32665	M-350002	19 37 27.5	-17 27 21	  6.93	  0.91	  8.8	  6140	GB300
290077	397-001 	19 37 29.4	+06 21 34	  4.52	  0.46	 13.9	  6104	AOlf
 32677	460 G 18	19 38 42.6	-29 48 31	  9.64	  0.92	  6.8	  6068	GB140
 11461	397-002 	19 39 08.9	+08 48 35	 10.51	  1.29	 25.1	  3126	AOlf
290078	397-003 	19 39 28.8	+06 20 56	  2.40	  0.28	  8.5	  5830	AOlf
590024	M-350003	19 42 23.2	-15 51 52	 11.85	  0.93	  7.7	  6000	GB140
590025	N6814   	19 42 40.1	-10 19 28	 34.58	  0.83	 54.0	  1565	GB140
 11466	257-008 	19 42 58.7	+45 17 52	 49.93	  4.82	 47.1	   824	GB300
 11470	N6824   	19 43 40.7	+56 06 32	  6.43	  0.78	  6.0	  3551	GB300
 32742	460 G 31	19 44 21.0	-27 24 21	 13.68	  1.35	  7.0	  5788	GB140
 11473	230-030 	19 45 32.1	+43 08 24	 13.15	  1.37	 15.9	  4652	GB300
290080	397-005 	19 45 34.8	+05 33 57	  2.25	  0.25	 12.1	  3187	AOlf
 11475	303-008 	19 46 41.6	+59 42 00	  3.25	  0.52	  7.7	  3248	GB300
 11477	281-010 	19 46 59.0	+56 54 36	  8.71	  1.02	  9.5	  3714	GB300
 11478	N6829   	19 47 07.3	+59 54 24	  6.16	  0.81	  5.5	  3291	GB300
 32794	UA416   	19 48 21.2	-18 04 41	 15.76	  1.58	 15.7	  1733	GB300
290081	397-006 	19 48 45.4	+03 58 56	  1.81	  0.24	  5.4	  5620	AOlf
290082	397-007 	19 48 53.4	+03 29 03	  1.75	  0.24	  5.3	  5818	AOlf
290083	397-008 	19 49 15.4	+03 31 07	  1.79	  0.21	 10.3	  7358	AOlf
 11482	397-010 	19 49 20.0	+07 09 34	 11.27	  1.45	 29.5	  3161	AOlf
 11488	397-011 	19 51 27.3	+03 33 38	  4.56	  0.50	 10.5	  7330	AOlf
 11489	397-012 	19 52 02.3	+04 46 43	  9.01	  0.96	 20.2	  5828	AOlf
 11492	303-015 	19 52 39.9	+57 27 35	  7.62	  0.62	  5.0	  3564	GB140
290084	397-013 	19 52 52.8	+05 15 39	  1.89	  0.20	 14.3	  8799	AOlf
 32834	526 G 11	19 52 55.5	-25 08 58	  3.34	  0.43	  7.6	  5855	Nanc
290085	397-014 	19 53 22.6	+08 20 51	  3.14	  0.38	 10.2	  5292	AOlf
590045	N6835   	19 54 33.1	-12 34 09	 23.22	  2.43	 24.9	  1623	GB300
590046	N6836   	19 54 40.1	-12 41 17	 16.23	  1.66	 25.2	  1640	GB300
 11493	397-015 	19 54 58.4	+05 52 16	 17.26	  2.13	 45.7	  3322	AOlf
 11497	372-001 	19 55 37.9	+02 10 53	  6.62	  0.67	 19.3	  7608	AOlf
290087	398-002 	19 56 14.4	+09 23 42	  0.64	  0.09	  4.8	  7075	AOlf
290088	398-003 	19 56 39.2	+07 50 36	  1.83	  0.20	  6.8	  5386	AOlf
290089	398-004 	19 57 11.4	+04 35 25	  2.06	  0.25	  6.7	 10618	AOlf
 11498	398-005 	19 57 15.1	+05 53 25	 20.07	  1.26	 10.3	  3260	GB140
590069	372-002 	19 57 36.1	-00 14 05	  5.92	  0.64	 10.6	  6828	AOlf
 32909	461 G 22	19 57 43.5	-30 43 10	  3.65	  0.53	  4.9	  6032	GB140
 11501	372-004 	19 58 36.9	+02 36 09	 11.38	  1.17	 55.0	  7572	AOlf
290091	423-002 	19 59 43.5	+14 45 55	  2.57	  0.28	  9.4	  4439	AOlf
 11508	M+933002	20 02 01.4	+53 47 54	 28.77	  0.88	 15.6	  3833	GB140
 11504	        	20 02 25.1	+07 46 31	  4.06	  0.44	 20.6	  5623	AOlf
 11505	372-007 	20 02 27.9	+01 38 51	  4.98	  0.71	  6.6	  7993	AOlf
 11510	282-002 	20 02 55.9	+53 53 04	 18.20	  1.87	 20.2	  3928	GB300
300107	398-008b	20 03 27.7	+06 59 29	  3.69	  0.40	 10.0	  7338	AOlf
300109	398-009 	20 03 41.7	+07 09 40	  0.95	  0.11	  6.6	  5156	AOlf
 33027	595 G 10	20 04 18.6	-19 03 48	 11.26	  0.75	  8.2	  2231	GB140
 11511	        	20 04 19.0	+07 24 52	 11.67	  1.28	 55.0	  5946	AOlf
 11512	423-003 	20 04 34.4	+12 44 21	  4.26	  0.47	  8.1	  4434	AOlf
 11513	423-004 	20 04 40.7	+14 07 13	  9.17	  0.92	 51.0	  4408	AOlf
 33046	595 G 12	20 05 37.7	-20 04 23	  2.82	  0.38	  5.4	  6079	GB140
300110	398-010 	20 05 45.0	+06 44 05	  3.26	  0.35	 11.1	  5516	AOlf
300112	398-012 	20 06 48.2	+07 07 02	  3.56	  0.38	 15.9	  5546	AOlf
300113	398-013 	20 06 50.2	+05 39 42	  3.44	  0.43	  6.9	  7431	AOlf
300114	398-013b	20 07 05.5	+05 43 43	  1.44	  0.18	  6.3	  7589	AOlf
300115	398-014 	20 07 21.3	+06 26 44	  4.00	  0.43	  9.9	  5665	AOlf
 33086	595 G 14	20 07 37.8	-21 07 32	 26.03	  1.05	 16.2	  2315	GB140
 11518	423-005 	20 08 20.6	+15 00 46	  4.53	  0.47	 15.1	  6852	AOlf
 11517	398-015 	20 08 35.7	+05 57 16	  3.73	  0.41	 13.5	  7378	AOlf
 11519	398-016 	20 09 00.1	+07 47 32	  6.10	  0.63	 21.0	  5437	AOlf
300116	398-017 	20 09 00.2	+08 39 37	  6.46	  0.63	 30.0	  5337	AOlf
600014	UA417   	20 09 21.4	-06 17 13	 31.21	  1.07	 39.3	  1425	GB140
 33116	399 G 23	20 09 48.0	-37 19 50	  6.15	  0.65	 11.5	  5936	Nanc
 33132	339 G 36	20 11 27.2	-38 11 55	  3.77	  0.53	  6.2	  5651	Nanc
 11522	398-018 	20 11 49.3	+05 45 46	 16.61	  1.69	 29.0	  5274	AOlf
300117	398-020 	20 11 57.1	+05 49 34	  5.27	  0.51	 39.3	  5288	AOlf
 11523	398-019 	20 12 00.4	+05 31 03	  3.25	  0.33	 25.1	  5419	AOlf
 11524	398-021 	20 12 03.8	+05 45 49	 10.20	  1.01	 53.3	  5302	AOlf
 11525	372-014 	20 12 18.3	+01 57 26	  3.46	  0.47	  6.1	  6603	AOlf
 11528	        	20 12 42.0	+55 33 46	  6.17	  0.74	  7.5	  4968	GB300
 11529	M1124005	20 13 18.8	+66 17 34	 10.15	  1.08	 16.0	  3414	GB300
 11526	398-022 	20 13 35.9	+07 16 53	  7.68	  0.84	 23.2	  5722	AOlf
 11527	372-016 	20 13 54.5	-01 09 27	 10.06	  1.29	 10.7	  5488	AOlf
300118	398-023 	20 14 06.3	+06 22 15	  1.01	  0.13	  7.0	  5037	AOlf
300120	M+151009	20 14 43.8	+06 36 28	  2.82	  0.31	 13.2	  7435	AOlf
600042	M-151001	20 15 48.6	-02 54 18	 10.18	  1.05	 12.1	  5521	Nanc
300121	398-025c	20 16 32.8	+07 16 27	  1.97	  0.24	  9.9	  1841	AOlf
 33247	400 G  5	20 16 51.6	-36 59 12	  9.16	  0.94	 15.4	  5996	Nanc
 11534	        	20 17 12.3	+05 16 41	  4.29	  0.48	 18.8	  7007	AOlf
 11535	398-026 	20 17 21.4	+05 14 22	  2.83	  0.33	  6.8	  7052	AOlf
600197	372-019 	20 17 32.6	+00 00 08	  2.69	  0.34	  6.4	  5473	AOlf
 33278	462 G  7	20 18 22.5	-27 27 18	 11.13	  1.23	 13.4	  6132	Nanc
300181	372-020 	20 18 26.3	+02 19 04	  4.09	  0.49	  7.7	  8042	AOlf
 11537	372-021 	20 18 37.8	-00 09 02	 29.77	  3.02	 27.5	  5421	GB300
300005	447-001a	20 18 58.4	+17 51 37	  3.91	  0.41	 16.1	  8949	AOlf
 11540	N6911   	20 19 38.6	+66 43 40	  9.02	  0.97	 15.0	  2487	GB300
300006	424-001 	20 19 56.9	+15 22 38	  1.77	  0.18	 19.4	  4393	AOlf
300008	399-001 	20 20 08.1	+07 47 00	  3.70	  1.00	  5.1	  4756	AOlf
 33316	596 G 19	20 20 57.1	-19 27 27	  2.75	  0.38	  7.2	  3338	Effs
600049	N6897   	20 21 01.4	-12 15 13	  4.91	  0.58	  6.5	  5755	Nanc
600053	M-252003	20 21 46.8	-10 29 16	  9.23	  1.06	 11.8	  5663	GB300
 11547	        	20 21 56.6	+60 42 35	  3.99	  0.51	  9.8	  5696	GB300
600054	M-352002	20 22 11.9	-16 47 42	 10.01	  0.50	 10.3	  3344	GB140
 33339	462 G 10	20 22 14.1	-29 51 22	  7.29	  0.52	  7.5	  3088	GB140
 11542	N6901   	20 22 21.5	+06 25 47	  8.54	  0.95	 15.0	  4790	AOlf
 11541	M+052003	20 22 26.1	+00 17 34	  8.99	  1.07	 20.6	  3813	AOlf
300010	399-003 	20 22 37.0	+03 55 46	  3.00	  0.32	 11.5	  6758	AOlf
 11543	399-004 	20 22 38.9	+09 35 06	  1.64	  0.19	  8.1	  7869	AOlf
 11544	        	20 22 57.3	+08 06 52	  2.57	  0.32	  7.1	  4711	AOlf
300013	399-005 	20 23 04.2	+09 32 33	  2.19	  0.26	  8.9	  7137	AOlf
300124	447-002 	20 23 29.6	+15 57 35	  1.28	  0.17	  5.5	  8508	AOlf
 11554	N6916   	20 23 33.2	+58 20 38	 12.05	  0.64	  8.9	  3099	GB140
 11548	N6906   	20 23 33.9	+06 26 38	  7.88	  0.87	 16.7	  4858	AOlf
 33373	462 G 16	20 23 39.0	-28 16 34	 13.69	  0.67	 10.4	  3051	GB140
 11557	304-005 	20 24 00.7	+60 11 41	 20.14	  1.96	 46.8	  1388	GB300
300015	424-003 	20 24 21.7	+12 34 38	  9.44	  0.96	 25.7	  4537	AOlf
 11549	399-007 	20 24 21.7	+07 10 42	  7.89	  0.84	 18.2	  4982	AOlf
 11550	        	20 24 27.6	+12 25 15	  7.67	  0.95	 17.4	  4521	AOlf
 11552	424-004 	20 24 35.6	+12 26 37	 17.03	  2.13	 25.0	  4523	AOlf
 11551	399-008 	20 24 36.5	+06 54 38	 10.13	  1.40	 10.0	  4876	AOlf
 11553	M+052005	20 24 46.9	+01 25 08	  4.29	  0.54	 15.1	  3949	AOlf
 33397	596 G 32	20 24 52.7	-18 20 42	  3.38	  0.41	  8.5	  3394	Effs
 33399	N6907   	20 25 06.5	-24 48 30	 51.57	  1.63	 19.7	  3169	GB140
 11556	M+252005	20 25 09.2	+12 23 46	  2.74	  0.28	 17.7	  5552	AOlf
 11555	399-009 	20 25 12.0	+05 15 47	  9.70	  1.10	 41.9	  4844	AOlf
300018	424-005 	20 25 30.7	+10 34 20	  1.70	  0.19	  9.4	  7814	AOlf
 33411	400 G 19	20 25 42.3	-32 32 40	  5.77	  0.62	  9.5	  5705	Nanc
 33412	400 G 20	20 25 47.5	-34 11 33	  8.15	  0.89	 10.4	  3909	Nanc
300178	373-007 	20 26 14.7	+01 08 05	  2.10	  0.35	  6.8	  3601	AOlf
300019	424-006 	20 26 25.8	+15 01 03	  4.34	  0.45	 11.7	  8536	AOlf
 33424	400 G 21	20 26 33.1	-32 27 42	  9.06	  0.96	 10.0	  5750	Nanc
300127	447-004 	20 26 38.6	+15 42 24	  3.28	  0.36	  9.0	 15182	AOlf
 11562	373-010 	20 26 42.0	+02 41 42	  2.84	  0.34	  6.8	  5324	AOlf
 11564	424-009A	20 27 39.6	+10 45 37	  8.19	  0.80	 25.6	  5321	AOlf
300022	424-010 	20 27 53.4	+13 31 00	  5.30	  0.54	 18.3	  1939	AOlf
 11565	399-011 	20 28 02.8	+04 57 42	  7.31	  1.49	  9.9	  3104	AOlf
300023	424-011 	20 28 12.1	+14 16 59	  0.85	  0.12	  5.0	 13897	AOlf
 11568	424-012 	20 28 18.5	+10 45 19	 17.21	  2.21	 25.4	  4228	AOlf
300024	424-013 	20 28 23.6	+14 20 12	  2.55	  0.28	 10.2	  5728	AOlf
 11569	        	20 28 45.2	+10 37 41	  1.90	  0.23	  7.9	  4449	AOlf
 11571	424-014 	20 29 01.4	+10 40 43	 13.03	  1.65	 28.1	  4758	AOlf
300026	447-005 	20 29 02.7	+18 22 32	  3.17	  0.34	 11.8	 13808	AOlf
 33485	462 G 24	20 29 06.8	-31 41 10	  3.65	  0.56	  4.6	  2119	GB140
 33487	462 G 25	20 29 08.1	-27 54 52	  1.94	  0.44	  4.4	  3055	GB140
 11573	        	20 29 22.9	+14 18 26	  3.61	  0.43	  8.9	  7466	AOlf
300027	399-013 	20 29 42.1	+03 43 10	  1.92	  0.21	 11.4	  7950	AOlf
 11574	N6922   	20 29 52.9	-02 11 28	 13.75	  1.39	 19.1	  5673	GB300
 11575	373-020 	20 30 07.7	+03 03 03	  6.84	  0.83	 12.9	  3984	AOlf
 33506	528 G 11	20 30 13.2	-23 02 09	  7.33	  0.45	  8.8	  6142	GB140
600067	M-352014	20 30 25.8	-16 44 23	  3.32	  0.43	  6.9	  3484	Effs
300129	447-006 	20 30 31.6	+20 11 43	  2.94	  0.30	 17.8	  3650	AOlf
 11578	        	20 30 42.8	+09 11 25	 13.49	  1.45	102.8	  4601	AOlf
 11582	447-007 	20 30 49.5	+20 17 49	  8.50	  1.02	 15.1	  3688	AOlf
 11580	        	20 30 50.5	+08 05 28	  5.61	  0.67	 15.1	  4379	AOlf
 11579	M+052026	20 30 55.2	-00 38 59	  4.26	  0.59	  7.1	  5902	AOlf
600198	400G37B 	20 31 05.9	-33 29 21	  2.22	  0.28	  8.4	  2796	Nanc
 33525	400 G 37	20 31 12.9	-33 28 38	  8.17	  0.87	 11.9	  3063	Nanc
300030	424-017 	20 31 19.6	+14 47 49	  1.93	  0.23	  6.5	 13385	AOlf
300029	399-016 	20 31 20.6	+04 36 30	  4.02	  0.44	 11.8	  4086	AOlf
300132	399-018 	20 31 34.4	+07 09 44	  2.89	  0.33	 12.5	  4301	AOlf
300031	424-018 	20 31 45.3	+10 03 26	  1.81	  0.23	  6.5	  4797	AOlf
 11584	373-030 	20 31 49.6	+01 32 40	 10.08	  1.38	 13.2	  5352	AOlf
600073	I1324   	20 32 12.2	-09 03 23	  5.38	  0.77	  6.9	  6097	GB300
 11585	373-031 	20 32 15.9	-02 14 57	 11.62	  1.26	 11.4	  5950	GB300
300177	M+252013	20 32 17.2	+11 24 09	  1.22	  0.17	  6.9	  4525	AOlf
300134	447-009 	20 32 19.9	+20 38 34	  1.64	  0.22	  5.5	 12632	AOlf
 11589	N6928   	20 32 50.3	+09 55 37	 12.96	  1.64	 19.1	  4684	AOlf
 11590	N6930   	20 32 58.7	+09 52 28	  4.24	  0.47	 17.5	  4554	AOlf
 11588	N6926   	20 33 06.0	-02 01 39	 19.64	  1.98	 15.9	  5999	GB300
 33571	528 G 17	20 33 20.7	-27 05 49	  7.64	  0.97	 12.0	  6150	Nanc
300136	447-011 	20 33 26.3	+19 05 37	  1.42	  0.17	  8.1	 14116	AOlf
300035	424-023 	20 34 11.7	+10 24 20	  1.32	  0.16	  7.5	 15040	AOlf
 33592	N6925   	20 34 20.8	-31 58 50	 66.17	  4.39	 14.6	  2789	GB140
 11594	424-024 	20 34 36.1	+12 56 46	  1.41	  0.18	  6.2	  8118	AOlf
300036	399-021 	20 34 37.0	+09 08 08	  2.36	  0.27	  9.5	  4554	AOlf
 11593	399-022 	20 34 43.9	+07 58 55	  2.37	  0.29	  6.7	  7717	AOlf
