#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T20:11:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T20:11:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJ%2F809%2F146%2Ftable1&-out=NSA,RAJ2000,DEJ2000,Dist,e_Dist,Inc,Reff,e_Reff,MHI,e_MHI,Mstar,e_Mstar,Ref,SimbadName&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18090146
#Name: J/ApJ/809/146
#Title: SDSS-DR8 isolated low-mass galaxies (Bradford+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	creator=Bradford J.D.	    First author or institution
#INFO	cites=bibcode:2015ApJ...809..146B	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/809/146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18090146	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_809_146_table1:
#Name: J/ApJ/809/146/table1
#Title: Isolated galaxy data sample
#Column	NSA	(I6)	[162/171138] NASA Sloan Atlas v0.1.2 identifier	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F6.2)	[13/246] Heliocentric luminosity distance	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	[1/4] Uncertainty in Dist	[ucd=stat.error]
#Column	Inc	(I2)	[8/90] Inclination Angle	[ucd=src.orbital.inclination;pos.posAng]
#Column	Reff	(F5.2)	[0.2/29.1] Effective radius at assumed distance	[ucd=pos.distance;phys.size.radius]
#Column	e_Reff	(F5.2)	[0.01/0.6] Uncertainty in reff	[ucd=stat.error]
#Column	MHI	(F6.3)	[0.01/59.1] HI Mass	[ucd=phys.mass]
#Column	e_MHI	(F6.3)	[0.004/28] Uncertainty in MHI	[ucd=stat.error]
#Column	Mstar	(F7.3)	[0.007/262.3] Stellar mass	[ucd=phys.mass]
#Column	e_Mstar	(F7.3)	[0.003/121] Uncertainty in Mstar	[ucd=stat.error]
#Column	Ref	(I1)	Source of HI observations (1)	[ucd=meta.bib]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
NSA	RAJ2000	DEJ2000	Dist	e_Dist	Inc	Reff	e_Reff	MHI	e_MHI	Mstar	e_Mstar	Ref	SimbadName
156436	08 02 36.53	+27 26 15.02	 78.65	 1.43	58	 5.91	 0.11	 8.897	 0.750	 39.996	 18.422	2	SDSS J080236.52+272614.9
156465	08 05 38.67	+26 10 05.52	 77.67	 1.39	35	 5.41	 0.10	 4.540	 0.411	 35.691	 16.439	2	SDSS J080538.66+261005.4
156481	08 07 27.58	+25 08 02.53	 90.01	 1.91	45	 3.94	 0.08	 2.356	 0.580	 29.395	 13.540	2	SDSS J080727.58+250802.4
156669	08 24 51.81	+09 13 30.86	 87.27	 1.50	28	 6.66	 0.11	 5.014	 0.456	  3.184	  1.467	2	SDSS J082451.73+091329.8
156813	08 37 14.91	+04 41 45.14	206.26	 2.14	33	15.23	 0.16	23.527	 3.395	142.213	 65.503	2	SDSS J083714.90+044145.1
156859	08 43 24.72	+08 04 46.91	128.16	 2.14	74	 6.14	 0.10	 7.837	 1.298	 40.911	 18.844	2	SDSS J084324.71+080446.9
156870	08 44 42.65	+09 48 02.31	 59.91	 2.11	79	 3.53	 0.12	 3.778	 0.573	  3.589	  1.653	2	SDSS J084442.65+094802.6
156871	08 44 43.62	+10 28 20.17	 59.99	 2.14	83	 6.59	 0.24	 5.550	 0.838	  5.179	  2.386	2	SDSS J084443.57+102819.8
156878	08 45 39.64	+23 52 07.65	189.70	 2.14	71	19.94	 0.23	36.852	15.700	 99.648	 45.898	2	SDSS J084539.64+235207.6
156881	08 45 59.54	+12 37 11.54	 60.60	 2.29	30	 5.85	 0.22	 7.540	 1.274	 17.201	  7.923	2	SDSS J084559.54+123711.6
156913	08 50 23.60	+25 57 14.67	120.31	 2.14	56	 6.46	 0.12	 6.928	 1.245	 45.072	 20.760	2	SDSS J085023.59+255714.6
156998	09 01 24.58	+10 12 00.68	159.99	 2.14	18	 6.64	 0.09	13.180	 1.369	 54.328	 25.024	2	SDSS J090124.57+101200.6
157004	09 02 43.54	+25 05 31.02	 87.23	 1.75	87	 8.00	 0.16	 7.503	 0.735	 12.934	  5.957	2	SDSS J090243.54+250531.0
157005	09 02 43.85	+25 25 16.21	 87.79	 1.79	69	 8.46	 0.17	11.425	 1.030	 22.404	 10.319	2	SDSS J090243.85+252516.1
157025	09 04 54.09	+25 00 13.92	 45.85	 2.29	52	 4.08	 0.20	 1.284	 0.305	 10.868	  5.006	2	SDSS J090454.06+250014.1
157068	09 09 22.30	+24 14 43.48	168.80	 2.14	57	 6.96	 0.09	12.059	 1.891	 56.584	 26.063	2	SDSS J090922.30+241443.3
157129	09 15 16.97	+11 53 08.39	 77.06	 1.43	74	 7.27	 0.13	12.614	 1.018	 74.466	 34.299	2	SDSS J091516.96+115308.4
157143	09 16 11.01	+06 19 45.75	 55.57	 2.04	63	 3.95	 0.14	 5.197	 0.851	  3.199	  1.473	2	SDSS J091611.02+061945.9
157174	09 18 58.07	+05 53 18.22	166.40	 2.14	20	 5.99	 0.08	 8.577	 1.183	 51.209	 23.587	2	SDSS J091858.05+055318.1
157179	09 19 24.38	+08 01 16.95	139.90	 2.14	43	 4.78	 0.07	 9.845	 1.125	 19.065	  8.781	2	SDSS J091924.37+080116.8
157293	09 31 00.92	+06 33 45.35	 81.02	 1.21	76	 4.98	 0.07	 4.157	 0.410	 12.855	  5.921	2	SDSS J093100.89+063345.2
157324	09 34 38.64	+05 50 29.27	 81.24	 1.25	80	 7.35	 0.11	 7.051	 0.561	 31.265	 14.401	2	SDSS J093438.64+055029.1
157328	09 34 59.95	+25 55 07.95	147.18	 2.14	66	 3.42	 0.05	10.704	 2.484	 33.297	 15.337	2	SDSS J093459.94+255508.0
157343	09 37 05.26	+13 53 39.29	123.48	 2.14	90	 9.19	 0.16	11.072	 1.778	 22.350	 10.294	2	SDSS J093705.25+135339.2
157357	09 38 59.19	+06 57 19.60	 77.03	 1.39	51	 7.51	 0.14	 7.770	 0.664	 82.719	 38.100	2	SDSS J093859.18+065719.5
157366	09 39 51.80	+15 59 44.42	115.63	 2.14	70	 6.93	 0.13	 7.613	 1.526	 15.735	  7.248	2	SDSS J093951.79+155944.4
157375	09 40 58.48	+25 28 12.20	148.67	 2.14	82	 9.31	 0.13	15.940	 7.147	 27.952	 12.875	2	SDSS J094058.47+252812.4
157418	09 45 14.40	+09 06 37.21	 81.40	 1.21	65	 8.98	 0.13	14.339	 0.960	 66.099	 30.445	2	SDSS J094514.39+090637.2
157444	09 47 21.64	+25 44 45.58	 99.97	 2.14	90	 9.83	 0.21	14.349	 1.406	 13.722	  6.320	2	SDSS J094721.63+254445.4
157458	09 48 54.50	+24 52 29.08	190.50	 2.14	54	11.14	 0.13	14.639	 8.921	 92.734	 42.713	2	SDSS J094854.49+245229.0
157467	09 49 51.58	+10 25 55.10	127.08	 2.14	73	10.18	 0.17	13.637	 1.330	 51.088	 23.531	2	SDSS J094951.57+102555.1
157506	09 52 42.01	+14 12 49.62	114.28	 2.14	44	 3.78	 0.07	 2.940	 0.649	 19.490	  8.977	2	SDSS J095242.00+141249.7
157548	09 54 46.17	+13 22 29.23	 85.89	 1.54	59	 4.34	 0.08	 7.362	 0.625	  5.016	  2.311	2	SDSS J095446.16+132229.0
157560	09 55 18.07	+04 16 12.02	 28.60	 1.93	64	 4.02	 0.27	 2.379	 0.660	 13.203	  6.081	2	SDSS J095518.06+041612.0
157590	09 56 20.12	+27 13 39.20	 22.24	 1.93	30	 0.97	 0.08	 1.048	 0.374	  3.768	  1.736	2	SDSS J095620.11+271339.2
157603	09 56 42.49	+15 38 11.20	 71.83	 2.36	71	 4.07	 0.13	 6.894	 0.967	  3.458	  1.593	2	SDSS J095642.48+153811.2
157724	10 00 57.01	+11 10 55.54	157.61	 2.14	26	 8.76	 0.12	10.830	 1.007	 46.631	 21.478	2	SDSS J100057.00+111055.5
157819	10 05 34.49	+27 30 51.58	 91.84	 1.94	59	 7.15	 0.15	 7.763	 0.753	  4.134	  1.904	2	SDSS J100534.47+273051.7
157857	10 07 27.69	+12 16 28.19	 41.98	 2.04	55	 2.53	 0.12	 0.886	 0.216	  4.112	  1.894	2	SDSS J100727.69+121628.2
157858	10 07 32.22	+14 36 30.87	173.58	 2.14	47	 7.71	 0.10	20.222	 2.036	 82.944	 38.204	2	SDSS J100732.21+143630.9
157910	10 10 27.92	+27 57 21.92	 72.19	 1.57	47	 5.71	 0.12	 4.049	 0.419	 28.599	 13.173	2	SDSS J101027.91+275721.9
157940	10 12 17.64	+27 51 43.45	 71.91	 1.61	78	 9.58	 0.21	17.235	 1.617	 47.169	 21.726	2	SDSS J101217.63+275143.4
158063	10 14 51.10	+13 20 19.25	170.77	 2.14	36	 3.94	 0.05	 7.560	 1.627	 31.879	 14.683	2	SDSS J101451.09+132019.3
158077	10 15 30.50	+14 02 28.08	148.24	 2.14	80	10.45	 0.15	13.761	 2.759	 54.956	 25.313	2	SDSS J101530.50+140228.0
158122	10 17 20.03	+15 29 20.93	140.92	 2.14	46	 1.58	 0.02	10.723	 1.380	 14.460	  6.660	2	SDSS J101720.02+152920.9
158183	10 20 27.64	+08 02 42.31	118.64	 2.14	46	 6.45	 0.12	 3.926	 0.986	  7.448	  3.431	2	SDSS J102027.71+080243.0
158357	10 27 44.05	+27 08 36.91	 94.41	 2.14	90	 3.83	 0.09	 6.039	 0.680	 10.332	  4.759	2	SDSS J102744.06+270836.7
158368	10 28 10.01	+09 00 44.49	144.86	 2.14	90	 8.82	 0.13	 8.352	 2.316	 22.583	 10.402	2	SDSS J102810.00+090044.4
158390	10 29 15.53	+06 07 41.22	 53.77	 2.32	90	 8.26	 0.36	 5.947	 1.070	  9.186	  4.231	2	SDSS J102915.49+060741.0
158543	10 36 19.59	+13 26 45.96	 94.70	 2.14	40	 5.49	 0.12	 1.846	 0.458	 21.461	  9.885	2	SDSS J103619.58+132645.9
158600	10 39 39.04	+25 19 21.96	 77.63	 1.54	45	 4.13	 0.08	10.151	 0.880	 15.163	  6.984	2	SDSS J103939.03+251921.8
158811	10 49 12.81	+27 45 05.50	200.59	 2.14	78	10.13	 0.11	 9.456	11.332	 84.756	 39.039	2	SDSS J104912.81+274505.4
158901	10 52 03.87	+10 08 53.94	 39.70	 2.25	36	 9.40	 0.53	10.489	 2.446	 40.692	 18.743	2	SDSS J105203.87+100853.9
158933	10 53 07.63	+25 39 34.30	199.09	 2.14	85	15.23	 0.16	29.368	17.942	 78.745	 36.270	2	SDSS J105307.61+253934.4
158968	10 54 31.07	+11 27 09.69	136.74	 2.14	66	 7.56	 0.12	11.837	 1.172	 17.093	  7.873	2	SDSS J105431.05+112709.7
159045	10 58 00.30	+11 59 13.61	150.98	 2.14	27	 5.02	 0.07	 6.884	 1.171	 16.640	  7.664	2	SDSS J105800.29+115913.6
159047	10 58 04.08	+06 02 47.35	112.26	 2.14	19	 8.77	 0.17	 5.957	 0.665	 25.702	 11.839	2	SDSS J105804.08+060247.3
159122	11 00 48.61	+15 36 09.65	209.33	 2.14	29	 8.37	 0.09	12.420	 5.805	 37.132	 17.103	2	SDSS J110048.60+153609.7
159224	11 04 34.47	+16 03 42.36	 90.16	 1.69	55	 4.89	 0.09	 3.951	 0.596	 91.718	 42.245	2	SDSS J110434.47+160342.4
159301	11 07 04.30	+07 48 14.40	115.56	 2.14	68	 8.42	 0.16	20.712	 1.862	 41.201	 18.977	2	SDSS J110704.30+074814.4
159348	11 08 55.67	+26 36 37.55	 94.54	 2.14	82	11.71	 0.27	18.519	 1.809	 51.408	 23.678	2	SDSS J110855.66+263637.8
159436	11 12 05.93	+13 18 23.77	149.32	 2.14	68	 6.63	 0.10	 6.893	 1.757	 24.917	 11.477	2	SDSS J111205.92+131823.7
159582	11 18 00.20	+07 50 41.71	 90.20	 1.72	67	 9.14	 0.17	10.163	 1.004	 79.023	 36.398	2	SDSS J111800.19+075041.6
159778	11 24 40.33	+14 56 47.52	 63.84	 2.54	87	 5.39	 0.21	 4.954	 0.825	  7.051	  3.248	2	SDSS J112440.32+145647.4
159787	11 24 55.73	+13 13 19.43	 86.78	 1.57	78	 5.15	 0.09	 5.575	 0.743	 22.371	 10.304	2	SDSS J112455.72+131319.4
159836	11 26 34.04	+11 26 24.34	 48.65	 2.93	65	 5.46	 0.33	 6.280	 1.566	  5.434	  2.503	2	SDSS J112634.04+112624.2
159859	11 27 21.58	+07 48 51.51	174.52	 2.14	20	 7.52	 0.09	10.858	 1.462	 35.550	 16.374	2	SDSS J112721.58+074851.4
159874	11 27 45.96	+06 08 39.04	136.42	 2.14	19	 6.79	 0.11	 9.523	 1.673	 29.836	 13.743	2	SDSS J112745.95+060839.1
160023	11 32 12.43	+13 29 32.82	148.65	 2.14	63	 6.23	 0.09	 6.088	 4.300	 22.048	 10.155	2	SDSS J113212.43+132932.8
160107	11 34 50.47	+25 31 50.39	101.57	 2.14	76	 6.79	 0.14	 8.054	 1.081	 69.722	 32.114	2	SDSS J113450.47+253150.2
160144	11 35 37.61	+25 05 19.09	139.44	 2.14	76	11.10	 0.17	20.485	 1.866	 73.972	 34.072	2	SDSS J113537.59+250519.0
160399	11 42 08.14	+12 56 28.39	 88.43	 1.68	68	 6.64	 0.13	 7.052	 0.633	  3.746	  1.726	2	SDSS J114208.07+125630.0
160584	11 48 20.81	+06 20 42.41	144.30	 2.14	50	 9.94	 0.15	 8.075	 1.014	 15.603	  7.187	2	SDSS J114820.81+062042.3
160608	11 49 18.76	+26 07 17.68	 55.77	 3.43	42	 5.62	 0.35	 7.318	 1.862	 29.694	 13.677	2	SDSS J114918.75+260717.7
160611	11 49 22.09	+24 56 18.59	 86.84	 1.64	41	 7.12	 0.13	 9.547	 0.810	 12.202	  5.620	2	SDSS J114922.08+245618.4
160638	11 50 32.65	+06 34 03.28	 87.63	 1.64	37	 4.77	 0.09	11.599	 1.023	 64.979	 29.929	2	SDSS J115032.64+063403.2
160720	11 53 46.37	+10 24 11.30	 92.77	 1.82	57	 5.50	 0.11	17.453	 1.510	 45.734	 21.065	2	SDSS J115346.37+102411.3
160749	11 55 11.34	+06 10 08.45	 98.89	 2.14	60	12.91	 0.28	12.346	 1.231	 92.138	 42.439	2	SDSS J115511.33+061008.3
160876	12 00 03.17	+08 10 54.24	 87.91	 1.64	57	10.73	 0.20	 2.975	 1.022	 83.405	 38.416	2	SDSS J120003.16+081054.2
161145	12 10 14.67	+23 53 16.73	 94.72	 2.14	81	 7.85	 0.18	 4.031	 2.811	 34.365	 15.829	2	SDSS J121014.65+235316.7
161149	12 10 18.26	+26 25 50.58	 93.96	 2.14	41	15.41	 0.35	 7.833	 0.800	164.735	 75.877	2	SDSS J121018.25+262550.6
161325	12 15 41.34	+08 08 02.52	160.93	 2.14	82	13.60	 0.18	32.703	 2.528	 76.964	 35.450	2	SDSS J121541.33+080802.5
161416	12 17 55.84	+05 52 10.82	100.07	 2.14	51	 6.13	 0.13	 4.802	 0.902	  9.602	  4.422	2	SDSS J121755.81+055211.2
161419	12 17 58.08	+07 16 26.20	 62.31	 2.29	45	 5.60	 0.21	 5.381	 0.854	 34.485	 15.884	2	SDSS J121758.08+071626.2
161679	12 24 33.64	+06 42 44.46	 82.43	 1.46	52	 3.17	 0.06	 5.359	 0.476	  3.835	  1.766	2	SDSS J122433.62+064244.6
161810	12 27 33.01	+06 14 00.28	 91.26	 1.80	37	 5.60	 0.11	12.891	 1.119	 11.137	  5.130	2	SDSS J122732.97+061400.0
161831	12 28 06.79	+13 54 42.35	104.70	 2.14	46	 8.84	 0.18	 8.051	 0.928	 29.011	 13.363	2	SDSS J122806.79+135442.3
162169	12 38 45.44	+06 46 05.40	 81.92	 1.54	73	 7.86	 0.15	 8.388	 0.763	 11.929	  5.494	2	SDSS J123845.42+064605.3
162186	12 39 28.20	+04 16 04.32	213.60	 2.14	90	12.84	 0.13	16.552	14.770	 67.055	 30.885	2	SDSS J123928.19+041604.3
162191	12 39 39.09	+07 10 07.49	103.78	 2.14	70	 3.92	 0.08	 5.956	 0.881	 21.022	  9.683	2	SDSS J123939.06+071007.1
162376	12 45 42.97	+06 19 28.32	207.11	 2.14	52	 8.14	 0.08	14.644	 4.708	 38.182	 17.587	2	SDSS J124542.96+061928.3
162463	12 49 34.80	+13 48 09.80	204.25	 2.14	29	 4.05	 0.04	14.857	 2.205	 18.187	  8.377	2	SDSS J124934.79+134809.8
162498	12 51 12.90	+04 51 32.48	107.14	 2.14	36	 5.38	 0.11	 9.808	 0.994	 87.824	 40.452	2	SDSS J125112.89+045132.5
162694	12 58 10.00	+24 20 56.07	 97.80	 2.14	61	 1.40	 0.03	 2.554	 0.599	  4.567	  2.104	2	SDSS J125809.99+242056.0
162922	13 03 48.51	+26 05 21.50	164.97	 2.14	62	 9.19	 0.12	15.220	 1.906	 36.240	 16.692	2	SDSS J130348.50+260521.6
163339	13 19 01.34	+27 53 30.18	152.84	 2.14	59	 7.05	 0.10	13.965	 5.406	 29.363	 13.525	2	SDSS J131901.33+275330.1
163341	13 19 01.87	+14 47 27.61	 94.58	 2.14	59	 3.89	 0.09	 3.114	 1.744	 13.866	  6.387	2	SDSS J131901.87+144727.6
163441	13 23 27.45	+06 23 33.25	 99.06	 2.14	41	 6.42	 0.14	 9.774	 1.006	 48.762	 22.460	2	SDSS J132327.45+062333.2
163456	13 24 00.70	+09 42 36.62	 99.70	 2.14	39	10.20	 0.22	19.030	 1.839	178.939	 82.419	2	SDSS J132400.70+094236.6
163460	13 24 12.84	+15 35 38.40	122.74	 2.14	84	10.25	 0.18	 9.204	 7.563	 39.659	 18.267	2	SDSS J132412.83+153538.5
163961	13 45 44.98	+07 30 53.73	 99.60	 2.14	73	 5.93	 0.13	 6.503	 0.785	 19.824	  9.131	2	SDSS J134544.97+073053.6
164135	13 52 20.38	+07 47 58.38	 99.18	 2.14	43	 2.26	 0.05	 4.408	 0.556	 14.478	  6.669	2	SDSS J135220.38+074758.1
164282	13 57 49.43	+09 52 24.23	 97.59	 2.14	58	 7.30	 0.16	 6.909	 0.688	 65.498	 30.168	2	SDSS J135749.43+095224.1
164385	14 01 09.47	+07 42 08.27	 98.88	 2.14	22	 5.93	 0.13	11.769	 1.164	 19.109	  8.801	2	SDSS J140109.46+074208.1
164409	14 02 05.90	+26 03 39.19	144.49	 2.14	54	 6.72	 0.10	12.482	 4.449	 57.588	 26.525	2	SDSS J140205.90+260339.1
164412	14 02 11.03	+25 19 35.42	128.32	 2.14	53	 6.22	 0.10	10.942	 1.110	 35.675	 16.432	2	SDSS J140211.03+251935.3
164483	14 04 35.96	+15 28 21.96	 77.07	 1.64	61	 4.00	 0.09	 1.337	 0.342	 26.961	 12.418	2	SDSS J140435.95+152822.0
164662	14 12 38.95	+27 37 40.61	170.54	 2.14	72	 7.13	 0.09	11.292	 6.764	 50.084	 23.069	2	SDSS J141238.95+273740.6
164678	14 13 11.62	+13 00 13.26	 84.00	 1.64	32	 6.58	 0.13	 7.706	 0.713	 20.746	  9.556	2	SDSS J141311.60+130013.2
164692	14 13 41.91	+12 30 15.04	 85.25	 1.71	46	 4.37	 0.09	 7.693	 0.778	 21.002	  9.674	2	SDSS J141341.90+123015.0
164773	14 17 32.15	+04 33 43.57	114.30	 2.14	41	 6.23	 0.12	 5.005	 2.372	 45.901	 21.142	2	SDSS J141732.14+043343.5
164844	14 20 19.21	+08 55 39.07	193.45	 2.14	47	 8.07	 0.09	15.971	 4.609	 25.908	 11.933	2	SDSS J142019.20+085539.0
164893	14 22 10.72	+13 55 05.04	 32.00	 1.89	72	 3.47	 0.21	 2.182	 0.535	 17.824	  8.210	2	SDSS J142210.71+135505.0
164919	14 23 46.04	+09 14 11.41	129.88	 2.14	59	 7.82	 0.13	14.995	 1.290	 17.699	  8.152	2	SDSS J142346.02+091411.3
165037	14 28 01.81	+27 56 55.60	161.11	 2.14	24	 7.72	 0.10	11.596	 1.303	 38.689	 17.820	2	SDSS J142801.80+275655.6
165130	14 31 17.98	+07 56 40.71	116.43	 2.14	71	 7.61	 0.14	 6.885	 0.846	 63.742	 29.359	2	SDSS J143117.98+075640.6
165186	14 33 09.21	+10 30 38.91	 31.27	 1.79	32	 0.97	 0.06	 1.241	 0.297	  8.380	  3.860	2	SDSS J143309.21+103038.9
165236	14 34 48.86	+08 09 56.78	143.60	 2.14	56	10.45	 0.16	13.036	 3.023	 62.231	 28.663	2	SDSS J143448.85+080956.7
165315	14 37 27.86	+25 45 56.00	144.34	 2.14	45	 9.51	 0.14	 8.307	 1.116	118.044	 54.371	2	SDSS J143727.85+254556.0
165324	14 37 50.66	+05 00 40.45	108.63	 2.14	68	 5.38	 0.11	 4.746	 0.731	  9.494	  4.373	2	SDSS J143750.65+050040.5
165408	14 40 55.46	+14 20 00.52	 78.86	 1.82	70	 3.88	 0.09	 5.581	 0.572	  3.680	  1.695	2	SDSS J144055.45+142000.7
165571	14 47 20.50	+23 57 00.89	 63.07	 2.32	60	 1.82	 0.07	 2.814	 0.464	 11.014	  5.073	2	SDSS J144720.50+235700.9
165723	14 52 11.01	+04 40 53.75	204.59	 2.14	42	16.81	 0.18	31.418	17.656	227.574	104.821	2	SDSS J145211.01+044053.6
165842	14 59 27.45	+25 35 02.78	143.51	 2.14	45	 5.33	 0.08	13.907	 1.443	 49.299	 22.707	2	SDSS J145927.44+253502.7
165849	15 00 17.88	+11 20 36.06	 87.34	 1.86	54	 5.07	 0.11	 1.338	 0.386	  5.747	  2.647	2	SDSS J150017.87+112036.0
165865	15 02 24.86	+25 38 18.57	144.44	 2.14	25	 7.17	 0.11	 4.067	 0.611	 32.407	 14.927	2	SDSS J150224.85+253818.5
165881	15 04 30.34	+27 47 34.28	147.72	 2.14	44	17.96	 0.26	10.118	 5.350	169.639	 78.136	2	SDSS J150430.33+274734.2
165885	15 04 47.23	+08 10 16.38	136.92	 2.14	44	10.90	 0.17	10.417	 7.441	 81.077	 37.344	2	SDSS J150447.23+081016.2
165892	15 05 17.91	+08 09 13.07	172.14	 2.14	34	 2.36	 0.03	 6.819	 1.478	 14.919	  6.872	2	SDSS J150517.88+080912.7
165911	15 06 12.96	+25 36 28.16	202.20	 2.14	80	 9.41	 0.10	18.722	14.117	 49.080	 22.606	2	SDSS J150612.96+253627.7
165988	15 12 11.28	+05 14 38.38	114.59	 2.14	78	 6.71	 0.13	 5.487	 0.750	  5.259	  2.422	2	SDSS J151211.25+051438.5
166038	15 15 13.01	+25 00 13.89	148.24	 2.14	65	 9.20	 0.13	10.663	 2.587	 34.787	 16.023	2	SDSS J151512.99+250014.1
166119	15 19 32.66	+09 57 36.08	142.82	 2.14	39	 9.14	 0.14	 7.157	 4.581	122.280	 56.322	2	SDSS J151932.66+095736.0
166204	15 27 04.80	+13 10 40.10	146.79	 2.14	31	 5.43	 0.08	 7.273	 1.558	 40.932	 18.853	2	SDSS J152704.80+131040.0
166226	15 29 03.80	+25 27 29.55	147.49	 2.14	65	14.52	 0.21	32.031	 2.339	120.549	 55.525	2	SDSS J152903.80+252729.6
166234	15 30 00.83	+12 59 21.51	 55.22	 1.97	32	 4.90	 0.17	 3.938	 0.596	 52.121	 24.007	2	SDSS J153000.83+125921.5
166275	15 34 07.91	+14 23 44.14	 57.01	 2.00	38	 5.35	 0.19	 3.632	 0.542	  7.072	  3.257	2	SDSS J153407.82+142344.2
166293	15 35 08.17	+24 06 02.37	137.07	 2.14	81	10.06	 0.16	13.211	 1.274	 22.179	 10.215	2	SDSS J153508.16+240602.4
166294	15 35 16.71	+07 07 53.74	165.75	 2.14	72	 6.50	 0.08	16.641	 3.039	 29.564	 13.617	2	SDSS J153516.71+070753.6
166295	15 35 17.06	+05 06 00.03	113.00	 2.14	23	 6.77	 0.13	 2.017	 0.455	 16.123	  7.426	2	SDSS J153517.08+050559.9
166297	15 35 23.22	+12 02 51.34	 26.05	 1.68	47	 3.93	 0.25	 4.064	 1.085	 15.177	  6.991	2	SDSS J153523.21+120251.3
166395	15 42 12.07	+06 38 41.33	113.61	 2.14	62	10.33	 0.19	17.100	 1.533	 10.628	  4.895	2	SDSS J154212.06+063841.3
166413	15 44 45.71	+08 59 50.03	182.72	 2.14	63	 9.25	 0.11	15.862	 3.411	 38.474	 17.721	2	SDSS J154445.71+085950.0
166538	15 58 01.84	+14 57 48.73	165.79	 2.14	48	22.90	 0.30	26.510	 1.970	103.274	 47.568	2	SDSS J155801.84+145748.8
166541	15 58 04.27	+15 19 00.19	165.62	 2.14	59	 6.83	 0.09	14.536	 3.258	 86.080	 39.648	2	SDSS J155804.26+151900.1
166650	16 04 48.90	+28 05 43.94	106.76	 2.14	44	 2.01	 0.04	 4.408	 0.662	  6.835	  3.148	2	SDSS J160448.89+280543.9
166731	16 07 25.10	+10 25 32.86	 71.89	 2.39	48	 5.05	 0.17	 3.646	 0.554	 17.265	  7.952	2	SDSS J160725.10+102532.8
166757	16 10 25.70	+12 49 28.09	153.59	 2.14	53	 7.84	 0.11	27.298	 2.192	 55.686	 25.649	2	SDSS J161025.69+124928.1
166898	16 23 38.84	+11 47 10.54	 71.74	 2.36	74	 5.64	 0.19	13.185	 1.819	 22.558	 10.390	2	SDSS J162338.84+114710.4
166970	16 30 50.14	+16 15 02.68	148.50	 2.14	72	 8.18	 0.12	17.960	11.785	 75.951	 34.983	2	SDSS J163050.13+161502.6
168467	22 36 25.86	+14 01 26.32	106.91	 2.14	90	 6.06	 0.12	 6.648	 0.881	 11.734	  5.405	2	SDSS J223625.86+140126.3
168788	23 05 56.46	+14 21 27.82	 54.13	 2.14	69	 4.62	 0.18	 2.759	 0.467	  6.639	  3.058	2	SDSS J230556.45+142127.6
169294	23 30 13.65	+15 45 39.73	 59.34	 2.07	50	 9.02	 0.32	 5.909	 0.911	 44.310	 20.409	2	SDSS J233013.64+154539.6
169691	23 55 16.10	+14 22 31.68	162.01	 2.14	75	11.93	 0.16	21.165	 1.993	 80.395	 37.030	2	SDSS J235516.08+142231.7
169795	11 40 18.50	+09 00 35.72	 28.07	 1.79	79	 2.06	 0.13	 0.815	 0.230	 10.444	  4.811	2	SDSS J114018.50+090035.5
169813	11 52 36.18	+13 28 04.32	 90.00	 1.69	84	 6.31	 0.12	 3.902	 1.506	 17.725	  8.164	2	SDSS J115236.17+132804.8
169818	11 56 05.97	+15 07 55.10	 91.23	 1.78	79	 7.94	 0.16	10.145	 0.941	 20.470	  9.428	2	SDSS J115605.97+150755.0
169819	11 57 46.06	+14 17 50.67	 99.11	 2.14	44	 5.68	 0.12	 2.910	 2.314	 64.827	 29.859	2	SDSS J115746.06+141750.7
169820	11 58 27.54	+10 01 17.34	 65.42	 2.04	76	 6.38	 0.20	 6.750	 0.905	 30.089	 13.859	2	SDSS J115827.52+100117.4
