#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/489/99/j2248pr&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74890099
#Name: J/MNRAS/489/99
#Title: ASTRODEEP Frontier Fields Catalogues (Bradac+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	creator=Bradac M.	    First author or institution
#INFO	cites=bibcode:2019MNRAS.489...99B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/489/99	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74890099	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-05-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_489_99_j2248pr:
#Name: J/MNRAS/489/99/j2248pr
#Title: RXC J2248.7-4431 properties catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Catalogue identification number, rxj2248-NNNNNN in j2248ph.dat file (IDcat)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000) (alpha_j2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000) (delta_j2000)	[ucd=pos.eq.dec;meta.main]
#Column	zbest	(F7.4)	Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift;pos.heliocentric]
#Column	zphEAZY	(F5.2)	EAZY photometric redshift (ZPHOT_EAZY)	[ucd=src.redshift.phot]
#Column	e_zphEAZY	(F6.3)	? EAZY photometric redshift lower error (ZPHOT_EAZY_L95)	[ucd=stat.error]
#Column	E_zphEAZY	(F6.3)	? EAZY photometric redshift upper error (ZPHOT_EAZY_U95)	[ucd=stat.error;stat.max]
#Column	zphOAR	(F7.4)	OAR photometric redshift (ZPHOT_OAR)	[ucd=src.redshift.phot]
#Column	zsp	(F7.4)	? Spectroscopic redshift (ZSPEC)	[ucd=src.redshift]
#Column	Magnif	(F10.6)	Median magnification from all the models with version 4 data (MAGNIF)	[ucd=meta.version]
#Column	chi2Neb	(D12.5)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(F9.3)	Stellar mass estimated from stellar plus nebular fits (MASS_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(F7.4)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	[] Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(F8.1)	Star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(I7)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(F7.3)	[] Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
recno	ID	RAJ2000	DEJ2000	zbest	zphEAZY	e_zphEAZY	E_zphEAZY	zphOAR	zsp	Magnif	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb
    2723	  2986	342.193828	-44.512844	 2.2000	 2.20	 2.077	 2.297	 2.3300	       	  2.107495	 2.63680e+00	   53.840	 2.2000	 1.00000e+00	    18.4	7251452	  0.262
    2724	  2987	342.192770	-44.513590	 0.7100	 0.71	 0.543	 0.777	 0.6500	       	  1.464219	 2.79130e+00	    0.047	 0.7100	 9.99990e-01	     2.5	2064974	 -1.094
    2725	  2988	342.194589	-44.512855	 1.4200	 1.42	 0.044	 1.506	 1.3500	       	  1.931561	 3.34810e+00	    5.851	 1.4200	 1.00000e+00	     4.3	5268808	 -2.341
    2726	  2989	342.198531	-44.514117	 4.3300	 4.33	 4.094	 4.763	 4.7100	       	  3.152552	 4.44030e+00	   30.820	 4.3300	 9.99990e-01	     3.1	6877728	 -0.944
    2727	  2990	342.160616	-44.513751	 0.4100	 0.41	 0.333	 0.425	 0.5600	       	  1.040036	 6.71570e+00	    0.074	 0.4100	 1.00000e+00	     2.5	1753168	 -1.679
    2728	  2991	342.186695	-44.514249	 1.5600	 1.56	 0.960	 2.750	 1.6100	       	  1.702998	 8.36270e-01	    0.021	 1.5600	 8.36270e-01	     0.0	5364127	 -5.515
    2729	  2992	342.209693	-44.513769	 4.3000	 4.30	 4.217	 4.481	 4.0100	       	  2.808138	 5.36420e+00	   33.590	 4.3000	 9.99990e-01	    33.7	6899658	  0.814
    2730	  2993	342.186786	-44.513763	 1.3800	 1.38	 1.266	 1.401	 1.5700	       	  1.628837	 5.00400e+00	    0.693	 1.3800	 1.00000e+00	     0.4	7193068	 -2.897
    2731	  2994	342.169683	-44.514076	 0.4000	 0.40	 0.296	 3.292	 3.1600	       	  1.039607	 2.63900e+00	    0.002	 0.4000	 9.99980e-01	     0.0	1174768	 -7.025
    2732	  2995	342.174933	-44.514119	 3.3300	 3.33	 2.923	 5.254	 4.6700	       	  1.497809	 1.03660e+00	   11.190	 3.3300	 9.99990e-01	     1.6	7018496	 -1.984
    2733	  2996	342.202465	-44.512482	 0.2800	 0.28	 0.244	 0.397	 0.3400	       	  1.000000	 8.35140e-01	    5.058	 0.2800	 8.35140e-01	     0.0	5174106	 -2.693
    2734	  2997	342.193214	-44.514046	 1.3900	 1.39	 1.224	 2.646	 5.6700	       	  1.995644	 2.64130e+00	    1.060	 1.3900	 1.00000e+00	     0.3	7387876	 -3.065
    2735	  2998	342.198014	-44.514114	 1.5200	 1.52	 0.801	 4.151	 1.2300	       	  2.335092	 1.85430e-01	    0.065	 1.5200	 1.85430e-01	     0.0	5263810	 -7.479
    2736	  2999	342.197571	-44.513842	 1.8900	 1.89	 1.013	 2.626	 1.5700	       	  2.447845	 5.76630e-01	    0.060	 1.8900	 5.76630e-01	     6.2	2645398	 -0.069
    2737	  3000	342.194777	-44.513695	 0.4000	 0.40	 0.061	 0.549	 0.1600	       	  1.094012	 1.39730e+00	    0.051	 0.4000	 9.99970e-01	     0.1	 565328	 -4.551
    2738	  3001	342.173965	-44.514089	 5.9800	 5.98	 4.149	 6.933	 5.1900	       	  1.498488	 6.42180e-01	   41.750	 5.9800	 6.42180e-01	    17.9	3788631	 -0.564
    2739	  3002	342.186289	-44.513875	 4.2300	 4.23	 3.253	 4.772	 3.2900	       	  1.913219	 8.35650e+00	    1.539	 4.2300	 1.00000e+00	   157.7	2636045	  3.447
    2740	  3003	342.177946	-44.513236	 0.5800	 0.58	 0.439	 0.677	 0.5300	       	  1.186678	 1.19090e+00	    0.205	 0.5800	 9.99970e-01	     0.2	 407652	 -5.010
    2741	  3004	342.197728	-44.513597	 0.5400	 0.54	 0.258	 1.027	 0.0100	       	  1.335687	 5.83670e-01	    0.122	 0.5400	 5.83670e-01	     0.0	  12633	 -6.297
    2742	  3006	342.194415	-44.513932	 4.5100	 4.51	 3.262	 5.768	 4.7100	       	  2.741358	 1.02900e+00	   10.080	 4.5100	 1.00000e+00	     1.0	6877731	 -2.175
    2743	  3007	342.164949	-44.513908	 6.7500	 6.75	 2.752	 7.736	 6.7101	       	  1.478974	 7.94180e-01	   80.710	 6.7500	 7.94180e-01	    46.0	3838575	  0.168
    2744	  3008	342.197692	-44.513904	 2.7300	 2.73	 1.351	 6.164	 1.6200	       	  2.740312	 4.76330e+00	    2.868	 2.7300	 1.00000e+00	     1.0	7184020	 -3.086
    2745	  3009	342.172416	-44.512505	 0.5300	 0.53	 0.450	 0.644	 0.6100	       	  1.111833	 2.97740e+00	    0.021	 0.5300	 1.00000e+00	     0.9	1853571	 -2.630
    2746	  3010	342.198271	-44.512340	 0.5000	 0.50	 0.485	 0.520	 0.7600	       	  1.251210	 3.28230e+01	  148.700	 0.5000	 1.00000e+00	     0.0	5216402	  0.845
    2747	  3011	342.175610	-44.513878	 3.7400	 3.74	 3.454	 4.462	 4.7100	       	  1.550900	 5.43620e+00	   10.670	 3.7400	 9.99990e-01	     0.4	6952266	 -2.102
    2748	  3012	342.212749	-44.512609	 6.9200	 6.92	 6.313	 8.030	 5.4200	       	  2.547736	 5.42660e+00	 6353.000	 6.9200	 1.00000e+00	  4759.0	4276250	  4.793
    2749	  3013	342.203762	-44.512345	 0.0700	 0.07	 0.017	 0.110	 0.0100	       	  1.000000	 2.47110e+01	    0.138	 0.0700	 9.99980e-01	     0.0	   5649	 -7.458
    2750	  3014	342.212900	-44.513234	 6.8700	 6.87	 0.010	 0.043	 6.5101	       	  2.514169	 8.32670e+01	    0.671	 6.8700	 1.00000e+00	    51.8	6625721	 -3.085
    2751	  3015	342.193114	-44.513810	 2.6500	 2.65	 1.211	 7.651	 2.9300	       	  2.298397	 5.58550e-01	    1.395	 2.6500	 5.58550e-01	     0.0	4755893	 -4.312
    2752	  3016	342.187345	-44.513725	 4.6700	 4.67	 3.915	 5.390	 4.6900	       	  1.955061	 1.30720e+00	   16.680	 4.6700	 9.99970e-01	     2.5	3663853	 -1.634
    2753	  3017	342.178300	-44.513394	 1.2200	 1.22	 1.198	 1.389	 1.6800	       	  1.388610	 8.05020e+00	    0.807	 1.2200	 1.00000e+00	     0.4	7278552	 -2.970
    2754	  3018	342.193654	-44.512791	 0.2200	 0.22	 0.186	 2.304	 2.3600	       	  1.000000	 1.12640e+01	    0.049	 0.2200	 1.00000e+00	     0.1	6908403	 -5.393
    2755	  3019	342.200093	-44.512273	 0.0900	 0.09	 0.013	 0.137	 0.5700	       	  1.000000	 7.68010e+00	    0.022	 0.0900	 1.00000e+00	     0.0	 176245	 -6.423
    2756	  3020	342.165710	-44.513541	 4.2100	 4.21	 3.125	 5.703	 4.4300	       	  1.408119	 1.30980e+00	   13.600	 4.2100	 9.99980e-01	     4.0	6920796	 -1.741
    2757	  3021	342.158583	-44.513669	 6.9100	 6.91	 6.517	 7.001	10.0001	       	  1.397637	 4.99430e+01	  277.000	 6.9100	 1.00000e+00	    11.8	3880850	  1.371
    2758	  3022	342.171683	-44.513617	 3.2900	 3.29	 2.825	 3.533	 3.0100	       	  1.404908	 1.14620e+00	    0.006	 3.2900	 1.00000e+00	     0.7	2629026	 -2.511
    2759	  3023	342.189808	-44.513557	 4.6600	 4.66	 3.250	 4.841	 0.7600	       	  2.092379	 1.04830e+00	    4.571	 4.6600	 9.99980e-01	     0.7	3663553	 -3.034
    2760	  3024	342.171457	-44.513552	 2.4900	 2.49	 1.566	 3.775	 2.3000	       	  1.378945	 6.61910e-01	    0.369	 2.4900	 6.61910e-01	     0.1	 157001	 -5.312
    2761	  3025	342.188271	-44.513295	 3.7900	 3.79	 0.315	 4.092	 3.4800	       	  1.932625	 1.07030e+00	    0.534	 3.7900	 1.00000e+00	    54.7	2635236	  2.293
    2762	  3026	342.173106	-44.512759	 1.4200	 1.42	 1.315	 1.553	 1.4300	       	  1.315241	 1.63410e+00	    2.166	 1.4200	 1.00000e+00	     1.6	5268808	 -3.421
    2763	  3027	342.172694	-44.513457	 6.2800	 6.28	 3.509	 8.068	 5.1700	       	  1.452213	 9.73560e-01	   64.100	 6.2800	 9.73560e-01	    36.5	3838838	 -0.074
    2764	  3028	342.196709	-44.513523	 5.2900	 5.29	 4.724	 6.113	 5.1100	       	  2.889648	 6.84690e-01	   53.950	 5.2900	 6.84690e-01	    32.6	3714823	 -0.128
    2765	  3029	342.161094	-44.513035	 0.5700	 0.57	 0.533	 0.609	 0.5800	       	  1.179476	 8.16330e+00	    1.384	 0.5700	 1.00000e+00	     0.0	5074091	 -4.356
    2766	  3030	342.158666	-44.513601	10.4900	10.49	 9.628	10.513	 9.9301	       	  1.410838	 1.00000e+30	    0.000	10.4900	 1.00000e+30	     0.0	      0	  0.000
    2767	  3031	342.189315	-44.513241	 1.0100	 1.01	 0.778	 1.133	 1.1000	       	  1.552184	 1.14990e+00	    0.122	 1.0100	 1.00000e+00	     0.1	6976004	 -4.429
    2768	  3033	342.166212	-44.513366	 4.6500	 4.65	 3.881	 4.936	 4.7100	       	  1.413391	 4.80760e+00	   40.580	 4.6500	 1.00000e+00	     9.0	3704237	 -0.649
    2769	  3035	342.167578	-44.513089	 0.4200	 0.42	 0.212	 0.537	 0.4000	       	  1.052054	 4.54770e-01	    0.111	 0.4200	 4.54770e-01	     0.0	  63158	 -6.979
    2770	  3037	342.194364	-44.513145	 2.2000	 2.20	 2.027	 2.292	 2.1000	       	  2.195660	 1.49180e+00	   12.470	 2.2000	 1.00000e+00	    18.0	4085150	 -1.706
    2771	  3040	342.209722	-44.513268	 2.9300	 2.93	 2.887	 2.971	 2.8300	       	  2.739027	 1.93610e+01	    1.416	 2.9300	 1.00000e+00	     0.9	7144523	 -2.049
    2772	  3041	342.165297	-44.513027	 1.7500	 1.75	 1.437	 1.791	 1.8900	       	  1.306002	 1.51660e+00	    1.088	 1.7500	 9.99980e-01	     0.7	7120684	 -2.303
    2773	  3042	342.194713	-44.512726	 1.1400	 1.14	 1.126	 1.223	 1.1600	       	  1.791633	 5.77550e-01	    1.184	 1.1400	 5.77550e-01	     1.4	3814950	 -3.822
    2774	  3043	342.172032	-44.512833	 2.8000	 2.80	 2.628	 2.963	 2.6500	       	  1.379032	 9.10180e-01	    0.131	 2.8000	 9.10180e-01	    12.0	3210616	 -3.568
    2775	  3044	342.158804	-44.513252	 6.9600	 6.96	 6.786	 7.082	10.0001	       	  1.411728	 5.35820e+01	  186.100	 6.9600	 9.99990e-01	     7.9	3880559	  0.939
    2776	  3045	342.164941	-44.513322	 5.7100	 5.71	 4.103	 7.448	 5.2300	       	  1.413353	 1.25890e+00	  148.000	 5.7100	 1.00000e+00	    46.6	3742742	  0.777
    2777	  3046	342.178092	-44.512968	 2.7900	 2.79	 0.542	 2.929	 2.6400	       	  1.579238	 1.39780e+00	    0.835	 2.7900	 9.99990e-01	     0.9	6908091	 -2.078
    2778	  3048	342.191382	-44.513008	 0.6900	 0.69	 0.669	 0.914	 0.8600	       	  1.394571	 2.32090e+00	    0.033	 0.6900	 9.99980e-01	     0.2	 926374	 -5.938
    2779	  3049	342.212876	-44.513119	 0.4000	 0.40	 1.741	 3.232	 2.0200	       	  1.096369	 6.55430e-01	    0.004	 0.4000	 6.55430e-01	     0.0	6908225	 -7.973
    2780	  3050	342.169884	-44.512656	 3.3700	 3.37	 3.247	 3.494	 3.3200	       	  1.377842	 2.49240e+00	    7.746	 3.3700	 1.00000e+00	     4.8	6996617	 -1.547
    2781	  3051	342.191912	-44.513092	 0.9100	 0.91	 0.745	 1.333	 1.0200	       	  1.569713	 1.66470e+00	    0.094	 0.9100	 9.99980e-01	     0.0	7419234	 -5.884
    2782	  3052	342.188802	-44.513156	 3.3200	 3.32	 2.733	 3.543	 3.1700	       	  1.926746	 9.03970e-01	    0.018	 3.3200	 9.03970e-01	     1.8	2634426	 -1.433
    2783	  3053	342.178375	-44.513053	 1.9300	 1.93	 1.206	 7.510	 7.0001	       	  1.511840	 2.07140e-01	    0.139	 1.9300	 2.07140e-01	     0.0	4878855	 -6.765
    2784	  3054	342.211517	-44.512697	 0.5500	 0.55	 0.443	 0.650	 0.8000	       	  1.350455	 3.12490e+01	    0.029	 0.5500	 1.00000e+00	     3.0	2644171	 -0.869
    2785	  3056	342.173894	-44.513054	 4.2300	 4.23	 3.541	 4.815	 4.8000	       	  1.451455	 1.35530e+00	   25.880	 4.2300	 1.00000e+00	     2.6	6877908	 -1.134
    2786	  3058	342.159137	-44.512874	 6.9500	 6.95	 6.875	 7.213	 9.8101	       	  1.426363	 3.27640e+01	   38.490	 6.9500	 1.00000e+00	     8.6	4062283	 -0.773
    2787	  3060	342.212849	-44.512876	 1.0300	 1.03	 1.730	 3.084	 1.6100	       	  1.781696	 9.31560e-01	    0.185	 1.0300	 9.31560e-01	     0.0	7424565	 -6.336
    2788	  3061	342.172763	-44.512815	 0.6800	 0.68	 0.288	 0.933	 0.0100	       	  1.175221	 5.22510e-01	    0.012	 0.6800	 5.22510e-01	     0.8	2261574	 -2.241
    2789	  3062	342.212844	-44.512951	 0.0700	 0.07	 4.500	 4.786	 1.6000	       	  1.000000	 3.44780e+01	    0.000	 0.0700	 9.99990e-01	     0.0	7239145	-12.707
    2790	  3063	342.212695	-44.512822	 0.0800	 0.08	 4.515	 4.804	 6.5501	       	  1.000000	 3.97670e+01	    0.009	 0.0800	 1.00000e+00	     0.0	6866010	 -9.137
    2791	  3065	342.178068	-44.512827	 0.6400	 0.64	 0.455	 3.496	 0.7700	       	  1.230645	 1.39720e+00	    0.001	 0.6400	 1.00000e+00	     0.1	2644173	 -4.692
    2792	  3066	342.159404	-44.512703	 6.9300	 6.93	 6.898	 6.982	 6.8701	       	  1.436072	 7.54930e+01	    0.347	 6.9300	 9.99990e-01	    16.7	2811499	 -4.219
    2793	  3068	342.167368	-44.512711	 4.7300	 4.73	 4.052	 5.605	 5.0900	       	  1.381728	 2.98520e+00	   37.510	 4.7300	 1.00000e+00	     0.8	3831055	 -0.782
    2794	  3069	342.211761	-44.512608	 6.2000	 6.20	 2.631	 5.245	 6.9201	       	  2.865802	 4.70670e+00	  117.200	 6.2000	 1.00000e+00	     1.1	3778602	  0.450
    2795	  3070	342.188848	-44.511702	 0.4300	 0.43	 0.301	 0.506	 0.3600	       	  1.107242	 1.96390e+00	    0.473	 0.4300	 1.00000e+00	     0.2	 182621	 -4.886
    2796	  3071	342.188747	-44.512781	 4.2400	 4.24	 3.575	 4.966	 4.4600	       	  1.945769	 3.85540e-01	    6.232	 4.2400	 3.85540e-01	     3.8	6886644	 -2.308
    2797	  3072	342.166474	-44.512840	 4.7200	 4.72	 3.887	 5.657	 4.7100	       	  1.385351	 2.81910e+00	   42.750	 4.7200	 1.00000e+00	     9.6	3699224	 -0.591
    2798	  3074	342.159459	-44.512519	 6.7700	 6.77	 6.538	 6.966	10.0001	       	  1.438071	 2.96420e+01	    1.095	 6.7700	 1.00000e+00	    85.0	3119495	 -2.547
    2799	  3075	342.171395	-44.512517	 2.7500	 2.75	 1.998	 3.184	 2.3600	       	  1.367880	 1.21220e+00	    1.857	 2.7500	 9.99990e-01	     0.1	7152823	 -3.967
    2800	  3077	342.171917	-44.512669	 3.0000	 3.00	 2.160	 4.125	 2.7700	       	  1.379812	 5.55820e-01	    0.323	 3.0000	 5.55820e-01	     0.1	4053660	 -5.954
    2801	  3078	342.159858	-44.512236	 1.2800	 1.28	 1.608	 1.794	 1.9200	       	  1.314994	 1.04970e+01	    2.787	 1.2800	 1.00000e+00	     0.1	7367642	 -3.468
    2802	  3081	342.170420	-44.512304	 0.8400	 0.84	 0.713	 0.922	 0.9200	       	  1.210855	 1.10850e+00	    0.217	 0.8400	 1.00000e+00	     0.2	3724653	 -5.806
    2803	  3082	342.194039	-44.511505	 0.4100	 0.41	 0.395	 0.425	 0.5100	       	  1.096916	 4.56060e+00	    0.247	 0.4100	 1.00000e+00	     0.4	 471408	 -4.253
    2804	  3084	342.192089	-44.512542	 1.0700	 1.07	 0.742	 1.650	 1.2200	       	  1.641309	 1.02680e+00	    0.069	 1.0700	 1.00000e+00	     0.0	7094005	 -5.288
    2805	  3085	342.171784	-44.512463	 0.9100	 0.91	 0.487	 0.960	 0.8800	       	  1.228774	 7.47730e-01	    0.072	 0.9100	 7.47730e-01	     0.1	6888488	 -6.699
    2806	  3086	342.159791	-44.512633	12.0000	12.00	 1.461	11.998	 6.8501	       	  1.468612	 1.00000e+30	    0.000	12.0000	 1.00000e+30	     0.0	      0	  0.000
    2807	  3088	342.160133	-44.512550	10.5300	10.53	10.501	10.791	10.0001	       	  1.484390	 1.00000e+30	    0.000	10.5300	 1.00000e+30	     0.0	      0	  0.000
    2808	  3089	342.161030	-44.512490	 2.3800	 2.38	 1.911	 6.973	 7.1101	       	  1.471902	 2.39650e+00	   13.780	 2.3800	 9.99990e-01	     1.7	7247472	 -1.708
    2809	  3090	342.188508	-44.511379	 0.6100	 0.61	 0.507	 0.630	 0.6900	       	  1.277756	 4.25910e+00	    0.063	 0.6100	 1.00000e+00	     2.6	1809172	 -2.781
    2810	  3091	342.209306	-44.512465	 0.0200	 0.02	 0.011	 0.075	 6.4001	       	  1.000000	 1.00000e+30	    0.000	 0.0200	 1.00000e+30	     0.0	      0	  0.000
    2811	  3092	342.173389	-44.512392	 6.7700	 6.77	 1.727	 7.450	 6.9201	       	  1.435468	 7.88250e-01	   36.700	 6.7700	 7.88250e-01	     1.6	3883913	 -0.827
    2812	  3093	342.170206	-44.512072	 1.5000	 1.50	 1.405	 1.780	 1.8500	       	  1.299918	 1.96390e+00	    0.070	 1.5000	 1.00000e+00	     7.1	2616190	 -0.481
    2813	  3094	342.200103	-44.511810	 0.5300	 0.53	 0.456	 0.608	 0.6400	       	  1.288610	 2.63220e+00	    0.336	 0.5300	 1.00000e+00	     0.6	 519635	 -4.057
    2814	  3095	342.194830	-44.511935	 1.4500	 1.45	 1.186	 1.551	 1.5800	       	  1.864063	 8.65880e-01	    0.497	 1.4500	 8.65880e-01	     3.2	3393389	 -4.014
    2815	  3096	342.171576	-44.512142	 5.3800	 5.38	 5.124	 5.763	 5.1800	       	  1.401815	 1.22700e+00	    6.011	 5.3800	 9.99970e-01	     3.7	3705996	 -2.496
    2816	  3097	342.195375	-44.512357	 4.6400	 4.64	 4.018	 4.767	 4.1500	       	  2.400505	 5.19730e+00	    6.608	 4.6400	 1.00000e+00	     1.0	3661053	 -2.623
    2817	  3098	342.160032	-44.512422	 4.6800	 4.68	 4.305	 4.943	 6.8501	       	  1.446994	 3.66080e+01	    3.190	 4.6800	 9.99990e-01	    71.4	3581654	 -2.421
    2818	  3099	342.169733	-44.512257	 3.4400	 3.44	 3.103	 4.367	 3.4300	       	  1.373464	 3.07030e+00	    4.856	 3.4400	 1.00000e+00	     0.8	6986469	 -2.891
    2819	  3102	342.194920	-44.511410	 0.4100	 0.41	 0.395	 0.425	 0.3200	       	  1.098958	 4.07130e+00	    0.153	 0.4100	 9.99990e-01	     0.2	 468930	 -4.775
    2820	  3103	342.160759	-44.512242	 3.6700	 3.67	 3.488	 3.912	 2.9200	       	  1.465565	 1.20000e+00	    8.473	 3.6700	 9.99960e-01	     3.5	6959502	 -2.104
    2821	  3104	342.166938	-44.511250	 1.4300	 1.43	 1.389	 1.630	 1.5300	       	  1.267953	 4.72700e-01	   11.680	 1.4300	 4.72700e-01	     8.6	 266282	 -0.050
    2822	  3105	342.165447	-44.512141	 1.7500	 1.75	 1.259	 5.550	 5.2200	       	  1.276863	 2.93550e+00	    0.687	 1.7500	 9.99990e-01	     0.2	7348375	 -3.378
    2823	  3106	342.187136	-44.511441	 0.5800	 0.58	 0.480	 0.678	 0.6100	       	  1.242970	 8.83570e+00	    0.036	 0.5800	 1.00000e+00	     1.0	1614372	 -3.729
    2824	  3107	342.188718	-44.512058	 0.8200	 0.82	 0.502	 3.447	 0.9600	       	  1.422961	 1.20030e+00	    0.032	 0.8200	 9.99970e-01	     0.0	7092400	 -6.150
    2825	  3108	342.170724	-44.512082	 2.3600	 2.36	 1.915	 7.256	 7.1201	       	  1.348357	 1.00820e+00	    5.455	 2.3600	 1.00000e+00	     2.6	7279374	 -0.863
    2826	  3109	342.171097	-44.511386	 0.6500	 0.65	 0.552	 0.694	 0.6900	       	  1.147567	 3.46430e+00	    0.184	 0.6500	 1.00000e+00	     4.0	1579973	 -0.536
    2827	  3110	342.193160	-44.512162	 4.0200	 4.02	 3.292	 4.680	 4.4300	       	  2.157904	 1.05380e+00	    8.044	 4.0200	 1.00000e+00	     0.5	6916424	 -2.429
    2828	  3111	342.192418	-44.511848	 0.8000	 0.80	 0.646	 3.517	 3.2200	       	  1.473622	 1.18620e+00	    0.026	 0.8000	 9.99960e-01	     0.7	1608576	 -4.587
    2829	  3112	342.189053	-44.511727	 0.5500	 0.55	 0.430	 0.659	 0.5600	       	  1.233753	 7.91650e-01	    0.133	 0.5500	 7.91650e-01	     0.0	 111851	 -6.538
    2830	  3113	342.181790	-44.510825	 0.7500	 0.75	 0.703	 0.794	 0.6900	       	  1.321313	 2.37440e+00	    7.415	 0.7500	 1.00000e+00	     0.1	5061903	 -2.466
    2831	  3114	342.167198	-44.511930	 4.2300	 4.23	 3.651	 4.505	 3.7400	       	  1.361001	 5.01650e+00	    8.079	 4.2300	 1.00000e+00	     0.8	6877544	 -2.398
    2832	  3115	342.168071	-44.511952	 4.7300	 4.73	 4.041	 6.172	 5.0300	       	  1.375574	 1.33540e+00	   46.090	 4.7300	 1.00000e+00	    10.2	3704348	 -0.500
    2833	  3116	342.181165	-44.510789	 0.6100	 0.61	 0.537	 0.654	 0.9100	       	  1.224784	 6.67530e+00	    1.351	 0.6100	 1.00000e+00	     0.4	7309644	 -3.887
    2834	  3117	342.172185	-44.511572	 6.7400	 6.74	 1.822	 7.698	 6.4001	       	  1.404467	 7.22600e-01	   21.700	 6.7400	 7.22600e-01	     1.7	3940780	 -1.391
    2835	  3118	342.192949	-44.511803	12.0000	12.00	 1.058	11.999	 2.6500	       	  2.263380	 1.00000e+30	    0.000	12.0000	 1.00000e+30	     0.0	      0	  0.000
    2836	  3119	342.165957	-44.511764	 0.1200	 0.12	 0.088	 0.236	 2.3800	       	  1.000000	 1.08900e+01	    0.000	 0.1200	 1.00000e+00	     0.0	 234242	-11.274
    2837	  3120	342.184055	-44.511724	 4.8400	 4.84	 4.667	 5.501	 5.1900	       	  1.682299	 8.61810e+00	   37.880	 4.8400	 1.00000e+00	  3881.0	2619057	  6.364
    2838	  3121	342.200681	-44.511710	 4.6600	 4.66	 2.637	 5.509	 5.0900	       	  2.491252	 1.65970e+00	    3.557	 4.6600	 9.99990e-01	   364.5	2617453	  3.786
    2839	  3122	342.180669	-44.510171	 2.9500	 2.95	 2.885	 3.009	 3.0000	       	  1.552184	 1.83390e+00	   19.040	 2.9500	 1.00000e+00	    20.6	6908185	  1.308
    2840	  3123	342.167947	-44.511346	 4.9300	 4.93	 4.393	 6.672	 5.0400	       	  1.361512	 1.76320e+00	   33.530	 4.9300	 1.00000e+00	     1.4	3884461	 -0.908
    2841	  3124	342.183209	-44.511002	 6.7600	 6.76	 5.895	 6.835	 6.1200	       	  1.696555	 2.45500e+00	   12.400	 6.7600	 1.00000e+00	  1271.0	2636295	  5.698
    2842	  3125	342.190061	-44.511321	 4.1400	 4.14	 0.604	 4.709	 0.2700	       	  1.917032	 7.77240e-01	    0.505	 4.1400	 7.77240e-01	    11.3	3585643	 -4.427
    2843	  3126	342.187387	-44.511260	 1.9700	 1.97	 0.304	 2.369	 2.0900	       	  1.688698	 2.06770e+00	    0.260	 1.9700	 9.99980e-01	     1.1	4522351	 -5.526
    2844	  3127	342.168656	-44.511010	 4.2600	 4.26	 3.867	 4.570	 3.5600	       	  1.358866	 3.80650e+00	   26.490	 4.2600	 1.00000e+00	     2.7	6877544	 -1.126
