#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:25:46 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:25:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/224/33/table2&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22240033
#Name: J/ApJS/224/33
#Title: CLASH-VLT: the FF cluster MACS J0416.1-2403 (Balestra+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/apjs/224/33	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/224/33	    IVOID of underlying data collection
#INFO	creator=Balestra I.	    First author or institution
#INFO	cites=bibcode:2016ApJS..224...33B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/224/33	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22240033	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-09-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_224_33_table2:
#Name: J/ApJS/224/33/table2
#Title: CLASH-VLT spectroscopic redshift catalog of MACS J0416.1-2403
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(A16)	CLASHVLT identifier (JHHMMSS.s+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	[63.8/64.3] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-24.3/-23.8] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	[0/4.2] Spectroscopic redshift	[ucd=src.redshift]
#Column	q_z	(I1)	[2/9] Quality flag on z (1)	[ucd=meta.code.qual;src.redshift]
#Column	r_z	(I1)	[1/5] Reference code for z (2)	[ucd=meta.ref;pos.frame]
#Column	Rmag	(F5.2)	[15.2/25.7]? Subaru/Suprime Cam Kron R-band AB magnitude	[ucd=phot.mag;em.opt.R]
#Column	f_ID	(A3)	Flag(s) on ID (3)	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	z	q_z	r_z	Rmag	f_ID	Simbad
    3433	J041634.7-235854	064.144389	-23.981672	 0.2648	3	2	22.42	   	Simbad
    3434	J041613.2-235859	064.055197	-23.983202	 0.3996	3	1	22.77	   	Simbad
    3435	J041705.2-235901	064.271678	-23.983821	 2.7029	3	1	24.43	   	Simbad
    3436	J041513.6-235857	063.806547	-23.982770	 0.5418	3	1	22.56	   	Simbad
    3437	J041551.2-235859	063.963446	-23.983056	 0.7058	2	1	23.82	   	Simbad
    3438	J041536.7-235856	063.903103	-23.982497	 0.5119	2	1	22.40	   	Simbad
    3439	J041540.0-235857	063.916848	-23.982684	 0.6403	9	1	24.14	   	Simbad
    3440	J041555.3-235852	063.980219	-23.981148	 0.5348	3	2	24.17	   	Simbad
    3441	J041700.3-235855	064.251174	-23.982142	 0.1763	2	1	22.47	   	Simbad
    3442	J041631.1-235855	064.129604	-23.982185	 0.6158	9	1	22.57	   	Simbad
    3443	J041516.6-235856	063.819367	-23.982368	 0.4830	3	2	24.09	   	Simbad
    3444	J041541.4-235854	063.922630	-23.981714	 0.3091	3	1	22.46	   	Simbad
    3445	J041635.6-235853	064.148278	-23.981609	 0.5164	3	1	22.95	   	Simbad
    3446	J041657.9-235856	064.241383	-23.982267	 0.3935	3	1	24.49	   	Simbad
    3447	J041633.2-235855	064.138147	-23.981962	 0.5622	3	1	24.15	   	Simbad
    3448	J041543.9-235849	063.933022	-23.980360	 0.7947	3	1	22.27	   	Simbad
    3449	J041642.2-235849	064.175777	-23.980522	 0.4834	3	1	22.23	   	Simbad
    3450	J041622.4-235848	064.093393	-23.980114	 0.3096	3	1	21.76	   	Simbad
    3451	J041559.8-235853	063.999029	-23.981554	 0.6420	3	1	23.73	   	Simbad
    3452	J041652.0-235850	064.216827	-23.980742	 0.4005	2	1	22.95	R  	Simbad
    3453	J041633.4-235837	064.139294	-23.977175	 0.2680	3	2	20.17	   	Simbad
    3454	J041704.3-235851	064.267974	-23.980898	 0.4002	9	1	23.86	   	Simbad
    3455	J041643.3-235842	064.180438	-23.978586	 0.3533	2	1	21.55	   	Simbad
    3456	J041554.8-235847	063.978200	-23.979807	 0.3526	3	1	23.28	   	Simbad
    3457	J041628.1-235845	064.117101	-23.979285	 0.3895	3	3	21.32	   	Simbad
    3458	J041533.7-235850	063.890475	-23.980585	 0.3440	3	1	24.43	   	Simbad
    3459	J041633.3-235843	064.138811	-23.978678	 0.5626	3	1	21.96	   	Simbad
    3460	J041638.1-235849	064.158563	-23.980486	 0.6990	9	1	24.07	   	Simbad
    3461	J041658.1-235843	064.241929	-23.978869	 0.3958	3	1	22.11	   	Simbad
    3462	J041601.6-235835	064.006726	-23.976396	 0.4223	3	1	21.25	   	Simbad
    3463	J041659.2-235804	064.246746	-23.967944	 0.1776	3	2	19.79	   	Simbad
    3464	J041553.2-235845	063.971792	-23.979349	 0.6404	3	1	23.31	   	Simbad
    3465	J041513.7-235846	063.807138	-23.979578	 0.4693	2	1	23.69	   	Simbad
    3466	J041611.3-235845	064.046931	-23.979381	 0.2587	3	1	23.71	   	Simbad
    3467	J041633.7-235836	064.140458	-23.976847	 0.5626	3	1	20.63	   	Simbad
    3468	J041617.4-235842	064.072316	-23.978550	 0.6046	3	1	22.27	   	Simbad
    3469	J041632.2-235844	064.134344	-23.979027	 0.0000	2	1	23.02	   	Simbad
    3470	J041544.6-235844	063.935992	-23.979102	 2.6697	3	1	23.83	   	Simbad
    3471	J041540.7-235829	063.919738	-23.974725	 0.5123	3	3	20.61	   	Simbad
    3472	J041554.4-235842	063.976773	-23.978451	 0.5305	3	3	23.40	   	Simbad
    3473	J041620.1-235837	064.083864	-23.976993	 0.3087	3	1	20.52	   	Simbad
    3474	J041634.9-235838	064.145506	-23.977339	 0.3951	3	2	21.14	   	Simbad
    3475	J041553.8-235843	063.974011	-23.978769	 0.3542	2	1	23.85	   	Simbad
    3476	J041555.0-235842	063.979168	-23.978410	 0.2985	3	1	23.43	   	Simbad
    3477	J041527.2-235843	063.863531	-23.978631	 0.3953	3	1	23.40	   	Simbad
    3478	J041604.0-235827	064.016858	-23.974226	 0.6377	3	1	22.60	R  	Simbad
    3479	J041552.1-235832	063.967285	-23.975827	 0.3526	3	3	20.95	   	Simbad
    3480	J041658.5-235831	064.243944	-23.975495	 0.3958	3	3	22.20	   	Simbad
    3481	J041618.0-235746	064.074826	-23.962834	 0.0000	2	1	16.51	   	Simbad
    3482	J041645.0-235836	064.187397	-23.976775	 0.5668	3	1	22.73	   	Simbad
    3483	J041542.4-235838	063.926606	-23.977464	 0.5419	3	2	23.82	   	Simbad
    3484	J041633.2-235833	064.138170	-23.976003	 0.2678	3	1	22.31	   	Simbad
    3485	J041610.8-235827	064.045022	-23.974279	 0.1359	3	1	22.87	   	Simbad
    3486	J041701.6-235822	064.256610	-23.972959	 0.1763	3	2	20.28	   	Simbad
    3487	J041543.1-235812	063.929581	-23.970148	 0.3478	3	1	19.49	R  	Simbad
    3488	J041633.3-235828	064.138868	-23.974682	 0.3902	2	1	22.24	   	Simbad
    3489	J041547.0-235833	063.945912	-23.976062	 0.6368	3	1	23.22	   	Simbad
    3490	J041653.2-235830	064.221803	-23.975099	 0.5462	3	2	21.84	   	Simbad
    3491	J041544.1-235832	063.933799	-23.975783	 0.3481	3	1	22.82	   	Simbad
    3492	J041631.3-235835	064.130423	-23.976411	 0.5830	3	1	23.76	   	Simbad
    3493	J041632.5-235834	064.135260	-23.976341	 0.5359	3	1	23.37	   	Simbad
    3494	J041527.2-235831	063.863374	-23.975335	 0.6381	3	1	21.57	R  	Simbad
    3495	J041644.5-235826	064.185583	-23.973892	 0.3508	3	1	22.80	   	Simbad
    3496	J041525.3-235816	063.855432	-23.971293	 0.0000	3	1	18.31	   	Simbad
    3497	J041628.4-235826	064.118176	-23.974107	 0.2670	3	1	22.39	   	Simbad
    3498	J041636.2-235819	064.150892	-23.972068	 0.6007	3	1	21.11	   	Simbad
    3499	J041544.9-235828	063.937149	-23.974498	 0.6153	3	1	22.04	   	Simbad
    3500	J041659.9-235827	064.249777	-23.974436	 0.5508	3	1	23.06	   	Simbad
    3501	J041659.9-235816	064.249611	-23.971301	 0.3087	3	2	20.16	   	Simbad
    3502	J041650.6-235821	064.210760	-23.972533	 0.2994	3	1	21.89	   	Simbad
    3503	J041547.7-235820	063.948862	-23.972362	 0.2681	3	1	23.14	   	Simbad
    3504	J041546.5-235827	063.943929	-23.974411	 0.7086	3	1	22.86	   	Simbad
    3505	J041620.0-235757	064.083460	-23.965981	 0.1150	3	1	19.34	   	Simbad
    3506	J041646.9-235824	064.195576	-23.973512	 0.4013	3	2	22.46	   	Simbad
    3507	J041543.3-235752	063.930503	-23.964682	 0.0590	3	1	21.05	   	Simbad
    3508	J041632.8-235824	064.136509	-23.973347	 0.3985	3	1	21.89	   	Simbad
    3509	J041546.6-235826	063.944137	-23.973899	 0.6059	2	1	24.04	   	Simbad
    3510	J041647.8-235800	064.199304	-23.966808	 0.3999	3	1	19.76	   	Simbad
    3511	J041547.8-235747	063.949133	-23.963061	 0.3944	3	1	20.15	   	Simbad
    3512	J041648.1-235805	064.200463	-23.968141	 0.3836	3	3	21.68	   	Simbad
    3513	J041629.6-235824	064.123229	-23.973421	 0.3981	2	1	23.41	   	Simbad
    3514	J041700.9-235817	064.253631	-23.971602	 0.6239	3	1	21.48	   	Simbad
    3515	J041548.7-235813	063.953006	-23.970454	 0.5880	3	1	21.94	   	Simbad
    3516	J041619.8-235820	064.082526	-23.972224	 0.7603	3	1	23.30	   	Simbad
    3517	J041545.9-235805	063.941101	-23.968177	 0.3478	3	1	19.42	   	Simbad
    3518	J041652.4-235820	064.218125	-23.972361	 0.5150	3	1	22.31	   	Simbad
    3519	J041637.9-235815	064.157787	-23.971108	 0.5370	3	1	21.48	   	Simbad
    3520	J041543.9-235818	063.932985	-23.971782	 0.3482	3	1	23.23	   	Simbad
    3521	J041604.5-235820	064.018853	-23.972499	 0.5653	3	1	22.71	   	Simbad
    3522	J041541.6-235818	063.923269	-23.971824	 0.5112	3	1	21.35	   	Simbad
    3523	J041516.5-235817	063.818737	-23.971421	 0.6309	3	1	22.68	   	Simbad
    3524	J041636.8-235815	064.153320	-23.970926	 0.2972	3	2	21.35	   	Simbad
    3525	J041624.6-235818	064.102699	-23.971781	 0.9702	3	2	22.56	   	Simbad
    3526	J041601.5-235812	064.006244	-23.970254	 0.7049	3	1	22.48	   	Simbad
    3527	J041527.2-235818	063.863461	-23.971913	 0.3300	3	1	23.41	   	Simbad
    3528	J041650.1-235801	064.208814	-23.967155	 0.3845	3	1	21.51	   	Simbad
    3529	J041705.3-235819	064.272039	-23.971957	 0.3690	3	1	23.54	   	Simbad
    3530	J041700.6-235812	064.252393	-23.970040	 0.3943	3	3	21.75	   	Simbad
    3531	J041600.2-235758	064.000983	-23.966293	 0.4785	3	1	20.61	   	Simbad
    3532	J041624.7-235816	064.102853	-23.971141	 0.9714	3	2	22.50	   	Simbad
    3533	J041630.1-235811	064.125610	-23.969932	 0.5552	3	1	23.13	   	Simbad
    3534	J041619.9-235818	064.083097	-23.971796	 0.3101	2	1	24.41	   	Simbad
    3535	J041640.2-235814	064.167684	-23.970560	 0.6217	3	1	22.32	1  	Simbad
    3536	J041616.9-235815	064.070233	-23.971063	 0.7099	3	1	23.39	   	Simbad
    3537	J041703.6-235808	064.264986	-23.969151	 0.4004	3	1	22.21	   	Simbad
    3538	J041555.3-235808	063.980322	-23.968963	 0.3081	3	1	22.15	   	Simbad
    3539	J041633.7-235808	064.140586	-23.968921	 0.5018	3	1	20.75	   	Simbad
    3540	J041600.5-235815	064.001946	-23.970869	 0.5219	2	1	23.74	   	Simbad
    3541	J041553.2-235811	063.971504	-23.969948	 1.9899	3	1	23.33	1,R	Simbad
    3542	J041704.3-235807	064.268070	-23.968687	 0.4007	2	1	22.12	   	Simbad
    3543	J041527.9-235802	063.866127	-23.967407	 0.4007	3	3	21.30	   	Simbad
    3544	J041545.1-235804	063.937997	-23.967889	 0.3449	3	1	21.02	   	Simbad
    3545	J041541.1-235810	063.921217	-23.969625	 0.5593	3	1	23.93	   	Simbad
    3546	J041640.4-235807	064.168314	-23.968871	 0.4001	3	2	21.99	   	Simbad
    3547	J041559.5-235807	063.998120	-23.968761	 0.4001	3	3	22.31	   	Simbad
    3548	J041526.4-235809	063.860201	-23.969403	 0.4238	3	1	24.24	   	Simbad
    3549	J041615.9-235808	064.066098	-23.968997	 0.3966	3	1	23.66	   	Simbad
    3550	J041702.7-235749	064.261213	-23.963772	 0.3073	3	1	18.26	   	Simbad
    3551	J041630.0-235757	064.124921	-23.965842	 0.7074	3	1	22.13	   	Simbad
    3552	J041526.9-235804	063.862181	-23.968006	 0.4824	3	1	22.03	   	Simbad
    3553	J041643.2-235750	064.179990	-23.963921	 0.1764	3	2	20.26	   	Simbad
    3554	J041612.4-235754	064.051533	-23.965024	 0.4003	3	3	21.64	   	Simbad
    3555	J041526.4-235803	063.859883	-23.967561	 0.4820	3	1	23.03	   	Simbad
    3556	J041544.2-235804	063.934131	-23.967915	 0.3482	2	1	23.37	   	Simbad
    3557	J041517.4-235757	063.822499	-23.965902	 0.3824	3	1	22.64	   	Simbad
    3558	J041613.9-235804	064.057934	-23.967876	 0.3695	2	3	23.47	   	Simbad
    3559	J041641.1-235805	064.171117	-23.968212	 0.3923	3	1	24.03	   	Simbad
    3560	J041526.4-235806	063.859955	-23.968459	 0.4237	3	1	23.88	   	Simbad
    3561	J041619.3-235804	064.080274	-23.967866	 2.8272	2	1	23.78	   	Simbad
    3562	J041630.6-235802	064.127398	-23.967483	 0.5497	9	1	24.52	   	Simbad
    3563	J041649.0-235800	064.204055	-23.966685	 0.3922	3	1	20.67	   	Simbad
    3564	J041600.8-235800	064.003466	-23.966790	 0.5620	3	1	23.80	   	Simbad
    3565	J041527.5-235757	063.864715	-23.966027	 0.5404	3	1	22.77	   	Simbad
    3566	J041630.1-235759	064.125590	-23.966599	 0.6148	3	1	22.78	   	Simbad
    3567	J041559.3-235802	063.997082	-23.967456	 2.7870	3	1	23.91	   	Simbad
    3568	J041645.9-235755	064.191224	-23.965321	 0.3005	3	1	21.81	   	Simbad
    3569	J041640.1-235732	064.167250	-23.958924	 0.5401	3	2	19.89	R  	Simbad
    3570	J041559.7-235757	063.998645	-23.965979	 0.6878	9	1	23.28	   	Simbad
    3571	J041644.4-235756	064.184826	-23.965634	 3.0720	2	2	22.97	   	Simbad
    3572	J041702.3-235757	064.259648	-23.966007	 0.3998	2	1	23.73	   	Simbad
    3573	J041654.8-235738	064.228257	-23.960594	 0.5894	3	1	21.78	   	Simbad
    3574	J041548.9-235757	063.953586	-23.965927	 0.5406	3	3	22.95	   	Simbad
    3575	J041702.9-235749	064.261989	-23.963729	 0.3083	3	1	19.78	   	Simbad
    3576	J041614.2-235757	064.059291	-23.965865	 0.0000	2	1	22.78	   	Simbad
    3577	J041651.8-235750	064.215691	-23.963951	 0.7037	3	1	23.22	   	Simbad
    3578	J041519.4-235746	063.830974	-23.962970	 0.3826	3	3	21.85	   	Simbad
    3579	J041517.0-235751	063.820654	-23.964213	 0.0000	3	1	21.33	   	Simbad
    3580	J041630.2-235742	064.125989	-23.961766	 1.1927	3	1	19.67	1  	Simbad
    3581	J041548.8-235754	063.953517	-23.965090	 0.5364	3	2	23.50	   	Simbad
    3582	J041618.7-235751	064.077832	-23.964422	 0.3094	3	1	23.53	   	Simbad
    3583	J041630.3-235753	064.126252	-23.964865	 0.6137	9	1	24.37	   	Simbad
    3584	J041641.4-235748	064.172418	-23.963553	 0.5400	3	2	22.78	   	Simbad
    3585	J041521.0-235746	063.837416	-23.962933	 0.5422	2	1	23.87	   	Simbad
    3586	J041701.0-235743	064.254244	-23.962070	 0.3331	3	1	20.98	   	Simbad
    3587	J041543.4-235737	063.931017	-23.960379	 0.3472	3	1	20.85	   	Simbad
    3588	J041622.4-235748	064.093340	-23.963464	 0.5134	3	1	21.73	   	Simbad
    3589	J041610.1-235750	064.042161	-23.963925	 0.5611	3	1	23.24	   	Simbad
    3590	J041627.5-235730	064.114726	-23.958377	 0.1751	3	1	21.08	   	Simbad
    3591	J041607.0-235746	064.029162	-23.962842	 0.7626	2	1	23.27	   	Simbad
    3592	J041642.7-235740	064.178093	-23.961296	 0.5987	2	1	22.93	   	Simbad
    3593	J041633.7-235746	064.140247	-23.963011	 0.7309	9	1	23.36	   	Simbad
    3594	J041513.6-235728	063.806491	-23.957975	 0.1378	3	1	20.78	   	Simbad
    3595	J041647.9-235744	064.199619	-23.962237	 0.3995	2	3	22.97	   	Simbad
    3596	J041559.8-235745	063.999354	-23.962626	 0.7622	3	1	22.83	   	Simbad
    3597	J041557.1-235747	063.987812	-23.963066	 0.7368	9	1	23.96	   	Simbad
    3598	J041602.4-235733	064.009886	-23.959386	 0.3962	3	3	20.37	   	Simbad
    3599	J041609.3-235744	064.038749	-23.962279	 0.3959	2	1	23.24	   	Simbad
    3600	J041614.8-235745	064.061638	-23.962672	 0.2492	2	1	23.98	   	Simbad
    3601	J041603.1-235741	064.013124	-23.961398	 0.5373	3	1	23.33	   	Simbad
    3602	J041531.0-235744	063.879312	-23.962468	 0.4483	2	1	23.65	   	Simbad
    3603	J041553.3-235744	063.972165	-23.962460	 0.5875	3	3	23.54	   	Simbad
    3604	J041628.1-235728	064.116891	-23.957990	 0.2675	3	1	20.39	   	Simbad
    3605	J041631.6-235741	064.131787	-23.961485	 0.5160	3	1	23.36	   	Simbad
    3606	J041619.6-235744	064.081871	-23.962468	 0.4142	3	1	23.64	   	Simbad
    3607	J041555.5-235742	063.981267	-23.961710	 0.0200	2	3	23.16	   	Simbad
    3608	J041541.4-235745	063.922625	-23.962544	 0.5302	2	1	24.22	   	Simbad
    3609	J041646.3-235742	064.193015	-23.961781	 0.5124	3	2	23.50	   	Simbad
    3610	J041602.0-235723	064.008335	-23.956406	 0.3956	3	1	19.71	R  	Simbad
    3611	J041646.3-235738	064.193105	-23.960797	 0.5379	3	2	23.50	   	Simbad
    3612	J041519.4-235729	063.830918	-23.958116	 0.3969	3	2	22.26	   	Simbad
    3613	J041621.6-235737	064.089968	-23.960475	 0.2475	3	2	22.68	   	Simbad
    3614	J041635.6-235734	064.148250	-23.959618	 0.3921	3	1	22.00	   	Simbad
    3615	J041700.7-235734	064.253111	-23.959664	 0.4011	3	3	21.91	   	Simbad
    3616	J041548.9-235733	063.953874	-23.959273	 0.5426	2	1	21.54	   	Simbad
    3617	J041616.3-235742	064.067901	-23.961778	 0.2484	3	1	24.00	   	Simbad
    3618	J041655.2-235729	064.230179	-23.958089	 0.3003	3	1	20.63	   	Simbad
    3619	J041633.5-235731	064.139737	-23.958686	 0.4682	3	1	20.93	   	Simbad
    3620	J041517.6-235739	063.823433	-23.961051	 0.5945	3	1	23.69	   	Simbad
    3621	J041546.2-235727	063.942583	-23.957776	 1.6857	3	1	19.50	1  	Simbad
    3622	J041607.2-235740	064.029853	-23.961168	 0.6365	3	1	24.02	   	Simbad
    3623	J041637.5-235738	064.156206	-23.960718	 0.3992	3	1	23.05	   	Simbad
    3624	J041639.6-235735	064.165184	-23.959815	 0.5414	2	1	21.57	   	Simbad
    3625	J041613.9-235737	064.058038	-23.960289	 0.2674	2	1	23.69	   	Simbad
    3626	J041600.6-235729	064.002442	-23.958217	 0.4783	3	1	21.12	   	Simbad
    3627	J041654.6-235734	064.227696	-23.959553	 0.5489	3	1	23.20	   	Simbad
    3628	J041548.5-235718	063.951923	-23.955083	 0.1751	3	1	21.37	   	Simbad
    3629	J041557.3-235735	063.988818	-23.959815	 0.3082	3	1	21.55	   	Simbad
    3630	J041543.9-235737	063.932758	-23.960482	 0.5289	3	1	23.80	   	Simbad
    3631	J041600.4-235721	064.001827	-23.955929	 1.0167	3	1	20.67	1  	Simbad
    3632	J041618.8-235727	064.078168	-23.957763	 0.3911	3	3	21.70	   	Simbad
    3633	J041543.6-235731	063.931661	-23.958707	 0.5296	3	1	22.15	   	Simbad
    3634	J041606.3-235734	064.026180	-23.959541	 0.5390	2	1	23.09	   	Simbad
    3635	J041623.0-235736	064.095687	-23.960073	 0.5157	9	1	24.05	   	Simbad
    3636	J041704.6-235732	064.269067	-23.958980	 0.3920	2	1	23.67	   	Simbad
    3637	J041620.7-235728	064.086287	-23.957861	 0.4231	3	1	22.05	   	Simbad
    3638	J041600.8-235723	064.003372	-23.956602	 0.4786	2	1	22.34	   	Simbad
    3639	J041528.6-235730	063.869004	-23.958530	 0.5383	9	1	22.88	   	Simbad
    3640	J041609.1-235730	064.038021	-23.958411	 0.3974	3	1	23.20	   	Simbad
    3641	J041615.3-235733	064.063737	-23.959198	 0.7499	3	1	23.06	   	Simbad
    3642	J041619.6-235731	064.081700	-23.958627	 0.2691	3	1	22.23	   	Simbad
    3643	J041611.8-235726	064.049301	-23.957369	 0.2078	3	1	21.76	   	Simbad
    3644	J041547.2-235723	063.946837	-23.956652	 0.5399	3	1	21.60	   	Simbad
    3645	J041647.9-235724	064.199472	-23.956872	 0.5399	3	2	21.57	   	Simbad
    3646	J041558.0-235731	063.991556	-23.958754	 0.4220	3	1	23.79	   	Simbad
    3647	J041548.2-235728	063.950915	-23.957878	 0.5411	3	2	22.74	   	Simbad
    3648	J041556.8-235725	063.986615	-23.957152	 0.1863	3	1	21.91	   	Simbad
    3649	J041557.4-235730	063.989041	-23.958500	 0.6313	9	1	23.79	   	Simbad
    3650	J041704.6-235718	064.269330	-23.955146	 0.1750	2	1	21.73	   	Simbad
    3651	J041646.8-235710	064.194908	-23.952836	 0.3984	3	1	19.36	   	Simbad
    3652	J041620.7-235730	064.086200	-23.958383	 0.3487	3	1	24.48	   	Simbad
    3653	J041542.5-235725	063.927035	-23.957090	 0.3464	3	1	22.07	   	Simbad
    3654	J041701.2-235723	064.255126	-23.956544	 0.4020	3	1	21.19	   	Simbad
    3655	J041655.2-235724	064.229855	-23.956698	 0.4337	9	1	23.10	   	Simbad
    3656	J041522.9-235716	063.845457	-23.954525	 0.5513	3	2	22.37	   	Simbad
    3657	J041659.5-235727	064.248050	-23.957525	 0.3778	3	1	23.50	   	Simbad
    3658	J041642.9-235720	064.178619	-23.955833	 0.5350	3	1	22.70	   	Simbad
    3659	J041633.5-235722	064.139413	-23.956233	 0.3956	3	3	22.17	   	Simbad
    3660	J041607.7-235706	064.032270	-23.951815	 0.0000	3	3	18.62	   	Simbad
    3661	J041540.9-235718	063.920229	-23.955189	 0.5137	3	1	22.77	   	Simbad
    3662	J041647.5-235714	064.197996	-23.954148	 0.4011	3	2	21.13	   	Simbad
    3663	J041615.9-235722	064.066110	-23.956191	 0.7618	2	1	23.78	   	Simbad
    3664	J041616.0-235657	064.066809	-23.949230	 0.1534	3	1	19.11	   	Simbad
    3665	J041632.2-235714	064.134354	-23.954057	 0.5631	3	1	21.40	   	Simbad
    3666	J041700.6-235706	064.252441	-23.951727	 0.4743	3	1	19.85	   	Simbad
    3667	J041654.1-235718	064.225489	-23.955150	 0.5929	9	1	22.66	   	Simbad
    3668	J041631.9-235719	064.132841	-23.955459	 0.5544	3	1	23.92	   	Simbad
    3669	J041543.0-235715	063.929322	-23.954211	 0.4215	3	1	20.96	   	Simbad
    3670	J041546.1-235710	063.941989	-23.952984	 0.3533	3	1	20.43	   	Simbad
    3671	J041644.5-235716	064.185592	-23.954591	 0.5116	3	1	21.29	   	Simbad
    3672	J041620.4-235707	064.085077	-23.951968	 0.1525	3	1	20.98	   	Simbad
    3673	J041514.0-235722	063.808256	-23.956233	 0.5405	2	1	24.04	   	Simbad
    3674	J041554.7-235706	063.978027	-23.951751	 0.3075	3	1	19.26	1,R	Simbad
    3675	J041704.8-235720	064.270167	-23.955821	 0.4864	3	1	23.44	   	Simbad
    3676	J041603.3-235717	064.013823	-23.954984	 0.5512	3	1	21.98	   	Simbad
    3677	J041648.1-235720	064.200436	-23.955642	 0.5490	2	2	22.95	   	Simbad
    3678	J041652.6-235649	064.219036	-23.947082	 0.3999	3	2	19.57	   	Simbad
    3679	J041705.8-235712	064.274270	-23.953545	 0.5408	3	1	21.09	   	Simbad
    3680	J041522.5-235716	063.843572	-23.954510	 0.5496	3	1	21.86	   	Simbad
    3681	J041647.7-235706	064.198886	-23.951909	 0.3835	3	1	19.74	R  	Simbad
    3682	J041615.3-235719	064.063901	-23.955278	 0.7739	3	1	23.92	   	Simbad
    3683	J041648.3-235711	064.201228	-23.953120	 0.5323	2	1	21.79	   	Simbad
    3684	J041654.9-235712	064.228693	-23.953571	 0.4115	3	1	21.56	   	Simbad
    3685	J041608.1-235710	064.033868	-23.953040	 0.6046	3	2	23.47	   	Simbad
    3686	J041624.8-235714	064.103396	-23.953919	 0.5171	2	1	23.19	   	Simbad
    3687	J041610.8-235714	064.045171	-23.953989	 0.5950	3	1	22.99	   	Simbad
    3688	J041630.3-235705	064.126377	-23.951632	 0.4025	3	1	21.67	   	Simbad
    3689	J041526.3-235700	063.859706	-23.950135	 0.0000	3	1	18.27	   	Simbad
    3690	J041530.5-235710	063.877211	-23.952981	 0.5296	3	1	22.53	   	Simbad
    3691	J041525.9-235709	063.857823	-23.952510	 0.5290	3	1	23.09	   	Simbad
    3692	J041513.3-235647	063.805251	-23.946426	 0.2730	3	1	20.73	   	Simbad
    3693	J041602.2-235709	064.009326	-23.952638	 0.4295	3	1	22.30	   	Simbad
    3694	J041659.5-235655	064.247833	-23.948817	 0.4022	3	2	20.19	   	Simbad
    3695	J041658.9-235707	064.245321	-23.951982	 0.5644	3	1	22.20	   	Simbad
    3696	J041612.0-235708	064.049874	-23.952418	 0.2692	3	1	22.10	   	Simbad
    3697	J041513.5-235703	063.806366	-23.951085	 0.5697	3	1	21.26	   	Simbad
    3698	J041701.8-235709	064.257684	-23.952682	 0.3089	3	1	22.82	   	Simbad
    3699	J041613.9-235657	064.057876	-23.949265	 0.7672	2	1	21.50	   	Simbad
    3700	J041618.0-235707	064.074895	-23.952088	 0.4039	3	1	22.62	   	Simbad
    3701	J041543.0-235708	063.929223	-23.952230	 0.0000	2	1	23.27	   	Simbad
    3702	J041636.6-235651	064.152494	-23.947765	 0.3344	3	1	20.59	   	Simbad
    3703	J041702.3-235707	064.259633	-23.951988	 0.4523	2	2	23.01	   	Simbad
    3704	J041630.9-235641	064.128706	-23.944893	 0.5358	3	1	21.23	   	Simbad
    3705	J041608.6-235618	064.035909	-23.938591	 0.1522	3	1	18.92	R  	Simbad
    3706	J041543.6-235709	063.931653	-23.952509	 0.6155	3	2	24.15	   	Simbad
    3707	J041603.5-235707	064.014449	-23.952126	 0.6731	2	1	23.30	   	Simbad
    3708	J041539.8-235708	063.915933	-23.952369	 0.5433	3	1	23.79	   	Simbad
    3709	J041651.3-235702	064.213799	-23.950702	 0.4049	3	1	21.72	   	Simbad
    3710	J041655.8-235706	064.232658	-23.951802	 0.5387	3	2	23.51	   	Simbad
    3711	J041547.7-235650	063.948842	-23.947428	 0.2982	3	1	21.51	   	Simbad
