#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/872/192/table1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18720192
#Name: J/ApJ/872/192
#Title: A spectroscopic census of A2029 members (Sohn+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/872/192	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/872/192	    IVOID of underlying data collection
#INFO	creator=Sohn J.	    First author or institution
#INFO	cites=bibcode:2019ApJ...872..192S	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/872/192	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18720192	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-10-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_872_192_table1:
#Name: J/ApJ/872/192/table1
#Title: Physical properties of the spectroscopic members of A2029
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	SDSS	(A19)	SDSS name (JHHMMSS.ss+DDMMSS.s)	[ucd=meta.id;meta.main]
#Column	objID	(I19)	SDSS object identifier	[ucd=meta.id]
#Column	RAJ2000	(F10.6)	[226.15/229.3] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[4.1/7.4] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	[0.069/0.09] Spectroscopic redshift	[ucd=src.redshift]
#Column	e_z	(F7.4)	[0/0.001]? Uncertainty in z	[ucd=stat.error;src.redshift]
#Column	logM*	(F6.2)	[7/11.9]? log stellar mass	[ucd=phys.mass]
#Column	e_logM*	(F5.2)	[0/0.6] Uncertainty in logM*	[ucd=stat.error]
#Column	Dn4000	(F5.2)	[0.1/4.9]? The D_n_4000 spectroscopic index	[ucd=spect.index]
#Column	e_Dn4000	(F5.2)	[0/3.8]? Uncertainty in Dn4000	[ucd=stat.error]
#Column	sigma	(I3)	[7/983]? Velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigma	(I3)	[0/873]? Uncertainty in sigma	[ucd=stat.error]
#Column	Class	(A1)	Spectral type code (1)	[ucd=meta.code.class]
#Column	E+A?	(A1)	[NY] An E+A galaxy?	[ucd=meta.code]
#Column	T13	(I3)	Display data from Tyler+, 2013, J/ApJ/773/86 within 3"	[ucd=meta.ref.url]
#Column	S17	(I3)	Display data from Sohn+, 2017, J/ApJS/229/20 within 3"	[ucd=meta.ref.url]
#Column	PapI	(I3)	Display data from Sohn+, 2019, J/ApJ/871/129	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the online SDSS DR14 or DR7 data for this object	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	SDSS	objID	RAJ2000	DEJ2000	z	e_z	logM*	e_logM*	Dn4000	e_Dn4000	sigma	e_sigma	Class	E+A?	T13	S17	PapI	Sloan	Simbad
    1042	J151151.11+063012.4	1237662236411363628	227.962995	+06.503467	 0.0820	 0.0001	 10.49	 0.12	 2.01	 0.06	148	 10	N	N	  0	  0	  0	Sloan	Simbad
    1043	J151303.00+061936.2	1237662236411494785	228.262530	+06.326732	 0.0787	 0.0000	  9.98	 0.13	 1.50	 0.05	  7	  0	S	N	  0	  1	  0	Sloan	Simbad
    1044	J151326.00+061937.1	1237662236411560112	228.358346	+06.326972	 0.0799	 0.0000	  9.96	 0.05	 1.73	 0.03	133	  7	C	N	  0	  1	  0	Sloan	Simbad
    1045	J150814.58+061219.0	1237662262174613848	227.060782	+06.205289	 0.0789	 0.0000	 10.08	 0.06	 1.45	 0.03	 78	  8	C	N	  0	  1	  0	Sloan	Simbad
    1046	J150906.40+050740.1	1237662267000094951	227.276683	+05.127814	 0.0763	 0.0000	 10.45	 0.08	 1.81	 0.03	138	  6	N	N	  0	  1	  0	Sloan	Simbad
    1047	J151024.68+045718.2	1237662267000226097	227.602852	+04.955076	 0.0785	 0.0001	 10.69	 0.14	 1.35	 0.03	119	 17	S	N	  0	  1	  0	Sloan	Simbad
    1048	J151059.92+045644.7	1237662267000291625	227.749684	+04.945755	 0.0783	 0.0000	 10.51	 0.19	 1.17	     	168	  9	N	N	  0	  1	  0	Sloan	Simbad
    1049	J151133.30+045927.1	1237662267000357110	227.888764	+04.990880	 0.0806	 0.0000	  9.87	 0.10	 1.36	 0.05	 75	 15	N	N	  0	  1	  0	Sloan	Simbad
    1050	J151153.18+045743.0	1237662267000357209	227.971588	+04.961970	 0.0798	 0.0000	 10.29	 0.14	 1.35	 0.03	 97	 12	S	N	  0	  1	  0	Sloan	Simbad
    1051	J151215.45+050250.9	1237662267000422646	228.064374	+05.047494	 0.0779	 0.0000	 10.80	 0.15	 1.81	 0.03	177	  7	A	N	  0	  1	  0	Sloan	Simbad
    1052	J151222.74+050034.5	1237662267000422684	228.094776	+05.009584	 0.0816	 0.0000	 10.59	 0.09	 1.86	 0.10	110	 14	N	N	  0	  0	  0	Sloan	Simbad
    1053	J150757.92+052831.6	1237662267536834568	226.991334	+05.475454	 0.0775	 0.0000	 10.91	 0.04	 2.01	 0.03	233	  6	C	N	  0	  1	  0	Sloan	Simbad
    1054	J150754.32+052922.4	1237662267536834570	226.976355	+05.489558	 0.0773	 0.0000	 10.17	 0.11	 1.68	 0.06	130	 11	N	N	  0	  1	  0	Sloan	Simbad
    1055	J150741.68+055011.3	1237662268073640069	226.923687	+05.836497	 0.0807	 0.0000	  9.07	 0.06	 0.97	 0.01	   	   	S	N	  0	  1	  0	Sloan	Simbad
    1056	J151126.90+063412.9	1237662269147775152	227.862097	+06.570257	 0.0816	 0.0000	 10.44	 0.06	 1.72	 0.07	128	 12	N	N	  0	  0	  0	Sloan	Simbad
    1057	J151010.60+045334.3	1237655742946279471	227.544185	+04.892877	 0.0785	 0.0000	 10.03	 0.12	 1.29	 0.04	 63	 11	N	N	  0	  1	  0	Sloan	Simbad
    1058	J151108.28+045116.7	1237655742946345050	227.784506	+04.854645	 0.0770	 0.0000	  9.56	 0.07	 0.99	 0.01	   	   	S	N	  0	  1	  0	Sloan	Simbad
    1059	J151044.31+045321.8	1237655742946345106	227.684636	+04.889406	 0.0786	 0.0000	 10.77	 0.11	 1.91	 0.04	144	  6	N	N	  0	  1	  0	Sloan	Simbad
    1060	J151047.76+045224.8	1237655742946345134	227.699012	+04.873571	 0.0788	 0.0000	 10.58	 0.07	 1.89	 0.03	200	  7	N	N	  0	  1	  0	Sloan	Simbad
    1061	J151052.20+045203.7	1237655742946345170	227.717529	+04.867702	 0.0806	 0.0000	 11.36	 0.14	 1.94	 0.02	293	  7	A	N	  0	  1	  0	Sloan	Simbad
    1062	J151052.90+045103.6	1237655742946345206	227.720437	+04.851026	 0.0794	 0.0000	 10.93	 0.06	 2.03	 0.04	182	  6	N	N	  0	  1	  0	Sloan	Simbad
    1063	J150753.02+052235.7	1237655743482888354	226.970940	+05.376592	 0.0772	 0.0000	 10.53	 0.13	 1.68	 0.05	129	 12	C	N	  0	  1	  0	Sloan	Simbad
    1064	J150835.73+050922.9	1237655743482953912	227.148894	+05.156360	 0.0761	 0.0000	 11.05	 0.08	 2.09	 0.05	138	  6	N	N	  0	  1	  0	Sloan	Simbad
    1065	J151417.31+052701.6	1237655744020414696	228.572146	+05.450465	 0.0756	 0.0000	 10.53	 0.09	 1.25	 0.02	 89	  8	S	N	  0	  0	  0	Sloan	Simbad
    1066	J151423.65+052852.6	1237655744020414736	228.598561	+05.481278	 0.0798	 0.0000	 10.46	 0.10	 1.40	 0.04	 92	 15	S	N	  0	  1	  0	Sloan	Simbad
    1067	J150737.87+060246.6	1237655744556564820	226.907816	+06.046290	 0.0806	       	  7.86	 0.15	     	     	   	   	N	N	  0	  0	  0	Sloan	Simbad
    1068	J150850.64+050559.3	1237662267000029527	227.211005	+05.099822	 0.0776	 0.0000	  9.58	 0.09	 1.43	 0.04	 92	 18	S	N	  0	  1	  0	Sloan	Simbad
    1069	J151018.60+045559.8	1237662267000225865	227.577525	+04.933296	 0.0800	 0.0000	 10.57	 0.08	 1.69	 0.05	101	  8	A	N	  0	  1	  0	Sloan	Simbad
    1070	J151112.36+045428.3	1237662267000291692	227.801504	+04.907873	 0.0816	 0.0000	 10.96	 0.15	 1.97	 0.02	323	  8	A	N	  0	  0	  0	Sloan	Simbad
    1071	J151138.23+045235.5	1237662267000357136	227.909313	+04.876528	 0.0807	 0.0000	 10.35	 0.16	 1.41	 0.05	 72	 11	A	N	  0	  1	  0	Sloan	Simbad
    1072	J151301.75+050225.0	1237662267000488288	228.257297	+05.040300	 0.0798	 0.0000	  9.55	 0.08	 1.24	 0.03	 28	 21	S	N	  0	  1	  0	Sloan	Simbad
    1073	J150729.42+055842.8	1237662268073640359	226.872621	+05.978568	 0.0803	 0.0000	  9.70	 0.09	 1.34	 0.05	  8	   	S	N	  0	  1	  0	Sloan	Simbad
    1074	J151423.51+054252.7	1237662268074361094	228.597963	+05.714648	 0.0777	 0.0000	 10.43	 0.09	 1.92	 0.03	155	  6	N	N	  0	  1	  0	Sloan	Simbad
    1075	J151354.94+061535.8	1237662268611166284	228.478947	+06.259962	 0.0792	 0.0000	 10.23	 0.10	 1.18	 0.01	 92	  9	S	N	  0	  1	  0	Sloan	Simbad
    1076	J151206.41+063651.4	1237662269147840585	228.026742	+06.614291	 0.0772	 0.0000	  9.94	 0.08	 1.90	 0.06	101	  7	N	N	  0	  1	  0	Sloan	Simbad
    1077	J151159.74+063512.6	1237662269147841213	227.998918	+06.586838	 0.0808	 0.0001	  8.18	 0.21	 1.30	 0.09	393	170	S	N	  0	  0	  0	Sloan	Simbad
    1078	J151210.78+063547.1	1237662269147841378	228.044940	+06.596430	 0.0801	 0.0000	  8.15	 0.18	 1.23	 0.07	673	289	N	N	  0	  0	  0	Sloan	Simbad
    1079	J151033.08+044758.9	1237655742946279554	227.637849	+04.799701	 0.0774	 0.0000	 10.98	 0.06	 1.96	 0.02	242	  5	N	N	  0	  1	  0	Sloan	Simbad
    1080	J151033.39+044958.5	1237655742946279742	227.639152	+04.832921	 0.0797	 0.0000	  9.20	 0.09	 1.10	 0.02	101	 23	S	N	  0	  1	  0	Sloan	Simbad
    1081	J151055.09+045007.6	1237655742946345221	227.729553	+04.835453	 0.0793	 0.0000	 10.19	 0.13	 1.92	 0.08	 80	  9	N	N	  0	  1	  0	Sloan	Simbad
    1082	J151058.19+044848.3	1237655742946345247	227.742482	+04.813418	 0.0767	 0.0000	 11.16	 0.08	 1.99	 0.04	196	  7	A	N	  0	  1	  0	Sloan	Simbad
    1083	J151058.55+044708.9	1237655742946345264	227.743997	+04.785828	 0.0810	 0.0000	 10.67	 0.14	 1.75	 0.04	 99	  6	N	N	  0	  0	  0	Sloan	Simbad
    1084	J151100.91+045029.5	1237655742946345277	227.753817	+04.841552	 0.0815	 0.0000	 10.14	 0.07	 1.92	 0.05	114	  6	N	N	  0	  0	  0	Sloan	Simbad
    1085	J151103.61+044806.9	1237655742946345291	227.765057	+04.801940	 0.0783	 0.0000	 10.51	 0.16	 1.89	 0.04	152	  6	N	N	  0	  1	  0	Sloan	Simbad
    1086	J151105.30+045008.9	1237655742946345296	227.772090	+04.835821	 0.0809	 0.0000	 10.68	 0.09	 1.90	 0.03	178	  6	N	N	  0	  1	  0	Sloan	Simbad
    1087	J151111.26+044753.9	1237655742946345332	227.796936	+04.798317	 0.0784	 0.0000	 10.74	 0.14	 2.03	 0.02	242	  5	N	N	  0	  1	  0	Sloan	Simbad
    1088	J151348.07+050816.4	1237655743483544192	228.450316	+05.137902	 0.0801	       	  7.77	 0.20	     	     	   	   	N	N	  0	  0	  0	Sloan	Simbad
    1089	J150716.47+053640.5	1237655744019628283	226.818662	+05.611257	 0.0797	 0.0000	 10.43	 0.06	 1.46	 0.02	126	  8	A	N	  0	  1	  0	Sloan	Simbad
    1090	J150709.35+054759.0	1237655744019628683	226.788986	+05.799743	 0.0770	       	  7.03	 0.02	     	     	   	   	N	N	  0	  0	  0	Sloan	Simbad
    1091	J151446.26+055346.0	1237655744557351119	228.692782	+05.896128	 0.0808	       	  8.19	 0.17	     	     	   	   	N	N	  0	  0	  0	Sloan	Simbad
    1092	J150758.49+061729.8	1237662268610511134	226.993716	+06.291631	 0.0792	 0.0000	  9.79	 0.09	 1.19	 0.02	 74	 15	S	N	  0	  1	  0	Sloan	Simbad
    1093	J150803.28+062033.4	1237662268610511164	227.013699	+06.342623	 0.0795	 0.0000	  9.86	 0.05	 1.53	 0.05	 80	 12	S	N	  0	  1	  0	Sloan	Simbad
    1094	J151016.35+064129.1	1237662269147644112	227.568126	+06.691429	 0.0784	 0.0000	 10.80	 0.05	 1.92	 0.04	179	  8	A	N	  0	  1	  0	Sloan	Simbad
    1095	J151040.13+064455.1	1237662269147644240	227.667242	+06.748650	 0.0789	 0.0000	 10.54	 0.08	 1.60	 0.06	 74	  9	N	N	  0	  1	  0	Sloan	Simbad
    1096	J151049.55+064314.8	1237662269147709627	227.706497	+06.720779	 0.0776	 0.0000	 10.60	 0.14	 1.89	 0.04	265	 10	N	N	  0	  1	  0	Sloan	Simbad
    1097	J151125.20+064112.8	1237662269147775125	227.854998	+06.686904	 0.0767	 0.0000	 10.21	 0.23	 1.66	 0.10	103	 17	N	N	  0	  1	  0	Sloan	Simbad
    1098	J151237.72+063606.3	1237662269147906275	228.157202	+06.601760	 0.0775	 0.0000	 10.50	 0.16	 2.02	 0.04	220	  7	N	N	  0	  1	  0	Sloan	Simbad
    1099	J151244.19+063559.8	1237662269147906319	228.184153	+06.599968	 0.0769	 0.0000	 10.63	 0.08	 1.55	 0.04	 86	  8	N	N	  0	  1	  0	Sloan	Simbad
    1100	J151016.51+044708.2	1237655742946279661	227.568797	+04.785630	 0.0793	 0.0000	 10.57	 0.09	 1.80	 0.04	174	  8	N	N	  0	  1	  0	Sloan	Simbad
    1101	J151126.46+044454.2	1237655742946410550	227.860273	+04.748400	 0.0810	 0.0000	 10.41	 0.06	 1.88	 0.05	140	  7	N	N	  0	  0	  0	Sloan	Simbad
    1102	J151455.41+053246.4	1237655744020480056	228.730904	+05.546223	 0.0804	 0.0000	 11.04	 0.04	 2.01	 0.03	195	  6	N	N	  0	  1	  0	Sloan	Simbad
    1103	J151506.15+053359.2	1237655744020480192	228.775651	+05.566457	 0.0806	 0.0000	 10.29	 0.14	 1.44	 0.02	123	  8	S	N	  0	  1	  0	Sloan	Simbad
    1104	J151449.55+052854.2	1237655744020480325	228.706472	+05.481740	 0.0798	 0.0000	 10.13	 0.10	 1.32	 0.03	 57	 14	S	N	  0	  1	  0	Sloan	Simbad
    1105	J151457.73+053015.4	1237655744020480352	228.740543	+05.504291	 0.0802	 0.0000	  9.63	 0.10	 1.32	 0.04	 22	369	S	N	  0	  1	  0	Sloan	Simbad
    1106	J151459.40+053317.6	1237655744020480360	228.747512	+05.554903	 0.0783	 0.0000	 10.58	 0.15	 1.28	 0.01	124	 10	S	N	  0	  1	  0	Sloan	Simbad
    1107	J151506.44+053257.1	1237655744020480396	228.776871	+05.549194	 0.0808	 0.0000	 10.61	 0.06	 1.74	 0.02	140	  4	A	N	  0	  0	  0	Sloan	Simbad
    1108	J150658.21+060553.0	1237655744556499282	226.742574	+06.098073	 0.0770	 0.0000	  9.86	 0.09	 1.40	 0.06	 49	 24	N	N	  0	  1	  0	Sloan	Simbad
    1109	J151306.69+045318.3	1237662267000488314	228.277894	+04.888426	 0.0795	 0.0000	 10.03	 0.07	 1.84	 0.05	 95	  9	N	N	  0	  1	  0	Sloan	Simbad
    1110	J150832.63+063748.2	1237662269147447601	227.135989	+06.630062	 0.0775	 0.0000	 10.28	 0.07	 1.87	 0.06	114	  9	N	N	  0	  1	  0	Sloan	Simbad
    1111	J150852.60+064012.6	1237662269147447726	227.219196	+06.670189	 0.0787	 0.0000	  9.74	 0.10	 1.31	 0.03	 66	 14	S	N	  0	  1	  0	Sloan	Simbad
    1112	J151052.77+064526.2	1237662269147709644	227.719873	+06.757292	 0.0771	 0.0000	  9.91	 0.06	 1.65	 0.06	114	 10	N	N	  0	  1	  0	Sloan	Simbad
    1113	J151306.89+063923.4	1237662269147906417	228.278742	+06.656524	 0.0784	 0.0000	  9.81	 0.06	 1.50	 0.04	 65	 13	N	N	  0	  1	  0	Sloan	Simbad
    1114	J151312.91+063819.5	1237662269147971722	228.303819	+06.638752	 0.0809	 0.0000	 10.77	 0.14	 1.98	 0.02	194	  5	A	N	  0	  0	  0	Sloan	Simbad
    1115	J151327.94+063417.4	1237662269147971808	228.366416	+06.571500	 0.0780	 0.0000	 10.41	 0.09	 1.65	 0.03	127	  6	C	N	  0	  1	  0	Sloan	Simbad
    1116	J151112.80+044130.0	1237655742946411017	227.803365	+04.691677	 0.0781	 0.0000	 10.04	 0.08	 1.45	 0.07	 97	 26	N	N	  0	  1	  0	Sloan	Simbad
    1117	J151254.43+044653.9	1237655742946541809	228.226827	+04.781651	 0.0795	 0.0000	 10.94	 0.08	 1.88	 0.04	171	  7	C	N	  0	  1	  0	Sloan	Simbad
    1118	J150639.06+053751.9	1237655744019562772	226.662780	+05.631108	 0.0805	 0.0000	 10.57	 0.11	 1.43	 0.02	141	  8	S	N	  0	  0	  0	Sloan	Simbad
    1119	J151520.77+052946.3	1237655744020545761	228.836554	+05.496219	 0.0787	 0.0000	 10.05	 0.16	 2.04	 0.06	144	  9	N	N	  0	  1	  0	Sloan	Simbad
    1120	J150656.91+061105.4	1237655744556499377	226.737145	+06.184844	 0.0802	       	  8.01	 0.16	     	     	   	   	N	N	  0	  0	  0	Sloan	Simbad
    1121	J151452.28+051709.5	1237662267537555669	228.717869	+05.285981	 0.0802	 0.0000	 10.46	 0.05	 1.60	 0.03	108	  6	S	N	  0	  1	  0	Sloan	Simbad
    1122	J151506.76+051943.8	1237662267537621298	228.778178	+05.328838	 0.0793	 0.0000	 10.83	 0.08	 1.94	 0.04	188	  7	N	N	  0	  1	  0	Sloan	Simbad
    1123	J151509.53+052037.5	1237662267537621299	228.789747	+05.343754	 0.0792	 0.0000	 11.06	 0.09	 2.03	 0.03	181	  6	N	N	  0	  0	  0	Sloan	Simbad
    1124	J150841.57+064304.6	1237662269147447654	227.173215	+06.717952	 0.0774	 0.0000	 10.52	 0.08	 1.79	 0.05	153	  8	A	N	  0	  1	  0	Sloan	Simbad
    1125	J150958.74+064742.3	1237662269147578474	227.494759	+06.795092	 0.0800	 0.0000	  9.93	 0.06	 1.49	 0.04	 87	 12	S	N	  0	  1	  0	Sloan	Simbad
    1126	J151510.94+051238.2	1237655743483674651	228.795606	+05.210624	 0.0790	 0.0000	 10.97	 0.09	 1.85	 0.03	135	  5	A	N	  0	  0	  0	Sloan	Simbad
    1127	J150622.84+053927.4	1237655744019562721	226.595188	+05.657623	 0.0789	 0.0000	 10.78	 0.14	 1.53	 0.02	203	 10	C	N	  0	  0	  0	Sloan	Simbad
    1128	J151136.26+043400.7	1237662266463486051	227.901083	+04.566885	 0.0784	 0.0000	 10.05	 0.08	 1.42	 0.04	 49	 16	S	N	  0	  0	  0	Sloan	Simbad
    1129	J151127.79+043300.9	1237662266463486239	227.865800	+04.550270	 0.0790	 0.0000	  9.39	 0.07	 1.17	 0.02	 24	 24	S	N	  0	  0	  0	Sloan	Simbad
    1130	J151352.06+044358.5	1237655742946672896	228.466951	+04.732923	 0.0783	 0.0000	 11.10	 0.04	 1.93	 0.03	218	  6	N	N	  0	  0	  0	Sloan	Simbad
    1131	J151007.25+043158.4	1237662266463354931	227.530240	+04.532890	 0.0785	 0.0000	 10.83	 0.12	 1.94	 0.05	161	  8	A	N	  0	  0	  0	Sloan	Simbad
    1132	J151103.86+042816.8	1237662266463420745	227.766094	+04.471351	 0.0789	 0.0000	 10.53	 0.11	 2.00	 0.05	139	  8	N	N	  0	  0	  0	Sloan	Simbad
    1133	J150641.16+050410.7	1237662266999832798	226.671515	+05.069654	 0.0786	 0.0000	  9.56	 0.10	 1.23	 0.03	 78	 19	S	N	  0	  0	  0	Sloan	Simbad
    1134	J151607.23+054026.5	1237662268074557700	229.030141	+05.674048	 0.0793	 0.0000	 10.28	 0.09	 1.53	 0.08	 67	 18	N	N	  0	  0	  0	Sloan	Simbad
    1135	J151429.66+064201.9	1237662269148102832	228.623609	+06.700539	 0.0784	 0.0000	 10.50	 0.10	 1.90	 0.02	156	  5	N	N	  0	  0	  0	Sloan	Simbad
    1136	J151019.26+042630.1	1237655742409408762	227.580271	+04.441718	 0.0786	 0.0000	 10.23	 0.11	 1.88	 0.05	100	  7	N	N	  0	  0	  0	Sloan	Simbad
    1137	J150544.77+054109.8	1237655744019497230	226.436575	+05.686076	 0.0788	 0.0000	 10.30	 0.19	 1.66	 0.03	121	  7	N	N	  0	  0	  0	Sloan	Simbad
    1138	J150646.05+063651.5	1237662236410773822	226.691886	+06.614315	 0.0795	 0.0000	 10.01	 0.07	 1.35	 0.02	 87	  9	S	N	  0	  0	  0	Sloan	Simbad
    1139	J151538.51+062600.1	1237662262712271273	228.910494	+06.433377	 0.0793	 0.0000	 10.04	 0.13	 1.46	 0.07	 57	 23	S	N	  0	  0	  0	Sloan	Simbad
    1140	J151312.20+043237.5	1237662266463682926	228.300866	+04.543754	 0.0790	 0.0000	  9.65	 0.04	 1.24	 0.02	 26	 60	S	N	  0	  0	  0	Sloan	Simbad
    1141	J151324.38+043422.6	1237662266463683006	228.351603	+04.572952	 0.0794	 0.0000	 10.99	 0.12	 2.05	 0.03	202	  5	N	N	  0	  0	  0	Sloan	Simbad
    1142	J151623.50+054406.6	1237662268074557787	229.097953	+05.735171	 0.0795	 0.0000	 10.45	 0.15	 1.95	 0.06	123	  8	A	N	  0	  0	  0	Sloan	Simbad
    1143	J150953.82+042436.3	1237655742409343268	227.474287	+04.410085	 0.0780	 0.0000	 10.39	 0.15	 1.86	 0.05	144	  7	N	N	  0	  0	  0	Sloan	Simbad
    1144	J150957.16+042456.3	1237655742409408685	227.488168	+04.415640	 0.0783	 0.0000	 10.84	 0.11	 1.94	 0.05	155	  8	N	N	  0	  0	  0	Sloan	Simbad
    1145	J151051.84+042033.6	1237655742409474258	227.716011	+04.342690	 0.0795	 0.0000	 10.18	 0.12	 1.35	 0.04	 72	 15	S	N	  0	  0	  0	Sloan	Simbad
    1146	J151048.30+071048.5	1237662237484974223	227.701259	+07.180151	 0.0782	 0.0000	 10.54	 0.11	 2.02	 0.03	177	  5	N	N	  0	  0	  0	Sloan	Simbad
    1147	J151305.59+042710.6	1237662266463682889	228.273312	+04.452959	 0.0792	 0.0000	 10.21	 0.09	 1.93	 0.05	 84	  7	A	N	  0	  0	  0	Sloan	Simbad
    1148	J151305.97+042306.2	1237655742409736429	228.274909	+04.385079	 0.0788	 0.0000	 10.66	 0.17	 2.06	 0.04	192	  7	N	N	  0	  0	  0	Sloan	Simbad
    1149	J151313.93+042215.1	1237655742409736472	228.308057	+04.370869	 0.0794	 0.0000	 11.25	 0.08	 1.93	 0.02	219	  4	N	N	  0	  0	  0	Sloan	Simbad
    1150	J151055.63+041353.5	1237651823251358096	227.731819	+04.231546	 0.0787	 0.0000	  9.56	 0.06	 1.28	 0.05	 54	 24	S	N	  0	  0	  0	Sloan	Simbad
    1151	J151158.74+041530.0	1237655742409605159	227.994786	+04.258342	 0.0790	 0.0000	 11.12	 0.06	 1.95	 0.02	225	  6	N	N	  0	  0	  0	Sloan	Simbad
    1152	J151300.59+041935.7	1237655742409736402	228.252492	+04.326583	 0.0786	 0.0000	 10.80	 0.12	 2.02	 0.02	266	  5	N	N	  0	  0	  0	Sloan	Simbad
    1153	J151657.80+053300.7	1237655744020742292	229.240851	+05.550194	 0.0785	 0.0010	 10.28	 0.14	     	     	   	   	N	N	  0	  0	  0	Sloan	Simbad
    1154	J151706.79+055613.5	1237662262175596623	229.278297	+05.937106	 0.0793	 0.0001	  8.13	 0.12	     	     	   	   	N	N	  0	  0	  0	Sloan	Simbad
    1155	J151605.67+045322.8	1237662267000816049	229.023652	+04.889689	 0.0789	 0.0000	 10.47	 0.09	 1.41	 0.02	137	  9	S	N	  0	  0	  0	Sloan	Simbad
    1156	J150837.08+041928.4	1237655742409212148	227.154519	+04.324574	 0.0786	 0.0000	 10.12	 0.12	 1.77	 0.06	113	 11	N	N	  0	  0	  0	Sloan	Simbad
    1157	J151243.34+041619.8	1237655742409670905	228.180602	+04.272188	 0.0790	 0.0000	  9.96	 0.19	 1.34	 0.05	 40	 24	S	N	  0	  0	  0	Sloan	Simbad
    1158	J150839.41+071411.0	1237662237484712070	227.164232	+07.236393	 0.0787	 0.0000	 10.67	 0.18	 1.36	     	155	  5	N	N	  0	  0	  0	Sloan	Simbad
    1159	J150437.90+053813.0	1237662267536441654	226.157928	+05.636952	 0.0786	 0.0000	  9.47	 0.08	 1.24	 0.03	 86	 21	S	N	  0	  0	  0	Sloan	Simbad
    1160	J151051.33+040902.4	1237651823251357855	227.713899	+04.150689	 0.0789	 0.0000	 10.54	 0.08	 1.88	 0.04	147	  7	N	N	  0	  0	  0	Sloan	Simbad
    1161	J151313.84+041337.0	1237655742409736483	228.307690	+04.226952	 0.0793	 0.0000	 10.29	 0.09	 1.67	 0.06	150	 12	N	N	  0	  0	  0	Sloan	Simbad
    1162	J150444.78+061029.6	1237655744556236855	226.186594	+06.174907	 0.0787	 0.0000	  9.87	 0.12	 1.30	 0.03	 68	 17	S	N	  0	  0	  0	Sloan	Simbad
    1163	J150903.99+071716.9	1237662237484777582	227.266626	+07.288028	 0.0790	 0.0000	 10.22	 0.13	 1.37	 0.05	 26	 76	N	N	  0	  0	  0	Sloan	Simbad
    1164	J150913.23+071803.2	1237662237484777643	227.305151	+07.300900	 0.0785	 0.0000	  9.52	 0.06	 1.28	 0.02	 29	 13	S	N	  0	  0	  0	Sloan	Simbad
    1165	J150932.41+072054.5	1237662237484777724	227.385076	+07.348474	 0.0788	 0.0000	  9.97	 0.10	 1.61	 0.05	 93	 10	N	N	  0	  0	  0	Sloan	Simbad
    1166	J150504.40+050403.5	1237662266999636362	226.268345	+05.067643	 0.0792	 0.0000	 11.23	 0.18	 1.78	 0.02	383	 11	S	N	  0	  0	  0	Sloan	Simbad
    1167	J150906.08+072027.8	1237662237484777590	227.275344	+07.341067	 0.0781	 0.0000	 10.05	 0.15	 1.61	 0.06	135	 13	N	N	  0	  0	  0	Sloan	Simbad
    1168	J151029.41+055307.3	 587736546849063232	227.622546	+05.885376	 0.0752	 0.0000	  8.69	 0.14	 1.33	 0.07	353	111	S	N	  0	  1	  1	Sloan	Simbad
    1169	J151032.39+055329.6	 587736546849063248	227.634958	+05.891559	 0.0739	 0.0001	 11.25	 0.04	 2.08	 0.04	338	  6	N	N	  1	  1	  1	Sloan	Simbad
    1170	J151049.46+055107.0	 587736546849063402	227.706083	+05.851944	 0.0746	 0.0001	 10.23	 0.13	 1.73	 0.04	233	  9	S	N	  1	  1	  1	Sloan	Simbad
