#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:38:32 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:38:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/196/11/table3&-out=**&-out.max=unlimited&-c=227.7337%20%2B5.7444&-c.rm=110	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	-c=227.733700+05.744400,rm=110.	
#Constraint -c.rm=110

#RESOURCE=yCat_21960011
#Name: J/ApJS/196/11
#Title: Bulge+disk decompositions of SDSS galaxies (Simard+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/apjs/196/11	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/196/11	    IVOID of underlying data collection
#INFO	creator=Simard L.	    First author or institution
#INFO	cites=bibcode:2011ApJS..196...11S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/196/11	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21960011	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-04-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_196_11_table3:
#Name: J/ApJS/196/11/table3
#Title: SDSS structural parameters from pure Sersic decompositions
#Column	_r	(F8.4)	Distance from center (227.73370+05.74440)[FK5/J2000]	[ucd=pos.angDistance]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	objID	(I18)	SDSS object identifier	[ucd=meta.id]
#Column	z	(F6.4)	? SDSS redshift (spectroscopic if available or photometric ("-1" in "Sp")	[ucd=src.redshift]
#Column	Sp	(I2)	[-2/6] SDSS SpecClass value (G1)	[ucd=meta.code.class]
#Column	Scale	(F7.3)	? Physical scale at redshift z	[ucd=instr.scale]
#Column	Vmax	(F10.3)	? Galaxy volume correction (Eq. 7)	[ucd=arith.factor]
#Column	gg2d	(F6.2)	? GIM2D pure Sersic model g-band magnitude	[ucd=phot.mag;meta.modelled]
#Column	e_gg2d	(F6.2)	? Uncertainty in gg2d	[ucd=phot.mag;meta.modelled]
#Column	rg2d	(F6.2)	? GIM2D pure Sersic model r-band magnitude	[ucd=phot.mag;meta.modelled]
#Column	e_rg2d	(F6.2)	? Uncertainty in rg2d	[ucd=phot.mag;meta.modelled]
#Column	gg2df	(F6.2)	? GIM2D pure Sersic model g-band fiber magnitude	[ucd=phot.mag;meta.modelled]
#Column	rg2df	(F6.2)	? GIM2D pure Sersic model r-band fiber magnitude	[ucd=phot.mag;meta.modelled]
#Column	dCol	(F6.2)	[-4.95,+5.73]? Delta fiber color (G2)	[ucd=phot.mag]
#Column	Rhlg	(F6.2)	? g-band galaxy semi-major axis, half-light radius	[ucd=phys.size.smajAxis;src.orbital]
#Column	Rhlr	(F6.2)	? r-band galaxy semi-major axis, half-light radius	[ucd=phys.size.smajAxis;src.orbital]
#Column	Rchl_g	(F7.2)	[-336,284] g-band galaxy circular half-light radius	[ucd=phys.size.radius]
#Column	Rchl_r	(F7.2)	[-336,284] r-band galaxy circular half-light radius	[ucd=phys.size.radius]
#Column	e	(F6.2)	? Galaxy ellipticiy (G3)	[ucd=src.ellipticity]
#Column	e_e	(F6.2)	? Uncertainty in e	[ucd=stat.error]
#Column	phi	(F7.2)	[-360,360] Galaxy position angle (G4)	[ucd=pos.posAng]
#Column	e_phi	(F6.2)	? Uncertainty in phi	[ucd=stat.error]
#Column	(dx)g	(F6.2)	[-42,32]? g-band pure Sersic model center X offset (G5)	[ucd=stat.fit.param]
#Column	e_(dx)g	(F6.2)	? Uncertainty in (dx)g	[ucd=stat.error]
#Column	(dy)g	(F6.2)	[-38,30]? g-band pure Sersic model center Y offset (G5)	[ucd=stat.fit.param]
#Column	e_(dy)g	(F6.2)	? Uncertainty in (dy)g	[ucd=stat.error]
#Column	(dx)r	(F6.2)	[-31,30]? r-band pure Sersic model center X offset (G5)	[ucd=stat.fit.param]
#Column	e_(dx)r	(F6.2)	? Uncertainty in (dx)r	[ucd=stat.error]
#Column	(dy)r	(F6.2)	[-38,30]? r-band pure Sersic model center Y offset (G5)	[ucd=stat.fit.param]
#Column	e_(dy)r	(F6.2)	? Uncertainty in (dy)r	[ucd=stat.error]
#Column	S2g	(F6.2)	[-89,98]? g-band image smoothness parameter (G6)	[ucd=stat.fit.param]
#Column	S2r	(F6.2)	[-75,99]? r-band image smoothness parameter (G6)	[ucd=stat.fit.param]
#Column	ggMag	(F6.2)	[-37,7]? Absolute, rest-frame g-band GIM2D galaxy magnitude (Eq. 3a)	[ucd=phys.magAbs]
#Column	e_ggMag	(F6.2)	? Uncertainty in ggMag	[ucd=stat.error;phot.mag]
#Column	rgMag	(F6.2)	[-36,6]? Absolute, rest-frame r-band GIM2D galaxy magnitude (Eq. 3b)	[ucd=phys.magAbs]
#Column	e_rgMag	(F6.2)	? Uncertainty in rgMag	[ucd=stat.error;phot.mag]
#Column	ng	(F6.2)	[0,8]? Galaxy Sersic index	[ucd=stat.fit.param]
#Column	e_ng	(F6.2)	? Uncertainty in ng	[ucd=stat.error]
#Column	All	(A3)	Display all results from the 3 models	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS data for this object	[ucd=meta.ref.url]
#Column	DR7	(A3)	Details from the SDSS-DR7 catalog (II/294)	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Positions from SDSS-DR7 (Cat. II/294) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from SDSS-DR7 (Cat. II/294) (declination part)	[ucd=pos.eq.dec;meta.main]
_r	recno	objID	z	Sp	Scale	Vmax	gg2d	e_gg2d	rg2d	e_rg2d	gg2df	rg2df	dCol	Rhlg	Rhlr	Rchl_g	Rchl_r	e	e_e	phi	e_phi	(dx)g	e_(dx)g	(dy)g	e_(dy)g	(dx)r	e_(dx)r	(dy)r	e_(dy)r	S2g	S2r	ggMag	e_ggMag	rgMag	e_rgMag	ng	e_ng	All	Sloan	DR7	_RA	_DE
 93.9875	  479080	587736547385344045	0.0350	-1	  0.696	     2.611	 18.15	  0.02	 17.59	  0.02	 18.78	 18.24	      	  0.38	  0.38	   0.44	   0.44	  0.32	  0.02	  84.72	  2.91	  0.30	  0.01	  0.29	  0.01	  0.56	  0.01	  0.59	  0.01	  0.09	  0.05	-17.96	  0.02	-18.46	  0.02	  7.99	  0.04	All	Sloan	DR7	226.32255	+06.44076
 88.6514	  479081	587736547385344190	0.0806	 2	  1.519	    34.814	 15.27	  0.00	 14.94	  0.00	 19.98	 19.64	 -0.28	 87.31	 87.31	 -60.16	 -60.16	  0.85	  0.00	  27.83	  0.12	  0.98	  0.00	  1.19	  0.00	  1.16	  0.03	  1.19	  0.00	  0.88	  0.91	-22.82	  0.00	-23.09	  0.00	  2.08	  0.03	All	Sloan	DR7	226.39439	+06.38422
 90.9430	  479082	587736547385344275	0.1438	 2	  2.523	   363.014	 18.02	  0.03	 16.89	  0.03	 19.47	 18.32	  0.03	 10.97	 10.97	  10.15	  10.15	  0.18	  0.02	 117.80	  4.83	  0.24	  0.02	  0.36	  0.02	  0.24	  0.01	  0.35	  0.01	  0.03	  0.06	-21.73	  0.03	-22.54	  0.03	  7.63	  0.16	All	Sloan	DR7	226.33921	+06.35631
 91.2210	  479083	587736547385344284	0.1441	 2	  2.528	   179.031	 18.63	  0.04	 17.59	  0.03	 19.58	 18.54	  0.02	  4.56	  4.56	   3.81	   3.81	  0.36	  0.04	 165.57	  2.56	  0.30	  0.02	  0.34	  0.02	  0.24	  0.02	  0.30	  0.02	  0.04	  0.02	-21.09	  0.04	-21.86	  0.03	  4.27	  0.28	All	Sloan	DR7	226.34962	+06.39031
 89.1510	  479084	587736547385344318	0.0948	 2	  1.758	    87.093	 17.87	  0.02	 17.33	  0.02	 18.94	 18.34	  0.00	  3.84	  3.84	   3.08	   3.08	  0.40	  0.01	 111.69	  1.53	  0.41	  0.03	  0.54	  0.02	  0.42	  0.02	  0.44	  0.01	  0.12	  0.08	-20.58	  0.02	-21.03	  0.02	  2.13	  0.08	All	Sloan	DR7	226.36494	+06.34023
 91.3435	  479085	587736547385344335	0.0830	 2	  1.562	    74.356	 17.66	  0.02	 17.16	  0.02	 19.48	 18.97	 -0.06	  7.07	  7.07	   4.64	   4.64	  0.67	  0.01	  98.21	  0.51	  0.16	  0.05	  0.34	  0.02	  0.34	  0.05	  0.64	  0.02	  0.15	  0.10	-20.46	  0.02	-20.88	  0.02	  0.75	  0.03	All	Sloan	DR7	226.38197	+06.45936
 87.5934	  479086	587736547385344351	0.1533	-1	  2.661	   171.501	 18.57	  0.04	 17.81	  0.04	 20.16	 19.37	      	  8.93	  8.93	   7.14	   7.14	  0.40	  0.02	  33.94	  2.23	  0.52	  0.04	  0.13	  0.05	  0.55	  0.04	  0.47	  0.04	  0.14	  0.11	-21.13	  0.04	-21.68	  0.04	  1.33	  0.10	All	Sloan	DR7	226.37989	+06.30894
 86.9731	  479087	587736547385344361	0.1788	-1	  3.019	   255.385	 19.07	  0.04	 17.89	  0.04	 19.88	 18.66	      	  3.84	  3.84	   3.85	   3.85	  0.04	  0.03	 153.42	 15.94	  0.32	  0.02	  0.40	  0.02	  0.38	  0.02	  0.38	  0.01	  0.03	  0.01	-21.36	  0.04	-22.11	  0.04	  3.75	  0.31	All	Sloan	DR7	226.39063	+06.30765
 87.6494	  479088	587736547385344377	0.1745	 2	  2.960	   406.336	 18.40	  0.04	 17.17	  0.03	 19.64	 18.38	  0.02	  8.50	  8.50	   7.77	   7.77	  0.23	  0.04	  40.06	  5.80	  0.22	  0.02	  0.20	  0.02	  0.51	  0.01	  0.54	  0.01	  0.03	  0.01	-22.02	  0.04	-22.77	  0.03	  7.40	  0.33	All	Sloan	DR7	226.41735	+06.39295
 78.0224	  479089	587736547385409742	0.0374	 2	  0.742	   251.346	 14.85	  0.00	 14.26	  0.00	 17.86	 17.25	 -0.10	  6.92	  6.92	   6.27	   6.27	  0.19	  0.00	 115.16	  0.12	  0.50	  0.01	  0.39	  0.00	  0.34	  0.01	  0.31	  0.01	  0.18	  0.14	-21.45	  0.00	-21.97	  0.00	  1.91	  0.01	All	Sloan	DR7	226.59279	+06.37987
 85.9618	  479090	587736547385409786	0.1300	 2	  2.318	   208.250	 18.14	  0.01	 17.46	  0.02	 19.19	 18.47	  0.01	  4.87	  4.87	   3.81	   3.81	  0.44	  0.01	 148.37	  0.88	  0.22	  0.03	  0.41	  0.02	  0.47	  0.01	  0.37	  0.02	  0.08	  0.07	-21.16	  0.01	-21.68	  0.02	  0.77	  0.03	All	Sloan	DR7	226.45216	+06.39914
 84.2668	  479091	587736547385409790	0.2339	 2	  3.721	   721.333	 18.60	  0.04	 17.62	  0.04	 19.80	 18.80	  0.01	  9.14	  9.14	   8.28	   8.28	  0.20	  0.03	  90.69	  4.68	  0.32	  0.02	  0.33	  0.03	  0.33	  0.03	  0.33	  0.02	  0.05	  0.02	-22.42	  0.04	-23.05	  0.04	  3.37	  0.22	All	Sloan	DR7	226.44641	+06.32205
 78.8444	  479092	587736547385409890	0.1308	 2	  2.330	   186.666	 18.07	  0.03	 17.28	  0.03	 19.22	 18.45	  0.04	  5.08	  5.08	   4.46	   4.46	  0.25	  0.01	 101.27	  2.21	  0.40	  0.02	  0.39	  0.02	  0.24	  0.03	  0.69	  0.02	  0.22	  0.31	-21.26	  0.03	-21.86	  0.03	  1.32	  0.08	All	Sloan	DR7	226.53744	+06.30253
 74.2314	  479093	587736547385475332	0.0811	 2	  1.529	    42.912	 18.07	  0.04	 17.51	  0.04	 20.33	 19.77	 -0.08	  6.82	  6.82	   5.93	   5.93	  0.26	  0.03	  42.10	  3.55	  0.30	  0.06	  0.44	  0.07	  0.56	  0.08	  0.28	  0.07	  0.06	  0.05	-19.99	  0.04	-20.45	  0.04	  0.93	  0.06	All	Sloan	DR7	226.64290	+06.33938
 73.5327	  479094	587736547385475366	0.1758	-1	  2.978	   280.291	 18.64	  0.04	 17.83	  0.03	 20.08	 19.27	      	  7.46	  7.46	   6.76	   6.76	  0.20	  0.02	 138.40	  4.16	  0.48	  0.05	  0.32	  0.06	  0.51	  0.05	  0.19	  0.04	  0.09	  0.10	-21.45	  0.04	-22.05	  0.03	  0.91	  0.08	All	Sloan	DR7	226.69941	+06.41090
 67.6174	  479095	587736547385475424	0.1106	-1	  2.015	   272.806	 17.38	  0.00	 16.38	  0.01	 18.83	 17.78	      	  8.75	  8.75	   8.16	   8.16	  0.18	  0.02	  75.31	  0.71	  0.53	  0.00	  0.25	  0.01	  0.40	  0.01	  0.49	  0.01	  0.02	  0.04	-21.65	  0.00	-22.39	  0.01	  7.85	  0.10	All	Sloan	DR7	226.74227	+06.29021
 66.9169	  479096	587736547385540814	0.0542	 2	  1.054	    32.027	 17.63	  0.02	 16.79	  0.02	 18.48	 17.59	  0.03	  1.93	  1.93	   1.35	   1.35	  0.62	  0.01	 107.11	  0.46	  0.53	  0.02	  0.53	  0.01	  0.45	  0.01	  0.34	  0.01	  0.06	  0.06	-19.57	  0.02	-20.28	  0.02	  3.01	  0.13	All	Sloan	DR7	226.75104	+06.28184
 68.1531	  479097	587736547385540858	0.1151	 2	  2.086	   158.828	 17.79	  0.03	 17.15	  0.03	 18.94	 18.28	 -0.01	  5.08	  5.08	   4.36	   4.36	  0.30	  0.01	 149.11	  2.04	  0.45	  0.02	  0.18	  0.01	  0.47	  0.01	  0.30	  0.02	  0.08	  0.05	-21.14	  0.03	-21.65	  0.03	  4.47	  0.16	All	Sloan	DR7	226.81807	+06.42358
 61.7910	  479098	587736547385540944	0.0928	 2	  1.726	    83.232	 18.09	  0.01	 17.27	  0.02	 19.90	 19.06	 -0.10	  9.94	  9.94	   5.95	   5.95	  0.80	  0.01	  25.51	  0.32	  0.17	  0.01	  0.43	  0.03	  0.28	  0.01	  0.59	  0.01	  0.11	  0.10	-20.41	  0.01	-21.09	  0.02	  1.29	  0.04	All	Sloan	DR7	226.89315	+06.34599
 59.9187	  479099	587736547385606366	0.0668	 2	  1.281	    29.696	 18.03	  0.01	 17.41	  0.02	 19.05	 18.41	  0.00	  2.92	  2.92	   2.09	   2.09	  0.56	  0.01	  43.53	  0.61	  0.44	  0.03	  0.47	  0.03	  0.22	  0.02	  0.31	  0.02	  0.06	  0.03	-19.61	  0.01	-20.18	  0.02	  0.64	  0.03	All	Sloan	DR7	226.89694	+06.29651
 53.6637	  479100	587736547385606436	0.1414	 2	  2.488	   267.616	 18.09	  0.05	 17.06	  0.05	 19.06	 18.01	  0.02	  4.60	  4.60	   4.16	   4.16	  0.30	  0.02	  97.94	  2.06	  0.42	  0.01	  0.25	  0.01	  0.34	  0.01	  0.55	  0.01	  0.06	  0.06	-21.62	  0.05	-22.32	  0.05	  7.59	  0.53	All	Sloan	DR7	226.98370	+06.23794
 55.0243	  479101	587736547385606445	0.0793	 2	  1.497	    75.898	 17.53	  0.02	 17.12	  0.02	 19.32	 18.86	  0.03	  5.07	  5.07	   4.14	   4.14	  0.36	  0.01	  18.57	  1.21	  0.75	  0.03	 -0.03	  0.03	  0.49	  0.03	  0.25	  0.03	  0.17	  0.15	-20.45	  0.02	-20.82	  0.02	  0.82	  0.03	All	Sloan	DR7	226.99371	+06.29163
 53.6319	  479102	587736547385606456	0.1103	-1	  2.010	   548.039	 16.92	  0.01	 16.09	  0.01	 18.78	 17.90	      	 10.37	 10.37	   8.30	   8.30	  0.40	  0.01	  88.54	  0.71	  0.16	  0.01	  0.24	  0.00	  0.47	  0.02	  0.50	  0.01	  0.17	  0.15	-22.02	  0.01	-22.65	  0.01	  2.61	  0.04	All	Sloan	DR7	226.99088	+06.24763
 53.8329	  479103	587736547385606462	0.1417	 2	  2.493	   408.865	 17.53	  0.03	 16.53	  0.03	 19.24	 18.20	 -0.03	 20.04	 20.04	  16.09	  16.09	  0.41	  0.02	  18.54	  1.77	  0.57	  0.01	  0.40	  0.02	  0.44	  0.01	  0.31	  0.01	  0.07	  0.10	-22.10	  0.03	-22.84	  0.03	  8.00	  0.03	All	Sloan	DR7	226.99307	+06.25670
 55.9811	  479104	587736547385606470	0.0796	 2	  1.502	    30.286	 18.51	  0.03	 17.74	  0.03	 19.22	 18.43	  0.02	  1.81	  1.81	   1.58	   1.58	  0.29	  0.02	 115.07	  2.70	  0.44	  0.02	  0.20	  0.02	  0.58	  0.01	  0.43	  0.01	  0.03	  0.02	-19.59	  0.03	-20.23	  0.03	  2.59	  0.13	All	Sloan	DR7	227.01370	+06.34262
 54.2631	  479105	587736547385606499	0.0926	-1	  1.722	    38.614	 18.40	  0.06	 17.73	  0.07	 20.54	 19.86	      	  7.75	  7.75	   7.24	   7.24	  0.13	  0.04	 121.58	 11.34	  0.42	  0.09	  0.54	  0.06	  0.22	  0.09	  0.44	  0.06	  0.06	  0.05	-19.97	  0.06	-20.53	  0.07	  1.53	  0.14	All	Sloan	DR7	227.03710	+06.32580
 55.9670	  479106	587736547385606571	0.0526	-1	  1.025	     7.046	 18.42	  0.04	 17.84	  0.04	 20.36	 19.77	      	  3.54	  3.54	   3.40	   3.40	  0.09	  0.04	  90.44	  8.62	  0.24	  0.05	  0.29	  0.07	  0.24	  0.06	  0.49	  0.06	  0.05	  0.03	-18.59	  0.04	-19.15	  0.04	  1.14	  0.08	All	Sloan	DR7	227.00574	+06.33264
 48.8511	  479107	587736547385671872	0.0769	-1	  1.456	    67.739	 17.82	  0.03	 16.88	  0.03	 18.84	 17.90	      	  2.81	  2.81	   2.59	   2.59	  0.19	  0.02	 145.56	  3.33	  0.23	  0.01	  0.43	  0.02	  0.56	  0.01	  0.27	  0.01	  0.08	  0.06	-20.25	  0.03	-21.03	  0.03	  4.60	  0.22	All	Sloan	DR7	227.06569	+06.21504
 53.4936	  479108	587736547385671874	0.1177	 2	  2.128	   228.171	 17.74	  0.02	 17.05	  0.02	 18.92	 18.18	 -0.01	  4.89	  4.89	   4.12	   4.12	  0.32	  0.01	  60.63	  1.44	  0.32	  0.02	  0.19	  0.02	  0.38	  0.02	  0.40	  0.01	  0.25	  0.21	-21.30	  0.02	-21.86	  0.02	  1.84	  0.08	All	Sloan	DR7	227.08058	+06.35518
 51.8017	  479109	587736547385671901	0.1411	 2	  2.483	   216.174	 18.47	  0.02	 17.33	  0.02	 19.30	 18.13	  0.01	  3.85	  3.85	   2.78	   2.78	  0.76	  0.02	  99.15	  0.80	  0.28	  0.01	  0.50	  0.01	  0.34	  0.01	  0.33	  0.01	  0.06	  0.07	-21.30	  0.02	-22.08	  0.02	  6.70	  0.34	All	Sloan	DR7	227.11377	+06.34884
 47.2330	  479110	587736547385671920	0.1292	 2	  2.305	   141.613	 18.51	  0.03	 17.41	  0.02	 19.37	 18.31	 -0.01	  4.46	  4.46	   3.15	   3.15	  0.76	  0.01	  67.56	  0.77	  0.51	  0.02	  0.40	  0.02	  0.33	  0.01	  0.60	  0.01	  0.06	  0.10	-20.95	  0.03	-21.79	  0.02	  7.97	  0.10	All	Sloan	DR7	227.13043	+06.25406
 50.5009	  479111	587736547385671985	0.0275	-1	  0.552	     1.124	 18.08	  0.04	 17.63	  0.05	 20.37	 19.92	      	  4.38	  4.38	   2.76	   2.76	  0.73	  0.01	  40.34	  0.74	  0.19	  0.05	  0.56	  0.05	  0.51	  0.12	  0.29	  0.13	  0.09	  0.05	-17.49	  0.04	-17.89	  0.05	  1.50	  0.11	All	Sloan	DR7	227.18872	+06.38840
 44.2746	  479112	587736547385737341	0.1906	 2	  3.177	   549.503	 18.92	  0.04	 17.86	  0.03	 20.09	 19.03	 -0.01	  9.89	  9.89	   7.77	   7.77	  0.49	  0.04	 185.04	  2.54	  0.28	  0.02	  0.34	  0.04	  0.41	  0.02	  0.57	  0.02	  0.19	  0.08	-21.62	  0.04	-22.25	  0.03	  7.06	  0.61	All	Sloan	DR7	227.27594	+06.32516
 46.2374	  479113	587736547385737489	0.0902	 2	  1.683	   166.508	 17.25	  0.02	 16.68	  0.02	 19.31	 18.76	 -0.12	  6.07	  6.07	   5.97	   5.97	  0.04	  0.02	  76.19	 13.82	  0.41	  0.03	  0.27	  0.03	  0.42	  0.03	  0.42	  0.03	  0.15	  0.09	-21.06	  0.02	-21.55	  0.02	  1.04	  0.03	All	Sloan	DR7	227.23695	+06.33587
 45.3350	  479114	587736547385737525	0.0862	-1	  1.615	    36.269	 18.38	  0.04	 17.82	  0.03	 20.24	 19.68	      	  5.28	  5.28	   4.48	   4.48	  0.30	  0.02	 154.51	  3.39	  0.37	  0.05	  1.06	  0.06	  0.59	  0.05	  0.67	  0.06	  0.17	  0.15	-19.82	  0.04	-20.27	  0.03	  0.63	  0.05	All	Sloan	DR7	227.27333	+06.34550
 42.8609	  479115	587736547385737580	0.1216	-1	  2.188	    93.028	 18.71	  0.05	 17.77	  0.04	 20.17	 19.26	      	  9.93	  9.93	   6.03	   6.03	  0.79	  0.01	  61.33	  0.76	  0.56	  0.06	  0.47	  0.03	  0.55	  0.05	  0.66	  0.04	  0.04	  0.04	-20.51	  0.05	-21.23	  0.04	  1.96	  0.15	All	Sloan	DR7	227.35152	+06.34926
 44.1046	  479116	587736547385802940	0.1732	-1	  2.942	   238.149	 18.92	  0.06	 17.85	  0.05	 19.74	 18.68	      	  4.22	  4.22	   3.78	   3.78	  0.24	  0.03	  35.65	  5.33	  0.43	  0.02	  0.50	  0.03	  0.34	  0.02	  0.35	  0.02	  0.05	  0.04	-21.33	  0.06	-22.03	  0.05	  3.24	  0.35	All	Sloan	DR7	227.38522	+06.39267
 36.5667	  479117	587736547385802957	0.0764	 2	  1.448	   237.324	 16.79	  0.01	 15.86	  0.01	 18.12	 17.22	 -0.02	  5.17	  5.17	   4.16	   4.16	  0.40	  0.01	 104.13	  0.38	  0.34	  0.00	  0.35	  0.01	  0.55	  0.01	  0.32	  0.01	  0.03	  0.01	-21.25	  0.01	-22.02	  0.01	  4.47	  0.02	All	Sloan	DR7	227.39536	+06.25254
 33.5458	  479118	587736547385803013	0.0763	 2	  1.447	   212.726	 16.91	  0.00	 15.97	  0.01	 18.46	 17.56	 -0.01	  6.98	  6.98	   5.23	   5.23	  0.50	  0.01	   9.12	  0.32	  0.44	  0.01	  0.59	  0.01	  0.27	  0.01	  0.62	  0.01	  0.07	  0.07	-21.14	  0.00	-21.91	  0.01	  3.75	  0.01	All	Sloan	DR7	227.43878	+06.22038
 31.0543	  479119	587736547385803074	0.0804	 2	  1.516	    48.594	 18.30	  0.03	 17.39	  0.02	 19.30	 18.41	  0.00	  3.20	  3.20	   2.46	   2.46	  0.47	  0.02	 151.91	  1.24	  0.28	  0.02	  0.60	  0.02	  0.57	  0.01	  0.63	  0.02	  0.02	  0.04	-19.86	  0.03	-20.60	  0.02	  2.23	  0.12	All	Sloan	DR7	227.48555	+06.19934
 34.5696	  479120	587736547385803112	0.2066	-1	  3.384	   414.148	 18.87	  0.06	 17.76	  0.04	 20.64	 19.53	      	 14.11	 14.11	  11.14	  11.14	  0.42	  0.03	 153.60	  2.35	  0.59	  0.06	  0.41	  0.11	  0.43	  0.04	  0.31	  0.07	  0.10	  0.11	-21.86	  0.06	-22.53	  0.04	  1.57	  0.13	All	Sloan	DR7	227.38710	+06.20606
 29.6769	  479121	587736547385868294	0.0940	 2	  1.746	    69.458	 18.30	  0.02	 17.59	  0.01	 18.99	 18.28	 -0.01	  2.59	  2.59	   2.01	   2.01	  0.47	  0.01	 128.47	  0.98	  0.45	  0.02	  0.61	  0.02	  0.43	  0.02	  0.58	  0.01	  0.11	  0.07	-20.20	  0.02	-20.78	  0.01	  1.12	  0.06	All	Sloan	DR7	227.49559	+06.17863
 32.9107	  479122	587736547385868411	0.0316	 2	  0.631	    17.964	 16.80	  0.01	 16.03	  0.00	 18.14	 17.36	  0.00	  2.39	  2.39	   1.76	   1.76	  0.53	  0.00	  13.76	  0.27	  0.28	  0.00	  0.30	  0.00	  0.39	  0.01	  0.27	  0.01	  0.11	  0.10	-19.12	  0.01	-19.80	  0.00	  4.10	  0.07	All	Sloan	DR7	227.57963	+06.27108
 38.6628	  479123	587736547385868536	0.1619	-1	  2.785	   195.914	 19.07	  0.03	 17.93	  0.02	 19.62	 18.50	      	  3.29	  3.29	   2.04	   2.04	  0.82	  0.02	  55.61	  0.74	  0.28	  0.02	  0.19	  0.02	  0.22	  0.01	  0.57	  0.01	  0.03	  0.03	-21.06	  0.03	-21.80	  0.02	  2.15	  0.17	All	Sloan	DR7	227.50544	+06.34748
 38.6325	  479124	587736547385868545	0.2884	 2	  4.333	  1487.860	 18.88	  0.05	 17.28	  0.04	 20.51	 18.94	 -0.05	 22.07	 22.07	  19.48	  19.48	  0.24	  0.05	   9.40	  5.27	  0.46	  0.04	  0.36	  0.08	  0.36	  0.03	  0.32	  0.02	 -0.01	  0.03	-23.29	  0.05	-24.06	  0.04	  4.96	  0.33	All	Sloan	DR7	227.52001	+06.35220
 31.1703	  479125	587736547385868583	0.1758	-1	  2.979	   262.914	 18.70	  0.03	 17.54	  0.02	 19.79	 18.66	      	  7.30	  7.30	   6.61	   6.61	  0.29	  0.03	  80.19	  4.65	  0.45	  0.02	  0.33	  0.02	  0.29	  0.01	  0.34	  0.01	  0.08	  0.07	-21.62	  0.03	-22.43	  0.02	  7.95	  0.15	All	Sloan	DR7	227.53969	+06.22674
 30.2289	  479126	587736547385868590	0.0800	 2	  1.509	    99.308	 17.73	  0.02	 16.77	  0.02	 18.69	 17.78	  0.00	  3.16	  3.16	   2.47	   2.47	  0.45	  0.01	 147.95	  0.81	  0.37	  0.01	  0.51	  0.01	  0.60	  0.01	  0.51	  0.01	  0.05	  0.06	-20.45	  0.02	-21.21	  0.02	  3.97	  0.10	All	Sloan	DR7	227.55085	+06.21425
 35.6534	  479127	587736547385868639	0.1696	 2	  2.892	   404.385	 18.30	  0.07	 17.12	  0.06	 19.66	 18.48	  0.00	  9.32	  9.32	   9.40	   9.40	  0.01	  0.02	 -38.64	 26.58	  0.43	  0.02	  0.51	  0.03	  0.45	  0.02	  0.47	  0.01	  0.04	  0.01	-21.97	  0.07	-22.73	  0.06	  6.00	  0.64	All	Sloan	DR7	227.59006	+06.32120
 27.6992	  479128	587736547385868648	0.0528	 2	  1.029	    64.568	 16.96	  0.01	 16.11	  0.01	 18.18	 17.33	  0.00	  3.06	  3.06	   2.39	   2.39	  0.45	  0.01	 101.23	  0.61	  0.53	  0.01	  0.24	  0.01	  0.46	  0.01	  0.25	  0.01	  0.09	  0.08	-20.17	  0.01	-20.90	  0.01	  4.09	  0.06	All	Sloan	DR7	227.58417	+06.18144
 32.4714	  479129	587736547385868661	0.0771	 2	  1.460	    50.172	 17.89	  0.02	 17.33	  0.02	 19.64	 19.09	 -0.09	  7.38	  7.38	   4.49	   4.49	  0.78	  0.00	 142.08	  0.29	  0.32	  0.02	  0.30	  0.03	  0.71	  0.03	  0.00	  0.03	  0.09	  0.07	-20.08	  0.02	-20.54	  0.02	  0.81	  0.03	All	Sloan	DR7	227.59917	+06.26879
