#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:22 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/514/497/tablea1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75140497
#Name: J/MNRAS/514/497
#Title: HST/MUSE study of galaxies in Abell 370 (Lagattuta+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	creator=Lagattuta D.J.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.514..497L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/514/497	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-g2-fh	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_514_497_tablea1:
#Name: J/MNRAS/514/497/tablea1
#Title: The Abell 370 Pilot-WINGS master data catalogue containing spectroscopic/photometric and spatial informations
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I5)	Numerical identifier from SExtractor for each galaxy (iden) (1)	[ucd=meta.id;meta.main]
#Column	IDfrom	(A7)	An indication of how the object was detected (idfrom) (2)	[ucd=src.class]
#Column	Field	(A4)	The data set containing the galaxy (Field) (3)	[ucd=src.class.starGalaxy]
#Column	RAJ2000	(F11.8)	Right Ascension aligned to Gaia DR2 world coordinate system (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.8)	Declination aligned to Gaia DR2 world coordinate system (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.5)	The measured redshift of each galaxy (z)	[ucd=src.redshift]
#Column	q_z	(I1)	An assessment of the reliability of the redshift measurement from low q_z = 1 to high q_z = 3 (zconf) (4)	[ucd=meta.code.qual;src.redshift]
#Column	F435Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F435W-band (F435W) (5)	[ucd=phot.mag;em.opt.B]
#Column	e_F435Wmag	(D16.9)	[]? The measured uncertainty of F435Wmag (F435W_err)	[ucd=stat.error]
#Column	F606Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F606W-band (F606W) (5)	[ucd=phot.mag;em.opt.R]
#Column	e_F606Wmag	(D16.9)	[]? The measured uncertainty of F606Wmag (F606W_err)	[ucd=stat.error]
#Column	F814Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F814W-band (F814W) (5)	[ucd=phot.mag;em.opt.I]
#Column	e_F814Wmag	(D16.9)	[]? The measured uncertainty of F814Wmag (F814W_err)	[ucd=stat.error]
#Column	F105Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F105W-band (F105W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F105Wmag	(D16.9)	[]? The measured uncertainty of F105Wmag (F105W_err)	[ucd=stat.error]
#Column	F125Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F125W-band (F125W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F125Wmag	(D16.9)	[]? The measured uncertainty of F125Wmag (F125W_err)	[ucd=stat.error]
#Column	F140Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F140W-band (F140W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F140Wmag	(D16.9)	[]? The measured uncertainty of F140Wmag (F140W_err)	[ucd=stat.error]
#Column	F160Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F60W-band (F160W) (5)	[ucd=phot.mag;em.IR.H]
#Column	e_F160Wmag	(D16.9)	[]? The measured uncertainty of F160Wmag (F160W_err)	[ucd=stat.error]
#Column	MULID	(a9)	If the object is part of a multiply-imaged system it gives a unique identifier for each image (MUL) (6)	[ucd=meta.id.assoc]
recno	ID	IDfrom	Field	RAJ2000	DEJ2000	z	q_z	F435Wmag	e_F435Wmag	F606Wmag	e_F606Wmag	F814Wmag	e_F814Wmag	F105Wmag	e_F105Wmag	F125Wmag	e_F125Wmag	F140Wmag	e_F140Wmag	F160Wmag	e_F160Wmag	MULID
    1074	10404	PRIOR  	CORE	39.98749170	-1.57136960	0.37670	2	 26.259375	 1.345988200e-01	 24.471163	 5.225316000e-02	 23.603073	 3.527391700e-02	 23.254065	 5.106646600e-02	 23.108648	 3.257227300e-02	 23.011549	 8.301929400e-02	 22.959518	 4.601210700e-02	
    1075	10409	PRIOR  	CORE	39.95309280	-1.57605030	0.36850	3	 20.576500	 4.100000000e-03	 19.057300	 1.000000000e-03	 18.087000	 3.000000000e-04	 17.654300	 4.000000000e-04	 17.392900	 4.000000000e-04	-99.000000	 0.000000000e+00	 17.123600	 3.000000000e-04	
    1076	10445	PRIOR  	CORE	39.96993880	-1.57135510	0.34630	3	 24.746004	 5.353418600e-03	 23.009003	 5.043077400e-04	 -2.000000	-2.000000000e+00	 -2.000000	-2.000000000e+00	 21.313202	 1.347779000e-04	 21.152864	 9.476405000e-05	 21.008509	 1.322319300e-04	
    1077	10487	PRIOR  	CORE	39.96099320	-1.57203530	0.36590	3	 23.586119	 6.722665000e-02	 21.709318	 2.510234900e-02	 20.827460	 1.522715600e-02	 20.434057	 1.935733300e-02	 20.224539	 8.350812000e-03	 20.106840	 4.574987000e-02	 20.005598	 3.127680000e-02	
    1078	10498	PRIOR  	CORE	39.97064180	-1.57088270	4.33810	2	 28.018810	 5.440349500e-02	 -2.000000	-2.000000000e+00	 -2.000000	-2.000000000e+00	 -2.000000	-2.000000000e+00	 24.120340	 8.919631400e-04	 23.969503	 6.326630000e-04	 23.837187	 8.926500400e-04	40.1
    1079	10503	PRIOR  	CORE	39.96305190	-1.57070710	4.91600	2	 31.323757	 4.166297400e+00	 27.238665	 2.249752000e-01	 26.302320	 1.590960900e-01	 26.494480	 3.620439800e-01	 26.887579	 5.715149000e-01	 27.300470	 6.554108000e-01	 27.245205	 2.500509300e-01	24.1
    1080	10514	PRIOR  	CORE	39.95594960	-1.57201980	0.13389	2	 23.736814	 6.607091000e-02	 22.405674	 3.503057000e-02	 21.782276	 2.587119500e-02	 21.514130	 3.738305300e-02	 21.371940	 1.961997500e-02	 21.303768	 8.422978000e-02	 21.242735	 5.138497400e-02	
    1081	10526	PRIOR  	CORE	39.98331560	-1.57043330	5.64590	3	 29.574753	 4.963454300e-01	 28.168098	 2.110416600e-01	 27.803743	 2.314747600e-01	 27.800213	 4.952875400e-01	 27.827644	 6.446913000e-01	 27.716026	 4.325830300e-01	 27.744356	 1.678981300e-01	30.1
    1082	10529	PRIOR  	CORE	39.98198020	-1.57126930	0.37510	3	 25.458595	 1.265546400e-02	 23.702646	 1.171556900e-03	 22.766943	 8.187715000e-04	 22.325594	 4.052707800e-04	 22.088450	 3.375423300e-04	 21.977753	 2.484329500e-04	 21.870451	 3.586939000e-04	
    1083	10543	PRIOR  	CORE	39.97177670	-1.57098680	0.37890	1	 26.830046	 2.375151700e-01	 25.047089	 8.767610000e-02	 24.106386	 5.625001000e-02	 23.771606	 8.371965000e-02	 23.601654	 5.645222000e-02	 23.441954	 1.213503260e-01	 23.653536	 7.342697000e-02	
    1084	10544	PRIOR  	CORE	39.97930050	-1.57077380	0.25600	3	 25.090042	 4.162682600e-02	 24.520420	 3.795108600e-02	 24.272467	 3.938515500e-02	 24.244024	 7.438399000e-02	 24.193794	 5.828067000e-02	 24.175589	 1.168886700e-01	 24.147676	 5.959742500e-02	
    1085	10554	PRIOR  	CORE	39.97128860	-1.57096860	0.37970	3	 25.508390	 1.206925800e-02	 23.607468	 9.776346000e-04	 22.620369	 6.516550000e-04	 22.170033	 3.198931800e-04	 21.920242	 2.633474400e-04	 21.789408	 1.902636000e-04	 21.671045	 2.719227300e-04	
    1086	10556	PRIOR  	CORE	39.97002660	-1.57016780	5.24370	3	 28.872690	 7.760233400e-02	 27.010408	 6.513692000e-03	 -2.000000	-2.000000000e+00	 -2.000000	-2.000000000e+00	 25.238770	 1.623359700e-03	 25.087670	 1.151157400e-03	 24.955906	 1.625042600e-03	34.1
    1087	10560	PRIOR  	CORE	39.97086590	-1.57268490	0.37850	3	 23.431778	 3.584382000e-03	 -2.000000	-2.000000000e+00	 20.129463	 1.321399200e-04	 19.608871	 6.080224200e-05	 19.304337	 4.759332300e-05	 19.127298	 3.295267700e-05	 18.985514	 4.609056000e-05	
    1088	10561	PRIOR  	CORE	39.98405180	-1.57092050	3.48266	3	 25.788448	 8.764504000e-02	 24.781818	 5.863762600e-02	 24.587524	 6.373907600e-02	 24.854310	 1.487185400e-01	 24.969898	 1.450647000e-01	 25.130140	 2.593255300e-01	 24.933338	 1.121565800e-01	12.3
    1089	10568	PRIOR  	CORE	39.96593030	-1.57072920	0.36690	2	 26.071486	 2.331428200e-02	 24.355873	 2.239969000e-03	 23.542213	 1.751696800e-03	 23.196342	 9.467432000e-04	 23.035112	 8.456302000e-04	 22.954910	 6.401183000e-04	 22.876740	 9.493515000e-04	
    1090	10581	PRIOR  	CORE	39.98490110	-1.57482870	0.36960	3	-99.000000	 0.000000000e+00	 18.241700	 6.000000000e-04	 17.320900	 2.000000000e-04	-99.000000	 0.000000000e+00	-99.000000	 0.000000000e+00	-99.000000	 0.000000000e+00	-99.000000	 0.000000000e+00	
    1091	10587	PRIOR  	CORE	39.97911240	-1.57145570	0.20690	3	 26.132880	 8.259028000e-02	 25.498442	 6.804629400e-02	 25.506165	 8.746391000e-02	 25.842838	 2.206199300e-01	 25.901094	 2.384679300e-01	 25.925820	 2.876385500e-01	 26.016907	 1.335297000e-01	
    1092	10592	PRIOR  	CORE	39.96281720	-1.57119530	0.37110	3	 25.810036	 1.794814600e-01	 23.992817	 6.372803000e-02	 23.239815	 4.506541000e-02	 22.957293	 6.577117000e-02	 22.886057	 4.340101000e-02	 22.837652	 1.238740000e-01	 22.769840	 6.800807000e-02	
    1093	10594	PRIOR  	CORE	39.98308960	-1.57045160	0.25590	3	 24.933395	 4.642311500e-02	 24.213211	 3.864994000e-02	 24.058636	 4.235327000e-02	 24.150930	 8.753043400e-02	 24.165447	 7.235885400e-02	 24.186125	 1.505912100e-01	 24.166359	 7.479013500e-02	
    1094	10632	PRIOR  	CORE	39.96813890	-1.57110400	0.37291	3	 24.798431	 7.187986300e-03	 23.326384	 8.642789300e-04	 22.487230	 6.601960600e-04	 22.123888	 3.511216800e-04	 21.934752	 3.056634500e-04	 21.818665	 2.238561700e-04	 21.725075	 3.273170200e-04	
    1095	10639	PRIOR  	CORE	39.97493730	-1.57020790	0.32390	3	 27.289910	 1.521021000e-01	 26.581034	 1.123040800e-01	 26.322935	 1.253496400e-01	 26.249468	 2.411719600e-01	 26.134941	 2.357536400e-01	 26.165857	 2.762478000e-01	 26.353453	 1.332141900e-01	
    1096	10646	PRIOR  	CORE	39.96503320	-1.57136950	0.36460	3	 22.542473	 2.397173300e-02	 20.689861	 9.462524000e-03	 19.760180	 5.330861500e-03	 19.337046	 6.531284700e-03	 19.085554	 2.443581800e-03	 18.948439	 1.742785600e-02	 18.834440	 1.302427700e-02	
    1097	10671	PRIOR  	CORE	39.96841500	-1.57150510	2.75250	2	 25.633766	 1.070539600e-02	 24.304392	 1.467974500e-03	 -2.000000	-2.000000000e+00	 -2.000000	-2.000000000e+00	 22.881260	 5.043230500e-04	 22.720476	 3.544500800e-04	 22.586600	 4.993904000e-04	10.1,10.2
    1098	10710	PRIOR  	CORE	39.98129760	-1.57279330	0.36980	3	 22.584684	 4.253011600e-02	 20.699438	 1.822204900e-02	 19.687643	 9.518181000e-03	 19.233358	 1.165097700e-02	 18.965302	 4.152583400e-03	 18.819220	 3.151339300e-02	 18.664383	 2.257174400e-02	
    1099	10722	PRIOR  	CORE	39.96425880	-1.57246300	0.36890	3	 22.592648	 5.576996500e-02	 20.828830	 2.331914600e-02	 19.927362	 1.338149400e-02	 19.579203	 1.707043700e-02	 19.351131	 6.640584700e-03	 19.219578	 4.488334000e-02	 19.088594	 3.196253300e-02	
    1100	10747	PRIOR  	CORE	39.99033950	-1.57020070	0.60508	3	 25.263020	 7.322957300e-03	 24.668478	 1.975766000e-03	 23.976543	 1.728392300e-03	 23.681880	 9.792615000e-04	 23.593842	 9.356718000e-04	 23.508760	 7.051006500e-04	 23.429565	 1.044742100e-03	
    1101	10763	PRIOR  	CORE	39.96597960	-1.57214140	0.38190	3	 21.968600	 6.500000000e-03	 20.054300	 1.100000000e-03	 19.048100	 3.000000000e-04	 18.588200	 2.000000000e-04	 18.312600	 2.000000000e-04	 18.158000	 2.000000000e-04	 18.030200	 2.000000000e-04	
    1102	10784	PRIOR  	CORE	39.98558470	-1.57088100	0.36467	3	 24.824337	 6.418943000e-02	 23.234520	 3.099955000e-02	 22.419220	 2.053829500e-02	 22.080948	 2.927009200e-02	 21.899250	 1.578776500e-02	 21.798904	 5.543558700e-02	 21.705015	 3.280987000e-02	
    1103	10793	PRIOR  	CORE	39.98910590	-1.56988240	2.38447	3	 25.030857	 3.844045000e-02	 24.844212	 4.683993400e-02	 24.808008	 5.822003300e-02	 24.889004	 1.181923500e-01	 24.658148	 8.580239000e-02	 24.604275	 1.476592400e-01	 24.259182	 6.326488400e-02	
    1104	10844	PRIOR  	CORE	39.96628450	-1.56934460	4.49530	2	-29.208069	 9.900000000e+01	-29.043074	 9.900000000e+01	-29.094069	 9.900000000e+01	-28.889874	 9.900000000e+01	-28.599781	 9.900000000e+01	-28.439383	 9.900000000e+01	-28.312780	 9.900000000e+01	32.1
    1105	10851	PRIOR  	CORE	39.97471950	-1.56935670	5.44760	3	 99.000000	 3.137120000e+01	 29.991600	 2.853000000e-01	 29.361200	 1.139000000e-01	 29.227100	 1.289000000e-01	 29.302500	 1.975000000e-01	 29.702900	 2.572000000e-01	 29.469100	 1.956000000e-01	31.1
    1106	10866	PRIOR  	CORE	39.95598280	-1.57039950	0.54776	3	 23.661837	 4.485719700e-02	 23.059340	 3.923066300e-02	 22.540974	 3.178347300e-02	 22.466055	 5.453077700e-02	 22.465614	 3.624735000e-02	 22.420101	 1.142356600e-01	 22.362650	 6.596540000e-02	
    1107	10871	PRIOR  	CORE	39.96549420	-1.57026190	0.38570	3	 25.873700	 3.876815400e-01	 23.687632	 1.058851900e-01	 23.052082	 7.981992500e-02	 22.833904	 1.115862650e-01	 22.756264	 7.366173000e-02	 22.828558	 2.168688800e-01	 22.484234	 1.038163800e-01	
    1108	10878	PRIOR  	CORE	39.98915200	-1.56952470	0.38010	3	 26.802233	 2.376807100e-02	 25.933619	 4.982107000e-03	 25.632015	 6.243846000e-03	 25.513947	 4.162433000e-03	 25.447145	 4.055710500e-03	 25.417835	 3.217385800e-03	 25.391706	 5.005952400e-03	
    1109	10883	PRIOR  	CORE	39.96886320	-1.56992830	0.62451	3	 24.627981	 1.015618440e-01	 24.064573	 9.203324000e-02	 23.209982	 6.186699500e-02	 22.713598	 7.981451600e-02	 22.587343	 5.070774600e-02	 22.281532	 1.243017700e-01	 22.614214	 8.802912400e-02	
    1110	10958	PRIOR  	CORE	39.98613090	-1.56913620	3.90900	3	 30.860117	 1.460237300e+00	 28.136604	 2.543069000e-01	 28.381930	 4.186181000e-01	 28.836380	 1.246584500e+00	 28.516386	 1.348825100e+00	 28.610428	 9.086529600e-01	 28.669000	 3.425608300e-01	
    1111	10961	PRIOR  	CORE	39.96580790	-1.57104810	0.38480	3	 23.834074	 1.046187800e-01	 21.968884	 3.812434500e-02	 21.124370	 2.305772700e-02	 20.769865	 2.544708200e-02	 20.577717	 1.176191700e-02	 20.469358	 5.750427800e-02	 20.334620	 3.692028700e-02	
    1112	10965	PRIOR  	CORE	39.98176900	-1.57089710	0.37580	3	 23.326150	 5.092965800e-02	 21.417503	 2.036108800e-02	 20.478392	 1.171186500e-02	 20.063510	 1.533975800e-02	 19.813911	 6.144021600e-03	 19.682985	 3.634502700e-02	 19.551708	 2.489007800e-02	
    1113	11036	PRIOR  	CORE	39.97564640	-1.56978090	0.37990	2	 26.957676	 2.563046200e-01	 24.790915	 7.372673600e-02	 23.915459	 4.966071200e-02	 23.529330	 7.185437500e-02	 23.332820	 4.552491000e-02	 23.299330	 1.133403850e-01	 23.278496	 6.257870000e-02	
    1114	11076	PRIOR  	CORE	39.96284720	-1.56942220	0.68060	3	 26.058395	 9.615072600e-02	 25.610273	 8.502672600e-02	 24.946660	 6.736530000e-02	 24.946987	 1.267076900e-01	 24.978390	 1.170608700e-01	 25.098644	 2.066985700e-01	 25.040144	 9.550337500e-02	
    1115	11122	PRIOR  	CORE	39.95857820	-1.57096950	0.36450	3	 22.675900	 1.070000000e-02	 20.771200	 1.900000000e-03	 19.832600	 5.000000000e-04	 19.398900	 4.000000000e-04	 19.133900	 5.000000000e-04	 18.997300	 4.000000000e-04	 18.876700	 3.000000000e-04	
    1116	11137	PRIOR  	CORE	39.97516500	-1.56883290	4.24598	3	          	 1.085700000e+00	 26.668825	 1.179525850e-01	 26.000370	 9.836695000e-02	 26.308190	 2.473722800e-01	 26.352772	 2.719388300e-01	 26.450930	 3.252380800e-01	 26.610872	 1.524178500e-01	13.2
    1117	11170	PRIOR  	CORE	39.98244360	-1.57217750	0.37680	3	 22.274096	 1.803215700e-03	 -2.000000	-2.000000000e+00	 19.172987	 8.001099000e-05	 18.684156	 3.790875400e-05	 18.401688	 3.028258300e-05	 18.247480	 2.141261600e-05	 18.109880	 3.006528300e-05	
    1118	11196	PRIOR  	CORE	39.97296770	-1.56909600	0.37780	1	 26.883970	 2.298548200e-01	 25.238066	 9.327477000e-02	 24.294250	 6.088404000e-02	 23.920675	 8.867384500e-02	 23.747608	 6.065363800e-02	 23.732817	 1.362397500e-01	 23.815510	 7.573391500e-02	
    1119	11212	PRIOR  	CORE	39.98573490	-1.56953800	1.29450	3	 25.851696	 1.571769800e-02	 25.748396	 6.667064500e-03	 25.363888	 7.741258500e-03	 24.640133	 2.954144500e-03	 24.577059	 2.888301200e-03	 24.496430	 2.185500500e-03	 24.434046	 3.288767300e-03	
    1120	11215	PRIOR  	CORE	39.98645420	-1.56983050	1.03410	3	 24.039730	 7.831824000e-02	 23.698423	 8.745962000e-02	 23.114353	 7.066623000e-02	 22.978176	 1.262482900e-01	 22.939200	 8.512495500e-02	 22.854319	 2.268356200e-01	 22.887140	 1.326957300e-01	
    1121	11221	PRIOR  	CORE	39.96496230	-1.57102320	0.36580	3	 23.516026	 4.170543300e-02	 21.771782	 1.696229500e-02	 20.923807	 1.053628600e-02	 20.558847	 1.383444850e-02	 20.354760	 6.298553700e-03	 20.240353	 3.132508300e-02	 20.126265	 2.048278200e-02	
    1122	11222	PRIOR  	CORE	39.96082670	-1.56920660	4.48767	2	          	 6.788784000e+00	 29.426462	 6.513270000e-01	 28.006190	 3.494098200e-01	 28.365530	 9.236421600e-01	 28.653801	 1.667089900e+00	 28.678200	 9.589014000e-01	 28.695927	 3.468794800e-01	29.3
    1123	11269	PRIOR  	CORE	39.98117640	-1.56895980	0.38130	3	 25.301588	 1.668205700e-01	 23.595480	 7.074058000e-02	 22.642931	 4.338918600e-02	 22.208416	 5.912409400e-02	 21.990017	 3.119530200e-02	 21.849250	 1.046607050e-01	 21.740028	 6.175629400e-02	
    1124	11274	PRIOR  	CORE	39.96733430	-1.56824870	0.60380	3	 27.202400	 1.239260100e-01	 26.975040	 1.288345900e-01	 26.413433	 1.167357700e-01	 26.349905	 2.244920900e-01	 26.524982	 2.795562400e-01	 26.398050	 2.767604600e-01	 26.424158	 1.232879600e-01	
    1125	11307	PRIOR  	CORE	39.97443630	-1.56812100	3.93353	3	 28.813730	 3.523304800e-01	 27.139683	 1.282504600e-01	 26.935003	 1.513002200e-01	 27.142199	 3.655033000e-01	 27.224297	 4.822057000e-01	 27.242062	 3.973242600e-01	 27.300583	 1.636885300e-01	26.2
    1126	11312	PRIOR  	CORE	39.97673230	-1.56857870	0.71670	3	 28.368725	 2.724421000e-01	 27.959234	 2.407292700e-01	 27.110094	 1.833950000e-01	 26.948437	 3.414727700e-01	 26.701223	 3.173277700e-01	 26.990849	 3.794681400e-01	 26.946682	 1.539153900e-01	
    1127	11336	PRIOR  	CORE	39.99020210	-1.57001260	0.36880	3	 23.123695	 3.661539400e-02	 21.783127	 2.214808000e-02	 20.885330	 1.387353700e-02	 20.482933	 1.777340100e-02	 20.257446	 7.718422000e-03	 20.136087	 4.243827000e-02	 20.041317	 2.748037000e-02	
    1128	11344	PRIOR  	CORE	39.96731210	-1.56975200	0.37920	3	 23.807330	 8.158556000e-02	 21.920952	 3.108802800e-02	 20.964980	 1.782084600e-02	 20.471981	 1.835051700e-02	 20.217964	 7.769464000e-03	 20.061255	 4.107062500e-02	 19.973326	 2.814342600e-02	
    1129	11377	PRIOR  	CORE	39.99002560	-1.56968120	1.05925	3	 22.820724	 2.360679400e-02	 22.487482	 2.853423200e-02	 21.700000	 1.959904800e-02	 21.295977	 2.583478600e-02	 21.118248	 1.290470300e-02	 21.040651	 5.737657500e-02	 21.012577	 3.628798200e-02	
    1130	11409	PRIOR  	CORE	39.97086750	-1.56840190	0.37660	3	 26.538498	 3.030087800e-02	 24.804348	 2.861938200e-03	 23.852747	 1.971062700e-03	 23.481302	 1.040505500e-03	 23.298235	 9.108729000e-04	 23.196962	 6.762530500e-04	 23.121496	 1.005444600e-03	
    1131	11457	PRIOR  	CORE	39.97804850	-1.56916790	1.26460	3	 23.420286	 3.034832000e-02	 23.212267	 3.785769000e-02	 22.736015	 3.202668200e-02	 22.155800	 3.916768400e-02	 22.065966	 2.365745000e-02	 22.006191	 7.884435000e-02	 21.927853	 4.637479800e-02	
    1132	11481	PRIOR  	CORE	39.98639250	-1.56815760	2.56070	1	 27.087086	 1.603742400e-01	 25.597286	 7.344214600e-02	 25.145496	 6.931426000e-02	 25.239208	 1.466781800e-01	 25.144360	 1.253373800e-01	 24.983942	 1.777418600e-01	 24.790394	 7.935497000e-02	
    1133	11500	PRIOR  	CORE	39.98358700	-1.56759250	4.48970	2	 27.539572	 3.756277000e-01	 27.344423	 3.944486700e-01	 26.099453	 2.264814200e-01	 26.265337	 5.246434000e-01	 26.302600	 5.840947600e-01	 26.079597	 5.586922000e-01	 26.483768	 3.001909300e-01	29.2
    1134	11527	PRIOR  	CORE	39.95576510	-1.56835030	0.38080	3	 25.354994	 1.255933000e-01	 23.526293	 4.509727700e-02	 22.618069	 2.807123400e-02	 22.235247	 5.050677400e-02	 22.041680	 2.759672700e-02	 21.955412	 8.988089000e-02	 21.861557	 5.752825000e-02	
    1135	11540	PRIOR  	CORE	39.97892220	-1.56748660	1.95530	2	 25.439188	 6.822133000e-02	 25.489555	 9.280361000e-02	 25.493206	 1.190616500e-01	 25.337225	 2.157549100e-01	 25.101635	 1.696933400e-01	 24.850708	 2.291845200e-01	 24.699469	 1.001697260e-01	3.3
    1136	11557	PRIOR  	CORE	39.98240810	-1.56840300	0.38127	3	 24.767180	 8.520755000e-02	 23.235218	 4.146834500e-02	 22.464794	 2.866037400e-02	 22.146963	 4.248712000e-02	 21.980732	 2.336504900e-02	 21.897251	 8.062309000e-02	 21.826609	 4.813178600e-02	
    1137	11596	PRIOR  	CORE	39.96544230	-1.56782540	0.37762	3	 26.067003	 2.145779900e-01	 24.153032	 6.976857000e-02	 23.286697	 4.580186700e-02	 22.897190	 5.028723000e-02	 22.740330	 3.076916400e-02	 22.672813	 8.742534000e-02	 22.552408	 4.819802600e-02	
    1138	11651	PRIOR  	CORE	39.97241230	-1.56718070	3.01817	3	 25.528580	 5.071681700e-02	 25.031492	 4.749495500e-02	 25.120024	 6.384103000e-02	 25.281145	 1.411357400e-01	 25.395252	 1.484227200e-01	 25.199858	 1.887077800e-01	 25.145885	 8.683698000e-02	27.3
    1139	11727	PRIOR  	CORE	39.95791220	-1.56824240	1.19330	3	 23.856598	 4.982419700e-02	 23.420630	 4.869760600e-02	 22.640177	 3.319296600e-02	 21.998810	 3.598497400e-02	 21.850353	 1.988576000e-02	 21.677017	 6.771988000e-02	 21.544290	 4.022940200e-02	
    1140	11730	PRIOR  	CORE	39.98008670	-1.56675680	5.93860	3	 27.806747	 4.871851800e-01	          	 1.085700000e+00	 25.948250	 2.161085300e-01	 25.114197	 2.453518800e-01	 25.380302	 3.262869000e-01	 25.340992	 3.419146500e-01	 25.159346	 1.351373500e-01	23.1
    1141	11772	PRIOR  	CORE	39.98314960	-1.56736170	0.37290	3	 25.652664	 1.365722300e-01	 24.009660	 5.947920700e-02	 23.138199	 3.926993000e-02	 22.771662	 5.715297500e-02	 22.578817	 3.348868000e-02	 22.468807	 9.543517000e-02	 22.398127	 5.437756700e-02	
    1142	11794	PRIOR  	CORE	39.96958790	-1.56665300	3.48090	3	 26.377651	 9.080153000e-02	 25.562090	 6.596674000e-02	 25.369766	 7.518287000e-02	 25.506960	 1.608189000e-01	 25.609652	 1.700890000e-01	 25.652767	 2.353645900e-01	 25.646173	 1.074937700e-01	12.1
    1143	11827	PRIOR  	CORE	39.97716580	-1.56627480	5.93860	3	-29.470795	 9.900000000e+01	 28.256758	 1.863487600e-02	 -2.000000	-2.000000000e+00	 -2.000000	-2.000000000e+00	 26.412506	 4.343786000e-03	 26.304535	 3.205090500e-03	 26.237926	 4.804326000e-03	23.3
    1144	11828	PRIOR  	CORE	39.97237200	-1.56638210	5.64590	3	 30.979800	 5.305000000e-01	 32.872100	 1.726400000e+00	 29.065300	 8.120000000e-02	 29.084000	 1.046000000e-01	 29.543100	 2.260000000e-01	 29.236000	 1.593000000e-01	 29.637000	 2.110000000e-01	30.2
    1145	11834	PRIOR  	CORE	39.97280720	-1.56773730	0.36970	3	 25.369455	 1.037836800e-01	 23.537405	 3.979687400e-02	 22.689512	 2.647944700e-02	 22.310120	 3.692781000e-02	 22.138556	 2.153416700e-02	 22.053000	 6.888563000e-02	 22.008602	 4.093421000e-02	
    1146	11852	PRIOR  	CORE	39.96905040	-1.56649160	1.03250	3	 27.172630	 1.275999100e-01	 27.210241	 1.601515300e-01	 26.808596	 1.640281800e-01	 26.521011	 2.729332100e-01	 26.544302	 3.035300000e-01	 26.723867	 3.520683600e-01	 26.850930	 1.585484300e-01	
    1147	11867	PRIOR  	CORE	39.98272530	-1.56765630	0.36104	3	 24.453238	 6.639776000e-02	 22.993544	 3.434827000e-02	 22.320790	 2.519251400e-02	 22.038824	 3.794744200e-02	 21.893297	 2.103008700e-02	 21.809256	 7.466630000e-02	 21.751804	 4.508014800e-02	
    1148	11881	PRIOR  	CORE	39.97218460	-1.56846270	0.36960	3	 24.255762	 7.579025600e-02	 22.532665	 3.264536000e-02	 21.581608	 1.945637700e-02	 21.134825	 2.512927400e-02	 20.903100	 1.185251700e-02	 20.773563	 5.248016000e-02	 20.717682	 3.435055500e-02	
    1149	11917	PRIOR  	CORE	39.96965640	-1.57195560	0.37800	3	 19.809000	 2.200000000e-03	 17.922800	 4.000000000e-04	 16.913800	 1.000000000e-04	 16.444700	 1.000000000e-04	 16.163700	 1.000000000e-04	 16.003100	 1.000000000e-04	 15.866400	 1.000000000e-04	
