#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:00 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table2&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table2:
#Name: J/A+A/582/A86/table2
#Title: Properties of bars, ring- and lens-structures in the S4G
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a27)	Morphological classification	[ucd=src.morph]
#Column	Type	(a5)	Type of feature (1)	[ucd=src.morph.type]
#Column	sma	(F5.1)	Semi-major axis	[ucd=phys.angSize;src]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Ell	(F7.2)	? Ellipticity	[ucd=src.ellipticity]
#Column	smaEll	(F6.1)	? Semi-major axis from ellipticity	[ucd=phys.angSize;src]
#Column	dsma	(F6.1)	? Deprojected semi-major axis	[ucd=phys.angSize;src]
#Column	dPA	(I4)	? Deprojected position angle	[ucd=pos.posAng]
#Column	dEll	(F7.2)	? Deprojected ellipticity	[ucd=src.ellipticity]
#Column	dsmaEll	(F6.1)	? Deprojexted semi-major axis from Ell	[ucd=phys.angSize;src]
#Column	Qual	(I1)	[1/3] Quality flag (2)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	sma	PA	Ell	smaEll	dsma	dPA	dEll	dsmaEll	Qual	Simbad	_RA	_DE
    1884	NGC7213   	(L)SA(r,l)0o/E1-2          	L    	151.3	 15	   0.04	      	 157.8	 229	   0.06	      	1	Simbad	332.31754	-47.16669
    1885	NGC7213   	(L)SA(r,l)0o/E1-2          	r    	 25.9	161	   0.06	      	  26.1	 217	   0.01	      	1	Simbad	332.31754	-47.16669
    1886	NGC7218   	SB(rs)d                    	bar  	  7.2	 97	   0.54	  10.6	  15.4	 105	   0.78	  22.4	2	Simbad	332.54880	-16.66100
    1887	NGC7218   	SB(rs)d                    	rs   	 22.6	 30	   0.43	      	  30.0	  92	   0.29	      	2	Simbad	332.54880	-16.66100
    1888	NGC7219   	(R'2)SA(r)0/_a             	R2'  	 41.7	 34	   0.42	      	  42.6	  54	   0.13	      	1	Simbad	333.28745	-64.84901
    1889	NGC7219   	(R'2)SA(r)0/_a             	r    	  9.1	 40	   0.18	      	  11.8	 110	   0.24	      	1	Simbad	333.28745	-64.84901
    1890	NGC7254   	SA_B(s)a_b:                	bar  	  9.2	136	   0.65	   9.0	   9.5	 145	   0.48	   9.1	2	Simbad	335.65103	-21.73722
    1891	NGC7280   	(L)SAB0-                   	bar  	 13.1	 51	   0.37	  12.5	  15.3	  19	   0.17	  13.4	1	Simbad	336.61491	+16.14817
    1892	NGC7280   	(L)SAB0-                   	L    	 50.5	 78	   0.34	      	  52.3	 124	   0.06	      	1	Simbad	336.61491	+16.14817
    1893	NGC7290   	SA(rs)b                    	rs   	  9.7	145	   0.48	      	  11.0	 110	   0.27	      	1	Simbad	337.11022	+17.14748
    1894	NGC7307   	SB(s)d                     	bar  	 19.6	 13	       	      	      	    	       	      	3	Simbad	338.46888	-40.93282
    1895	NGC7314   	SAB(rs)bc                  	rs   	 32.5	  1	   0.73	      	  32.7	  -6	   0.31	      	1	Simbad	338.94249	-26.05044
    1896	NGC7328   	SAB(rs)ab                  	bar  	 10.8	 60	       	      	      	    	       	      	3	Simbad	339.37207	+10.53158
    1897	NGC7328   	SAB(rs)ab                  	rs   	  9.6	 63	   0.20	      	  19.7	   1	   0.53	      	2	Simbad	339.37207	+10.53158
    1898	NGC7361   	SA_B(s)dm,sp               	bar  	 13.4	 24	       	      	      	    	       	      	3	Simbad	340.57672	-30.05530
    1899	NGC7371   	SAB(rs_)ab                 	bar  	  9.6	159	   0.23	   8.5	  10.1	 159	   0.27	   8.9	2	Simbad	341.51560	-11.00120
    1900	NGC7371   	SAB(rs_)ab                 	rs_  	 20.7	110	   0.14	      	  21.3	 120	   0.14	      	2	Simbad	341.51560	-11.00120
    1901	NGC7378   	(L)SA(_rs)0/a              	L    	 44.5	177	   0.41	      	  44.6	 187	   0.05	      	1	Simbad	341.94872	-11.81662
    1902	NGC7378   	(L)SA(_rs)0/a              	_rs  	 18.5	  3	   0.58	      	  18.8	 192	   0.36	      	1	Simbad	341.94872	-11.81662
    1903	NGC7412   	SAB(s)bc                   	bar  	 19.8	 42	   0.51	  32.9	  20.4	  36	   0.43	  36.4	2	Simbad	343.94069	-42.64196
    1904	NGC7416   	(R'1)SB(r)_ab              	bar  	 10.5	 54	       	      	      	    	       	      	2	Simbad	343.92355	-05.49533
    1905	NGC7416   	(R'1)SB(r)_ab              	r    	 38.2	109	   0.79	      	  38.2	 111	   0.19	      	1	Simbad	343.92355	-05.49533
    1906	NGC7416   	(R'1)SB(r)_ab              	R1'  	 81.9	108	   0.82	      	  81.9	 108	   0.30	      	1	Simbad	343.92355	-05.49533
    1907	NGC7418   	SAB(rs)c                   	bar  	 30.5	128	   0.78	  32.9	  30.6	 126	   0.71	  33.5	1	Simbad	344.15049	-37.02996
    1908	NGC7418   	SAB(rs)c                   	rs   	 34.5	111	   0.37	      	  37.1	  91	   0.27	      	2	Simbad	344.15049	-37.02996
    1909	NGC7418A  	SAB(s)a_b:                 	bar  	  9.6	 50	   0.34	   8.9	  15.2	   9	   0.33	  12.5	1	Simbad	344.17188	-36.77269
    1910	NGC7421   	(_R'L)SB(rs,bl)ab          	bar  	 21.8	 89	   0.66	  22.0	  22.4	  93	   0.64	  22.7	1	Simbad	344.22648	-37.34734
    1911	NGC7421   	(_R'L)SB(rs,bl)ab          	bl   	  9.4	  2	   0.15	      	  10.4	 -74	   0.22	      	2	Simbad	344.22648	-37.34734
    1912	NGC7421   	(_R'L)SB(rs,bl)ab          	rs   	 24.9	 30	   0.12	      	  26.7	   3	   0.13	      	1	Simbad	344.22648	-37.34734
    1913	NGC7421   	(_R'L)SB(rs,bl)ab          	_R'L 	 56.0	 66	   0.07	      	  58.8	 151	   0.05	      	1	Simbad	344.22648	-37.34734
    1914	NGC7424   	SBa(s)cd                   	bar  	 25.0	132	   0.64	  26.8	  27.5	 130	   0.67	  29.6	1	Simbad	344.32663	-41.07059
    1915	NGC7437   	SA(rs)b_c:                 	rs   	 12.9	 60	   0.16	      	  13.8	  82	   0.16	      	2	Simbad	344.54187	+14.30902
    1916	NGC7456   	SAB(s)cd                   	bar  	 48.8	 34	       	      	      	    	       	      	3	Simbad	345.54314	-39.56943
    1917	NGC7462   	SB(s)dm,sp                 	bar  	 40.2	 75	       	      	      	    	       	      	3	Simbad	345.69372	-40.83520
    1918	NGC7463   	SB(rs_)_cd,pec/Sa,pec      	bar  	 10.7	 63	       	      	      	    	       	      	2	Simbad	345.46658	+15.98185
    1919	NGC7463   	SB(rs_)_cd,pec/Sa,pec      	rs_  	 11.0	 72	   0.47	      	  17.1	  22	   0.46	      	3	Simbad	345.46658	+15.98185
    1920	NGC7479   	(R')SBx(rs_)b              	bar  	 49.3	  8	   0.75	  49.5	  50.1	   3	   0.68	  50.2	1	Simbad	346.23612	+12.32288
    1921	NGC7479   	(R')SBx(rs_)b              	R    	 86.7	 26	   0.26	      	  89.4	  62	   0.08	      	1	Simbad	346.23612	+12.32288
    1922	NGC7479   	(R')SBx(rs_)b              	rs_  	 53.4	  8	   0.31	      	  55.0	 -13	   0.14	      	1	Simbad	346.23612	+12.32288
    1923	NGC7496   	(R')SBx(rs)b               	bar  	 37.6	147	   0.76	  39.8	  38.9	 146	   0.77	  41.2	1	Simbad	347.44703	-43.42785
    1924	NGC7496   	(R')SBx(rs)b               	rs   	 52.6	  3	   0.34	      	  53.2	   0	   0.33	      	2	Simbad	347.44703	-43.42785
    1925	NGC7496   	(R')SBx(rs)b               	R'   	 95.5	170	   0.29	      	  97.5	 -13	   0.29	      	3	Simbad	347.44703	-43.42785
    1926	NGC7497   	SB(s)_dm,sp,pec            	bar  	 17.5	 32	       	      	      	    	       	      	3	Simbad	347.26428	+18.17718
    1927	NGC7513   	(R'L)SB(rs)a               	bar  	 35.1	 71	   0.73	  37.3	  41.8	  57	   0.72	  44.5	1	Simbad	348.30861	-28.35758
    1928	NGC7513   	(R'L)SB(rs)a               	rs   	 43.4	 98	   0.39	      	  44.6	  76	   0.14	      	1	Simbad	348.30861	-28.35758
    1929	NGC7513   	(R'L)SB(rs)a               	R'L  	 89.6	107	   0.36	      	  90.0	 125	   0.05	      	1	Simbad	348.30861	-28.35758
    1930	NGC7531   	SABx(r)a                   	bar  	 26.3	  7	   0.66	  29.6	  28.5	 170	   0.43	  30.9	1	Simbad	348.70190	-43.59985
    1931	NGC7531   	SABx(r)a                   	r    	 29.1	 16	   0.60	      	  29.5	   4	   0.27	      	1	Simbad	348.70190	-43.59985
    1932	NGC7537   	SA(rs)c                    	rs   	  6.5	 69	   0.50	      	  10.7	  -2	   0.42	      	1	Simbad	348.64381	+04.49845
    1933	NGC7552   	(R'1)SB(rs_,bl,nr)a        	bar  	 52.2	 95	   0.63	  50.5	  53.7	  97	   0.63	  51.9	1	Simbad	349.04486	-42.58483
    1934	NGC7552   	(R'1)SB(rs_,bl,nr)a        	nr   	  3.3	 98	   0.19	      	   3.4	 102	   0.21	      	1	Simbad	349.04486	-42.58483
    1935	NGC7552   	(R'1)SB(rs_,bl,nr)a        	R1'  	 91.5	  2	   0.16	      	  92.9	  -4	   0.16	      	1	Simbad	349.04486	-42.58483
    1936	NGC7552   	(R'1)SB(rs_,bl,nr)a        	rs_  	 58.0	104	   0.35	      	  60.0	 106	   0.37	      	2	Simbad	349.04486	-42.58483
    1937	NGC7552   	(R'1)SB(rs_,bl,nr)a        	bl   	 29.0	117	   0.20	      	  30.2	 119	   0.22	      	1	Simbad	349.04486	-42.58483
    1938	NGC7582   	(R'1)SB(rs_)a              	bar  	 51.1	154	   0.80	  64.0	  51.5	 160	   0.57	  64.7	2	Simbad	349.59842	-42.37057
    1939	NGC7582   	(R'1)SB(rs_)a              	R1'  	122.7	150	   0.60	      	 122.8	 146	   0.14	      	1	Simbad	349.59842	-42.37057
    1940	NGC7582   	(R'1)SB(rs_)a              	rs_  	 76.6	151	   0.70	      	  76.6	 152	   0.36	      	3	Simbad	349.59842	-42.37057
    1941	NGC7590   	SAB(rs)bc                  	bar  	 14.6	 24	       	      	      	    	       	      	2	Simbad	349.72848	-42.23907
    1942	NGC7590   	SAB(rs)bc                  	rs   	 21.9	 32	   0.61	      	  22.8	 103	   0.05	      	1	Simbad	349.72848	-42.23907
    1943	NGC7599   	SB(s)cd                    	bar  	 13.4	 56	       	      	      	    	       	      	2	Simbad	349.83810	-42.25684
    1944	NGC7606   	SA(r)a_b                   	r    	 25.1	141	   0.53	      	  31.0	  70	   0.21	      	1	Simbad	349.77002	-08.48514
    1945	NGC7625   	(L)SA(rs)a,pec             	rs   	 10.8	 57	   0.32	      	  11.0	  58	   0.33	      	3	Simbad	350.12555	+17.22560
    1946	NGC7625   	(L)SA(rs)a,pec             	L    	 42.6	 28	   0.11	      	  43.1	  34	   0.11	      	1	Simbad	350.12555	+17.22560
    1947	NGC7661   	SA_B(s)_dm                 	bar  	 15.1	 48	   0.57	  19.5	  16.1	  59	   0.49	  20.8	2	Simbad	351.81083	-65.27222
    1948	NGC7667   	S/IB(s)m                   	bar  	 12.7	 62	   0.72	   8.5	  13.0	  49	   0.38	   8.5	2	Simbad	351.09516	-00.10838
    1949	NGC7689   	SA(rs)c                    	rs   	  7.2	151	   0.05	      	  10.6	 215	   0.32	      	1	Simbad	353.31990	-54.09440
    1950	NGC7690   	SA(r)0/a                   	r    	  6.4	127	   0.53	      	   6.5	  92	   0.05	      	1	Simbad	353.26081	-51.69834
    1951	NGC7709   	(L)SB0o[d]:,sp             	bar  	  7.9	 57	       	      	      	    	       	      	2	Simbad	353.86453	-16.70510
    1952	NGC7709   	(L)SB0o[d]:,sp             	L    	 38.3	 51	   0.70	      	  42.6	   3	   0.18	      	1	Simbad	353.86453	-16.70510
    1953	NGC7714   	SA(rs)a,pec                	rs   	 22.1	172	   0.38	      	  40.7	 -10	   0.66	      	3	Simbad	354.05875	+02.15502
    1954	NGC7716   	(R')S_AB(_rl)ab            	R'   	 26.4	 43	   0.26	      	  26.8	  54	   0.16	      	3	Simbad	354.13107	+00.29731
    1955	NGC7716   	(R')S_AB(_rl)ab            	_rl  	 15.7	 30	   0.24	      	  15.7	  29	   0.10	      	1	Simbad	354.13107	+00.29731
    1956	NGC7723   	(R')SB(rs)a_b              	bar  	 18.8	 69	   0.64	  19.1	  21.7	  84	   0.58	  21.8	1	Simbad	354.73788	-12.96102
    1957	NGC7723   	(R')SB(rs)a_b              	rs   	 19.2	 47	   0.18	      	  23.6	 123	   0.19	      	1	Simbad	354.73788	-12.96102
    1958	NGC7723   	(R')SB(rs)a_b              	R'   	 75.9	 46	   0.47	      	  76.9	  57	   0.23	      	1	Simbad	354.73788	-12.96102
    1959	NGC7724   	(R')SAB(rs)a,pec           	bar  	  6.2	 26	   0.53	  10.8	   6.2	  22	   0.50	  12.6	1	Simbad	354.77991	-12.22403
    1960	NGC7724   	(R')SAB(rs)a,pec           	R'   	 27.3	 36	   0.46	      	  27.6	  45	   0.24	      	1	Simbad	354.77991	-12.22403
    1961	NGC7724   	(R')SAB(rs)a,pec           	rs   	  9.9	 76	   0.49	      	  12.7	  92	   0.55	      	1	Simbad	354.77991	-12.22403
    1962	NGC7731   	(R1L,R'2)SABa(r)_ab        	bar  	  8.1	 43	   0.45	   8.5	   9.3	  24	   0.42	   9.8	2	Simbad	355.37118	+03.74001
    1963	NGC7731   	(R1L,R'2)SABa(r)_ab        	r    	  7.9	 47	   0.24	      	   9.4	   9	   0.24	      	1	Simbad	355.37118	+03.74001
    1964	NGC7731   	(R1L,R'2)SABa(r)_ab        	R1L  	 27.1	112	   0.28	      	  33.7	 139	   0.34	      	1	Simbad	355.37118	+03.74001
    1965	NGC7731   	(R1L,R'2)SABa(r)_ab        	R2'  	 33.2	109	   0.19	      	  41.9	 146	   0.29	      	3	Simbad	355.37118	+03.74001
    1966	NGC7732   	SA_Bdm:,sp,pec             	bar  	 20.7	 89	       	      	      	    	       	      	3	Simbad	355.39105	+03.72495
    1967	NGC7741   	(R'2)SB(s)cd               	bar  	 35.3	101	   0.66	  37.5	  47.2	  91	   0.72	  50.0	1	Simbad	355.97656	+26.07557
    1968	NGC7741   	(R'2)SB(s)cd               	R2'  	 91.9	177	   0.27	      	 103.4	 220	   0.18	      	2	Simbad	355.97656	+26.07557
    1969	NGC7742   	SA(rl:,r)0+                	r    	 10.4	139	   0.08	      	  10.7	 150	   0.10	      	1	Simbad	356.06564	+10.76709
    1970	NGC7742   	SA(rl:,r)0+                	rl   	 24.6	163	   0.05	      	  25.5	 168	   0.08	      	1	Simbad	356.06564	+10.76709
    1971	NGC7743   	SAB(rs)a                   	bar  	 38.8	 93	   0.52	  39.5	  44.5	 106	   0.52	  45.8	1	Simbad	356.08816	+09.93416
    1972	NGC7743   	SAB(rs)a                   	rs   	 44.3	126	   0.22	      	  58.5	 137	   0.40	      	2	Simbad	356.08816	+09.93416
    1973	NGC7750   	(R')SA(rs)bc               	rs   	 15.7	174	   0.67	      	  15.9	 182	   0.36	      	1	Simbad	356.65772	+03.79976
    1974	NGC7750   	(R')SA(rs)bc               	R'   	 37.5	173	   0.50	      	  38.9	  38	   0.07	      	1	Simbad	356.65772	+03.79976
    1975	NGC7755   	(R')SAB(rs,nrl)_bc         	bar  	 24.6	125	   0.56	  25.3	  40.7	 120	   0.73	  41.8	1	Simbad	356.96559	-30.52199
    1976	NGC7755   	(R')SAB(rs,nrl)_bc         	rs   	 26.4	 34	   0.15	      	  37.6	 111	   0.30	      	1	Simbad	356.96559	-30.52199
    1977	NGC7755   	(R')SAB(rs,nrl)_bc         	R'   	 81.2	 23	   0.35	      	  88.5	 -56	   0.08	      	3	Simbad	356.96559	-30.52199
    1978	NGC7755   	(R')SAB(rs,nrl)_bc         	nrl  	  4.9	 29	   0.26	      	   6.1	 110	   0.20	      	1	Simbad	356.96559	-30.52199
    1979	NGC7757   	SAB(s)_cd,pec              	bar  	 13.7	102	       	      	      	    	       	      	2	Simbad	357.18979	+04.17120
    1980	NGC7764   	SB(s)dm                    	bar  	 11.5	 16	   0.88	   9.0	  13.9	  28	   0.87	  10.4	2	Simbad	357.72492	-40.72819
    1981	NGC7798   	SAB(s)a_b                  	bar  	 10.5	102	   0.48	  11.0	  11.1	 110	   0.42	  11.2	1	Simbad	359.85626	+20.74982
    1982	NGC7800   	S/IB(s)m                   	bar  	 27.7	 47	   0.61	  26.9	  28.3	  59	   0.39	  28.4	2	Simbad	359.90127	+14.80557
    1983	NGC7817   	S_AB(rs,nd)_bc,sp          	rs   	 20.0	 51	   0.64	      	  24.6	 108	   0.25	      	2	Simbad	000.99541	+20.75234
    1984	PGC002492 	SAB(r'l)_dm                	bar  	 14.9	173	   0.44	  16.9	  15.3	   8	   0.22	  17.2	2	Simbad	010.43983	-16.86081
    1985	PGC002492 	SAB(r'l)_dm                	r'l  	 26.5	152	   0.06	      	  35.9	-102	   0.26	      	1	Simbad	010.43983	-16.86081
    1986	PGC002689 	S/IB(s)m                   	bar  	 14.2	124	       	      	      	    	       	      	3	Simbad	011.51417	-11.50556
    1987	PGC002805 	SB(s)d_m,sp                	bar  	 14.5	 86	       	      	      	    	       	      	3	Simbad	011.94808	-09.89953
    1988	PGC003853 	(R')SB(rs)cd               	bar  	 24.1	 40	   0.50	  30.2	  31.2	  32	   0.58	  37.9	1	Simbad	016.27031	-06.21244
    1989	PGC003853 	(R')SB(rs)cd               	R'   	115.9	103	   0.22	      	 121.3	  34	   0.05	      	1	Simbad	016.27031	-06.21244
    1990	PGC003853 	(R')SB(rs)cd               	rs   	 40.5	111	   0.34	      	  40.8	 122	   0.13	      	1	Simbad	016.27031	-06.21244
    1991	PGC003855 	SBm:,sp                    	bar  	 31.0	 72	       	      	      	    	       	      	3	Simbad	016.28500	-06.27972
    1992	PGC005341 	SAB(s)c,sp                 	bar  	 16.0	 20	       	      	      	    	       	      	3	Simbad	021.56008	-06.09417
    1993	PGC006190 	SAB(s)c_d,sp               	bar  	 15.2	168	       	      	      	    	       	      	3	Simbad	025.11500	-05.52028
    1994	PGC006228 	(R'L)SB(rs_)dm             	R'L  	 44.8	 72	   0.65	      	  44.8	  71	   0.07	      	1	Simbad	025.27968	-05.56820
    1995	PGC006244 	SAB(s)d_m,pec              	bar  	 10.5	125	   0.26	   8.6	  20.3	 148	   0.53	  15.5	3	Simbad	025.40000	-16.14639
    1996	PGC006626 	SA_B(rs)cd                 	bar  	 18.2	 33	   0.50	  16.4	  19.7	  29	   0.53	  17.8	2	Simbad	027.10708	-12.38194
    1997	PGC006626 	SA_B(rs)cd                 	rs   	 28.4	 13	   0.14	      	  31.4	   8	   0.22	      	3	Simbad	027.10708	-12.38194
    1998	PGC006667 	SA_B(s)_dm                 	bar  	 12.8	 49	   0.47	  17.5	  16.5	  44	   0.58	  22.4	2	Simbad	027.29327	-10.06071
    1999	PGC006703 	(RL)SABd,sp                	bar  	 24.5	 59	       	      	      	    	       	      	3	Simbad	027.40803	-13.57093
    2000	PGC006703 	(RL)SABd,sp                	RL   	 41.9	 64	   0.72	      	  41.9	  63	   0.02	      	3	Simbad	027.40803	-13.57093
    2001	PGC006898 	SA_B(s)m,sp                	bar  	 15.3	 61	       	      	      	    	       	      	3	Simbad	027.95875	-05.49753
    2002	PGC007109 	SA(rs)bc:/Sph              	rs   	  9.8	120	   0.23	      	  12.7	 122	   0.41	      	2	Simbad	028.71917	-13.65417
    2003	PGC007654 	dIABm/Sph                  	bar  	 16.2	 25	   0.65	  15.6	  16.2	  23	   0.55	  15.8	2	Simbad	030.22927	-08.84089
    2004	PGC007900 	SB(s)dm                    	bar  	 21.9	 71	       	      	      	    	       	      	3	Simbad	031.12958	-06.19944
    2005	PGC008295 	SA_B(s)dm,sp               	bar  	 13.7	 44	       	      	      	    	       	      	3	Simbad	032.56017	-09.71103
    2006	PGC009272 	SB(s)d                     	bar  	 21.0	114	       	      	      	    	       	      	3	Simbad	036.58941	-09.84174
    2007	PGC011248 	SB(rs)d                    	bar  	 14.4	 84	   0.69	  14.0	  24.1	  58	   0.72	  22.0	1	Simbad	044.60116	-04.29540
    2008	PGC011248 	SB(rs)d                    	rs   	 28.9	134	   0.51	      	  35.1	 184	   0.26	      	1	Simbad	044.60116	-04.29540
    2009	PGC011677 	SAB(s)dm                   	bar  	 17.2	 12	       	      	      	    	       	      	2	Simbad	046.76875	-14.00417
    2010	PGC011744 	SBd_m:,pec/Sph             	bar  	  7.4	 61	       	      	      	    	       	      	2	Simbad	047.07908	-13.90295
    2011	PGC012068 	SB(s)d_m                   	bar  	 20.9	 39	   0.63	  20.8	  23.0	  38	   0.66	  23.0	2	Simbad	048.65917	-04.77444
    2012	PGC012633 	(R')SA(l)ab                	R'   	 19.8	 92	   0.14	      	  19.9	  96	   0.14	      	1	Simbad	050.57281	-07.09069
    2013	PGC012633 	(R')SA(l)ab                	l    	 10.0	115	   0.15	      	  10.1	 119	   0.16	      	1	Simbad	050.57281	-07.09069
    2014	PGC012664 	SAB(rs)d                   	bar  	  6.6	 90	   0.58	   6.8	  10.6	  79	   0.71	  10.6	2	Simbad	050.72987	-11.20340
    2015	PGC012664 	SAB(rs)d                   	rs   	 21.7	155	   0.56	      	  21.7	 155	   0.25	      	3	Simbad	050.72987	-11.20340
    2016	PGC012981 	SAB(s,nr:)m,pec            	bar  	 19.1	 96	   0.50	  16.9	  19.1	  94	   0.37	  17.0	2	Simbad	052.38667	-15.23778
    2017	PGC012981 	SAB(s,nr:)m,pec            	nr   	  5.4	 95	   0.31	      	   5.4	  87	   0.13	      	3	Simbad	052.38667	-15.23778
    2018	PGC013612 	dSA(r)0+/Sph               	r    	  7.3	  9	   0.73	      	   7.4	  20	   0.31	      	3	Simbad	055.63085	-16.00187
    2019	PGC013684 	SAB(rs_)c                  	bar  	  8.0	107	       	      	      	    	       	      	2	Simbad	055.89795	-16.01447
    2020	PGC013684 	SAB(rs_)c                  	rs_  	 22.7	166	   0.67	      	  22.7	 166	   0.38	      	3	Simbad	055.89795	-16.01447
    2021	PGC013821 	SBa(s)a[cd],pec/E5         	bar  	  7.2	 24	       	      	      	    	       	      	2	Simbad	056.65880	-16.55021
    2022	PGC014037 	SA_B(rs)bc:                	bar  	 14.4	145	   0.67	  13.0	  14.9	 160	   0.32	  13.2	1	Simbad	058.32619	-10.44660
    2023	PGC014037 	SA_B(rs)bc:                	rs   	 13.3	137	   0.46	      	  15.3	  52	   0.13	      	3	Simbad	058.32619	-10.44660
    2024	PGC014626 	SAB(s)dm,sp                	bar  	 17.7	 99	       	      	      	    	       	      	3	Simbad	062.83208	-16.23028
    2025	PGC014768 	SAB(s)d                    	bar  	 15.3	147	       	      	      	    	       	      	3	Simbad	064.05227	-16.75067
    2026	PGC015214 	IB(s)m                     	bar  	 17.8	 38	       	      	      	    	       	      	3	Simbad	067.18750	-12.51022
    2027	PGC015625 	S/IB(s)m,pec               	bar  	  9.8	 19	       	      	      	    	       	      	3	Simbad	069.10208	-09.51361
    2028	PGC015869 	SB(s)d                     	bar  	  4.5	169	   0.50	   4.4	   6.0	   8	   0.57	   5.9	2	Simbad	070.73875	-08.09068
    2029	PGC016090 	SBm                        	bar  	  8.4	 26	       	      	      	    	       	      	2	Simbad	072.35083	-12.74722
    2030	PGC016784 	SB(s)dm                    	bar  	 22.9	 68	   0.77	  24.2	  22.9	  68	   0.72	  24.2	2	Simbad	076.94542	-16.29361
    2031	PGC024469 	SB(s)m?,pec                	bar  	 22.7	109	       	      	      	    	       	      	2	Simbad	130.70086	+14.26524
    2032	PGC027616 	SAB(s)dm                   	bar  	 12.7	115	   0.45	  12.5	  14.3	 113	   0.50	  14.0	2	Simbad	145.12932	-08.94360
    2033	PGC027747 	SB(s)d                     	bar  	 20.3	146	       	      	      	    	       	      	3	Simbad	145.60333	-06.25806
    2034	PGC027810 	SA(l)b_c:                  	l    	 10.1	149	   0.59	      	  11.8	  74	   0.15	      	1	Simbad	145.82454	-09.94565
    2035	PGC027825 	SA_B(s)m                   	bar  	  9.1	128	       	      	      	    	       	      	2	Simbad	145.86904	-05.36569
    2036	PGC027833 	SAB(rs_)d:,pec             	bar  	  7.2	100	   0.34	   4.4	   8.2	  99	   0.42	   5.0	2	Simbad	145.90074	-05.91252
    2037	PGC027833 	SAB(rs_)d:,pec             	rs_  	 16.7	179	   0.26	      	  16.8	  -6	   0.17	      	2	Simbad	145.90074	-05.91252
    2038	PGC028380 	SB(s)dm                    	bar  	 10.1	111	   0.59	  10.8	  12.4	 125	   0.58	  12.9	1	Simbad	147.84250	-12.62333
    2039	PGC029086 	SB_dm,sp                   	bar  	 14.6	 17	       	      	      	    	       	      	3	Simbad	150.64958	-06.01361
    2040	PGC031979 	SA(rs)c_d:,pec             	rs   	 25.0	108	   0.14	      	  28.6	 -80	   0.24	      	3	Simbad	160.90122	-09.85627
    2041	PGC032091 	SAB(s)_cd                  	bar  	 14.5	 55	   0.47	  12.6	  14.6	  58	   0.42	  12.8	2	Simbad	161.29540	-10.06481
    2042	PGC035705 	SA_B(s)m                   	bar  	 15.5	 39	   0.58	  13.1	  16.5	  24	   0.46	  14.6	2	Simbad	173.43880	-03.43700
    2043	PGC036217 	SB(s)_cd,pec               	bar  	  9.6	160	   0.68	   8.8	  10.3	 152	   0.63	   9.3	1	Simbad	175.14421	-10.08573
    2044	PGC036274 	(R')S_AB(s)m               	R'   	 33.9	 59	   0.41	      	  36.5	  81	   0.27	      	3	Simbad	175.34333	-06.48111
    2045	PGC036551 	(R')SA(s)d                 	R'   	 38.8	 72	   0.69	      	  39.0	  81	   0.23	      	1	Simbad	176.14677	-03.80101
    2046	PGC036643 	(R')SB(s)c_d,pec           	bar  	 20.2	142	       	      	      	    	       	      	2	Simbad	176.35891	-10.10291
