#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:03	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/276/59/table7&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22760059
#Name: J/ApJS/276/59
#Title: The DiskMass Survey (DMS). XI. Full Ha sample (Swaters+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	creator=Swaters R.A.	    First author or institution
#INFO	cites=bibcode:2025ApJS..276...59S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/276/59	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bb-8m-1v	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_276_59_table7:
#Name: J/ApJS/276/59/table7
#Title: H{alpha} data table for individual fiber measurements
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	UGC	(I5)	[16/12808] UGC galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(A3)	Run code (1)	[ucd=meta.id;obs]
#Column	N	(I1)	[1/5] Night during the observing run	[ucd=meta.note]
#Column	P	(I1)	[1/4] SparsePak pointing	[ucd=obs.field]
#Column	A	(I2)	[1/82] SparsePak fiber aperture	[ucd=instr.fov]
#Column	C	(I1)	[1/9] Fitting code (2)	[ucd=meta.code]
#Column	oRA	(F5.1)	[-70.5/38.7] East-West offset of fiber aperture (3)	[ucd=pos.eq.ra;arith.diff]
#Column	oDE	(F5.1)	[-47/62.5] North-South offset of fiber aperture (3)	[ucd=pos.eq.dec;arith.diff]
#Column	EWg	(F6.1)	[-0.2/1167]? H{alpha} emission equivalent width from sum of Gaussian line parameters	[ucd=spect.line.eqWidth]
#Column	EWsum	(F7.1)	[-0.2/29060]? H{alpha} emission equivalent width from zeroth moment of line emission	[ucd=spect.line.eqWidth]
#Column	logmuN	(F6.2)	[-16.6/-13] Log H{alpha} narrow component surface-brightness (flux within the 4.7" diameter fiber aperture); in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuN	(F5.2)	[0/73] Uncertainty in logmuN	[ucd=stat.error;phot.mag.sb]
#Column	VelN	(F6.1)	[-382/348] Narrow component velocity relative to kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelN	(F6.1)	[0/5579] Uncertainty in VelN	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaN	(F5.1)	[2.9/142] Narrow component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaN	(F5.1)	[0/999] Uncertainty in sigmaN	[ucd=stat.error;phys.veloc.dispersion]
#Column	logmuB	(F6.2)	[-99/-13]? Log H{alpha} broad component surface-brightness; in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuB	(F5.2)	[0/13.4]? Uncertainty in logmuB	[ucd=stat.error;phot.mag.sb]
#Column	VelB	(F6.1)	[-487/340]? Broad component velocity relative to the kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelB	(F6.1)	[0/1174]? Uncertainty in VelB	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaB	(F5.1)	[0/888]? Broad component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaB	(F5.1)	[0/999]? Uncertainty in sigmaB	[ucd=stat.error;phys.veloc.dispersion]
recno	UGC	R	N	P	A	C	oRA	oDE	EWg	EWsum	logmuN	e_logmuN	VelN	e_VelN	sigmaN	e_sigmaN	logmuB	e_logmuB	VelB	e_VelB	sigmaB	e_sigmaB
   13196	 9406	R8 	2	3	66	1	-10.2	 -1.9	   2.8	    2.8	-15.70	 0.06	  -2.7	   2.2	 17.4	  1.8	      	     	      	      	     	
   13197	 9406	R8 	2	3	69	1	-24.9	-32.8	 231.6	  241.1	-14.69	 0.01	   8.6	   0.4	 22.4	  0.3	      	     	      	      	     	
   13198	 9406	R8 	2	3	73	1	-34.8	  1.0	  38.1	   34.5	-15.35	 0.03	  -7.7	   1.4	 22.8	  1.1	      	     	      	      	     	
   13199	 9406	R8 	2	3	76	7	-39.7	  9.4	  -0.2	   10.8	-15.83	 0.12	  -8.3	   4.8	 19.0	  4.0	      	     	      	      	     	
   13200	 9406	R8 	2	3	77	7	-34.8	-15.9	  -0.2	    0.0	-16.21	 0.13	   0.6	   2.8	 10.0	  2.3	      	     	      	      	     	
   13201	 9406	R8 	2	3	79	1	 -5.2	-15.9	  12.7	   14.2	-15.37	 0.03	   5.4	   1.4	 20.6	  1.1	      	     	      	      	     	
   13202	 9505	R8 	2	1	 1	1	  9.8	 -1.0	   3.8	    3.3	-15.45	 0.08	 -90.5	   5.6	 31.6	  4.5	      	     	      	      	     	
   13203	 9505	R8 	2	1	 8	7	 29.5	 -1.0	  -0.2	    7.8	-15.86	 0.07	 -78.7	   2.2	 15.5	  1.8	      	     	      	      	     	
   13204	 9505	R8 	2	1	13	7	 34.4	 -9.4	  -0.2	    7.7	-15.85	 0.08	 -61.7	   4.6	 26.2	  3.8	      	     	      	      	     	
   13205	 9505	R8 	2	1	15	1	 24.6	 -9.4	  11.4	   14.5	-15.83	 0.08	 -30.8	   3.0	 18.1	  2.4	      	     	      	      	     	
   13206	 9505	R8 	2	1	18	1	  4.9	 24.4	  14.6	   14.3	-15.21	 0.02	 -89.6	   0.9	 21.3	  0.7	      	     	      	      	     	
   13207	 9505	R8 	2	1	19	1	  9.8	 32.8	   6.4	    4.9	-15.99	 0.09	-109.6	   2.9	 15.9	  2.4	      	     	      	      	     	
   13208	 9505	R8 	2	1	20	1	 14.7	 24.4	  13.8	   13.3	-15.15	 0.01	-108.7	   0.6	 19.0	  0.5	      	     	      	      	     	
   13209	 9505	R8 	2	1	21	1	  9.8	 15.9	  25.2	   24.6	-14.92	 0.01	-112.2	   0.5	 21.6	  0.4	      	     	      	      	     	
   13210	 9505	R8 	2	1	23	1	 14.7	  7.5	  16.7	   17.1	-15.12	 0.02	 -98.1	   0.6	 18.2	  0.5	      	     	      	      	     	
   13211	 9505	R8 	2	1	24	3	 14.7	 -9.4	  18.5	   18.4	-15.28	 0.02	 -24.7	   0.6	 15.5	  0.4	-15.43	 0.03	 -30.3	   2.4	 33.1	  1.9
   13212	 9505	R8 	2	1	25	1	  4.9	 -9.4	   2.5	    1.9	-15.64	 0.05	  32.2	   2.8	 27.7	  2.3	      	     	      	      	     	
   13213	 9505	R8 	2	1	28	1	 19.6	 -1.0	   8.3	    7.4	-15.32	 0.04	 -68.0	   1.5	 19.9	  1.2	      	     	      	      	     	
   13214	 9505	R8 	2	1	30	1	 19.6	-17.8	  14.2	   13.0	-15.69	 0.05	  -2.2	   1.9	 18.8	  1.6	      	     	      	      	     	
   13215	 9505	R8 	2	1	32	1	  4.9	-26.3	  26.3	   25.4	-15.31	 0.02	  68.0	   0.7	 19.8	  0.6	      	     	      	      	     	
   13216	 9505	R8 	2	1	33	1	  9.8	-17.8	  22.7	   22.8	-15.02	 0.01	  25.7	   0.5	 20.1	  0.4	      	     	      	      	     	
   13217	 9505	R8 	2	1	36	1	-19.8	 32.8	  43.5	   44.6	-15.88	 0.06	 -17.6	   2.9	 21.3	  2.3	      	     	      	      	     	
   13218	 9505	R8 	2	1	40	1	 -5.0	 24.4	  18.9	   19.0	-15.18	 0.02	 -47.6	   0.7	 20.7	  0.6	      	     	      	      	     	
   13219	 9505	R8 	2	1	41	1	  4.9	  7.5	   2.4	    2.4	-15.88	 0.07	-120.2	   2.7	 18.3	  2.2	      	     	      	      	     	
   13220	 9505	R8 	2	1	42	1	 -0.1	 15.9	  12.6	   12.2	-15.29	 0.02	 -86.2	   0.8	 22.3	  0.7	      	     	      	      	     	
   13221	 9505	R8 	2	1	45	1	 -9.9	 -1.0	   3.3	    2.9	-15.55	 0.03	  78.1	   1.1	 18.2	  0.9	      	     	      	      	     	
   13222	 9505	R8 	2	1	46	7	  4.9	 -3.8	  -0.2	    0.0	-15.79	 0.10	   0.9	   7.4	 36.1	  6.0	      	     	      	      	     	
   13223	 9505	R8 	2	1	48	1	 -0.1	-12.2	   7.7	    7.5	-15.36	 0.02	  74.5	   1.0	 24.0	  0.8	      	     	      	      	     	
   13224	 9505	R8 	2	1	49	1	 -5.0	-26.3	  74.1	   77.6	-14.52	 0.00	  89.5	   0.2	 23.2	  0.2	      	     	      	      	     	
   13225	 9505	R8 	2	1	51	3	 -5.0	 -9.4	  11.8	   11.1	-15.35	 0.02	 124.8	   0.7	 17.3	  0.6	-15.75	 0.07	 101.8	   6.8	 43.7	  5.5
   13226	 9505	R8 	2	1	55	1	-24.7	 24.4	  12.7	   15.5	-15.89	 0.07	   1.9	   2.4	 16.7	  1.9	      	     	      	      	     	
   13227	 9505	R8 	2	1	56	1	 -9.9	 15.9	  11.1	   11.3	-15.34	 0.02	 -27.8	   0.9	 19.2	  0.7	      	     	      	      	     	
   13228	 9505	R8 	2	1	58	1	-14.9	 24.4	  26.5	   25.1	-15.84	 0.06	 -18.8	   2.7	 20.7	  2.2	      	     	      	      	     	
   13229	 9505	R8 	2	1	60	1	-19.8	 15.9	  12.7	   14.1	-15.84	 0.06	  25.3	   3.0	 22.2	  2.4	      	     	      	      	     	
   13230	 9505	R8 	2	1	61	1	-24.7	 -9.4	  17.3	   19.7	-15.64	 0.04	  87.1	   1.3	 16.8	  1.0	      	     	      	      	     	
   13231	 9505	R8 	2	1	62	9	 -5.0	  7.5	  -0.2	    1.1	-16.16	 0.15	 -31.0	   3.4	  8.1	  2.8	-16.17	 0.10	  -4.4	   1.4	 14.1	  1.2
   13232	 9505	R8 	2	1	63	1	-14.9	  7.5	   7.6	    6.8	-15.38	 0.03	  28.5	   1.4	 24.6	  1.1	      	     	      	      	     	
   13233	 9505	R8 	2	1	64	1	-14.9	 -9.4	  24.7	   25.2	-14.80	 0.01	 102.6	   0.3	 20.6	  0.2	      	     	      	      	     	
   13234	 9505	R8 	2	1	65	7	-24.7	  7.5	  -0.2	    7.3	-16.18	 0.13	  60.5	   3.3	 12.1	  2.7	      	     	      	      	     	
   13235	 9505	R8 	2	1	67	1	-14.9	-26.3	  18.4	   18.6	-15.32	 0.02	 115.1	   0.8	 18.2	  0.6	      	     	      	      	     	
   13236	 9505	R8 	2	1	71	1	 -9.9	-17.8	   9.7	    9.7	-15.52	 0.04	  95.6	   1.7	 21.1	  1.4	      	     	      	      	     	
   13237	 9505	R8 	2	1	74	1	-34.6	 -9.4	  12.1	   13.1	-15.70	 0.06	  98.8	   2.3	 18.5	  1.9	      	     	      	      	     	
   13238	 9505	R8 	2	1	77	1	-29.6	-17.8	  16.5	   15.1	-15.62	 0.04	 112.6	   1.5	 16.4	  1.2	      	     	      	      	     	
   13239	 9505	R8 	2	1	79	1	 -0.1	-17.8	   5.6	    4.9	-15.64	 0.06	  70.4	   2.6	 19.4	  2.2	      	     	      	      	     	
   13240	 9505	R8 	2	1	82	1	-19.8	 -1.0	  12.7	   12.9	-15.13	 0.02	  87.0	   0.9	 21.7	  0.7	      	     	      	      	     	
   13241	 9505	R8 	2	2	 1	1	  9.9	 -6.5	   4.3	    4.7	-15.26	 0.03	 -31.9	   1.5	 21.3	  1.2	      	     	      	      	     	
   13242	 9505	R8 	2	2	 4	1	 24.7	  1.9	  12.8	   10.3	-15.34	 0.03	 -79.6	   1.0	 16.1	  0.8	      	     	      	      	     	
   13243	 9505	R8 	2	2	 5	1	 29.6	 10.4	  12.3	   11.5	-15.38	 0.03	-102.3	   1.2	 17.4	  1.0	      	     	      	      	     	
   13244	 9505	R8 	2	2	13	1	 34.5	-14.9	  18.8	    0.0	-15.96	 0.08	 -50.0	   2.4	 13.9	  1.9	      	     	      	      	     	
   13245	 9505	R8 	2	2	15	9	 24.7	-14.9	  -0.2	   16.3	-16.18	 0.20	 -16.6	   4.3	  7.6	  3.5	-15.81	 0.10	 -29.2	   1.6	 25.9	  1.3
   13246	 9505	R8 	2	2	18	1	  4.9	 18.8	  12.6	   12.2	-15.36	 0.03	-103.3	   1.2	 21.7	  1.0	      	     	      	      	     	
   13247	 9505	R8 	2	2	19	1	  9.9	 27.3	  22.3	   21.0	-15.09	 0.01	 -97.1	   0.5	 19.6	  0.4	      	     	      	      	     	
   13248	 9505	R8 	2	2	20	1	 14.8	 18.8	   4.1	    4.4	-16.00	 0.08	-108.4	   3.1	 17.1	  2.5	      	     	      	      	     	
   13249	 9505	R8 	2	2	21	3	  9.9	 10.4	  10.7	    9.4	-15.50	 0.31	-103.8	  13.7	 15.5	 11.2	-15.78	 0.14	-142.7	   1.0	 60.0	  0.8
   13250	 9505	R8 	2	2	23	1	 14.8	  1.9	  14.4	   12.8	-15.18	 0.01	 -82.0	   0.6	 19.4	  0.4	      	     	      	      	     	
   13251	 9505	R8 	2	2	24	1	 14.8	-14.9	   4.5	    5.2	-15.67	 0.04	   5.4	   1.6	 18.7	  1.3	      	     	      	      	     	
   13252	 9505	R8 	2	2	25	1	  4.9	-14.9	  29.7	   31.2	-14.76	 0.01	  42.7	   0.3	 21.6	  0.2	      	     	      	      	     	
   13253	 9505	R8 	2	2	27	7	 19.7	 10.4	  -0.2	    2.7	-15.96	 0.08	-101.6	   3.1	 18.7	  2.5	      	     	      	      	     	
   13254	 9505	R8 	2	2	28	1	 19.7	 -6.5	   3.9	    2.7	-15.76	 0.06	 -43.9	   2.7	 21.0	  2.2	      	     	      	      	     	
   13255	 9505	R8 	2	2	31	1	  0.0	-12.1	   9.9	    8.6	-15.26	 0.02	  76.7	   1.5	 31.2	  1.2	      	     	      	      	     	
   13256	 9505	R8 	2	2	33	1	  9.9	-23.4	   8.0	    7.5	-15.85	 0.06	  54.9	   2.4	 19.7	  1.9	      	     	      	      	     	
   13257	 9505	R8 	2	2	38	7	  0.0	 27.3	  -0.2	    3.8	-15.95	 0.09	 -68.3	   4.6	 25.3	  3.8	      	     	      	      	     	
   13258	 9505	R8 	2	2	39	1	 -9.8	 27.3	  10.9	    8.9	-15.84	 0.06	 -32.1	   2.9	 22.5	  2.4	      	     	      	      	     	
   13259	 9505	R8 	2	2	40	7	 -4.9	 18.8	  -0.2	    1.7	-16.17	 0.14	 -72.4	   6.1	 19.9	  5.0	      	     	      	      	     	
   13260	 9505	R8 	2	2	42	1	  0.0	 10.4	   2.1	    2.6	-15.93	 0.06	 -80.4	   2.2	 16.8	  1.8	      	     	      	      	     	
   13261	 9505	R8 	2	2	43	1	 -4.9	 -3.7	   0.9	    0.6	-15.83	 0.07	 115.0	   4.7	 30.3	  3.8	      	     	      	      	     	
   13262	 9505	R8 	2	2	45	1	 -9.8	 -6.5	   5.0	    4.7	-15.56	 0.03	 111.1	   1.2	 18.8	  0.9	      	     	      	      	     	
   13263	 9505	R8 	2	2	46	1	  4.9	 -9.3	   1.8	    2.1	-15.76	 0.05	  30.1	   2.2	 20.5	  1.8	      	     	      	      	     	
   13264	 9505	R8 	2	2	48	1	  0.0	-17.8	   5.8	    5.7	-15.63	 0.04	  71.5	   2.0	 24.5	  1.6	      	     	      	      	     	
   13265	 9505	R8 	2	2	51	3	 -4.9	-14.9	  40.8	   40.9	-14.76	 0.01	  96.3	   0.3	 21.2	  0.2	-15.43	 0.04	  87.9	   3.4	 42.1	  2.7
   13266	 9505	R8 	2	2	56	3	 -9.8	 10.4	  38.2	   37.4	-14.78	 0.01	  -9.3	   0.3	 22.3	  0.2	-15.33	 0.03	 -15.8	   3.1	 49.3	  2.5
   13267	 9505	R8 	2	2	58	1	-14.8	 18.8	  42.1	   41.7	-15.13	 0.01	   1.6	   0.6	 20.0	  0.4	      	     	      	      	     	
   13268	 9505	R8 	2	2	60	1	-19.7	 10.4	  39.1	   39.3	-15.08	 0.01	  41.0	   0.5	 21.0	  0.4	      	     	      	      	     	
   13269	 9505	R8 	2	2	63	1	-14.8	  1.9	  10.0	    9.8	-15.23	 0.01	  60.5	   0.7	 22.7	  0.6	      	     	      	      	     	
   13270	 9505	R8 	2	2	64	1	-14.8	-14.9	   7.5	    9.0	-15.66	 0.05	 107.7	   2.2	 22.5	  1.8	      	     	      	      	     	
   13271	 9505	R8 	2	2	65	1	-24.6	  1.9	  11.5	   13.2	-15.61	 0.04	  64.5	   1.2	 16.0	  1.0	      	     	      	      	     	
   13272	 9505	R8 	2	2	66	1	 -4.9	 -9.3	  11.0	   11.6	-15.25	 0.02	 122.7	   0.6	 17.5	  0.5	      	     	      	      	     	
   13273	 9505	R8 	2	2	68	1	-19.7	-23.4	  33.9	   33.5	-15.24	 0.02	 113.1	   0.9	 21.0	  0.7	      	     	      	      	     	
   13274	 9505	R8 	2	2	71	1	 -9.8	-23.4	  12.8	   12.4	-15.37	 0.03	  94.9	   1.4	 22.3	  1.1	      	     	      	      	     	
   13275	 9505	R8 	2	2	75	1	-29.5	 10.4	  34.4	   32.6	-15.25	 0.02	  43.0	   0.8	 20.1	  0.7	      	     	      	      	     	
   13276	 9505	R8 	2	2	79	1	  0.0	-23.4	   9.7	    9.7	-15.45	 0.04	  72.2	   2.0	 25.6	  1.6	      	     	      	      	     	
   13277	 9505	R8 	2	2	82	1	-19.7	 -6.5	  29.0	   29.4	-14.72	 0.01	  95.2	   0.3	 20.7	  0.3	      	     	      	      	     	
   13278	 9505	R8 	2	3	 4	1	 19.0	  4.2	  12.3	   11.4	-15.11	 0.02	 -83.7	   0.7	 18.2	  0.6	      	     	      	      	     	
   13279	 9505	R8 	2	3	 7	1	 19.0	 21.1	  12.4	   11.8	-15.22	 0.02	-110.0	   1.0	 19.4	  0.8	      	     	      	      	     	
   13280	 9505	R8 	2	3	 8	1	 23.9	 -4.2	   4.4	    3.2	-15.80	 0.07	 -59.8	   2.6	 16.7	  2.1	      	     	      	      	     	
   13281	 9505	R8 	2	3	15	1	 19.0	-12.6	   4.2	    4.6	-15.87	 0.07	 -12.1	   2.4	 15.6	  2.0	      	     	      	      	     	
   13282	 9505	R8 	2	3	17	1	 14.1	 29.6	   8.4	    7.5	-15.56	 0.04	-113.6	   1.9	 23.1	  1.5	      	     	      	      	     	
   13283	 9505	R8 	2	3	18	1	 -0.7	 21.1	  10.9	    9.3	-15.40	 0.02	 -85.8	   1.2	 23.4	  0.9	      	     	      	      	     	
   13284	 9505	R8 	2	3	20	7	  9.2	 21.1	  -0.2	    3.7	-16.11	 0.11	-110.6	   4.2	 17.5	  3.4	      	     	      	      	     	
   13285	 9505	R8 	2	3	21	1	  4.2	 12.7	  16.9	   17.3	-15.03	 0.01	 -94.6	   0.5	 19.5	  0.4	      	     	      	      	     	
   13286	 9505	R8 	2	3	23	1	  9.2	  4.2	   4.7	    4.1	-15.65	 0.05	-106.2	   2.8	 27.4	  2.3	      	     	      	      	     	
   13287	 9505	R8 	2	3	24	1	  9.2	-12.6	  48.7	   49.1	-14.48	 0.00	  12.6	   0.2	 24.3	  0.2	      	     	      	      	     	
   13288	 9505	R8 	2	3	25	1	 -0.7	-12.6	   8.5	    7.7	-15.28	 0.02	  78.1	   1.4	 27.7	  1.2	      	     	      	      	     	
   13289	 9505	R8 	2	3	27	1	 14.1	 12.7	  14.7	   14.2	-15.14	 0.01	-108.9	   0.6	 19.4	  0.5	      	     	      	      	     	
   13290	 9505	R8 	2	3	28	1	 14.1	 -4.2	  19.0	   18.6	-15.02	 0.01	 -52.4	   0.6	 21.8	  0.5	      	     	      	      	     	
   13291	 9505	R8 	2	3	30	1	 14.1	-21.1	  39.0	   37.4	-15.15	 0.02	  26.0	   0.8	 22.3	  0.6	      	     	      	      	     	
   13292	 9505	R8 	2	3	31	2	 -5.6	 -9.8	  13.4	   11.8	-15.37	 0.02	 121.9	   0.8	 16.3	  0.6	-15.62	 0.06	 120.8	   5.6	 42.6	  4.6
   13293	 9505	R8 	2	3	32	1	 -0.7	-29.5	  42.8	   41.4	-15.30	 0.02	  86.9	   0.8	 20.4	  0.6	      	     	      	      	     	
   13294	 9505	R8 	2	3	33	1	  4.2	-21.1	   5.2	    4.2	-15.82	 0.08	  52.6	   3.9	 24.0	  3.1	      	     	      	      	     	
   13295	 9505	R8 	2	3	39	1	-15.5	 29.6	  13.3	    9.3	-15.88	 0.08	 -30.3	   3.7	 21.9	  3.0	      	     	      	      	     	
   13296	 9505	R8 	2	3	40	1	-10.6	 21.1	  41.1	   42.3	-14.89	 0.01	 -20.9	   0.5	 23.0	  0.4	      	     	      	      	     	
   13297	 9505	R8 	2	3	42	1	 -5.6	 12.7	  18.5	   17.6	-15.00	 0.01	 -42.1	   0.4	 22.0	  0.3	      	     	      	      	     	
   13298	 9505	R8 	2	3	43	1	-10.6	 -1.4	   4.0	    3.6	-15.48	 0.03	  82.2	   1.3	 21.6	  1.1	      	     	      	      	     	
   13299	 9505	R8 	2	3	44	1	 -5.6	  7.1	   2.7	    2.0	-15.59	 0.04	 -20.8	   2.9	 32.5	  2.3	      	     	      	      	     	
   13300	 9505	R8 	2	3	45	1	-15.5	 -4.2	  18.5	   17.6	-14.97	 0.01	  86.9	   0.4	 20.1	  0.3	      	     	      	      	     	
   13301	 9505	R8 	2	3	48	1	 -5.6	-15.5	  37.3	   37.3	-14.71	 0.01	  95.5	   0.3	 22.4	  0.2	      	     	      	      	     	
   13302	 9505	R8 	2	3	49	1	-10.6	-29.5	  23.7	   25.8	-15.46	 0.02	 104.8	   1.0	 19.9	  0.8	      	     	      	      	     	
   13303	 9505	R8 	2	3	51	3	-10.6	-12.6	  23.1	   22.6	-14.97	 0.01	 109.5	   0.3	 18.9	  0.3	-15.57	 0.05	 119.8	   4.6	 44.6	  3.7
   13304	 9505	R8 	2	3	55	1	-30.3	 21.1	  11.5	   12.2	-16.00	 0.08	  34.3	   2.3	 13.8	  1.9	      	     	      	      	     	
   13305	 9505	R8 	2	3	56	1	-15.5	 12.7	  25.6	   25.4	-14.87	 0.01	  23.0	   0.4	 21.5	  0.3	      	     	      	      	     	
   13306	 9505	R8 	2	3	61	1	-30.3	-12.6	  14.2	   15.8	-15.74	 0.05	 106.0	   2.3	 22.8	  1.9	      	     	      	      	     	
   13307	 9505	R8 	2	3	62	1	-10.6	  4.2	   8.4	    8.9	-15.10	 0.01	  32.2	   0.7	 22.5	  0.6	      	     	      	      	     	
   13308	 9505	R8 	2	3	63	1	-20.4	  4.2	  21.6	   22.1	-15.03	 0.01	  63.9	   0.5	 20.3	  0.4	      	     	      	      	     	
   13309	 9505	R8 	2	3	64	1	-20.4	-12.6	  23.2	   22.9	-15.19	 0.02	  98.2	   1.0	 25.4	  0.8	      	     	      	      	     	
   13310	 9505	R8 	2	3	65	1	-30.3	  4.2	  22.6	   23.1	-15.45	 0.03	  55.2	   1.3	 22.2	  1.1	      	     	      	      	     	
   13311	 9505	R8 	2	3	66	1	-10.6	 -7.0	   5.1	    4.8	-15.59	 0.04	 114.0	   1.8	 21.9	  1.5	      	     	      	      	     	
   13312	 9505	R8 	2	3	68	1	-25.3	-21.1	  22.7	   19.8	-15.34	 0.02	 116.3	   1.2	 22.5	  1.0	      	     	      	      	     	
   13313	 9505	R8 	2	3	73	9	-35.2	 -4.2	  -0.2	   15.0	-15.81	 0.05	  83.6	   1.2	 10.8	  1.0	-15.63	 0.08	  72.7	   9.3	 55.7	  7.6
   13314	 9505	R8 	2	3	79	1	 -5.6	-21.1	  13.5	   11.8	-15.32	 0.03	  84.2	   1.2	 20.6	  0.9	      	     	      	      	     	
   13315	 9505	R8 	2	3	82	1	-25.3	 -4.2	   8.2	    6.6	-15.65	 0.07	  85.7	   3.2	 23.0	  2.6	      	     	      	      	     	
   13316	 9544	R8 	1	1	 1	1	 10.7	  1.3	   4.2	    0.0	-15.46	 0.06	  94.4	   3.8	 28.5	  3.1	      	     	      	      	     	
   13317	 9544	R8 	1	1	17	7	 20.5	 35.1	  -0.2	   -0.2	-16.07	 0.12	   9.1	   5.0	 20.3	  4.1	      	     	      	      	     	
   13318	 9544	R8 	1	1	23	1	 15.6	  9.8	  10.5	    0.0	-15.67	 0.05	  22.4	   3.0	 28.3	  2.4	      	     	      	      	     	
   13319	 9544	R8 	1	1	24	1	 15.6	 -7.1	   6.2	    0.0	-15.90	 0.06	  71.8	   2.3	 18.3	  1.9	      	     	      	      	     	
   13320	 9544	R8 	1	1	25	3	  5.8	 -7.1	  17.9	    0.0	-15.07	 0.01	 108.5	   0.6	 22.5	  0.5	-15.46	 0.05	 116.1	   4.8	 48.6	  3.9
   13321	 9544	R8 	1	1	26	1	  5.8	  4.2	   3.9	    0.0	-15.33	 0.03	  44.2	   1.4	 27.0	  1.2	      	     	      	      	     	
   13322	 9544	R8 	1	1	29	1	 10.7	-32.4	  13.8	    0.0	-15.82	 0.07	  75.0	   5.3	 34.7	  4.3	      	     	      	      	     	
   13323	 9544	R8 	1	1	31	1	  0.8	 -4.3	  12.0	    0.0	-14.69	 0.01	  41.0	   0.5	 32.8	  0.4	      	     	      	      	     	
   13324	 9544	R8 	1	1	35	1	 20.5	-32.4	   9.0	    0.0	-15.92	 0.09	 108.1	   4.4	 22.1	  3.6	      	     	      	      	     	
   13325	 9544	R8 	1	1	41	1	  5.8	  9.8	   8.6	    0.0	-15.41	 0.02	 -13.2	   1.1	 23.0	  0.9	      	     	      	      	     	
   13326	 9544	R8 	1	1	42	1	  0.8	 18.2	   8.4	    0.0	-16.00	 0.08	 -30.1	   3.4	 18.9	  2.8	      	     	      	      	     	
   13327	 9544	R8 	1	1	43	3	 -4.1	  4.2	  10.0	    0.0	-14.89	 0.01	 -97.0	   0.3	 21.7	  0.3	-15.68	 0.07	 -79.2	   6.6	 46.8	  5.3
   13328	 9544	R8 	1	1	44	4	  0.8	 12.6	  -0.2	    0.0	-15.84	 0.06	 -83.0	   2.5	 14.7	  2.0	-15.94	 0.05	 -45.4	   1.4	 18.5	  1.1
   13329	 9544	R8 	1	1	45	1	 -9.0	  1.3	   9.2	    0.0	-15.18	 0.02	 -91.1	   1.1	 29.7	  0.9	      	     	      	      	     	
   13330	 9544	R8 	1	1	46	1	  5.8	 -1.5	   9.2	    0.0	-14.81	 0.01	  94.6	   0.4	 28.0	  0.3	      	     	      	      	     	
   13331	 9544	R8 	1	1	47	1	  0.8	  7.0	   9.9	    0.0	-14.92	 0.01	 -37.8	   0.6	 30.7	  0.5	      	     	      	      	     	
   13332	 9544	R8 	1	1	48	1	  0.8	 -9.9	   6.1	    0.0	-15.44	 0.02	  77.6	   1.1	 22.0	  0.9	      	     	      	      	     	
   13333	 9544	R8 	1	1	51	1	 -4.1	 -7.1	   7.6	    0.0	-15.26	 0.02	  15.0	   1.6	 35.6	  1.3	      	     	      	      	     	
   13334	 9544	R8 	1	1	62	1	 -4.1	  9.8	  11.3	    0.0	-15.22	 0.02	 -89.3	   0.8	 21.1	  0.6	      	     	      	      	     	
   13335	 9544	R8 	1	1	64	7	-13.9	 -7.1	  -0.2	    0.0	-16.16	 0.12	 -58.8	   4.5	 18.0	  3.7	      	     	      	      	     	
