#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:28:49 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:28:49	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/501/2279&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75012279
#Name: J/MNRAS/501/2279
#Title: Stars in the Sagittarius stream (Vasiliev+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/mnras/501/2279	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/501/2279	    IVOID of underlying data collection
#INFO	creator=Vasiliev E.	    First author or institution
#INFO	cites=bibcode:2021MNRAS.501.2279V	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/501/2279	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75012279	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-06-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_501_2279_catalog:
#Name: J/MNRAS/501/2279/catalog
#Title: Catalogue of stars in the Sagittarius stream
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	plx	(F6.3)	Gaia DR2 parallax	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	Error on plx	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F6.3)	Proper motion in right ascension	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	Error on pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.3)	Proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	Error on pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F5.2)	Gaia DR2 G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BPmag	(F5.2)	Gaia DR2 BP-band magnitude	[ucd=phot.mag;em.opt.B]
#Column	Jmag	(F5.2)	2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F5.2)	2MASS H-band magnitude	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F5.2)	2MASS K-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	E(B-V)	(F5.2)	Reddening from Schlegel, Finkbeiner & Davis (1998ApJ...500..525S)	[ucd=phot.color.excess]
#Column	Dist	(F5.2)	Estimate of the distance from nearby RR Lyrae stars	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	Error on Dist	[ucd=stat.error]
#Column	vLOS	(F7.2)	? Heliocentric line-of-sight velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_vLOS	(F5.2)	? Error on vLOS	[ucd=stat.error]
#Column	[Fe/H]	(F5.2)	? Fe/H abundance ratio	[ucd=phys.abund.Fe;arith.ratio]
#Column	e_[Fe/H]	(F5.2)	? Error on [Fe/H]	[ucd=stat.error;phys.abund.Fe]
#Column	Ref	(I1)	? Reference for the spectroscopic data (1)	[ucd=meta.ref;pos.frame]
#Column	Lambda	(F8.3)	{Lambda} coordinate in the Sgr stream frame (2)	[ucd=pos.frame]
#Column	Beta	(F7.3)	{Beta} coordinate in the Sgr stream frame (2)	[ucd=pos.frame]
#Column	SimbadName	(A28)	Simbad column added by the CDS	[ucd=meta.id]
recno	RAJ2000	DEJ2000	plx	e_plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	BPmag	Jmag	Hmag	Kmag	E(B-V)	Dist	e_Dist	vLOS	e_vLOS	[Fe/H]	e_[Fe/H]	Ref	Lambda	Beta	SimbadName
   39167	287.5090	-33.5616	-0.120	 0.065	-2.686	 0.102	-1.301	 0.093	14.19	 2.82	11.11	10.23	 9.97	 0.10	27.66	 0.22	       	     	     	     	0	  -3.641	  4.040	Gaia DR2 6755867974752857600
   39168	287.5090	-32.9348	-0.038	 0.078	-2.877	 0.146	-1.653	 0.127	16.56	 1.47	14.69	14.06	13.87	 0.09	26.34	 0.35	       	     	     	     	0	  -3.552	  3.419	Gaia DR2 6756276443322132864
   39169	287.5092	-32.4210	 0.034	 0.048	-2.747	 0.080	-1.113	 0.073	15.48	 1.78	13.27	12.47	12.24	 0.10	27.00	 1.54	       	     	     	     	0	  -3.480	  2.910	Gaia DR2 6756370898244336256
   39170	287.5093	-31.6833	 0.092	 0.049	-2.719	 0.085	-1.304	 0.070	15.27	 1.69	13.15	12.37	12.22	 0.08	28.31	 0.67	 100.43	 0.89	     	     	6	  -3.376	  2.180	Gaia DR2 6757250709403348480
   39171	287.5097	-30.1383	 0.001	 0.111	-2.353	 0.280	-1.657	 0.183	16.10	 1.64	14.06	13.27	13.12	 0.12	26.52	 0.74	       	     	     	     	0	  -3.158	  0.651	Gaia DR2 6759091193093404800
   39172	287.5106	-30.0170	-0.220	 0.082	-2.307	 0.135	-1.277	 0.123	16.72	 1.55	14.64	13.93	13.84	 0.11	26.75	 0.58	       	     	     	     	0	  -3.142	  0.530	Gaia DR2 6759140804253085824
   39173	287.5110	-29.2425	-0.079	 0.046	-2.635	 0.070	-1.680	 0.063	15.63	 1.53	13.72	13.06	12.93	 0.12	26.65	 1.95	       	     	     	     	0	  -3.033	 -0.237	Gaia DR2 6762296956679283200
   39174	287.5115	-30.9147	-0.219	 0.147	-2.284	 0.248	-1.462	 0.245	17.48	 1.35	15.77	15.15	15.02	 0.10	26.52	 0.90	       	     	     	     	0	  -3.269	  1.419	Gaia DR2 6757365505287326464
   39175	287.5117	-30.4199	 0.052	 0.040	-2.704	 0.067	-1.456	 0.059	15.03	 1.67	12.91	12.19	12.06	 0.11	28.11	 0.50	       	     	     	     	0	  -3.200	  0.929	Gaia DR2 6759066694598308864
   39176	287.5118	-34.1558	-0.090	 0.066	-2.228	 0.117	-1.227	 0.092	15.15	 1.98	12.73	11.89	11.66	 0.08	27.45	 1.07	       	     	     	     	0	  -3.728	  4.628	Gaia DR2 6755647110351916032
   39177	287.5119	-31.6914	 0.023	 0.057	-2.415	 0.098	-1.323	 0.094	15.74	 1.79	13.53	12.71	12.49	 0.08	28.31	 0.67	       	     	     	     	0	  -3.379	  2.188	Gaia DR2 6757250713707017088
   39178	287.5128	-30.6985	 0.045	 0.131	-2.674	 0.194	-1.249	 0.177	17.49	 1.33	15.80	15.02	14.78	 0.10	27.01	 1.53	       	     	     	     	0	  -3.240	  1.205	Gaia DR2 6757557507508189184
   39179	287.5131	-33.9650	 0.002	 0.046	-2.556	 0.097	-1.505	 0.083	15.50	 1.60	13.42	12.75	12.53	 0.08	27.55	 0.84	       	     	     	     	0	  -3.702	  4.439	Gaia DR2 6755653707421785984
   39180	287.5132	-32.1500	-0.046	 0.044	-2.695	 0.072	-1.117	 0.068	14.46	 2.32	11.87	10.96	10.71	 0.09	26.20	 1.64	 161.19	 1.11	     	     	6	  -3.445	  2.642	Gaia DR2 6757134612151786496
   39181	287.5137	-31.3327	-0.189	 0.152	-2.495	 0.301	-1.627	 0.265	17.94	 1.31	16.52	15.64	15.45	 0.09	26.75	 2.27	       	     	     	     	0	  -3.330	  1.832	Gaia DR2 6757312282057928832
   39182	287.5138	-31.6408	 0.020	 0.049	-2.331	 0.080	-1.256	 0.070	15.46	 1.67	13.36	12.59	12.42	 0.08	28.18	 0.64	 125.86	 0.87	     	     	6	  -3.374	  2.138	Gaia DR2 6757256898459943168
   39183	287.5140	-30.8271	 0.083	 0.068	-2.740	 0.088	-1.468	 0.077	15.73	 1.76	13.54	12.77	12.62	 0.09	26.55	 0.05	       	     	     	     	0	  -3.259	  1.332	Gaia DR2 6757367158861528704
   39184	287.5140	-30.0706	 0.025	 0.062	-2.806	 0.118	-1.449	 0.088	15.51	 1.85	13.20	12.38	12.22	 0.11	27.02	 0.39	       	     	     	     	0	  -3.152	  0.583	Gaia DR2 6759093082878187904
   39185	287.5140	-31.2083	-0.216	 0.112	-2.449	 0.219	-1.631	 0.201	17.42	 1.40	15.75	15.02	14.76	 0.10	27.84	 2.45	       	     	     	     	0	  -3.313	  1.709	Gaia DR2 6757339907288107904
   39186	287.5150	-29.8843	 0.015	 0.175	-2.568	 0.302	-1.675	 0.299	18.05	 1.35	16.36	15.59	15.21	 0.12	27.14	 0.04	       	     	     	     	0	  -3.127	  0.398	Gaia DR2 6759168704360851712
   39187	287.5154	-30.0318	 0.026	 0.126	-2.437	 0.222	-1.415	 0.186	17.24	 1.46	15.35	14.58	14.44	 0.11	27.02	 0.39	       	     	     	     	0	  -3.148	  0.544	Gaia DR2 6759140220137500288
   39188	287.5156	-30.4867	-0.112	 0.061	-2.841	 0.102	-1.755	 0.093	16.39	 1.57	14.46	13.76	13.59	 0.11	28.11	 0.50	       	     	     	     	0	  -3.212	  0.995	Gaia DR2 6759064804812682624
   39189	287.5168	-30.4958	-0.117	 0.115	-2.665	 0.178	-1.625	 0.158	17.34	 1.41	15.70	15.00	14.84	 0.11	28.11	 0.50	       	     	     	     	0	  -3.215	  1.004	Gaia DR2 6759064048898436864
   39190	287.5176	-31.0941	 0.022	 0.066	-2.935	 0.120	-1.755	 0.133	16.01	 1.59	14.00	13.27	13.14	 0.10	27.12	 1.07	       	     	     	     	0	  -3.300	  1.596	Gaia DR2 6757354514477672960
   39191	287.5196	-30.3384	-0.142	 0.074	-2.729	 0.124	-1.436	 0.107	16.39	 1.54	14.33	13.61	13.52	 0.11	28.03	 1.18	       	     	     	     	0	  -3.195	  0.847	Gaia DR2 6759079270262773248
   39192	287.5197	-28.9206	-0.020	 0.069	-2.895	 0.127	-1.518	 0.113	16.37	 1.60	14.38	13.67	13.46	 0.15	29.32	 1.32	       	     	     	     	0	  -2.995	 -0.556	Gaia DR2 6762317258983050240
   39193	287.5201	-31.2634	-0.033	 0.053	-2.750	 0.110	-1.374	 0.093	16.00	 1.70	13.89	13.16	12.99	 0.10	26.76	 1.61	       	     	     	     	0	  -3.326	  1.763	Gaia DR2 6757339155674535680
   39194	287.5204	-27.8405	 0.041	 0.061	-2.875	 0.116	-1.687	 0.106	16.46	 1.52	14.57	13.82	13.69	 0.16	25.08	 5.40	       	     	     	     	0	  -2.844	 -1.626	Gaia DR2 6763000850279668224
   39195	287.5211	-31.8025	-0.083	 0.052	-2.469	 0.089	-1.297	 0.085	15.58	 1.65	13.49	12.76	12.56	 0.09	28.04	 0.43	 160.78	 1.31	     	     	6	  -3.403	  2.297	Gaia DR2 6757237210329792000
   39196	287.5214	-34.3161	 0.015	 0.042	-2.645	 0.076	-1.629	 0.061	14.94	 1.71	12.82	12.03	11.90	 0.10	27.81	 1.61	       	     	     	     	0	  -3.758	  4.785	Gaia DR2 6755574576944138112
   39197	287.5220	-31.7059	 0.093	 0.110	-2.584	 0.180	-1.202	 0.173	17.03	 1.37	15.34	14.62	14.37	 0.09	28.18	 0.64	       	     	     	     	0	  -3.390	  2.201	Gaia DR2 6757250606324049536
   39198	287.5221	-33.2436	-0.037	 0.048	-2.855	 0.077	-1.656	 0.066	15.43	 1.53	13.48	12.83	12.68	 0.09	27.55	 0.15	       	     	     	     	0	  -3.607	  3.723	Gaia DR2 6756251871812029056
   39199	287.5225	-31.8125	-0.089	 0.123	-2.536	 0.192	-1.467	 0.183	17.20	 1.30	15.43	14.82	14.68	 0.09	28.04	 0.43	       	     	     	     	0	  -3.405	  2.306	Gaia DR2 6757237210329787520
   39200	287.5226	-31.7796	 0.020	 0.072	-2.346	 0.132	-1.269	 0.123	16.40	 1.54	14.29	13.64	13.50	 0.09	28.18	 0.64	       	     	     	     	0	  -3.401	  2.274	Gaia DR2 6757248995720505088
   39201	287.5230	-30.9645	 0.074	 0.056	-2.683	 0.100	-1.299	 0.108	15.27	 2.06	12.79	11.96	11.73	 0.10	26.52	 1.54	       	     	     	     	0	  -3.286	  1.467	Gaia DR2 6757362142339648512
   39202	287.5237	-30.3300	-0.128	 0.073	-2.264	 0.126	-1.451	 0.109	16.26	 1.50	14.33	13.72	13.60	 0.11	28.03	 1.18	       	     	     	     	0	  -3.197	  0.839	Gaia DR2 6759079442061465472
   39203	287.5243	-33.1686	-0.344	 0.141	-2.506	 0.229	-1.770	 0.220	17.81	 1.30	16.57	15.70	15.38	 0.09	27.51	 1.73	       	     	     	     	0	  -3.598	  3.649	Gaia DR2 6756264275677834240
   39204	287.5253	-31.4676	 0.019	 0.109	-2.596	 0.250	-1.518	 0.187	17.12	 1.40	15.43	14.75	14.60	 0.08	28.68	 0.74	       	     	     	     	0	  -3.359	  1.965	Gaia DR2 6757263426810670848
   39205	287.5254	-31.6340	-0.074	 0.036	-2.793	 0.057	-1.522	 0.050	14.56	 1.76	12.34	11.58	11.39	 0.08	28.18	 0.64	       	     	     	     	0	  -3.382	  2.129	Gaia DR2 6757257001539155712
   39206	287.5264	-34.1223	-0.226	 0.176	-2.652	 0.265	-1.576	 0.241	17.50	 1.36	16.01	15.13	14.99	 0.08	27.45	 1.07	       	     	     	     	0	  -3.735	  4.593	Gaia DR2 6755647316510356608
   39207	287.5265	-33.0298	 0.017	 0.141	-2.756	 0.247	-1.620	 0.240	17.81	 1.22	16.21	15.38	15.25	 0.09	26.34	 0.35	       	     	     	     	0	  -3.581	  3.511	Gaia DR2 6756271869173461120
   39208	287.5275	-26.4472	-0.203	 0.088	-2.438	 0.168	-1.640	 0.153	16.79	 1.45	15.04	14.37	14.21	 0.15	26.48	 0.92	       	     	     	     	0	  -2.653	 -3.006	Gaia DR2 6763989684891762944
   39209	287.5278	-32.4171	-0.090	 0.087	-2.537	 0.144	-1.799	 0.134	16.33	 1.30	14.67	14.09	14.00	 0.10	27.00	 1.54	       	     	     	     	0	  -3.495	  2.904	Gaia DR2 6756370245408993920
   39210	287.5280	-27.0206	 0.030	 0.155	-2.785	 0.198	-1.682	 0.172	17.36	 1.33	15.86	15.06	14.91	 0.13	26.48	 1.72	       	     	     	     	0	  -2.735	 -2.438	Gaia DR2 6763112931745489024
   39211	287.5283	-30.6269	-0.053	 0.088	-2.608	 0.112	-1.566	 0.100	16.39	 1.47	14.49	13.82	13.74	 0.10	28.03	 0.12	       	     	     	     	0	  -3.243	  1.132	Gaia DR2 6759059783988498944
   39212	287.5284	-32.4123	-0.312	 0.112	-2.422	 0.213	-1.319	 0.210	17.36	 1.43	15.48	14.80	14.61	 0.10	26.34	 1.45	       	     	     	     	0	  -3.495	  2.900	Gaia DR2 6756370279768734336
   39213	287.5284	-31.9601	-0.012	 0.072	-2.480	 0.113	-1.508	 0.106	16.26	 1.43	14.43	13.77	13.60	 0.09	27.31	 1.09	       	     	     	     	0	  -3.431	  2.452	Gaia DR2 6757233598252856064
   39214	287.5294	-34.0641	-0.188	 0.214	-3.058	 0.358	-1.458	 0.319	17.92	 1.14	16.55	15.96	15.85	 0.08	27.45	 1.07	       	     	     	     	0	  -3.729	  4.535	Gaia DR2 6755650782543476608
   39215	287.5309	-33.7463	-0.105	 0.083	-2.803	 0.125	-1.393	 0.118	16.32	 1.40	14.48	13.88	13.75	 0.10	27.51	 0.08	       	     	     	     	0	  -3.685	  4.220	Gaia DR2 6755673739149598976
   39216	287.5311	-31.9745	-0.001	 0.066	-2.572	 0.103	-1.340	 0.100	16.08	 1.62	14.07	13.32	13.18	 0.09	27.31	 1.09	       	     	     	     	0	  -3.435	  2.466	Gaia DR2 6757230647619687808
   39217	287.5311	-32.3093	-0.052	 0.076	-2.598	 0.117	-1.279	 0.109	16.36	 1.55	14.36	13.68	13.44	 0.09	26.32	 1.46	       	     	     	     	0	  -3.483	  2.797	Gaia DR2 6756380377231446144
   39218	287.5315	-29.4111	 0.008	 0.044	-2.728	 0.065	-1.283	 0.057	14.91	 1.70	12.81	12.05	11.88	 0.14	25.94	 0.88	       	     	     	     	0	  -3.075	 -0.072	Gaia DR2 6759198361117019392
   39219	287.5315	-30.7488	-0.047	 0.065	-2.903	 0.093	-1.674	 0.083	15.96	 1.68	13.88	13.15	12.96	 0.09	26.57	 0.07	       	     	     	     	0	  -3.263	  1.252	Gaia DR2 6757369186086131456
   39220	287.5326	-33.5113	-0.086	 0.138	-2.791	 0.210	-1.623	 0.202	17.55	 1.30	15.87	14.86	14.57	 0.10	27.66	 0.22	       	     	     	     	0	  -3.654	  3.987	Gaia DR2 6755868696307112320
   39221	287.5338	-29.0774	 0.074	 0.058	-2.773	 0.084	-1.423	 0.072	15.55	 1.78	13.29	12.47	12.34	 0.13	28.55	 2.81	       	     	     	     	0	  -3.030	 -0.403	Gaia DR2 6762303377648351616
   39222	287.5340	-30.6645	-0.070	 0.075	-2.894	 0.115	-1.512	 0.105	16.44	 1.43	14.64	13.97	13.78	 0.10	28.03	 0.12	       	     	     	     	0	  -3.253	  1.169	Gaia DR2 6757557752330983936
   39223	287.5357	-30.3682	 0.055	 0.039	-2.964	 0.069	-1.695	 0.062	14.39	 2.04	11.95	11.06	10.86	 0.11	28.03	 1.18	       	     	     	     	0	  -3.213	  0.875	Gaia DR2 6759078995384859520
   39224	287.5358	-31.8198	-0.028	 0.061	-2.670	 0.103	-1.349	 0.100	15.93	 1.60	13.89	13.18	13.04	 0.09	28.04	 0.43	       	     	     	     	0	  -3.417	  2.312	Gaia DR2 6757237137306205440
   39225	287.5369	-29.5331	-0.015	 0.103	-2.452	 0.154	-1.307	 0.128	16.65	 1.36	14.95	14.28	14.19	 0.14	27.59	 2.69	       	     	     	     	0	  -3.096	  0.048	Gaia DR2 6759192172064639488
   39226	287.5372	-32.6531	-0.065	 0.066	-2.819	 0.108	-1.141	 0.094	16.05	 1.52	14.13	13.42	13.26	 0.09	28.25	 0.74	       	     	     	     	0	  -3.536	  3.137	Gaia DR2 6756354371209387008
   39227	287.5374	-33.2563	-0.065	 0.074	-2.952	 0.118	-1.389	 0.102	16.10	 1.56	14.11	13.44	13.29	 0.09	27.55	 0.15	       	     	     	     	0	  -3.622	  3.734	Gaia DR2 6756251669950577152
   39228	287.5385	-30.6284	 0.068	 0.047	-2.814	 0.076	-1.602	 0.065	14.96	 2.27	12.30	11.42	11.16	 0.10	28.03	 0.12	       	     	     	     	0	  -3.252	  1.132	Gaia DR2 6759059753931108480
   39229	287.5394	-30.7559	 0.026	 0.075	-2.605	 0.111	-1.359	 0.098	16.24	 1.63	14.15	13.41	13.26	 0.09	26.57	 0.07	       	     	     	     	0	  -3.271	  1.258	Gaia DR2 6757369117366645376
   39230	287.5408	-30.8233	-0.125	 0.205	-2.443	 0.290	-1.521	 0.274	17.97	 1.25	16.32	15.44	15.23	 0.09	26.57	 0.07	       	     	     	     	0	  -3.281	  1.325	Gaia DR2 6757367910481136640
   39231	287.5409	-28.3731	-0.078	 0.110	-2.501	 0.130	-1.479	 0.106	16.51	 1.55	14.55	13.88	13.70	 0.18	27.99	 1.70	       	     	     	     	0	  -2.937	 -1.101	Gaia DR2 6762409033846558336
   39232	287.5410	-27.7532	-0.007	 0.156	-2.107	 0.290	-1.206	 0.255	18.07	 1.29	16.48	15.52	15.12	 0.16	25.08	 3.76	       	     	     	     	0	  -2.849	 -1.715	Gaia DR2 6763004732928567808
   39233	287.5412	-31.9923	-0.067	 0.077	-2.340	 0.136	-1.246	 0.140	16.35	 1.57	14.38	13.67	13.50	 0.09	27.31	 1.09	       	     	     	     	0	  -3.446	  2.482	Gaia DR2 6757230544540460160
   39234	287.5419	-32.3794	 0.012	 0.050	-2.860	 0.078	-1.418	 0.071	15.23	 1.66	13.12	12.40	12.21	 0.09	26.32	 2.00	       	     	     	     	0	  -3.502	  2.865	Gaia DR2 6756376945557984128
   39235	287.5423	-30.6525	-0.096	 0.166	-2.449	 0.264	-1.307	 0.234	17.92	 1.18	16.51	15.68	15.32	 0.10	28.03	 0.12	       	     	     	     	0	  -3.259	  1.156	Gaia DR2 6759058963657349888
   39236	287.5425	-30.3274	-0.040	 0.083	-2.493	 0.146	-1.712	 0.127	16.62	 1.45	14.79	14.12	13.97	 0.11	28.03	 1.18	       	     	     	     	0	  -3.213	  0.834	Gaia DR2 6759079407701724928
   39237	287.5426	-29.5645	 0.024	 0.310	-2.181	 0.389	-1.222	 0.316	18.19	 1.28	16.80	15.88	15.32	 0.14	27.59	 2.69	       	     	     	     	0	  -3.106	  0.078	Gaia DR2 6759191862826950016
   39238	287.5427	-31.1622	-0.031	 0.149	-2.387	 0.300	-1.441	 0.259	17.83	 1.30	16.25	15.54	15.38	 0.10	27.84	 1.61	       	     	     	     	0	  -3.331	  1.660	Gaia DR2 6757341522196002432
   39239	287.5431	-30.6694	-0.153	 0.118	-2.257	 0.179	-1.179	 0.164	17.38	 1.22	15.79	15.04	14.86	 0.10	27.01	 1.53	       	     	     	     	0	  -3.262	  1.172	Gaia DR2 6757557679307066880
   39240	287.5431	-33.6886	-0.020	 0.162	-3.118	 0.238	-1.253	 0.232	17.82	 1.19	16.37	15.73	15.64	 0.11	27.55	 0.15	       	     	     	     	0	  -3.687	  4.161	Gaia DR2 6755677278202658560
   39241	287.5436	-30.5411	-0.083	 0.170	-2.292	 0.269	-1.196	 0.240	18.01	 1.26	16.46	15.79	15.66	 0.10	28.11	 0.50	       	     	     	     	0	  -3.244	  1.045	Gaia DR2 6759063602221824128
   39242	287.5438	-30.1449	 0.017	 0.088	-2.511	 0.167	-1.403	 0.125	16.10	 1.40	14.04	13.42	13.35	 0.11	26.75	 0.39	       	     	     	     	0	  -3.188	  0.653	Gaia DR2 6759090402818527104
   39243	287.5439	-26.3984	-0.016	 0.065	-2.904	 0.131	-1.566	 0.127	16.45	 1.57	14.48	13.72	13.65	 0.15	26.48	 0.92	       	     	     	     	0	  -2.661	 -3.056	Gaia DR2 6763991372815792640
   39244	287.5440	-32.3589	 0.047	 0.121	-2.798	 0.173	-1.165	 0.153	17.03	 1.49	15.11	14.42	14.26	 0.09	26.32	 2.00	       	     	     	     	0	  -3.500	  2.845	Gaia DR2 6756377117356681984
   39245	287.5441	-30.3760	 0.029	 0.072	-2.819	 0.138	-1.761	 0.118	16.59	 1.39	14.85	14.24	14.13	 0.11	28.03	 1.18	       	     	     	     	0	  -3.221	  0.882	Gaia DR2 6759078995384856576
   39246	287.5445	-32.1929	-0.072	 0.118	-2.548	 0.192	-1.521	 0.189	17.53	 1.31	15.79	15.20	15.07	 0.09	26.32	 1.46	       	     	     	     	0	  -3.477	  2.680	Gaia DR2 6756383542627817856
   39247	287.5447	-30.5119	 0.033	 0.043	-2.961	 0.070	-1.451	 0.062	15.38	 1.60	13.35	12.63	12.47	 0.11	28.11	 0.50	       	     	     	     	0	  -3.241	  1.016	Gaia DR2 6759063774020522368
   39248	287.5447	-34.1005	 0.021	 0.069	-2.646	 0.123	-1.538	 0.106	16.16	 1.59	14.19	13.44	13.25	 0.08	27.45	 1.07	       	     	     	     	0	  -3.747	  4.569	Gaia DR2 6755647728827218560
   39249	287.5459	-31.2611	-0.097	 0.095	-2.618	 0.166	-1.381	 0.148	16.95	 1.46	15.15	14.38	14.26	 0.10	26.76	 1.61	       	     	     	     	0	  -3.347	  1.758	Gaia DR2 6757336578694146048
   39250	287.5461	-30.3818	-0.025	 0.073	-2.801	 0.139	-1.065	 0.120	16.64	 1.40	14.88	14.21	14.15	 0.11	28.03	 1.18	       	     	     	     	0	  -3.224	  0.887	Gaia DR2 6759067205692441216
   39251	287.5476	-31.4286	-0.072	 0.047	-2.639	 0.114	-0.988	 0.081	14.96	 1.94	12.59	11.76	11.55	 0.09	28.18	 1.94	 144.97	 0.93	     	     	6	  -3.372	  1.923	Gaia DR2 6757264010926225280
   39252	287.5478	-31.2591	 0.026	 0.068	-2.763	 0.139	-1.619	 0.114	16.45	 1.51	14.56	13.89	13.80	 0.10	26.76	 1.61	       	     	     	     	0	  -3.349	  1.756	Gaia DR2 6757336574393268096
   39253	287.5481	-32.2284	 0.065	 0.059	-2.611	 0.083	-1.477	 0.077	15.43	 2.01	13.00	12.18	11.96	 0.09	26.32	 1.46	 129.07	 1.32	     	     	6	  -3.485	  2.715	Gaia DR2 6756382752353820800
   39254	287.5483	-31.6400	-0.064	 0.192	-2.297	 0.271	-1.048	 0.241	17.88	 1.20	16.55	15.78	15.41	 0.08	27.76	 0.82	       	     	     	     	0	  -3.403	  2.133	Gaia DR2 6757256761020975232
   39255	287.5483	-28.6372	-0.210	 0.278	-1.853	 0.432	-1.498	 0.427	18.09	 1.24	16.61	15.84	15.76	 0.16	26.35	 2.17	       	     	     	     	0	  -2.980	 -0.840	Gaia DR2 6762377697763988864
   39256	287.5490	-29.8003	 0.088	 0.058	-2.611	 0.100	-1.427	 0.090	15.87	 1.62	13.82	13.07	12.95	 0.12	27.17	 0.62	       	     	     	     	0	  -3.144	  0.311	Gaia DR2 6759169567655966720
   39257	287.5497	-29.8663	 0.007	 0.071	-2.795	 0.108	-1.633	 0.099	16.18	 1.50	14.22	13.59	13.43	 0.12	27.14	 0.04	       	     	     	     	0	  -3.154	  0.376	Gaia DR2 6759166166041817472
   39258	287.5497	-30.8486	 0.019	 0.073	-2.742	 0.111	-1.444	 0.107	15.87	 1.67	13.74	13.05	12.87	 0.09	26.57	 0.07	       	     	     	     	0	  -3.292	  1.349	Gaia DR2 6757366368587512576
   39259	287.5498	-29.6227	 0.042	 0.058	-2.658	 0.090	-1.576	 0.073	15.48	 1.71	13.30	12.55	12.38	 0.14	28.54	 1.41	       	     	     	     	0	  -3.120	  0.135	Gaia DR2 6759190836334149376
   39260	287.5500	-33.6267	 0.010	 0.043	-2.498	 0.067	-1.048	 0.059	14.76	 2.13	12.21	11.33	11.14	 0.11	27.55	 0.15	       	     	     	     	0	  -3.684	  4.099	Gaia DR2 6755679850884049920
   39261	287.5501	-31.5636	 0.087	 0.050	-2.563	 0.092	-1.309	 0.071	15.14	 1.63	13.10	12.36	12.22	 0.08	28.18	 0.74	       	     	     	     	0	  -3.393	  2.057	Gaia DR2 6757260574951965568
   39262	287.5503	-29.5373	 0.067	 0.074	-2.754	 0.109	-1.586	 0.093	16.07	 1.67	13.98	13.16	12.98	 0.14	27.59	 2.69	       	     	     	     	0	  -3.109	  0.051	Gaia DR2 6759192481302277760
   39263	287.5508	-32.5284	 0.005	 0.068	-2.709	 0.118	-1.219	 0.111	16.32	 1.53	14.41	13.71	13.55	 0.09	28.33	 0.85	       	     	     	     	0	  -3.530	  3.012	Gaia DR2 6756357326146913536
   39264	287.5512	-31.6527	-0.062	 0.085	-2.974	 0.135	-1.011	 0.117	16.41	 1.47	14.60	13.97	13.79	 0.08	28.18	 0.64	       	     	     	     	0	  -3.407	  2.145	Gaia DR2 6757256722357683840
   39265	287.5513	-31.2286	-0.005	 0.043	-2.912	 0.082	-1.268	 0.072	15.58	 1.72	13.41	12.66	12.45	 0.10	26.76	 1.61	 138.66	 1.25	     	     	6	  -3.347	  1.725	Gaia DR2 6757339666769851264
   39266	287.5523	-30.2405	-0.020	 0.199	-3.176	 0.381	-1.417	 0.325	17.73	 1.31	16.15	15.43	15.36	 0.11	28.08	 1.11	       	     	     	     	0	  -3.209	  0.747	Gaia DR2 6759086554527317888
