#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:26:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:26:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/145/101/catalog&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/145/101	    IVOID of underlying data collection
#INFO	creator=Karachentsev I.D.	    First author or institution
#INFO	cites=bibcode:2013AJ....145..101K	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51450101	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	Nd	(I3)	Number of data available for this galaxy (apparent magnitudes + velocities + kinematics + distances, in tables 3--6)	[ucd=meta.number]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	a26	(F6.2)	[0.1/645.65]? Major angular diameter (1)	[ucd=phys.angSize]
#Column	b/a	(F5.2)	[0/1]? Apparent axial ratio (1)	[ucd=phys.angSize;arith.ratio]
#Column	AB	(F5.2)	[0.01/7.88]? Galactic extinction in B band (2)	[ucd=phys.absorption.gal]
#Column	l_FUV	(A1)	[>] Lower limit flag on FUV	[ucd=meta.code.error]
#Column	FUV	(F5.2)	[8.21/24.56]? GALEX/FUV band magnitude (3)	[ucd=phot.mag;em.UV]
#Column	Bmag	(F5.2)	[-4.6/21.4]? Apparent integral B band magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	l_Hamag	(A1)	[>] Lower limit flag on Hamag	[ucd=meta.code.error]
#Column	Hamag	(F5.2)	[3.79/27.87]? Integral H{alpha} line emission magnitude (5)	[ucd=phot.flux;em.line.Halpha]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	f_Kmag	(A1)	[*] Estimated Kmag (7)	[ucd=meta.code]
#Column	l_HImag	(A1)	[>] Lower limit flag on HImag	[ucd=meta.code.error]
#Column	HImag	(F6.2)	[-3.35/21.5]? HI 21cm line magnitude (8)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	Mcl	(a5)	Dwarf galaxy morphology (BCD, HIcld, Im, Ir, S0em, Sm, Sph, Tr, dE, dEem, or dS0em) (11)	[ucd=src.morph.type]
#Column	Tdw	(A1)	Dwarf galaxy surface brightness morphology (H=high, N=normal, L=low, X=extremely low) (11)	[ucd=meta.code;src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	f_Dist	(A4)	Method used to obtain Dist (G1)	[ucd=meta.code]
#Column	A26	(F5.2)	? Major linear diameter (13)	[ucd=phys.size.diameter]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	ABi	(F5.2)	[0/1.25]? Internal B band extinction (15)	[ucd=phys.absorption;em.opt.B]
#Column	BMag	(F5.1)	[-21.8/-0.6]? Absolute B band magnitude (16)	[ucd=phys.magAbs;em.opt.B]
#Column	<Bmu>	(F4.1)	? Average B band surface brightness (17)	[ucd=phot.mag.sb;em.opt.B]
#Column	KLum	(F5.2)	[3.19/11.3]? log(luminosity) in Ks band (18)	[ucd=phys.luminosity;em.IR.K]
#Column	M26	(F5.2)	? log(mass) within Holmberg radius (19)	[ucd=phys.mass]
#Column	l_MHI	(A1)	[<] Upper limit flag on MHI	[ucd=meta.code.error]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti1	(F4.1)	[-3/6.5]? Tidal index {Theta}_1_ (22)	[ucd=src.class.struct]
#Column	MD	(a15)	Main disturber name (23)	[ucd=meta.id.assoc]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
#Column	Tij	(F5.2)	[-2.7/2.4]? Ks-density index {Theta}_j_ (25)	[ucd=src.class.struct]
#Column	K+04	(I3)	Cross-match with the Catalog of neighboring galaxies of Karachentsev et al. (2004, cat. J/AJ/127/2031) within 30"	[ucd=meta.ref.url]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
#Column	NEDname	(a29)	Simbad column added by the CDS	[ucd=meta.id]
recno	Name	Nd	RAJ2000	DEJ2000	a26	b/a	AB	l_FUV	FUV	Bmag	l_Hamag	Hamag	Kmag	f_Kmag	l_HImag	HImag	W50	TT	Mcl	Tdw	HRV	Dist	f_Dist	A26	i	vAmp	ABi	BMag	<Bmu>	KLum	M26	l_MHI	MHI	Vlg	Ti1	MD	Ti5	Tij	K+04	SimbadName	NEDname
     704	DDO169            	  8	13 15 30.7	+47 29 47	  2.95	 0.33	 0.04	 	15.79	14.46	 	18.81	12.17	 	 	 14.68	 48	10	Ir   	N	 262	 4.41	TRGB	 3.65	90	 20	 0.00	-13.8	25.3	 7.73	 8.22	 	 7.75	 348	 0.2	NGC4736        	 0.4	 1.42	  1	DDO169                       	DDO169
     705	KK193             	  3	13 15 31.2	+41 30 05	  0.56	 0.91	 0.07	 	24.26	18.70	 	     	16.29	*	 	      	   	10	Tr   	L	    	 8.90	mem 	 1.47	27	   	 0.00	-11.1	26.0	 6.70	     	 	     	    	 2.7	NGC5055        	 2.7	 1.74	  0	[KK98a] 193                  	[KK98a] 193
     706	NGC5055           	  8	13 15 49.3	+42 01 45	 16.22	 0.57	 0.08	 	12.47	 9.32	 	13.36	 5.61	 	 	 11.55	381	 4	     	 	 500	 8.99	TRGB	42.22	58	211	 0.45	-21.0	23.5	10.99	11.34	 	 9.62	 562	-0.1	NGC5194        	 0.1	-0.86	  0	NGC5055                      	NGC5055
     707	CGCG 189-050      	  2	13 17 04.9	+37 57 09	  0.85	 0.77	 0.06	 	     	15.60	 	     	13.20	*	 	      	   	 9	BCD  	N	 324	 5.04	h   	 1.25	45	   	 0.00	-13.0	23.8	 7.44	     	 	     	 368	 0.2	NGC4736        	 0.3	 1.41	  0	MCG+06-29-075                	MCG+06-29-075
     708	KK194             	  3	13 17 19.5	+44 23 48	  0.63	 0.58	 0.07	 	21.50	17.60	 	     	15.19	*	 	      	   	10	Ir   	L	    	10.00	txt 	 1.82	64	   	 0.00	-12.5	25.2	 7.24	     	 	     	    	-0.1	NGC5055        	 0.1	     	  0	[KK98a] 194                  	[KK98a] 194
     709	NGC5068           	  8	13 18 55.3	-21 02 21	 10.00	 0.88	 0.44	 	12.78	10.52	 	13.43	 7.55	 	 	 12.34	 74	 6	     	 	 668	 5.45	PNLF	17.33	29	 66	 0.03	-18.6	23.9	 9.78	 9.94	 	 8.87	 469	-0.1	NGC5236        	-0.1	-0.85	  1	NGC5068                      	NGC5068
     710	AGC732602         	  6	13 21 04.8	+24 08 36	  0.62	 0.43	 0.04	 	18.34	17.10	 	     	14.71	*	 	 17.63	 27	10	Ir   	N	 925	 7.20	TF  	 1.26	83	  6	 0.00	-12.2	24.6	 7.14	 6.72	 	 7.00	 908	-1.0	NGC4631        	-0.7	-1.95	  0	AGC732602                    	AGC732602
     711	KK195             	  8	13 21 08.2	-31 31 47	  0.71	 0.46	 0.27	 	18.94	17.10	>	25.37	14.50	 	 	 15.53	 24	10	Ir   	L	 572	 5.22	TRGB	 1.11	78	  3	 0.00	-11.8	24.8	 6.96	 5.93	 	 7.56	 345	 0.9	NGC5236        	 0.9	 1.62	  1	[KK98a] 195                  	[KK98a] 195
     712	[KK2000] 54       	  5	13 21 32.4	-31 53 11	  0.66	 0.68	 0.29	>	23.00	18.13	>	25.37	15.51	*	>	 19.70	   	10	Tr   	L	    	 4.60	mem 	 0.93	54	   	 0.00	-10.5	25.7	 6.44	     	<	 5.78	    	 0.9	NGC5236        	 1.0	 1.62	  1	[KK2000] 54                  	[KK2000] 54
     713	KK196             	  5	13 21 47.1	-45 03 48	  0.87	 0.77	 0.36	 	19.01	16.14	 	     	13.46	*	>	 18.10	   	10	Ir   	L	 741	 3.98	TRGB	 1.08	45	   	 0.00	-12.2	24.3	 7.14	     	<	 6.29	 490	 1.6	NGC5128        	 1.7	 1.91	  1	[KK98a] 196                  	[KK98a] 196
     714	NGC5102           	  7	13 21 57.8	-36 37 47	 13.49	 0.32	 0.24	 	     	10.28	 	16.99	 6.92	 	 	 12.48	204	 1	     	 	 464	 3.40	TRGB	13.44	90	 91	 0.46	-18.1	23.9	 9.63	10.11	 	 8.40	 227	 0.8	NGC5128        	 0.9	 1.90	  1	NGC5102                      	NGC5102
     715	KK197             	  5	13 22 01.8	-42 32 08	  1.58	 0.78	 0.66	>	23.00	15.68	>	25.37	10.98	*	>	 20.10	   	-3	Sph  	L	    	 3.87	TRGB	 2.15	48	   	 0.00	-12.9	25.1	 8.12	     	<	 5.47	    	 2.6	NGC5128        	 2.6	 1.92	  1	[KK98a] 197                  	[KK98a] 197
     716	[KK2000] 55       	  5	13 22 12.4	-42 43 51	  0.79	 0.88	 0.63	>	23.00	18.50	>	25.37	13.82	*	>	 18.00	   	-3	Sph  	X	    	 3.94	TRGB	 1.09	34	   	 0.00	-10.1	26.4	 7.00	     	<	 6.32	    	 2.0	NGC5128        	 2.1	 1.92	  1	[KK2000] 55                  	[KK2000] 55
     717	KK198             	  5	13 22 56.1	-33 34 22	  0.50	 0.83	 0.30	 	21.50	17.65	>	25.37	13.28	*	>	 19.60	   	-3	Tr   	L	    	 4.60	mem 	 0.73	41	   	 0.00	-11.0	24.7	 7.34	     	<	 5.82	    	 0.8	NGC5236        	 0.8	 1.62	  1	[KK98a] 198                  	[KK98a] 198
     718	AM1320-230        	  5	13 23 29.9	-23 23 35	  0.69	 0.57	 0.35	 	21.73	17.53	>	25.37	13.11	*	>	 19.70	   	-3	Tr   	L	    	 4.60	mem 	 1.00	77	   	 0.00	-11.1	25.2	 7.41	     	<	 5.78	    	 0.4	NGC5236        	 0.5	 1.65	  0	AM1320-230                   	AM1320-230
     719	KK200             	  8	13 24 36.0	-30 58 20	  1.10	 0.62	 0.30	 	18.64	16.67	 	23.00	13.42	 	 	 17.06	 17	10	Ir   	L	 494	 4.63	TRGB	 1.55	60	  3	 0.00	-12.0	25.3	 7.29	 6.18	 	 6.84	 271	 1.2	NGC5236        	 1.2	 1.62	  1	[KK98a] 200                  	[KK98a] 200
     720	NGC5128           	  8	13 25 28.9	-43 01 00	 34.67	 0.78	 0.50	 	12.85	 7.84	 	12.18	 3.94	 	 	 12.56	477	-2	     	 	 556	 3.75	TRGB	42.65	45	318	 0.25	-20.8	23.7	10.91	11.70	 	 8.46	 310	 0.7	NGC4945        	 1.0	 1.57	  1	NGC5128                      	NGC5128
     721	IC4247            	  8	13 26 44.4	-30 21 45	  1.66	 0.38	 0.27	 	16.48	14.41	 	19.49	11.25	 	 	 15.42	 33	10	Ir   	N	 420	 4.97	TRGB	 2.45	90	 11	 0.00	-14.3	23.9	 8.21	 7.53	 	 7.56	 200	 2.0	NGC5236        	 2.0	 1.65	  1	IC4247                       	IC4247
     722	KK203             	  4	13 27 28.1	-45 21 09	  0.50	 0.99	 0.44	>	23.00	17.70	 	     	14.95	*	>	 17.80	   	10	Tr   	L	    	 3.60	mem 	 0.58	 9	   	 0.00	-10.5	24.6	 6.46	     	<	 6.32	    	 2.0	NGC5128        	 2.1	 1.92	  1	[KK98a] 203                  	[KK98a] 203
     723	ESO324-024        	  8	13 27 37.4	-41 28 50	  3.31	 0.72	 0.47	 	15.32	12.91	 	16.54	10.35	 	 	 13.28	 80	 8	     	 	 514	 3.73	TRGB	 3.93	44	 50	 0.04	-15.5	23.8	 8.33	 9.06	 	 8.16	 272	 2.9	NGC5128        	 2.9	 1.92	  1	ESO324-024                   	ESO324-024
     724	CVnI              	  5	13 28 03.5	+33 33 21	 14.30	 0.61	 0.06	>	23.00	13.94	 	     	 9.79	*	>	 16.34	   	-3	Sph  	X	  31	 0.22	TRGB	 0.93	70	   	 0.00	 -7.9	28.3	 6.10	     	<	 4.50	  62	 1.5	Milky Way      	 1.6	 1.74	  0	CVn DWARF GALAXY             	CVn DWARF GALAXY
     725	LV J1328+4937     	  4	13 28 31.2	+49 37 38	  0.45	 0.55	 0.04	 	18.01	17.30	 	     	14.91	*	 	      	   	10	Ir   	N	 395	 8.02	mem 	 1.03	67	   	 0.00	-12.3	24.1	 7.16	     	 	     	 497	 0.9	NGC5194        	 1.1	 1.87	  0	[KMK2013] LV J1328+4937      	[KMK2013] LV J1328+4937
     726	PGC170257         	  7	13 29 21.0	-21 10 45	  0.93	 0.75	 0.46	 	17.55	15.33	 	     	12.60	 	 	 17.00	 50	 9	BCD  	H	 650	 6.50	mem 	 1.93	47	 28	 0.00	-14.2	23.5	 7.92	 8.26	 	 7.16	 457	-0.9	NGC5236        	-0.6	-1.86	  1	PGC170257                    	PGC170257
     727	NGC5204           	  8	13 29 36.4	+58 25 04	  5.13	 0.60	 0.05	 	13.02	11.73	 	15.01	 9.51	 	 	 12.66	115	 8	     	 	 201	 4.66	TRGB	 6.88	54	 62	 0.11	-16.8	23.7	 8.85	 9.49	 	 8.60	 339	-0.9	NGC4736        	-0.4	-0.70	  1	NGC5204                      	NGC5204
     728	NGC5194           	  8	13 29 52.7	+47 14 04	 15.85	 0.62	 0.15	 	11.34	 8.61	 	12.41	 5.50	 	 	 12.15	175	 5	     	 	 446	 8.40	SN  	39.25	53	 96	 0.21	-21.4	22.9	10.97	10.62	 	 9.32	 538	 0.0	NGC5195        	 0.4	 1.34	  0	NGC5194                      	NGC5194
     729	NGC5195           	  8	13 29 58.7	+47 16 05	  6.92	 0.92	 0.15	 	14.39	10.45	 	14.69	 6.25	 	 	 14.89	165	 0	     	 	 455	 7.66	SBF 	15.79	25	171	 0.06	-19.2	23.1	10.59	10.73	 	 8.14	 548	 0.4	NGC5194        	 0.5	 1.72	  1	NGC5195                      	NGC5195
     730	UGC08508          	  7	13 30 44.4	+54 54 36	  2.14	 0.59	 0.06	 	     	14.12	 	17.63	11.57	 	 	 14.73	 46	10	Ir   	N	  56	 2.69	TRGB	 1.66	63	 21	 0.00	-13.1	24.3	 7.55	 7.93	 	 7.30	 181	-0.8	MESSIER081     	-0.5	-0.88	  1	UGC08508                     	UGC08508
     731	AGC238890         	  5	13 32 30.3	+25 07 25	  0.83	 0.63	 0.06	 	     	16.60	 	     	14.20	*	 	 18.54	 20	 9	BCD  	N	 360	 6.80	TF  	 1.64	59	  3	 0.00	-12.6	24.8	 7.30	 6.21	 	 6.58	 356	-1.2	NGC4631        	-0.8	-2.11	  0	AGC238890                    	AGC238890
     732	UGCA361           	  3	13 32 36.2	+49 49 49	  0.98	 0.59	 0.03	 	21.82	16.70	 	     	12.57	*	 	      	   	-1	Tr   	L	    	 8.00	mem 	 2.24	63	   	 0.00	-12.9	25.2	 8.09	     	 	     	    	 0.8	NGC5194        	 1.0	 1.87	  0	UGCA361                      	UGCA361
     733	NGC5206           	  6	13 33 43.9	-48 09 04	  3.72	 0.86	 0.52	 	     	11.62	>	22.61	 8.48	 	>	 17.00	   	-3	     	 	 583	 3.47	TRGB	 4.35	37	   	 0.00	-16.6	22.9	 9.02	     	<	 6.61	 334	 1.0	NGC5128        	 1.3	 1.91	  1	NGC5206                      	NGC5206
     734	NGC5229           	  8	13 34 02.9	+47 54 55	  3.39	 0.13	 0.08	 	15.88	14.33	 	17.51	11.67	 	 	 14.16	126	 7	     	 	 359	 8.00	mem 	 7.39	90	 55	 0.33	-15.6	25.1	 8.47	 9.41	 	 8.47	 456	 1.1	NGC5194        	 1.4	 1.87	  1	NGC5229                      	NGC5229
     735	NGC5238           	  8	13 34 42.7	+51 36 50	  2.09	 0.82	 0.05	 	15.30	13.55	 	17.01	11.50	 	 	 15.54	 40	10	Ir   	N	 229	 4.51	TRGB	 2.75	39	 24	 0.00	-14.8	23.7	 8.02	 8.28	 	 7.42	 342	-0.4	NGC4736        	-0.2	-0.26	  1	NGC5238                      	NGC5238
     736	ESO270-017        	  7	13 34 47.3	-45 32 51	 15.85	 0.12	 0.48	 	     	11.71	 	15.56	 8.20	 	 	 12.11	147	 8	     	 	 827	 3.60	mem 	16.92	90	 64	 0.50	-17.1	25.4	 9.18	 9.91	 	 8.60	 583	 1.8	NGC5128        	 1.8	 1.91	  0	ESO270-017                   	ESO270-017
     737	UGCA365           	  8	13 36 30.8	-29 14 11	  1.58	 0.42	 0.23	 	18.00	15.49	 	23.66	12.64	 	 	 16.27	 31	10	Ir   	L	 577	 5.25	TRGB	 2.46	87	  9	 0.00	-13.3	24.9	 7.70	 7.38	 	 7.26	 367	 1.3	NGC5236        	 1.3	 1.65	  1	UGCA365                      	UGCA365
     738	KK208             	  5	13 36 35.5	-29 34 15	  5.89	 0.42	 0.19	 	23.72	14.30	>	25.37	10.03	*	>	 17.60	   	-3	Sph  	X	    	 4.68	TRGB	 8.19	90	   	 0.00	-14.2	26.6	 8.65	     	<	 6.63	    	 1.7	NGC5236        	 1.7	 1.61	  1	[KK98a] 208                  	[KK98a] 208
     739	MCG +08-25-028    	  3	13 36 44.8	+44 35 57	  0.95	 0.52	 0.07	 	17.88	15.90	 	     	13.49	*	 	      	   	10	Ir   	N	 480	 7.74	h   	 2.13	70	   	 0.00	-13.6	24.3	 7.70	     	 	     	 565	 0.8	NGC5195        	 1.0	 1.87	  0	MCG +08-25-028               	MCG +08-25-028
     740	NGC5236           	  8	13 37 00.1	-29 52 04	 18.62	 0.89	 0.28	 	10.65	 8.20	 	11.66	 4.62	 	 	  9.30	261	 5	     	 	 519	 4.92	TRGB	28.19	28	254	 0.10	-20.6	22.9	10.86	11.32	 	10.00	 307	-0.5	KK208          	 0.0	-0.01	  1	NGC5236                      	NGC5236
     741	HIDEEP J1337-33   	  7	13 37 00.6	-33 21 47	  0.20	 0.95	 0.21	 	19.45	17.30	>	24.25	14.76	*	 	 17.35	 20	10	Ir   	N	 591	 4.37	TRGB	 0.26	20	  7	 0.00	-11.1	22.3	 6.70	 6.21	 	 6.67	 371	 0.5	NGC5236        	 0.7	 1.95	  1	HIDEEP J1337-3320            	HIDEEP J1337-3320
     742	ESO444-084        	  8	13 37 20.2	-28 02 46	  1.35	 0.77	 0.30	 	16.56	15.06	 	18.61	12.60	 	 	 14.41	 56	10	Ir   	N	 587	 4.61	TRGB	 1.91	45	 34	 0.00	-13.6	24.2	 7.61	 8.40	 	 7.90	 380	 1.3	NGC5236        	 1.4	 1.62	  1	ESO444-084                   	ESO444-084
     743	HIPASS J1337-39   	  8	13 37 25.1	-39 53 52	  0.52	 0.83	 0.32	 	17.82	16.50	>	24.25	13.80	 	 	 15.35	 37	10	Ir   	N	 492	 4.83	TRGB	 0.78	38	 22	 0.00	-12.2	23.5	 7.17	 7.65	 	 7.56	 258	 0.1	NGC5236        	 0.3	 1.62	  1	HIPASS J1337-39              	HIPASS J1337-39
     744	NGC5237           	  8	13 37 38.9	-42 50 51	  2.00	 0.84	 0.41	 	16.37	13.23	 	17.30	 9.85	 	 	 14.73	 77	 9	BCD  	H	 361	 3.40	TRGB	 2.14	37	 56	 0.03	-14.9	23.1	 8.45	 8.89	 	 7.50	 122	 1.2	NGC5128        	 1.3	 1.92	  1	NGC5237                      	NGC5237
     745	UGC08638          	  8	13 39 19.4	+24 46 33	  1.66	 0.67	 0.06	 	15.89	14.47	 	18.05	11.53	 	 	 16.29	 31	10	Ir   	N	 276	 4.27	TRGB	 2.05	55	 11	 0.00	-13.7	24.1	 7.96	 7.50	 	 7.08	 275	-0.2	NGC4826        	-0.1	 1.23	  1	UGC08638                     	UGC08638
     746	DDO181            	  8	13 39 53.8	+40 44 21	  2.40	 0.57	 0.03	 	15.65	14.22	 	17.82	11.85	 	 	 14.90	 39	10	Ir   	N	 214	 3.01	TRGB	 2.06	65	 16	 0.00	-13.2	24.7	 7.53	 7.81	 	 7.33	 284	-1.1	NGC4736        	-0.6	-0.09	  1	DDO181                       	DDO181
     747	NGC5253           	  8	13 39 55.8	-31 38 24	  6.92	 0.38	 0.24	 	12.82	10.87	 	13.21	 8.29	 	 	 13.74	 67	 8	     	 	 407	 3.56	TRGB	 7.27	69	 31	 0.00	-17.1	23.5	 9.11	 8.91	 	 7.94	 193	 0.3	NGC5128        	 0.6	 1.70	  1	NGC5253                      	NGC5253
     748	IC4316            	  8	13 40 18.1	-28 53 40	  2.04	 0.63	 0.24	 	16.56	14.56	 	18.70	10.96	 	 	 16.43	 22	10	Ir   	N	 576	 4.41	TRGB	 2.71	59	  3	 0.00	-13.9	24.6	 8.22	 6.43	 	 7.05	 369	 0.7	NGC5236        	 0.9	 1.62	  1	IC4316                       	IC4316
     749	NGC5264           	  8	13 41 37.0	-29 54 50	  3.47	 0.60	 0.22	 	15.34	12.60	 	17.13	 9.50	 	 	 14.99	 35	 8	     	 	 478	 4.53	TRGB	 4.69	54	 15	 0.00	-15.9	23.8	 8.83	 8.10	 	 7.65	 269	 1.1	NGC5236        	 1.2	 1.62	  1	NGC5264                      	NGC5264
     750	[KK2000] 57       	  3	13 41 38.1	-42 34 55	  0.55	 0.87	 0.39	 	     	18.10	 	     	13.64	*	>	 17.80	   	-3	Sph  	L	    	 3.93	TRGB	 0.70	36	   	 0.00	-10.3	25.3	 7.06	     	<	 6.40	    	 1.7	NGC5128        	 1.7	 1.92	  1	[KK2000] 57                  	[KK2000] 57
     751	KK211             	  6	13 42 05.6	-45 12 18	  1.20	 0.87	 0.48	>	23.00	16.32	>	25.37	11.78	*	>	 19.20	   	-2	Sph  	L	 600	 3.58	TRGB	 1.41	34	   	 0.00	-11.9	25.1	 7.72	     	<	 5.76	 360	 1.6	NGC5128        	 1.8	 1.92	  1	[KK98a] 211                  	[KK98a] 211
     752	LV J1342+4840     	  2	13 42 20.1	+48 40 57	  0.78	 0.69	 0.04	 	     	16.30	 	     	13.91	*	 	      	   	 9	Im   	N	 438	 7.44	h   	 1.68	53	   	 0.00	-13.1	24.3	 7.49	     	 	     	 543	 0.8	NGC5195        	 1.0	 1.80	  0	[KMK2013] LV J1342+4840      	[KMK2013] LV J1342+4840
     753	DDO182            	  7	13 42 32.6	+39 39 30	  1.32	 0.74	 0.04	 	16.07	15.69	 	18.86	13.30	*	 	 15.49	 38	10	Ir   	N	 663	 8.90	TF  	 3.40	48	 19	 0.00	-14.1	24.9	 7.89	 8.16	 	 8.03	 730	 0.2	NGC5055        	 0.4	 1.74	  0	DDO182                       	DDO182
     754	KK213             	  4	13 43 35.8	-43 46 09	  0.48	 0.50	 0.42	 	     	18.00	>	25.37	13.52	*	>	 17.80	   	-3	Sph  	L	    	 3.63	TRGB	 0.56	90	   	 0.00	-10.2	24.8	 7.04	     	<	 6.33	    	 1.8	NGC5128        	 1.8	 1.92	  1	[KK98a] 213                  	[KK98a] 213
     755	ESO325-011        	  7	13 45 00.8	-41 51 32	  3.16	 0.48	 0.38	 	     	14.02	 	16.39	11.32	 	 	 13.82	 58	10	Ir   	L	 544	 3.40	TRGB	 3.30	75	 26	 0.00	-14.0	24.9	 7.86	 8.40	 	 7.87	 311	 1.1	NGC5128        	 1.2	 1.92	  1	ESO325-011                   	ESO325-011
     756	[KK2000] 58       	  4	13 46 00.8	-36 19 44	  0.93	 0.70	 0.27	 	     	17.41	>	25.37	13.06	*	>	 19.70	   	-3	Sph  	L	    	 3.60	mem 	 1.04	58	   	 0.00	-10.6	25.8	 7.21	     	<	 5.56	    	 0.8	NGC5128        	 1.1	 1.92	  1	[KK2000] 58                  	[KK2000] 58
     757	KK217             	  3	13 46 17.2	-45 41 05	  0.65	 0.83	 0.52	 	     	17.57	 	     	12.99	*	>	 20.90	   	-3	Sph  	L	    	 3.84	TRGB	 0.83	41	   	 0.00	-10.9	25.1	 7.30	     	<	 5.14	    	 1.4	NGC5128        	 1.5	 1.92	  1	[KK98a] 217                  	[KK98a] 217
     758	KK218             	  5	13 46 39.5	-29 58 45	  0.81	 0.45	 0.26	>	23.00	17.60	>	25.37	13.26	*	>	 20.90	   	-3	Sph  	L	    	 4.60	mem 	 1.14	90	   	 0.00	-11.0	25.6	 7.34	     	<	 5.30	    	 1.2	NGC5236        	 1.4	 1.62	  1	[KK98a] 218                  	[KK98a] 218
     759	ESO174-001        	  6	13 47 57.7	-53 21 04	  2.45	 0.43	 2.13	 	     	14.20	 	     	11.50	 	 	 13.18	 71	10	Ir   	L	 686	 3.60	TF  	 3.94	83	 31	 0.00	-15.7	23.6	 7.90	 8.64	 	 8.17	 438	 0.6	NGC4945        	 0.8	 1.90	  1	ESO174-001                   	ESO174-001
     760	CenN              	  3	13 48 09.2	-47 33 54	  0.76	 0.78	 0.61	 	     	17.50	 	     	12.84	*	>	 17.80	   	-3	Sph  	L	    	 3.66	TRGB	 0.96	48	   	 0.00	-10.9	25.3	 7.32	     	<	 6.34	    	 1.1	NGC5128        	 1.3	 1.91	  1	Cen N                        	Cen N
     761	HIPASS J1348-37   	  6	13 48 33.9	-37 58 03	  0.47	 0.80	 0.33	 	     	17.60	 	     	14.90	 	 	 16.40	 39	10	Ir   	L	 582	 5.75	TRGB	 0.83	41	 23	 0.00	-11.5	24.4	 6.88	 7.69	 	 7.29	 359	-0.3	NGC5236        	-0.1	-1.45	  1	HIPASS J1348-37              	HIPASS J1348-37
     762	KK221             	  4	13 48 46.4	-46 59 49	  1.51	 0.67	 0.60	 	     	17.30	 	     	14.40	*	>	 17.80	   	10	Ir   	L	 507	 3.98	TRGB	 1.96	55	   	 0.00	-11.3	26.5	 6.77	     	<	 6.41	 268	 1.0	NGC5128        	 1.1	 1.91	  1	[KK98a] 221                  	[KK98a] 221
     763	ESO383-087        	  8	13 49 18.8	-36 03 41	  5.62	 0.80	 0.31	 	13.69	11.00	 	15.21	 8.20	 	 	 13.81	 33	 8	     	 	 326	 3.45	TRGB	 5.98	37	 18	 0.00	-17.0	23.2	 9.12	 8.36	 	 7.88	 108	 0.6	NGC5128        	 0.8	 1.71	  1	ESO383-087                   	ESO383-087
