#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/511/139&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75110139
#Name: J/MNRAS/511/139
#Title: CRDs galaxies candidates in SDSS-IV MaNGA (Bevacqua+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/511/139	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/511/139	    IVOID of underlying data collection
#INFO	creator=Bevacqua D.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.511..139B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/511/139	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75110139	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-07-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_511_139_table1:
#Name: J/MNRAS/511/139/table1
#Title: Properties of Counter-Rotating stellar Disks galaxy candidates
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MaNGAId	(A8)	MaNGA-ID associated with a unique MaNGA galaxy (MaNGA-ID)	[ucd=meta.id;meta.main]
#Column	DR15	(A4)	Link to see the MaNGA DR15 catalog	[ucd=meta.ref.url]
#Column	n_MaNGAId	(I1)	[1/2]? Note on MaNGAId objects (1)	[ucd=meta.note]
#Column	Mtype	(A2)	Galaxy Hubble morphology (Morphology) (2)	[ucd=src.morph.type]
#Column	logM*	(F5.2)	Stellar mass taken from Graham et al. 2019arXiv191005139G (log10M*)	[ucd=phys.mass]
#Column	Pth50	(F5.2)	Elliptical Petrosian 50 per cent light radius in SDSS r-band (Re)	[ucd=phys]
#Column	DPA	(F5.1)	? Difference of the kinematic position angles between the stellar and the gas velocity fields ({Delta}PA) (3)	[ucd=pos.posAng]
#Column	n_DPA	(A5)	Note on DPA (star/gas_alignment) (4)	[ucd=meta.note]
#Column	Pop	(A5)	[young old nan] Correspond to the corotation of the gaseous disk with the younger or older disk (star/gas_vs.pop)	[ucd=src.class]
#Column	logAge	(F5.2)	Luminosity weighted mean age within 1 R_e_ as in the equation 8 of the section 4.1 Stellar population maps (log10<Age>)	[ucd=phys.luminosity;stat.mean]
#Column	[M/H]	(F5.2)	Luminosity weighted mean metallicity within 1 R_e_ as in the equation 9 of the section 4.1 Stellar population maps (<[M/H]>)	[ucd=phys.luminosity;stat.mean]
#Column	GradAge	(F5.2)	Gradient of Age (GradAge) (5)	[ucd=time.age]
#Column	Grad[M/H]	(F5.2)	Gradient of metallicity (Grad[M/H]) (5)	[ucd=arith.grad;phys.abund]
#Column	Modality	(A5)	Modality of the weights maps from regularized fits (Modality) (6)	[ucd=src.class]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Positions from MaNGA catalog DR15 Cat. J/AJ/154/86 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from MaNGA catalog DR15 Cat. J/AJ/154/86 (declination part)	[ucd=pos.eq.dec;meta.main]
recno	MaNGAId	DR15	n_MaNGAId	Mtype	logM*	Pth50	DPA	n_DPA	Pop	logAge	[M/H]	GradAge	Grad[M/H]	Modality	Simbad	_RA	_DE
    3391	1-314332 	DR15	Y	S0  	F	R   	 0.268	 0.320	10.29	 1.81	224.43779	+33.16563
    3392	1-314067 	DR15	Y	E   	S	NR  	 0.042	 0.017	10.87	 2.15	221.66642	+33.40123
    3393	1-262307 	DR15	Y	E   	S	NR  	 0.035	 0.100	11.81	 2.38	223.78025	+34.84333
    3394	1-314447 	DR15	Y	E   	S	M/CP	 0.091	 0.060	11.98	 2.48	222.69173	+33.13699
    3395	1-314059 	DR15	Y	E   	F	R   	 0.452	 0.220	11.55	 2.33	221.66654	+33.30122
    3396	1-593543 	DR15	Y	S0  	F	R   	 0.714	 0.122	10.99	 1.97	223.77921	+33.72445
    3397	1-314241 	DR15	Y	E   	F	R   	 0.136	 0.112	11.57	 2.29	221.40348	+34.31088
    3398	1-314639 	DR15	N	U   	S	M/CP	 0.073	 0.220	11.64	 2.39	224.51918	+34.12234
    3399	1-262322 	DR15	Y	S0  	F	R   	 0.839	 0.282	11.40	 2.09	224.02453	+34.48183
    3400	1-314386 	DR15	Y	S0  	F	R   	 0.881	 0.741	12.04	 2.31	224.00770	+33.04136
    3401	1-269031 	DR15	Y	E   	S	NR  	 0.148	 0.331	11.26	 2.18	244.64650	+29.81732
    3402	1-633871 	DR15	Y	E   	S	    	      	 0.184	 9.82	     	244.56538	+29.64843
    3403	1-272054 	DR15	N	M/CP	S	R   	 0.169	 0.394	11.49	 2.30	245.82499	+30.26316
    3404	1-272047 	DR15	Y	S0  	F	R   	 0.722	 0.212	10.99	 1.88	245.87736	+30.19769
    3405	1-272575 	DR15	Y	S0  	F	R   	 0.861	 0.431	10.56	 1.90	246.25959	+30.11014
    3406	1-272055 	DR15	Y	S0  	F	R   	 0.175	 0.497	 9.56	 1.79	245.82808	+30.46702
    3407	1-324033 	DR15	Y	S   	F	R   	 0.741	 0.076	10.65	 1.74	246.35820	+30.30945
    3408	1-272473 	DR15	Y	S0  	F	R   	 0.652	 0.716	10.97	 2.16	246.41772	+29.14761
    3409	1-594452 	DR15	N	M/CP	F	R   	 0.714	 0.107	11.26	 2.04	246.31619	+30.32414
    3410	1-272470 	DR15	Y	S0  	F	R   	 0.663	 0.358	10.99	 2.27	246.61103	+29.01497
    3411	1-561297 	DR15	Y	E   	F	R   	 0.434	 0.116	11.57	 2.34	246.66996	+27.77754
    3412	1-269401 	DR15	N	M/CP	S	M/CP	 0.210	 0.456	12.12	 2.44	245.43790	+28.43028
    3413	1-269577 	DR15	Y	S0  	F	R   	 0.753	 0.556	11.52	 2.29	245.06667	+29.48872
    3414	1-272639 	DR15	Y	S   	F	R   	 0.671	 0.338	11.51	 2.03	247.36127	+29.54113
    3415	1-272088 	DR15	N	M/CP	S	CR  	 0.110	 0.317	12.33	 2.44	245.12971	+29.89102
    3416	1-272496 	DR15	Y	S   	F	R   	 0.700	 0.313	 9.54	 1.67	245.97119	+29.42485
    3417	1-94748  	DR15	Y	S   	F	R   	 0.704	 0.369	10.21	 1.89	249.52508	+43.82612
    3418	1-568997 	DR15	Y	S   	F	R   	 0.504	 0.013	11.41	 1.94	249.83895	+45.09920
    3419	1-94765  	DR15	Y	E   	S	NR  	 0.057	 0.163	11.46	 2.28	249.27465	+44.26975
    3420	1-94696  	DR15	Y	S0  	F	R   	 0.695	 0.351	11.16	 2.11	251.45849	+43.86647
    3421	1-94584  	DR15	Y	E   	S	NR  	 0.118	 0.245	 9.95	 1.81	250.16267	+43.34609
    3422	1-94786  	DR15	Y	E   	F	R   	 0.362	 0.266	10.91	 2.17	249.25821	+44.33560
    3423	1-94783  	DR15	Y	S   	F	R   	 0.549	 0.050	10.95	 1.84	249.34435	+44.34712
    3424	1-94794  	DR15	Y	I   	F	R   	 0.755	 0.527	10.83	 2.08	249.23399	+44.37902
    3425	1-94773  	DR15	Y	E   	S	2S  	 0.039	 0.304	10.56	 1.94	249.30243	+44.08551
    3426	1-94784  	DR15	N	S   	F	R   	 0.421	 0.434	11.34	 2.01	249.31842	+44.41823
    3427	1-93793  	DR15	Y	E   	F	R   	 0.485	 0.411	11.53	 2.35	249.07453	+44.13572
    3428	1-594582 	DR15	Y	S0  	F	R   	 0.669	 0.634	11.03	 2.29	248.94556	+44.41558
    3429	1-94690  	DR15	Y	S0  	F	R   	 0.255	 0.541	10.56	 2.10	251.37791	+43.58164
    3430	1-94746  	DR15	Y	I   	F	R   	 0.490	 0.154	 9.72	 1.57	249.85662	+44.06544
    3431	1-94785  	DR15	Y	S0  	F	R   	 0.757	 0.615	10.85	 2.10	249.39092	+44.87079
    3432	1-94717  	DR15	Y	S0  	F	R   	 0.619	 0.461	11.32	 2.27	250.73462	+43.99690
    3433	1-94720  	DR15	Y	S0  	F	R   	 0.337	 0.341	10.86	 1.88	250.86361	+43.35318
    3434	1-272287 	DR15	Y	S   	F	R   	 0.828	 0.275	11.32	 2.09	243.93592	+31.96395
    3435	1-272321 	DR15	Y	S0  	F	R   	 0.755	 0.716	10.54	 1.95	243.90739	+31.32130
    3436	1-272315 	DR15	Y	S0  	F	R   	 0.823	 0.583	10.53	 1.93	243.98368	+31.40677
    3437	1-272361 	DR15	Y	S0  	F	R   	 0.970	 0.032	10.42	 1.59	245.40278	+30.86956
    3438	1-272360 	DR15	Y	S0  	F	R   	 0.629	 0.133	10.85	 1.79	245.46913	+30.78785
    3439	1-323794 	DR15	N	S0  	F	R   	 0.584	 0.590	10.89	 1.85	245.34665	+32.34901
    3440	1-633856 	DR15	Y	I   	F	NR  	 0.238	 0.302	 9.89	 1.61	244.38849	+31.57767
    3441	1-323888 	DR15	Y	E   	F	R   	 1.074	 0.129	 9.81	 1.93	245.68663	+32.65916
    3442	1-323766 	DR15	Y	E   	S	2S  	 0.072	 0.221	10.16	 1.87	246.17600	+32.06437
    3443	1-272400 	DR15	Y	S   	F	R   	 0.514	 0.109	11.30	 2.01	246.03592	+30.95249
    3444	1-323886 	DR15	Y	S0  	F	R   	 0.495	 0.574	10.61	 2.01	245.14186	+32.93493
    3445	1-323764 	DR15	Y	S0  	F	2S  	 0.141	 0.214	 9.94	 1.74	246.05405	+31.87586
    3446	1-633947 	DR15	Y	E   	F	R   	 0.175	 0.240	11.72	 2.41	246.17569	+30.76438
    3447	1-272080 	DR15	Y	S0  	F	R   	 0.813	 0.636	10.87	 2.10	245.21944	+30.46488
    3448	1-323775 	DR15	Y	S0  	F	R   	 0.507	 0.198	11.01	 2.02	245.74950	+32.01424
    3449	1-323774 	DR15	Y	S0  	F	R   	 0.299	 0.364	 9.42	 1.73	245.68583	+32.21666
    3450	1-323813 	DR15	Y	S0  	F	R   	 0.594	 0.354	 9.85	 1.70	245.25878	+31.75568
    3451	1-269179 	DR15	Y	S   	F	R   	 0.816	 0.047	10.94	 1.93	242.10096	+29.75483
    3452	1-633759 	DR15	Y	S   	F	R   	 0.855	 0.316	11.00	 2.06	242.97507	+30.33278
    3453	1-269279 	DR15	Y	S0  	F	R   	 0.839	 0.651	10.92	 2.10	243.40039	+30.16209
    3454	1-633815 	DR15	Y	S   	F	R   	 0.918	 0.068	11.05	 2.04	243.61579	+29.97383
    3455	1-269070 	DR15	Y	S   	F	R   	 0.827	 0.402	11.25	 2.06	243.24413	+29.55660
    3456	1-269227 	DR15	Y	E   	F	R   	 0.245	 0.252	10.76	 2.34	242.66982	+30.25514
    3457	1-269500 	DR15	Y	E   	F	R   	 0.369	 0.384	11.91	 2.50	243.37531	+29.14339
    3458	1-269212 	DR15	Y	S0  	F	R   	 0.888	 0.328	10.85	 2.11	242.48736	+30.10653
    3459	1-272175 	DR15	Y	E   	S	NR  	 0.034	 0.019	11.75	 2.38	243.73747	+30.75408
    3460	1-594318 	DR15	Y	E   	S	CR  	 0.034	 0.108	12.13	 2.53	242.99221	+29.83854
    3461	1-594335 	DR15	Y	E   	S	NR  	 0.030	 0.291	11.79	 2.47	243.14804	+29.48478
    3462	1-269081 	DR15	Y	S0  	F	R   	 0.877	 0.418	10.33	 1.84	243.10149	+29.40547
    3463	1-269491 	DR15	Y	S0  	F	R   	 0.648	 0.517	10.83	 2.04	243.22211	+29.41848
    3464	1-269085 	DR15	Y	S   	F	R   	 0.592	 0.126	11.83	 2.28	243.14678	+29.36508
    3465	1-269331 	DR15	Y	E   	F	R   	 0.248	 0.102	11.78	 2.38	243.76657	+30.07963
    3466	1-296824 	DR15	Y	S   	F	R   	 0.741	 0.100	11.38	 1.90	243.02559	+28.49887
    3467	1-561325 	DR15	Y	S0  	F	R   	 0.592	 0.306	11.58	 2.27	243.04692	+29.57411
    3468	1-94514  	DR15	Y	E   	S	NR  	 0.088	 0.252	11.76	 2.34	248.24118	+42.52467
    3469	1-135235 	DR15	Y	E   	F	R   	 0.372	 0.292	10.00	 1.75	246.66811	+42.02675
    3470	1-135239 	DR15	Y	S0  	F	R   	 0.711	 0.055	10.35	 1.80	246.48724	+41.52206
    3471	1-135193 	DR15	Y	E   	F	R   	 0.226	 0.103	11.08	 2.27	246.95964	+40.93745
    3472	1-135134 	DR15	Y	E   	F	R   	 0.593	 0.061	10.84	 2.06	247.22562	+40.86661
    3473	1-135117 	DR15	Y	S0  	F	R   	 0.530	 0.385	11.27	 2.28	246.93995	+41.07271
    3474	1-135086 	DR15	Y	E   	F	R   	 0.453	 0.197	11.22	 2.29	247.16491	+41.11103
    3475	1-135091 	DR15	Y	E   	F	R   	 0.700	 0.277	11.15	 2.22	247.11485	+41.16100
    3476	1-135157 	DR15	Y	S0  	F	R   	 0.714	 0.510	11.02	 2.25	247.04132	+40.69560
    3477	1-135142 	DR15	N	S0  	F	NR  	 0.286	 0.494	 9.96	 1.55	246.80133	+40.97365
    3478	1-135152 	DR15	N	I   	F	R   	 0.786	 0.158	 9.96	 1.45	246.88761	+41.13851
    3479	1-135115 	DR15	Y	S0  	F	R   	 0.441	 0.460	10.18	 1.83	246.90005	+41.16377
    3480	1-633990 	DR15	Y	S0  	F	R   	 0.799	 0.448	10.84	 1.89	247.30412	+41.15087
    3481	1-135095 	DR15	Y	S0  	F	R   	 0.878	 0.362	10.57	 1.83	247.24529	+41.25525
    3482	1-135093 	DR15	Y	S   	F	R   	 0.406	 0.213	11.31	 1.81	247.25172	+41.28426
    3483	1-211059 	DR15	Y	S0  	F	R   	 0.563	 0.355	11.17	 2.20	246.99676	+40.49729
    3484	1-211028 	DR15	Y	S0  	F	R   	 0.212	 0.070	11.05	 2.10	246.59134	+40.91184
    3485	1-594453 	DR15	N	U   	F	R   	 0.559	 0.023	10.60	 1.79	246.39291	+41.68139
    3486	1-135244 	DR15	Y	E   	F	R   	 0.208	 0.450	11.19	 2.33	246.90712	+42.63823
    3487	1-633969 	DR15	Y	E   	S	NR  	 0.038	 0.248	11.66	 2.36	246.85514	+42.67971
    3488	1-135227 	DR15	Y	S0  	F	R   	 0.844	 0.405	10.40	 1.88	246.70439	+42.67890
    3489	1-134695 	DR15	Y	S0  	F	R   	 0.735	 0.743	10.15	 1.89	247.21603	+42.76689
    3490	1-135285 	DR15	Y	S   	F	R   	 0.873	 0.345	11.19	 2.08	247.21695	+42.81201
    3491	1-209823 	DR15	Y	S0  	F	R   	 0.790	 0.332	10.37	 1.79	238.94851	+44.66854
    3492	1-209744 	DR15	Y	I   	F	NR  	 0.169	 0.053	10.13	 1.64	240.10344	+43.93435
    3493	1-134620 	DR15	Y	S0  	F	M/CP	 0.386	 0.276	10.79	 2.12	242.81922	+45.12132
    3494	1-210186 	DR15	Y	S0  	F	R   	 0.830	 0.214	11.23	 1.99	241.15098	+43.87979
    3495	1-209722 	DR15	Y	S0  	F	R   	 0.564	 0.390	10.06	 1.81	240.61827	+44.54145
    3496	1-209707 	DR15	Y	S0  	F	R   	 0.756	 0.026	10.42	 1.91	241.02907	+44.54976
    3497	1-209803 	DR15	Y	S0  	F	R   	 0.962	 0.547	10.35	 1.78	239.25690	+45.03016
    3498	1-209786 	DR15	Y	E   	F	R   	 0.635	 0.319	11.55	 2.39	239.73669	+44.76438
    3499	1-209772 	DR15	N	E   	F	R   	 0.353	 0.256	11.28	 2.26	239.97495	+44.70899
    3500	1-209770 	DR15	Y	S0  	F	R   	 0.751	 0.238	10.17	 1.71	239.92875	+44.90873
    3501	1-209952 	DR15	Y	S0  	F	R   	 0.367	 0.156	10.47	 1.70	239.90659	+45.16193
    3502	1-209939 	DR15	Y	S0  	F	R   	 0.653	 0.245	10.00	 1.74	238.93354	+45.13317
    3503	1-209728 	DR15	Y	S0  	F	R   	 0.655	 0.297	10.40	 1.90	240.58557	+44.47018
    3504	1-209935 	DR15	Y	E   	S	R   	 0.082	 0.295	11.79	 2.37	239.16456	+45.54078
    3505	1-209706 	DR15	Y	E   	S	R   	 0.084	 0.147	11.79	 2.35	241.39815	+44.20613
    3506	1-321655 	DR15	Y	S0  	F	R   	 0.736	 0.352	11.69	 2.25	221.97538	+46.51493
    3507	1-576439 	DR15	N	E   	S	F   	 0.093	 0.294	11.36	 2.29	222.98101	+46.74841
    3508	1-321841 	DR15	N	S0  	F	R   	 0.812	 0.572	10.10	 1.78	224.36159	+45.82142
    3509	1-576412 	DR15	Y	E   	S	NR  	 0.057	 0.233	11.59	 2.34	222.22162	+47.53894
    3510	1-576436 	DR15	Y	S   	F	R   	 0.774	 0.329	11.40	 2.01	224.01818	+45.40527
    3511	1-198036 	DR15	N	S0  	F	NR  	 0.097	 0.468	 9.67	 1.70	222.53845	+47.31693
    3512	1-321823 	DR15	Y	E   	F	R   	 0.663	 0.272	12.01	 2.29	223.21854	+45.23480
    3513	1-321684 	DR15	Y	S0  	F	R   	 0.840	 0.261	11.56	 2.36	222.83458	+46.68500
    3514	1-198029 	DR15	Y	S0  	F	R   	 0.761	 0.706	10.40	 1.89	222.33772	+47.41749
    3515	1-197968 	DR15	Y	S0  	F	R   	 0.763	 0.092	11.06	 1.97	222.93490	+47.86575
    3516	1-593544 	DR15	Y	S0  	F	R   	 0.597	 0.587	11.50	 2.20	223.92243	+45.54075
    3517	1-321512 	DR15	Y	S0  	F	R   	 0.767	 0.442	10.54	 2.04	221.48518	+45.91582
    3518	1-198007 	DR15	Y	S0  	F	R   	 0.745	 0.359	11.40	 2.26	223.01466	+47.07780
    3519	1-197946 	DR15	Y	E   	F	R   	 0.437	 0.144	11.75	 2.35	223.58376	+47.00619
    3520	1-198395 	DR15	Y	E   	S	R   	 0.067	 0.215	12.07	 2.45	224.02037	+47.45345
    3521	1-321426 	DR15	Y	E   	F	R   	 0.153	 0.202	11.70	 2.39	221.02954	+47.02698
    3522	1-321725 	DR15	Y	S   	F	R   	 0.607	 0.323	10.60	 1.78	223.35262	+46.48558
    3523	1-198353 	DR15	Y	S   	F	R   	 0.694	 0.410	 9.68	 1.78	225.05903	+46.43624
    3524	1-198718 	DR15	Y	E   	F	R   	 0.465	 0.121	11.96	 2.55	226.93400	+46.67844
    3525	1-198747 	DR15	Y	S0  	F	R   	 0.840	 0.597	10.81	 2.08	228.30828	+47.10232
    3526	1-198212 	DR15	Y	E   	F	R   	 0.183	 0.044	11.56	 2.27	227.37652	+46.49267
    3527	1-198664 	DR15	Y	S   	F	R   	 0.654	 0.352	10.48	 1.91	227.53668	+46.10468
    3528	1-198237 	DR15	Y	E   	F	R   	 0.336	 0.180	11.86	 2.24	226.72354	+47.05697
    3529	1-198238 	DR15	Y	E   	F	R   	 0.686	 0.010	10.24	 1.94	226.43611	+46.78859
    3530	1-198706 	DR15	Y	E   	F	NR  	 0.129	 0.028	10.32	 1.76	226.51832	+46.33551
    3531	1-198704 	DR15	Y	S0  	F	R   	 0.601	 0.484	10.10	 1.83	226.52004	+46.36959
    3532	1-198233 	DR15	Y	S   	F	R   	 0.764	 0.428	10.43	 1.90	226.28033	+46.96366
    3533	1-198226 	DR15	Y	S0  	F	R   	 0.939	 0.433	10.08	 1.79	226.80275	+46.30831
    3534	1-198663 	DR15	Y	S0  	F	R   	 0.458	 0.013	10.03	 1.73	227.57562	+46.06551
    3535	1-198736 	DR15	Y	S0  	F	R   	 0.646	 0.526	10.07	 1.80	227.46627	+46.44942
    3536	1-198461 	DR15	Y	S0  	F	R   	 0.782	 0.455	11.16	 2.21	225.20097	+47.66324
    3537	1-198501 	DR15	Y	E   	F	R   	 0.366	 0.262	11.99	 2.42	226.09255	+47.68668
    3538	1-198505 	DR15	Y	S0  	F	R   	 0.489	 0.075	11.51	 2.04	226.16416	+47.43651
    3539	1-321895 	DR15	Y	E   	S	NR  	 0.052	 0.300	11.26	 2.29	226.29145	+45.56074
    3540	1-247727 	DR15	Y	S   	F	R   	 0.711	 0.423	10.21	 1.79	236.46997	+44.26322
    3541	1-247897 	DR15	Y	S0  	F	R   	 0.857	 0.761	 9.97	 1.84	236.29875	+45.15451
    3542	1-247911 	DR15	Y	S0  	F	R   	 0.767	 0.235	10.41	 1.94	236.55843	+44.96459
    3543	1-209439 	DR15	Y	S0  	F	R   	 0.857	 0.450	10.12	 1.76	237.52204	+45.33803
    3544	1-247739 	DR15	Y	S   	F	R   	 0.823	 0.233	10.03	 1.48	236.37753	+44.01638
    3545	1-247804 	DR15	Y	S0  	F	R   	 0.637	 0.195	10.06	 1.87	235.40534	+44.27218
    3546	1-247714 	DR15	Y	S0  	F	R   	 0.501	 0.519	10.25	 1.79	236.21416	+43.69746
    3547	1-247713 	DR15	Y	E   	F	R   	 0.269	 0.199	11.59	 2.32	236.21348	+43.51406
    3548	1-247871 	DR15	Y	S0  	F	R   	 0.643	 0.279	 9.73	 1.60	235.64977	+44.67326
    3549	1-247675 	DR15	Y	S0  	F	R   	 0.416	 0.379	11.15	 2.06	236.67762	+43.37248
    3550	1-247669 	DR15	Y	S0  	F	R   	 0.312	 0.047	11.70	 2.20	236.84824	+43.48139
    3551	1-247674 	DR15	Y	S0  	F	R   	 0.772	 0.355	11.78	 2.20	236.65444	+43.68365
    3552	1-247747 	DR15	Y	E   	F	R   	 0.328	 0.166	11.61	 2.43	236.39554	+44.43604
    3553	1-633257 	DR15	Y	S0  	F	R   	 0.734	 0.317	 9.93	 1.79	236.49865	+45.73130
    3554	1-247904 	DR15	Y	S0  	F	R   	 0.738	 0.658	10.05	 1.77	236.08361	+44.94352
    3555	1-594082 	DR15	Y	I   	F	R   	 0.389	 0.287	 9.87	 1.77	238.26846	+43.68385
    3556	1-248208 	DR15	Y	S0  	F	R   	 0.726	 0.641	11.03	 2.10	240.09023	+43.04871
    3557	1-247975 	DR15	Y	S0  	F	R   	 0.928	 0.339	10.28	 1.83	240.60173	+42.75708
    3558	1-210159 	DR15	Y	S0  	F	R   	 0.830	 0.463	10.17	 1.78	241.02989	+42.80849
    3559	1-248003 	DR15	Y	E   	F	R   	 0.509	 0.088	11.48	 2.34	239.11357	+42.10114
    3560	1-594069 	DR15	Y	S0  	F	R   	 0.194	 0.227	11.72	 2.31	237.84039	+43.41769
    3561	1-248133 	DR15	Y	S0  	F	R   	 0.821	 0.377	10.38	 1.82	237.91162	+43.63959
    3562	1-248214 	DR15	N	M/CP	F	R   	 0.158	 0.167	11.23	 2.27	240.34702	+43.08504
    3563	1-248037 	DR15	Y	S0  	F	R   	 0.639	 0.071	11.34	 2.00	239.10207	+42.39549
    3564	1-247664 	DR15	Y	S0  	F	R   	 0.672	 0.509	 9.64	 1.72	237.76127	+44.27429
    3565	1-247661 	DR15	Y	S   	F	R   	 0.650	 0.566	11.40	 2.33	237.90377	+44.22644
    3566	1-248213 	DR15	Y	E   	F	R   	 0.371	 0.052	11.12	 1.93	240.56931	+42.91690
    3567	1-199210 	DR15	Y	S0  	F	M/CP	 0.719	 0.267	 9.83	 2.42	233.65289	+43.03926
    3568	1-247758 	DR15	Y	S   	F	R   	 0.760	 0.254	11.46	 2.18	235.97961	+44.30595
    3569	1-569199 	DR15	N	U   	F	M/CP	 0.729	 0.414	11.21	 2.58	234.76016	+43.32057
    3570	1-247775 	DR15	Y	E   	F	R   	 0.600	 0.154	10.10	 1.76	235.90244	+43.98033
    3571	1-199415 	DR15	Y	S0  	F	R   	 0.631	 0.340	 9.47	 1.63	234.46288	+43.50128
    3572	1-199449 	DR15	Y	E   	F	R   	 0.824	 0.401	10.07	 1.71	234.84253	+43.86546
    3573	1-247755 	DR15	Y	S0  	F	R   	 0.993	 0.339	10.25	 1.84	235.90157	+44.16038
    3574	1-247782 	DR15	Y	E   	F	R   	 0.292	 0.020	10.07	 1.71	235.75171	+44.17225
    3575	1-199454 	DR15	Y	S0  	F	R   	 0.335	 0.150	10.62	 2.00	235.17666	+43.75125
    3576	1-593929 	DR15	Y	E   	S	KDC 	 0.035	 0.016	11.48	 2.35	233.98751	+43.49323
    3577	1-199396 	DR15	N	S0  	F	R   	      	 0.638	 9.52	     	233.63972	+43.63688
    3578	1-593910 	DR15	Y	I   	F	NR  	 0.190	 0.212	10.11	 1.71	233.56207	+43.24561
    3579	1-247771 	DR15	Y	S0  	F	R   	 0.829	 0.843	10.40	 1.95	235.91066	+43.82482
    3580	1-247769 	DR15	Y	S0  	F	M/CP	 0.676	 0.697	10.56	 2.62	235.89912	+43.84218
    3581	1-247774 	DR15	Y	E   	F	R   	 0.190	 0.297	11.26	 2.23	235.90155	+43.91329
    3582	1-569204 	DR15	N	M/CP	S	M/CP	 0.236	 0.113	11.61	 2.42	235.78746	+42.16655
    3583	1-248056 	DR15	Y	S   	F	R   	 0.820	 0.529	11.34	 2.06	238.74633	+42.10537
    3584	1-247998 	DR15	Y	S0  	F	R   	 0.466	 0.733	 9.74	 1.68	239.17349	+41.87960
    3585	1-199730 	DR15	Y	S0  	F	R   	 0.568	 0.702	 9.79	 1.84	236.87463	+42.02972
    3586	1-199750 	DR15	N	S0  	F	R   	 0.694	 0.558	10.28	 1.79	237.51955	+42.30864
    3587	1-248077 	DR15	Y	E   	S	NR  	 0.078	 0.200	11.28	 2.25	237.67102	+42.63877
    3588	1-199741 	DR15	Y	S0  	F	R   	 0.429	 0.672	 9.90	 1.70	237.46298	+42.02807
    3589	1-199744 	DR15	Y	S0  	F	R   	 0.473	 0.257	10.57	 1.88	237.37983	+41.96032
    3590	1-199743 	DR15	Y	S0  	F	R   	 0.733	 0.403	11.19	 2.29	237.49370	+42.07832
    3591	1-248055 	DR15	Y	E   	S	R   	 0.083	 0.200	11.74	 2.38	238.75804	+41.57833
    3592	1-199756 	DR15	Y	E   	F	NR  	 0.120	 0.039	 9.99	 1.64	238.35781	+41.70081
    3593	1-594097 	DR15	Y	S0  	F	R   	 0.688	 0.514	11.31	 2.28	238.87906	+41.95046
    3594	1-199488 	DR15	Y	I   	S	    	 0.052	 0.167	 9.05	 1.79	237.76264	+41.55499
    3595	1-247994 	DR15	Y	S0  	F	R   	 0.327	 0.065	10.21	 1.77	239.11711	+41.84682
    3596	1-248111 	DR15	N	S0  	F	R   	 0.367	 0.844	 9.38	 1.78	236.77844	+43.23373
    3597	1-248096 	DR15	Y	S0  	F	R   	 0.825	 0.744	 9.77	 1.67	237.13543	+42.61982
    3598	1-559109 	DR15	Y	E   	F	R   	 0.304	 0.230	11.84	 2.42	228.91250	+31.94225
    3599	1-262907 	DR15	Y	S0  	F	R   	 0.649	 0.447	11.41	 2.28	229.73496	+33.36452
    3600	1-263104 	DR15	N	M/CP	S	R   	 0.312	 0.589	12.09	 2.37	228.97866	+34.72956
    3601	1-263495 	DR15	Y	E   	F	M/CP	 0.150	 0.437	11.43	 2.23	230.07951	+32.52662
    3602	1-262831 	DR15	Y	E   	F	R   	 0.331	 0.312	11.84	 2.40	228.61944	+34.24981
    3603	1-263219 	DR15	Y	E   	F	R   	 0.750	 0.353	11.37	 2.45	230.48310	+33.51506
    3604	1-262966 	DR15	Y	E   	F	R   	 0.431	 0.080	11.64	 2.26	229.13836	+32.24394
    3605	1-263083 	DR15	Y	E   	S	NR  	 0.034	 0.042	11.76	 2.42	228.47670	+34.53009
