#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:10 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/NatAs/7.463&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1061000701
#Name: J/other/NatAs/7.463
#Title: Galaxies stellar and gas kinematic angles (Raimundo+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	creator=Raimundo S.I.	    First author or institution
#INFO	cites=bibcode:2023NatAs...7..463R	    Article or Data origin sources
#INFO	journal=NatA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/NatAs/7.463	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/dt/hkegd	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_NatAs_7_463_tabled1:
#Name: J/other/NatAs/7.463/tabled1
#Title: Summary of the main results for the of 1310 galaxies with measured stellar and gas kinematic angles
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[0/1309] Sequential number	[ucd=meta.record]
#Column	CatId	(I10)	Catalogue ID from the SAMI survey DR3	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F7.4)	Spectroscopic redshift	[ucd=src.redshift]
#Column	PAs	(F5.1)	Principal stellar kinematic axis (PAstellar)	[ucd=pos.posAng]
#Column	e_PAs	(F4.1)	3{sigma} uncertainty in PAstellar	[ucd=stat.error]
#Column	PAg	(F5.1)	Principal gas kinematic axis (PAgas)	[ucd=pos.posAng]
#Column	e_PAg	(F4.1)	3{sigma} uncertainty in PAgas	[ucd=stat.error]
#Column	DPA	(F5.1)	Difference in stellar-gas kinematic angles ({DELTA}PA=|PAstellar-PAgas|)	[ucd=pos.posAng]
#Column	e_DPA	(F4.1)	3{sigma} uncertainty in PA	[ucd=stat.error]
#Column	Flag	(A1)	[als] Flag for excitation mechanism (1)	[ucd=meta.code.error]
#Column	FAGN	(A2)	Flag for AGN detection (2)	[ucd=meta.code]
#Column	Type	(F4.1)	Morphological type as in the SAMI survey classification	[ucd=src.morph.type]
#Column	logMstar	(F10.7)	? Stellar mass	[ucd=phys.mass]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
recno	Seq	CatId	RAJ2000	DEJ2000	zsp	PAs	e_PAs	PAg	e_PAg	DPA	e_DPA	Flag	FAGN	Type	logMstar	SimbadName
    1067	1066	     92944	218.1444	+00.4555	 0.0311	176.0	 6.0	186.0	 0.5	 10.1	 6.5	s	  	 3.0	 9.5700000	GAMA 92944
    1068	1067	     93023	218.5469	+00.6158	 0.0299	178.0	 1.0	176.0	 0.5	  2.0	 1.5	 	  	 2.0	10.2300000	GAMA 93023
    1069	1068	     93062	218.8322	+00.4757	 0.0295	240.3	 1.5	233.3	 0.5	  7.0	 2.0	s	  	 2.0	10.1200000	GAMA 93062
    1070	1069	     93259	219.7798	+00.5086	 0.0334	193.1	 2.5	205.1	 0.5	 12.1	 3.0	s	  	 3.0	 9.7500000	GAMA 93259
    1071	1070	     93354	220.1224	+00.5841	 0.0372	109.6	 3.0	114.6	 0.5	  5.0	 3.5	s	  	 2.5	10.4000000	GAMA 93354
    1072	1071	      9352	185.9772	+00.8305	 0.0243	116.7	17.1	340.9	 2.0	135.8	19.1	s	  	 2.5	 8.9700000	GAMA 9352
    1073	1072	     93604	221.2637	+00.5270	 0.0288	215.2	 2.0	221.2	 0.5	  6.0	 2.5	s	  	 3.0	10.1500000	GAMA 93604
    1074	1073	     93674	221.7667	+00.4791	 0.0556	253.4	 0.5	251.4	 0.5	  2.0	 1.0	s	  	 2.5	10.6600000	GAMA 93674
    1075	1074	     93807	222.5090	+00.5788	 0.0404	184.0	 1.5	  4.0	 4.0	180.0	 5.5	a	  	 0.0	10.6600000	GAMA 93807
    1076	1075	9388000001	336.9770	-30.5755	 0.0580	170.9	 2.0	250.4	 0.5	 79.4	 2.5	l	  	 0.0	11.5379020	2dFGRS TGS338Z021
    1077	1076	9388000006	336.9701	-30.5591	 0.0605	185.0	 3.0	196.1	 0.5	 11.1	 3.5	s	  	 2.0	10.9985100	2dFGRS TGS337Z026
    1078	1077	9388000032	337.0240	-30.6236	 0.0530	136.8	 6.0	137.8	 0.5	  1.0	 6.5	s	  	 1.5	10.1112720	2dFGRS TGS338Z009
    1079	1078	9388000033	336.9041	-30.5641	 0.0616	311.7	 1.5	305.7	10.6	  6.0	12.1	 	  	 1.0	10.6686490	2dFGRS TGS336Z005
    1080	1079	9388000046	337.0047	-30.6672	 0.0604	185.0	 1.5	201.1	 0.5	 16.1	 2.0	a	  	 1.5	10.6879300	LEDA 192307
    1081	1080	9388000062	336.9864	-30.6983	 0.0586	 44.2	 0.5	 41.2	 3.5	  3.0	 4.0	 	  	 1.0	11.2467190	2MASX J22275671-3041541
    1082	1081	9388000065	336.9373	-30.6993	 0.0570	 33.2	 1.0	 33.2	 3.5	  0.0	 4.5	a	  	 1.0	11.1502510	2dFGRS TGS338Z031
    1083	1082	9388000080	336.8314	-30.4806	 0.0557	249.4	 0.5	248.4	 0.5	  1.0	 1.0	 	  	-9.0	10.1214760	2dFGRS TGS336Z007
    1084	1083	9388000113	337.1292	-30.4426	 0.0532	145.8	 7.0	131.7	 0.5	 14.1	 7.5	s	  	 3.0	 9.8386640	LEDA 717213
    1085	1084	9388000122	336.8388	-30.7345	 0.0564	  0.0	 0.5	 94.5	 7.0	 94.5	 7.5	 	  	 0.0	10.8175320	2MASX J22272133-3044036
    1086	1085	9388000124	336.8884	-30.3900	 0.0547	190.1	 5.5	187.0	 0.5	  3.0	 6.0	 	  	 1.0	10.7304550	2dFGRS TGS338Z034
    1087	1086	9388000130	336.7390	-30.5921	 0.0591	294.6	 5.0	290.6	 3.0	  4.0	 8.1	s	  	 1.5	10.2502985	2MASS J22265737-3035316
    1088	1087	9388000132	337.0154	-30.3668	 0.0581	 19.1	14.1	 25.1	 0.5	  6.0	14.6	s	  	 2.0	 9.9862990	LEDA 718097
    1089	1088	9388000135	337.2251	-30.6287	 0.0599	349.9	 2.5	 88.5	 2.0	 98.5	 4.5	 	  	 0.0	11.5906650	2MASX J22285399-3037437
    1090	1089	9388000137	336.7267	-30.5228	 0.0513	123.7	 3.5	120.7	 0.5	  3.0	 4.0	s	  	 0.5	 9.6880770	LEDA 716230
    1091	1090	9388000139	336.8139	-30.4002	 0.0583	100.6	 3.5	 98.5	 2.5	  2.0	 6.0	 	  	 2.5	11.0591650	LEDA 141684
    1092	1091	9388000142	336.8419	-30.3793	 0.0576	227.3	 2.5	226.3	 1.0	  1.0	 3.5	 	  	 1.5	10.0916710	2dFGRS TGS337Z042
    1093	1092	9388000156	336.9838	-30.8220	 0.0593	266.5	 9.6	283.6	 0.5	 17.1	10.1	s	  	 0.5	 9.9123980	LEDA 712538
    1094	1093	9388000190	336.8446	-30.3156	 0.0577	113.6	 4.5	 90.5	 0.5	 23.1	 5.0	s	  	 2.0	10.0947440	LEDA 718680
    1095	1094	9388000197	336.6619	-30.6863	 0.0593	 67.4	 2.5	 64.4	 0.5	  3.0	 3.0	l	  	 1.5	10.4226350	LEDA 714209
    1096	1095	9388000200	336.6470	-30.6610	 0.0602	143.8	13.6	141.8	 3.0	  2.0	16.6	l	  	 0.0	10.0280660	2dFGRS TGS338Z052
    1097	1096	9388000219	337.0762	-30.2685	 0.0531	 50.3	 1.0	 38.2	 0.5	 12.1	 1.5	s	  	 2.5	11.1043360	LEDA 133382
    1098	1097	9388000256	337.1757	-30.2601	 0.0588	279.6	 1.5	283.6	 0.5	  4.0	 2.0	 	  	 0.5	10.6829360	LEDA 164043
    1099	1098	9388000269	336.7507	-30.8909	 0.0568	323.8	 1.0	328.8	 0.5	  5.0	 1.5	s	  	 1.5	10.5479440	LEDA 711722
    1100	1099	9388000297	337.4267	-30.5835	 0.0538	341.9	 7.0	341.9	 0.5	  0.0	 7.5	s	  	 3.0	 9.8230180	LEDA 715482
    1101	1100	9388000338	337.3796	-30.3438	 0.0578	282.6	 3.0	280.6	 0.5	  2.0	 3.5	s	  	 2.0	10.2155810	LEDA 718344
    1102	1101	9388000343	337.4610	-30.5242	 0.0540	129.7	 0.5	130.7	 0.5	  1.0	 1.0	s	  	 2.5	10.8009420	ESO 468-3
    1103	1102	9388000360	336.5424	-30.3565	 0.0598	317.8	 1.5	319.8	 0.5	  2.0	 2.0	s	  	 2.0	10.1711410	LEDA 718215
    1104	1103	9388000364	336.5086	-30.4121	 0.0576	272.5	 4.0	296.6	 0.5	 24.1	 4.5	s	  	 3.0	10.5001710	2dFGRS TGS336Z033
    1105	1104	9388000373	336.8464	-30.1482	 0.0598	344.9	 8.6	336.9	 0.5	  8.1	 9.1	s	  	-9.0	10.5436050	2dFGRS TGS337Z040
    1106	1105	9388000397	336.4565	-30.4734	 0.0594	136.8	 7.5	145.8	10.1	  9.1	17.6	 	  	 2.0	10.6332210	LEDA 716825
    1107	1106	9388000400	337.0001	-31.0364	 0.0557	 79.4	 3.0	 74.4	 0.5	  5.0	 3.5	s	  	 1.5	10.1392720	LEDA 709959
    1108	1107	9388000416	336.4805	-30.3607	 0.0599	 95.5	 4.0	110.6	 0.5	 15.1	 4.5	 	  	 0.0	10.2066530	LEDA 718167
    1109	1108	9388000471	336.3992	-30.7066	 0.0583	 28.2	 2.5	 31.2	 4.5	  3.0	 7.0	s	  	 1.0	10.2281220	LEDA 713962
    1110	1109	9388000487	336.9549	-30.0524	 0.0557	219.2	 3.0	240.3	 0.5	 21.1	 3.5	 	  	 1.5	10.0634870	2dFGRS TGS338Z024
    1111	1110	9388000496	336.9581	-30.0466	 0.0559	 36.2	 2.0	 30.2	 0.5	  6.0	 2.5	s	  	 1.5	10.2511810	2dFGRS TGS338Z019
    1112	1111	9388000547	337.4578	-30.2067	 0.0535	262.5	 6.0	273.5	 0.5	 11.1	 6.5	s	  	 1.5	10.0955770	2dFGRS TGS337Z218
    1113	1112	9388000571	337.0649	-30.0154	 0.0579	 88.5	 7.0	 82.5	 0.5	  6.0	 7.5	s	  	 3.0	10.0306420	LEDA 198560
    1114	1113	9388000716	336.5015	-31.0746	 0.0564	 79.4	 5.5	 77.4	 0.5	  2.0	 6.0	s	  	 3.0	10.4650790	LEDA 709494
    1115	1114	9388000785	336.5074	-31.1154	 0.0565	  9.1	 2.0	 11.1	 1.0	  2.0	 3.0	s	  	 1.0	10.2762140	LEDA 709002
    1116	1115	9388001005	336.2929	-31.0698	 0.0577	108.6	 1.5	108.6	 0.5	  0.0	 2.0	s	  	 2.0	10.9794820	LEDA 133406
    1117	1116	9388001017	336.1922	-30.9519	 0.0589	280.6	 2.0	285.6	 0.5	  5.0	 2.5	 	  	 1.5	10.9836700	2dFGRS TGS337Z178
    1118	1117	9388001101	336.6871	-31.3418	 0.0533	231.3	 2.0	238.3	 0.5	  7.0	 2.5	s	  	 2.5	          	6dFGS gJ222644.9-312031
    1119	1118	9403800123	357.0856	-28.2319	 0.0268	239.3	 0.5	241.3	 1.0	  2.0	 1.5	s	  	 0.0	11.0525460	LEDA 72466
    1120	1119	9403800131	356.8058	-28.0173	 0.0336	114.6	 3.0	115.6	 1.0	  1.0	 4.0	a	  	 0.5	10.1595990	2dFGRS TGS195Z123
    1121	1120	9403800149	356.9836	-28.3211	 0.0338	310.7	 0.5	288.6	 2.5	 22.1	 3.0	a	  	 0.5	10.8561860	MCG-05-56-015
    1122	1121	9403800156	356.9839	-27.9538	 0.0358	 55.3	 1.0	 50.3	 0.5	  5.0	 1.5	s	  	 1.0	10.2838150	6dFGS gJ234756.1-275714
    1123	1122	9403800161	357.1590	-28.1137	 0.0344	208.2	 4.0	210.2	 0.5	  2.0	 4.5	s	  	 2.0	10.2588330	LEDA 85784
    1124	1123	9403800168	357.1091	-28.2788	 0.0274	215.2	 2.0	207.2	21.6	  8.1	23.6	 	  	 0.0	10.5705300	6dFGS gJ234826.2-281644
    1125	1124	9403800169	356.7076	-28.1689	 0.0323	257.4	 1.5	263.5	 0.5	  6.0	 2.0	s	  	 1.5	10.5512480	6dFGS gJ234649.8-281008
    1126	1125	9403800250	356.6602	-28.2531	 0.0268	100.6	 1.5	 75.4	 4.5	 25.1	 6.0	a	  	 0.5	10.1104780	2dFGRS TGS194Z058
    1127	1126	9403800272	356.7294	-28.3618	 0.0243	271.5	14.1	276.5	 1.5	  5.0	15.6	s	  	 2.0	 9.9982190	2dFGRS TGS195Z139
    1128	1127	9403800283	357.2504	-28.0408	 0.0347	175.0	 4.0	184.0	 0.5	  9.1	 4.5	s	  	 2.5	10.1059150	6dFGS gJ234900.1-280228
    1129	1128	9403800352	356.5629	-28.0989	 0.0279	291.6	 1.0	294.6	 0.5	  3.0	 1.5	 	  	 3.0	11.0035780	ESO 471-10
    1130	1129	9403800397	357.3148	-27.9762	 0.0339	295.6	 0.5	294.6	 0.5	  1.0	 1.0	 	  	 2.0	10.5388790	6dFGS gJ234915.6-275834
    1131	1130	9403800404	357.2136	-28.4296	 0.0345	353.0	 2.5	332.9	 1.0	 20.1	 3.5	s	  	 2.0	 9.8607510	2MASX J23485126-2825463
    1132	1131	9403800490	357.4296	-28.1857	 0.0277	256.4	 4.5	245.4	 0.5	 11.1	 5.0	s	  	 2.5	 9.6696510	2MASX J23494308-2811086
    1133	1132	9403800521	357.4366	-28.2614	 0.0288	146.8	 5.5	154.9	 0.5	  8.0	 6.0	s	  	 1.5	 9.7780850	2dFGRS TGS196Z149
    1134	1133	9403800551	357.2867	-27.7795	 0.0322	128.7	 7.0	139.8	 0.5	 11.1	 7.5	s	  	 2.5	 9.7519060	LEDA 85802
    1135	1134	9403800581	357.2032	-27.6995	 0.0340	212.2	 4.0	213.2	 0.5	  1.0	 4.5	s	  	-9.0	 9.5703330	2dFGRS TGS195Z078
    1136	1135	9403800619	357.1155	-28.6347	 0.0359	 41.2	 0.5	 36.2	 0.5	  5.0	 1.0	l	  	 2.0	10.3632760	2dFGRS TGS273Z043
    1137	1136	9403800639	356.4181	-27.8634	 0.0290	256.4	 4.0	246.4	 0.5	 10.1	 4.5	s	  	 2.5	 9.4990225	2dFGRS TGS195Z190
    1138	1137	9403800690	357.2105	-28.6500	 0.0353	268.5	 1.5	279.6	 0.5	 11.1	 2.0	s	  	 2.5	10.0942950	2dFGRS TGS273Z034
    1139	1138	9403800745	356.4815	-27.7201	 0.0263	248.4	 5.0	262.5	 4.5	 14.1	 9.6	s	  	-9.0	 9.5460130	LEDA 100938
    1140	1139	9403800814	357.1758	-28.7247	 0.0347	342.9	 2.0	339.9	 1.0	  3.0	 3.0	 	  	 2.0	10.6667310	ESO 471-21
    1141	1140	9403800881	356.9361	-27.4874	 0.0299	 23.1	 1.5	 25.1	 0.5	  2.0	 2.0	s	  	 2.5	10.7644780	ESO 471-18
    1142	1141	9403800958	357.7209	-28.0582	 0.0279	189.1	 3.0	210.2	 3.0	 21.1	 6.0	s	  	 2.5	 9.9510790	2dFGRS TGS196Z124
    1143	1142	9403800968	357.6591	-28.4347	 0.0286	 68.4	 1.0	 48.3	 0.5	 20.1	 1.5	a	  	 2.0	10.8494625	MCG-05-56-022
    1144	1143	9403800992	356.5671	-27.5101	 0.0289	  1.0	 7.0	339.9	 0.5	 21.1	 7.5	s	  	 3.0	 9.6764430	LEDA 133544
    1145	1144	9403801061	357.7524	-27.9389	 0.0300	156.9	 2.0	147.8	 0.5	  9.1	 2.5	s	  	 1.5	10.3002410	LEDA 85824
    1146	1145	9403801088	357.7653	-28.3500	 0.0276	226.3	 1.5	226.3	 0.5	  0.0	 2.0	s	  	 2.5	10.2519460	6dFGS gJ235103.7-282100
    1147	1146	9403801173	357.8111	-28.3417	 0.0266	132.7	 1.0	128.7	 0.5	  4.0	 1.5	 	  	 2.0	 9.8675040	2dFGRS TGS275Z130
    1148	1147	9403801183	356.0441	-28.2988	 0.0277	196.1	 0.5	203.1	 0.5	  7.0	 1.0	a	  	 1.5	10.7345620	LEDA 100894
    1149	1148	9403801268	356.1620	-27.6593	 0.0306	173.0	 1.5	166.9	 0.5	  6.0	 2.0	s	  	 1.5	10.5196680	ESO 471-8
    1150	1149	9403801272	357.8792	-28.0197	 0.0351	  1.0	 6.0	 20.1	 2.0	 19.1	 8.0	s	  	 2.5	10.2891245	6dFGS gJ235131.0-280111
    1151	1150	9403801281	355.9828	-28.0973	 0.0285	 69.4	 5.0	 63.4	 0.5	  6.0	 5.5	s	  	 1.5	 9.8018540	2dFGRS TGS272Z101
    1152	1151	9403801579	355.8471	-28.1882	 0.0282	 11.1	 6.5	 38.2	 6.0	 27.1	12.6	s	  	 0.0	 9.6427830	2dFGRS TGS272Z122
    1153	1152	     99349	182.4744	+00.9285	 0.0198	237.3	 1.5	236.3	 0.5	  1.0	 2.0	s	  	 2.0	10.1600000	GAMA 99349
    1154	1153	     99393	182.6471	+01.0287	 0.0201	156.9	 2.5	156.9	 0.5	  0.0	 3.0	s	  	 2.0	 9.6400000	GAMA 99393
    1155	1154	     99428	182.7669	+00.9723	 0.0204	277.5	 1.5	274.5	 2.5	  3.0	 4.0	l	  	 0.0	10.8400000	GAMA 99428
    1156	1155	     99430	182.7831	+00.9569	 0.0208	 93.5	 5.0	118.7	 0.5	 25.1	 5.5	s	  	 3.0	 9.2000000	GAMA 99430
    1157	1156	     99464	182.9446	+00.9895	 0.0208	151.8	 4.0	111.6	 1.0	 40.2	 5.0	s	  	 3.0	 9.3500000	GAMA 99464
    1158	1157	     99687	183.8668	+01.0173	 0.0480	301.7	 1.5	300.7	 0.5	  1.0	 2.0	s	  	 1.5	10.8000000	GAMA 99687
    1159	1158	     99742	184.0143	+00.9915	 0.0481	129.7	 4.0	116.7	 0.5	 13.1	 4.5	s	  	 1.5	10.1500000	GAMA 99742
    1160	1159	9011900125	013.9631	-01.1647	 0.0477	153.8	 1.0	168.9	 4.0	 15.1	 5.0	 	  	 2.0	10.5898075	LEDA 73479
    1161	1160	9011900128	014.1151	-01.3876	 0.0425	 26.1	10.1	 30.2	 1.5	  4.0	11.6	s	  	 3.0	 9.5476160	SDSS J005627.62-012315.1
    1162	1161	9011900147	013.9195	-01.3121	 0.0436	 81.5	 0.5	 68.4	 0.5	 13.1	 1.0	l	  	 2.0	10.8396150	2MASX J00554067-0118437
    1163	1162	9011900166	014.2371	-01.2119	 0.0500	 61.3	 2.0	 63.4	 1.0	  2.0	 3.0	s	  	 3.0	10.6236310	UGC 587
    1164	1163	9011900225	013.9402	-01.0843	 0.0423	 19.1	 3.0	 23.1	 0.5	  4.0	 3.5	 	  	 3.0	 9.8237640	LEDA 1127179
    1165	1164	9011900242	013.8457	-01.2112	 0.0418	204.1	 1.0	206.2	 0.5	  2.0	 1.5	l	  	 2.0	10.4091880	2MASX J00552294-0112398
    1166	1165	9011900279	014.2790	-01.3974	 0.0486	254.4	 1.5	245.4	 7.5	  9.1	 9.1	 	  	 1.0	10.7536510	6dFGS gJ005707.0-012351
    1167	1166	9011900281	014.2904	-01.3803	 0.0401	321.8	 1.5	 27.1	26.6	 65.4	28.2	 	  	 0.5	10.5948280	2MASX J00570966-0122486
    1168	1167	9011900367	013.8067	-01.0760	 0.0476	  6.0	 1.0	 13.1	 0.5	  7.0	 1.5	l	  	 2.0	10.7759640	MCG+00-03-026
    1169	1168	9011900413	013.9773	-00.9207	 0.0450	190.1	 1.0	196.1	 9.6	  6.0	10.6	l	  	 0.5	11.2598350	NAME A 0053-0110
    1170	1169	9011900418	013.7873	-01.0465	 0.0457	254.4	 0.5	260.4	 2.0	  6.0	 2.5	l	  	 0.0	11.0851490	UGC 568
    1171	1170	9011900441	014.4233	-01.3123	 0.0471	  2.0	 1.0	 11.1	 0.5	  9.1	 1.5	s	  	 2.0	10.4911720	2MASX J00574158-0118438
    1172	1171	9011900450	014.1308	-01.6163	 0.0448	202.1	 1.0	204.1	 0.5	  2.0	 1.5	s	  	 2.0	10.3480700	2MASX J00563139-0136589
    1173	1172	9011900475	014.4404	-01.3356	 0.0461	352.0	 4.5	  5.0	 0.5	 13.1	 5.0	l	  	 0.0	 9.8523880	2MASX J00574572-0120078
    1174	1173	9011900519	013.6750	-01.1235	 0.0533	 35.2	 1.0	 39.2	 0.5	  4.0	 1.5	s	  	 2.0	10.3139800	6dFGS gJ005442.0-010725
    1175	1174	9011900529	013.8203	-00.9179	 0.0441	266.5	 1.0	261.4	 3.5	  5.0	 4.5	s	  	 1.5	10.7984380	MCG+00-03-027
    1176	1175	9011900558	014.2982	-01.6196	 0.0439	333.9	 0.5	316.8	 0.5	 17.1	 1.0	s	  	 2.5	10.1208920	2MASX J00571160-0137106
    1177	1176	9011900599	013.6757	-01.4893	 0.0397	185.0	 1.5	193.1	 0.5	  8.0	 2.0	s	  	 2.0	10.7647050	2MASX J00544214-0129214
    1178	1177	9011900614	014.4995	-01.4192	 0.0437	109.6	 7.0	 91.5	 0.5	 18.1	 7.5	s	  	 3.0	 9.7870110	6dFGS gJ005759.9-012509
    1179	1178	9011900630	013.7225	-01.5765	 0.0472	114.6	 0.5	117.7	 9.1	  3.0	 9.6	 	  	 1.5	10.8980090	2MASX J00545339-0134353
    1180	1179	9011900680	013.5664	-01.2394	 0.0450	164.9	 3.5	202.1	 9.6	 37.2	13.1	 	  	 1.0	10.8291750	2MASX J00541589-0114220
    1181	1180	9011900708	013.6616	-01.5741	 0.0423	333.9	 2.0	346.9	 2.0	 13.1	 4.0	l	  	 1.5	10.5685520	2MASX J00543880-0134265
    1182	1181	9011900757	013.5507	-01.4284	 0.0438	179.0	 0.5	185.0	 1.5	  6.0	 2.0	l	  	 0.5	10.8669620	2MASX J00541215-0125419
    1183	1182	9011900759	014.1965	-01.7860	 0.0409	174.0	 7.0	173.0	 1.0	  1.0	 8.1	s	  	 2.5	 9.8206660	2MASX J00564720-0147099
    1184	1183	9011900772	014.6025	-01.3947	 0.0516	166.9	 5.5	172.0	 0.5	  5.0	 6.0	s	  	 3.0	10.0331120	2MASX J00582462-0123407
    1185	1184	9011900774	014.6032	-01.3944	 0.0517	173.0	 5.5	176.0	 0.5	  3.0	 6.0	s	  	 3.0	10.0330610	2MASX J00582462-0123407
    1186	1185	9011900783	013.9333	-01.7967	 0.0442	  2.0	 2.0	  6.0	 1.0	  4.0	 3.0	 	  	 3.0	10.0442760	2MASX J00554395-0147477
    1187	1186	9011900789	014.1060	-01.8138	 0.0463	201.1	 1.5	201.1	 0.5	  0.0	 2.0	 	  	 1.5	10.4797900	6dFGS gJ005625.5-014849
    1188	1187	9011900793	013.6090	-00.9282	 0.0423	 33.2	 1.5	 46.3	 4.5	 13.1	 6.0	 	  	 1.5	10.3405210	2MASX J00542620-0055415
    1189	1188	9011900807	013.4963	-01.2683	 0.0535	313.7	 2.5	316.8	 0.5	  3.0	 3.0	s	  	 1.5	10.6059940	LEDA 173118
    1190	1189	9011900837	014.6126	-01.0508	 0.0469	151.8	 4.0	161.9	25.6	 10.1	29.7	s	  	 2.5	 9.8841880	CAIRNS J005827.04-010302.8
    1191	1190	9011900859	014.1900	-00.6754	 0.0466	 31.2	 3.0	 31.2	 0.5	  0.0	 3.5	s	  	 2.0	 9.9399970	2MASX J00564558-0040319
    1192	1191	9016800008	018.7652	+00.4052	 0.0446	288.6	 1.5	293.6	15.1	  5.0	16.6	 	  	 2.0	10.9095870	MCG+00-04-059
    1193	1192	9016800061	018.7261	+00.3033	 0.0443	306.7	 1.5	299.7	 1.5	  7.0	 3.0	l	  	 0.5	10.9834910	2MASX J01145426+0018120
    1194	1193	9016800065	018.8376	+00.3430	 0.0495	340.9	 5.0	339.9	 0.5	  1.0	 5.5	s	  	 2.0	 9.8431425	LEDA 1163517
    1195	1194	9016800074	018.7867	+00.2970	 0.0459	 35.2	 1.5	 30.2	 0.5	  5.0	 2.0	 	  	 3.0	10.1252600	2MASX J01150880+0017490
    1196	1195	9016800092	018.8702	+00.5149	 0.0439	295.6	 4.5	294.6	 0.5	  1.0	 5.0	s	  	 2.5	10.0471280	2MASX J01152883+0030533
    1197	1196	9016800093	018.6828	+00.2860	 0.0453	119.7	 1.5	121.7	 0.5	  2.0	 2.0	a	  	 2.0	10.4209610	2MASX J01144386+0017100
    1198	1197	9016800095	018.8080	+00.2893	 0.0459	247.4	 3.0	243.3	 0.5	  4.0	 3.5	s	  	 2.5	10.0146390	2MASX J01151397+0017213
    1199	1198	9016800109	018.6070	+00.5361	 0.0410	343.9	 2.5	343.9	 0.5	  0.0	 3.0	s	  	 2.5	10.4633560	MCG+00-04-050
    1200	1199	9016800110	018.7866	+00.2658	 0.0429	 91.5	 2.0	 81.5	 0.5	 10.1	 2.5	s	  	 2.0	10.4479740	2MASX J01150880+0015570
    1201	1200	9016800123	018.8788	+00.3129	 0.0486	167.9	 3.0	150.8	 1.5	 17.1	 4.5	s	  	 2.5	10.0629830	2MASX J01153090+0018463
    1202	1201	9016800130	018.8536	+00.2818	 0.0469	172.0	 1.5	215.2	19.6	 43.2	21.1	 	  	 1.0	10.5580690	LEDA 4536
    1203	1202	9016800131	018.7473	+00.6184	 0.0426	109.6	 3.5	 69.4	 0.5	 40.2	 4.0	s	  	 1.5	 9.7775760	LEDA 73848
    1204	1203	9016800147	018.8369	+00.2593	 0.0433	302.7	 1.0	304.7	 0.5	  2.0	 1.5	l	  	 2.0	10.7303680	LEDA 4532
    1205	1204	9016800167	018.7843	+00.2271	 0.0439	 98.5	 3.5	 92.5	 0.5	  6.0	 4.0	s	  	 2.0	10.1872720	LEDA 73854
    1206	1205	9016800185	018.9363	+00.3324	 0.0447	 11.1	 2.0	 11.1	 0.5	  0.0	 2.5	s	  	 3.0	10.1554100	2MASX J01154476+0019595
    1207	1206	9016800216	018.6244	+00.2152	 0.0463	325.8	 3.5	324.8	 1.5	  1.0	 5.0	a	bl	 2.5	10.4483160	2MASX J01142985+0012546
    1208	1207	9016800228	018.6241	+00.2045	 0.0451	124.7	 4.0	116.7	 0.5	  8.0	 4.5	s	  	 1.5	 9.8440075	2MASX J01142978+0012156
    1209	1208	9016800234	018.8609	+00.2053	 0.0435	293.6	 4.0	286.6	 2.0	  7.0	 6.0	s	  	 1.5	 9.9490070	2MASX J01152657+0012193
    1210	1209	9016800241	018.4883	+00.3714	 0.0454	264.5	 1.5	257.4	 2.0	  7.0	 3.5	s	  	 1.5	10.3781160	2MASX J01135716+0022171
    1211	1210	9016800245	018.4811	+00.4119	 0.0464	 87.5	 2.5	 85.5	 0.5	  2.0	 3.0	s	  	 3.0	 9.9928010	2MASX J01135549+0024431
    1212	1211	9016800263	018.9384	+00.2457	 0.0431	157.9	 2.0	154.9	 0.5	  3.0	 2.5	s	  	 2.5	10.1606070	2MASX J01154523+0014445
