#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T06:08:59 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T06:08:59	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F661%2FA7%2Ftable2&-out.max=unlimited&-out.all=1	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36610007
#Name: J/A+A/661/A7
#Title: X-ray properties of eFEDS clusters and groups (Bahar+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/a+a/661/a7	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/661/a7	    IVOID of underlying data collection
#INFO	creator=Bahar Y.E.	    First author or institution
#INFO	cites=bibcode:2022A&A...661A...7B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/661/A7	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36610007	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-10-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_661_A7_table2:
#Name: J/A+A/661/A7/table2
#Title: X-ray observable measurements of eFEDS clusters
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(A15)	Cluster ID (HHMMSS.s+DDMMSS)	[ucd=meta.id;meta.main]
#Column	ID-SRC	(I5)	Unique source ID	[ucd=meta.id]
#Column	RAJ2000	(F8.4)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	ExtLike	(F5.1)	Extent likelihood	[ucd=stat.likelihood]
#Column	DetLike	(F6.1)	Detection likelihood	[ucd=stat.likelihood]
#Column	z	(F6.3)	Redshift	[ucd=src.redshift]
#Column	R500	(F6.3)	R500	[ucd=phys.angSize;src]
#Column	T500	(F6.3)	Temperature within R500	[ucd=phys.temperature]
#Column	e_T500	(F6.3)	Minus side error bar on T500	[ucd=stat.error]
#Column	E_T500	(F6.3)	Plus side error bar on T500	[ucd=stat.error;stat.max]
#Column	l_Lx500	(A1)	Limit flag on Lx500	[ucd=meta.code.error]
#Column	Lx500	(F7.3)	Soft band lumin within R500 (in 10^42^erg/s)	[ucd=phys.luminosity;em.X-ray]
#Column	e_Lx500	(F7.3)	? Minus side error bar on Lx500	[ucd=stat.error]
#Column	E_Lx500	(F8.3)	? Minus side error bar on Lx500	[ucd=stat.error;stat.max]
#Column	l_Lbol500	(A1)	Limit flag on Lbol500	[ucd=meta.code.error]
#Column	Lbol500	(F8.3)	Bolometric lumin within R500	[ucd=phys.luminosity]
#Column	e_Lbol500	(F8.3)	? Minus side error bar on Lbol500	[ucd=stat.error]
#Column	E_Lbol500	(F8.3)	? Plus side error bar on Lbol500	[ucd=stat.error;stat.max]
#Column	l_Mgas500	(A1)	Limit flag on Mgas500	[ucd=meta.code.error]
#Column	Mgas500	(F7.4)	Gas mass within R500	[ucd=phys.mass]
#Column	e_Mgas500	(F8.4)	? Minus side error bar on Mgas500	[ucd=stat.error]
#Column	E_Mgas500	(F8.4)	? Plus side error bar on Mgas500	[ucd=stat.error;stat.max]
#Column	l_Yx500	(A1)	Limit flag on Yx500	[ucd=meta.code.error]
#Column	Yx500	(F9.4)	Yx (gas mass times mean X-ray spectral temperature) within R500	[ucd=arith.factor;pos.distance]
#Column	e_Yx500	(F9.4)	? Minus side error bar on Yx500	[ucd=stat.error]
#Column	E_Yx500	(F9.4)	? Plus side error bar on Yx500	[ucd=stat.error;stat.max]
#Column	Tcex500	(F6.3)	Temperature within 0.15*R500-R500	[ucd=phys.temperature]
#Column	e_Tcex500	(F6.3)	Minus side error bar on Tcex500	[ucd=stat.error]
#Column	E_Tcex500	(F6.3)	Plus side error bar on Tcex500	[ucd=stat.error;stat.max]
#Column	l_Lxcex500	(A1)	Limit flag on Lxcex500	[ucd=meta.code.error]
#Column	Lxcex500	(F7.3)	Soft band lumin within 0.15*R500-R500	[ucd=phys.luminosity;em.X-ray]
#Column	e_Lxcex500	(F7.3)	? Minus side error bar on Lxcex500	[ucd=stat.error]
#Column	E_Lxcex500	(F8.3)	? Plus side error bar on Lxcex500	[ucd=stat.error;stat.max]
#Column	l_Lbolcex500	(A1)	Limit flag on Lbolcex500	[ucd=meta.code.error]
#Column	Lbolcex500	(F11.3)	Bolometric lumin within 0.15*R500-R500	[ucd=phys.luminosity]
#Column	e_Lbolcex500	(F7.2)	? Minus side error bar on Lbolcex500	[ucd=stat.error]
#Column	E_Lbolcex500	(F8.3)	? Plus side error bar on Lbolcex500	[ucd=stat.error;stat.max]
#Column	Texp	(I4)	Vignetted exposure at cluster center	[ucd=time.expo]
recno	ID	ID-SRC	RAJ2000	DEJ2000	ExtLike	DetLike	z	R500	T500	e_T500	E_T500	l_Lx500	Lx500	e_Lx500	E_Lx500	l_Lbol500	Lbol500	e_Lbol500	E_Lbol500	l_Mgas500	Mgas500	e_Mgas500	E_Mgas500	l_Yx500	Yx500	e_Yx500	E_Yx500	Tcex500	e_Tcex500	E_Tcex500	l_Lxcex500	Lxcex500	e_Lxcex500	E_Lxcex500	l_Lbolcex500	Lbolcex500	e_Lbolcex500	E_Lbolcex500	Texp
     421	092136.4-001449	 4168	140.4020	-00.2471	 37.9	  80.2	 0.313	 2.780	 4.000	 1.400	 3.200	 	 26.800	  2.900	   3.900	 	  82.000	  14.000	  30.000	 	10.4000	  1.5000	  1.7000	 	  40.0000	  14.0000	  38.0000	 5.600	 2.500	 9.100	 	 20.300	  3.000	   4.000	 	     75.000	  20.00	  53.000	1184
     422	092202.2+034520	 5347	140.5095	+03.7557	 43.4	  66.6	 0.270	 3.155	 4.400	 0.770	 1.130	 	 44.900	 16.200	   9.800	 	 143.000	  49.000	  34.000	 	15.8000	  3.2000	  3.0000	 	  69.0000	  17.0000	  23.0000	 4.350	 0.630	 1.090	 	 39.700	 14.800	   9.600	 	    128.000	  45.00	  32.000	1440
     423	092209.3+034628	  367	140.5391	+03.7746	369.0	 783.1	 0.270	 4.315	 4.830	 0.870	 0.900	 	 95.000	 17.000	  23.000	 	 319.000	  58.000	  70.000	 	30.4000	  5.5000	  5.7000	 	 145.0000	  32.0000	  41.0000	 4.500	 0.900	 1.270	 	 66.000	 17.000	  19.000	 	    217.000	  54.00	  62.000	1469
     424	092212.0-002731	  857	140.5503	-00.4586	165.1	 361.5	 0.321	 3.647	 5.100	 1.300	 2.600	 	115.000	  7.000	   7.000	 	 390.000	  51.000	  91.000	 	36.6000	  3.8000	  4.2000	 	 187.0000	  53.0000	 103.0000	 4.800	 1.200	 3.300	 	 91.500	  7.100	   5.800	 	    303.000	  40.00	  88.000	1135
     425	092220.4+034806	 4014	140.5852	+03.8017	 24.1	  48.9	 0.267	 0.719	 1.510	 0.250	 0.710	 	  8.600	  1.500	   2.100	 	  19.400	   3.700	   5.200	 	 0.7200	  0.1300	  0.3200	 	   1.2000	   0.3800	   0.8200	 1.740	 0.340	 0.730	 	  8.000	  1.400	   2.000	 	     18.800	   3.50	   5.300	1494
     426	092235.8-002443	 3133	140.6494	-00.4120	 30.2	  49.4	 0.055	 6.929	 2.640	 0.420	 0.510	 	  1.240	  0.290	   0.380	 	   3.210	   0.760	   1.080	 	 0.5700	  0.1300	  0.3000	 	   1.5400	   0.4600	   0.8500	 2.970	 0.620	 0.820	 	  0.530	  0.120	   0.270	 	      1.440	   0.36	   0.800	1124
     427	092241.9+020719	 1535	140.6749	+02.1222	 32.5	  52.2	 0.198	 3.310	 1.380	 0.150	 0.210	 	  8.900	  1.200	   1.400	 	  19.300	   2.700	   3.100	 	 3.9700	  0.7500	  0.7300	 	   5.5000	   1.2000	   1.6000	 1.290	 0.140	 0.170	 	  6.300	  1.000	   1.100	 	     13.200	   2.20	   2.400	1392
     428	092246.2+034251	 2216	140.6928	+03.7143	 27.2	  65.5	 0.269	 2.759	 2.060	 0.440	 0.930	 	 19.000	  2.500	   2.600	 	  46.000	   6.300	   7.900	 	 6.5900	  0.6700	  0.7800	 	  13.7000	   3.3000	   6.6000	 1.910	 0.320	 0.660	 	 13.000	  1.800	   2.000	 	     31.100	   4.70	   5.300	1536
     429	092246.4+042424	 5348	140.6936	+04.4067	 12.5	  55.0	 0.346	 2.180	 1.800	 0.270	 0.380	 	 17.500	  2.500	   3.400	 	  40.900	   6.000	   8.200	 	 5.8000	  1.1000	  1.3000	 	  10.5000	   2.5000	   3.5000	 1.940	 0.390	 0.740	 	 11.900	  2.600	   3.400	 	     28.400	   6.20	   8.700	1377
     430	092258.2+032041	 4833	140.7426	+03.3449	 14.4	  51.1	 0.575	 1.762	 3.500	 1.300	 3.500	 	 34.400	  6.300	   8.600	 	 102.000	  20.000	  37.000	 	 8.2000	  1.9000	  2.2000	 	  28.0000	  11.0000	  27.0000	 3.900	 1.800	 5.200	 	 21.900	  5.800	   7.800	 	     69.000	  20.00	  38.000	1543
     431	092302.6+034002	 9076	140.7611	+03.6673	  7.9	  13.7	 0.269	 2.211	 2.600	 0.920	 2.050	 	 10.200	  2.100	   2.000	 	  26.900	   6.100	   7.600	 	 4.3400	  0.8700	  1.0700	 	  11.2000	   4.2000	   9.3000	 1.970	 0.340	 1.710	 	  9.700	  2.100	   1.800	 	     24.100	   5.30	   6.000	1556
     432	092312.0+000355	 6657	140.8003	+00.0655	  7.4	  46.9	 0.321	 2.107	 5.400	 3.000	10.800	<	  8.400	       	        	<	  35.000	        	        	<	 4.5000	        	        	<	  50.0000	         	         	 6.400	 3.900	15.000	<	  5.800	       	        	<	     29.000	       	        	1133
     433	092328.2+043107	 6063	140.8678	+04.5187	  7.9	  26.0	 0.663	 1.656	 3.480	 0.940	 4.270	 	 64.000	 12.000	  15.000	 	 198.000	  42.000	  66.000	 	13.1000	  2.2000	  2.8000	 	  48.0000	  16.0000	  49.0000	 3.500	 1.400	 5.400	 	 49.000	 12.000	  15.000	 	    152.000	  41.00	  66.000	1262
     434	092333.1-001917	 7637	140.8879	-00.3216	 10.2	  42.5	 0.813	 1.539	 3.400	 1.200	 5.400	 	 78.000	 21.000	  24.000	 	 245.000	  68.000	 106.000	 	13.8000	  3.7000	  3.7000	 	  48.0000	  19.0000	  72.0000	 3.200	 1.000	13.400	 	 54.000	 19.000	  22.000	 	    172.000	  60.00	 115.000	1127
     435	092335.1+012907	 4806	140.8965	+01.4853	  6.8	  19.4	 0.687	 1.559	16.500	 9.600	 9.300	 	 48.000	 12.000	  14.000	 	 310.000	 110.000	 150.000	 	12.7000	  2.7000	  3.1000	<	 500.0000	         	         	10.900	 7.000	13.500	 	 46.000	 12.000	  14.000	 	    238.000	  91.00	 156.000	1186
     436	092339.0+052654	 1894	140.9129	+05.4486	 30.3	 158.3	 0.373	 3.264	 6.400	 3.100	 8.800	 	280.000	 58.000	  99.000	 	1150.000	 400.000	 760.000	<	18.0000	        	        	<	 190.0000	         	         	 9.900	 5.700	12.700	<	 29.000	       	        	<	    170.000	       	        	 258
     437	092346.8-005330	11530	140.9452	-00.8918	 20.1	  28.7	 0.358	 2.517	 5.100	 2.200	 5.200	 	 18.900	  3.700	   4.000	 	  66.000	  17.000	  32.000	 	 9.7000	  1.8000	  1.9000	 	  50.0000	  23.0000	  56.0000	 4.400	 1.800	 7.500	 	 15.900	  3.600	   4.200	 	     53.000	  15.00	  33.000	1143
     438	092402.2+054205	 7973	141.0094	+05.7016	 13.8	  33.3	 0.488	 2.788	18.500	10.800	 8.500	 	 90.000	 19.000	  31.000	 	 610.000	 230.000	 290.000	 	28.7000	  7.3000	  8.4000	<	1200.0000	         	         	16.400	 8.200	10.900	 	 64.000	 19.000	  28.000	 	    420.000	 170.00	 250.000	 224
     439	092405.0-013059	  298	141.0211	-01.5165	196.6	 576.5	 0.337	 3.119	 2.770	 0.330	 0.500	 	 53.000	  4.100	   4.400	 	 140.000	  13.000	  12.000	 	17.0000	  1.8000	  1.8000	 	  47.2000	   7.6000	   9.0000	 3.560	 0.990	 1.860	 	 34.900	  3.900	   3.500	 	    102.000	  15.00	  21.000	2202
     440	092409.4+040057	 1437	141.0393	+04.0160	122.1	 238.5	 0.084	 6.175	 1.020	 0.044	 0.070	 	  3.830	  0.250	   0.260	 	   7.430	   0.530	   0.560	 	 1.9900	  0.2700	  0.2800	 	   2.0400	   0.3000	   0.3400	 0.923	 0.063	 0.054	 	  2.520	  0.320	   0.240	 	      4.710	   0.59	   0.480	1528
     441	092421.9-005103	 8544	141.0914	-00.8510	  6.3	  33.2	 0.276	 2.158	 3.200	 1.100	 3.400	 	  6.500	  1.300	   1.800	 	  19.600	   5.100	   7.600	 	 2.9500	  0.6000	  0.8100	 	   9.9000	   3.8000	  10.4000	 2.760	 0.860	 1.830	 	  4.700	  1.500	   2.000	 	     12.900	   4.30	   5.800	1175
     442	092454.7+014901	 7841	141.2280	+01.8170	  7.7	  21.8	 0.177	 2.615	 1.390	 0.270	 0.700	 	  2.150	  0.660	   0.890	 	   4.700	   1.500	   2.100	<	 2.2000	        	        	<	   3.9000	         	         	 1.460	 0.400	 0.840	<	  3.100	       	        	<	      7.200	       	        	1140
     443	092502.6+022612	 7060	141.2608	+02.4367	 10.6	  39.4	 0.390	 2.118	14.400	 7.100	11.400	 	 14.200	  2.500	   3.000	 	  86.000	  30.000	  40.000	 	 5.5000	  2.0000	  1.7000	<	 220.0000	         	         	15.900	 8.500	10.800	 	  9.100	  3.200	   3.200	 	     55.000	  24.00	  34.000	1165
     444	092504.3-005602	11531	141.2682	-00.9339	  9.7	  19.4	 0.280	 2.343	 2.030	 0.580	 2.800	 	  5.200	  2.000	   3.300	 	  13.900	   5.800	   9.600	<	 3.7000	        	        	<	   9.0000	         	         	 1.750	 0.420	 1.900	<	  6.600	       	        	<	     16.000	       	        	1211
     445	092510.0-014830	 5079	141.2918	-01.8085	  7.3	  71.0	 0.863	 1.401	12.100	 6.100	13.500	 	 61.000	 11.000	  14.000	 	 340.000	 110.000	 180.000	 	10.6000	  2.0000	  2.1000	<	 430.0000	         	         	 7.300	 4.000	13.200	 	 38.400	  9.800	  14.400	 	    162.000	  56.00	 104.000	1819
     446	092511.8-011436	 9471	141.2993	-01.2436	 12.3	  24.7	 0.419	 1.893	 2.680	 0.930	 2.910	 	 12.500	  2.100	   4.200	 	  35.000	   7.700	  15.200	 	 5.2500	  0.9700	  1.4600	 	  15.0000	   6.0000	  15.6000	 3.500	 1.600	 5.300	 	  8.800	  2.000	   4.900	 	     27.900	   8.40	  21.300	1767
     447	092522.1-013148	 6653	141.3423	-01.5301	 26.3	  49.7	 0.445	 1.940	 1.610	 0.240	 0.460	 	 27.300	  3.400	   4.400	 	  62.300	   7.700	  10.600	 	 9.0000	  1.2000	  1.4000	 	  14.9000	   3.2000	   5.3000	 1.590	 0.210	 0.670	 	 21.700	  2.700	   4.400	 	     49.100	   6.30	  10.400	2192
     448	092533.6-014205	 1483	141.3903	-01.7016	 51.0	 150.6	 0.229	 0.815	 2.970	 0.830	 2.410	 	  7.650	  0.830	   1.230	 	  21.200	   3.300	   7.400	 	 0.7300	  0.1100	  0.2700	 	   2.3100	   0.8000	   2.3900	 2.620	 0.650	 1.810	 	  6.860	  0.820	   1.020	 	     18.300	   2.80	   4.900	2065
     449	092546.3-014347	  566	141.4432	-01.7298	197.1	 480.2	 0.228	 3.813	 2.880	 0.340	 0.540	 	 33.400	  2.800	   3.900	 	  89.800	   9.000	  11.200	 	12.3000	  1.5000	  1.9000	 	  36.0000	   6.4000	   9.2000	 2.870	 0.330	 0.520	 	 23.300	  2.900	   4.000	 	     62.500	   8.40	  11.900	2008
     450	092548.9-011725	 5488	141.4539	-01.2903	 12.0	  18.4	 0.337	 2.390	 2.250	 0.370	 0.780	 	 23.800	  3.400	   3.600	 	  59.600	   8.900	  10.100	 	 9.6000	  1.4000	  1.6000	 	  22.3000	   5.0000	   7.7000	 2.370	 0.500	 0.830	 	 20.600	  3.600	   3.400	 	     52.300	   9.70	   9.900	1718
     451	092553.3+015519	  991	141.4724	+01.9220	 11.3	  33.3	 0.231	 3.126	 2.580	 0.820	 6.440	<	  4.400	       	        	<	  15.000	        	        	<	 4.0000	        	        	<	  18.0000	         	         	 2.900	 1.100	 6.400	<	  3.000	       	        	<	      9.800	       	        	1129
     452	092555.6+004311	 6732	141.4820	+00.7199	 64.5	  88.9	 0.255	 3.279	 4.200	 1.100	 5.100	 	 33.200	  2.800	   3.600	 	 106.000	  17.000	  49.000	 	14.5000	  1.9000	  2.1000	 	  61.0000	  18.0000	  75.0000	 4.500	 1.600	 3.400	 	 29.700	  2.500	   3.600	 	     96.000	  17.00	  34.000	1184
     453	092619.9+021207	 8160	141.5830	+02.2022	 23.4	  32.5	 0.493	 2.104	11.100	 7.900	12.700	 	 30.500	  5.600	   6.500	 	 154.000	  61.000	  99.000	 	12.0000	  2.2000	  2.1000	<	 470.0000	         	         	 5.900	 3.000	10.500	 	 24.700	  4.900	   5.500	 	     92.000	  26.00	  62.000	1131
     454	092621.3-003356	 4366	141.5890	-00.5657	 10.1	  63.4	 0.340	 2.118	 3.600	 1.200	 9.000	 	 12.500	  2.700	   2.900	 	  40.000	  11.000	  29.000	 	 4.5000	  1.0000	  1.2000	 	  17.0000	   7.3000	  42.0000	 4.900	 2.500	 8.700	 	  7.800	  2.300	   3.000	 	     27.000	  10.00	  20.000	1229
     455	092629.3+032614	 2050	141.6225	+03.4374	 19.7	 117.5	 0.088	 4.336	 1.020	 0.068	 0.060	 	  2.450	  0.430	   0.360	 	   4.740	   0.850	   0.730	 	 1.0700	  0.2000	  0.2100	 	   1.0800	   0.2200	   0.2500	 1.100	 0.110	 0.230	 	  1.620	  0.420	   0.360	 	      3.260	   0.85	   0.830	1152
     456	092631.0+014511	 2967	141.6295	+01.7533	 31.8	 100.0	 0.761	 1.834	 9.200	 4.600	11.300	 	124.000	 18.000	  21.000	 	 580.000	 150.000	 350.000	 	24.8000	  3.0000	  3.5000	 	 220.0000	 110.0000	 320.0000	13.400	 8.000	10.700	 	 84.000	 15.000	  18.000	 	    470.000	 160.00	 230.000	1152
     457	092639.7+040733	 3560	141.6655	+04.1260	  7.7	  34.5	 0.245	 2.290	 6.200	 3.500	15.500	 	 11.200	  2.600	   2.300	 	  44.000	  15.000	  42.000	 	 3.8000	  1.7000	  1.0000	<	 140.0000	         	         	16.200	 9.700	 9.300	<	 13.000	       	        	<	    100.000	       	        	1184
     458	092644.0+040010	 9238	141.6834	+04.0029	 11.1	  29.5	 0.347	 2.128	 2.590	 0.850	 2.390	 	 20.000	  2.600	   4.000	 	  54.000	   8.900	  21.200	 	 7.6000	  1.1000	  1.5000	 	  20.4000	   7.2000	  20.5000	 3.600	 1.500	 5.100	 	 17.000	  2.600	   4.000	 	     52.000	  11.00	  31.000	1171
     459	092647.5+050032	  137	141.6980	+05.0091	505.4	1395.7	 0.455	 3.422	 6.500	 1.600	 1.700	 	319.000	 34.000	  20.000	 	1220.000	 190.000	 190.000	 	61.3000	  5.5000	  5.7000	 	 400.0000	 110.0000	 120.0000	 7.300	 2.000	 3.100	 	205.000	 25.000	  20.000	 	    840.000	 140.00	 210.000	1330
     460	092647.5+030946	12965	141.6981	+03.1630	 16.2	  16.0	 0.226	 2.851	 3.200	 1.300	 3.700	 	  5.000	  1.500	   1.900	 	  14.700	   4.800	   7.500	 	 3.1600	  0.9700	  0.8900	 	  10.0000	   4.6000	  13.7000	 3.200	 1.500	 8.900	 	  3.900	  1.600	   1.300	 	     11.000	   4.50	   8.500	1135
     461	092648.0+050124	 6875	141.7002	+05.0234	 16.0	  26.5	 0.454	 2.542	 6.200	 1.300	 2.000	 	115.000	 21.000	  37.000	 	 442.000	  92.000	 144.000	 	27.8000	  4.4000	  5.2000	 	 174.0000	  46.0000	  66.0000	 5.400	 1.000	 1.500	 	 88.000	 19.000	  27.000	 	    312.000	  74.00	  97.000	1331
     462	092650.5+035755	  671	141.7106	+03.9654	 33.0	 304.8	 0.377	 2.594	 2.270	 0.430	 0.520	 	 45.100	  5.000	  10.100	 	 111.000	  14.000	  25.000	 	 7.4000	  2.3000	  3.6000	 	  16.8000	   6.0000	   9.4000	 2.370	 0.560	 1.780	 	 14.700	  5.300	   9.100	 	     39.000	  15.00	  26.000	1166
     463	092711.5+011735	10285	141.7981	+01.2933	  7.5	  25.8	 0.613	 1.558	12.500	 7.100	12.500	 	 33.400	  7.100	   7.200	 	 190.000	  70.000	 102.000	 	10.1000	  1.9000	  1.9000	<	 400.0000	         	         	11.100	 6.500	12.800	 	 29.100	  6.900	   6.700	 	    149.000	  53.00	  95.000	1209
     464	092735.3+014423	  266	141.8974	+01.7399	 32.9	  43.2	 0.149	 4.171	 4.700	 2.200	 8.000	 	  8.200	  1.200	   1.000	 	  27.000	   6.500	  20.500	 	 4.4200	  0.5600	  0.7100	 	  20.6000	   9.8000	  40.4000	 4.800	 2.400	 8.700	 	  6.060	  0.800	   1.130	 	     20.800	   5.40	  15.600	1205
     465	092737.7+020607	 1924	141.9074	+02.1021	106.4	 191.5	 0.419	 2.793	 3.700	 1.200	 2.700	 	 90.200	  8.900	   8.100	 	 266.000	  35.000	  70.000	 	27.5000	  3.0000	  3.4000	 	 101.0000	  33.0000	  76.0000	 3.700	 1.100	 2.400	 	 74.700	  9.700	   7.600	 	    221.000	  34.00	  51.000	1191
     466	092739.7-010427	 2636	141.9158	-01.0743	 34.8	  47.3	 0.329	 2.747	18.000	 9.000	 9.200	 	 34.000	  3.600	   4.600	 	 242.000	  87.000	  80.000	 	15.4000	  2.2000	  2.5000	<	 610.0000	         	         	15.000	 7.400	11.400	 	 29.900	  3.300	   4.100	 	    190.000	  65.00	  81.000	1232
     467	092740.1-002922	 3454	141.9171	-00.4897	 11.4	  77.7	 0.138	 3.308	 1.880	 0.460	 0.760	 	  3.250	  0.440	   0.630	 	   7.800	   1.300	   1.900	 	 1.6200	  0.3000	  0.3400	 	   3.0700	   0.9800	   1.6700	 2.190	 0.580	 2.220	 	  1.910	  0.500	   0.600	 	      4.900	   1.40	   2.000	1230
     468	092740.1+042038	 4999	141.9173	+04.3440	  6.2	  21.4	 0.275	 2.929	 1.820	 0.330	 0.940	 	  8.900	  3.600	   3.600	 	  21.200	   8.400	   9.300	 	 5.9000	  1.3000	  1.6000	 	  11.0000	   3.2000	   6.5000	 2.160	 0.430	 1.170	 	  8.300	  3.300	   3.500	 	     21.000	   8.40	   9.400	1151
     469	092740.7-015320	 7063	141.9196	-01.8889	 16.1	  41.4	 0.332	 2.362	10.400	 6.600	11.900	 	 12.500	  1.800	   2.300	 	  63.000	  24.000	  37.000	 	 5.9000	  1.0000	  1.2000	<	 210.0000	         	         	10.700	 7.300	12.100	 	  8.700	  1.700	   2.100	 	     43.000	  18.00	  29.000	1443
     470	092744.6+045630	17315	141.9360	+04.9418	 11.3	   9.6	 0.355	 2.192	 1.320	 0.290	 1.140	 	  6.300	  1.900	   2.700	 	  14.100	   4.500	   6.300	<	 5.3000	        	        	<	  11.0000	         	         	 1.180	 0.200	 0.690	<	  8.700	       	        	<	     19.000	       	        	1281
     471	092755.9+000439	10316	141.9829	+00.0778	 10.9	  21.9	 0.983	 1.384	 1.530	 0.570	 1.180	 	126.000	 41.000	  85.000	 	 300.000	  83.000	 149.000	 	17.6000	  4.0000	  4.4000	 	  26.8000	   8.9000	  18.9000	 2.300	 1.100	 3.300	 	 84.000	 28.000	  51.000	 	    231.000	  69.00	 106.000	1229
     472	092803.4+010953	 1527	142.0142	+01.1648	 13.0	 163.7	 0.552	 1.987	 2.590	 0.650	 2.700	 	 70.400	  9.600	  12.800	 	 191.000	  28.000	  55.000	 	13.2000	  2.5000	  3.0000	 	  35.0000	  12.0000	  35.0000	 3.000	 1.100	 5.700	 	 34.300	  9.200	  13.900	 	    101.000	  30.00	  56.000	1228
     473	092807.5-001353	13561	142.0314	-00.2316	  9.5	  25.9	 0.771	 1.390	 1.240	 0.430	 0.940	 	 48.000	 21.000	  31.000	 	 104.000	  47.000	  54.000	<	15.0000	        	        	<	  25.0000	         	         	 1.450	 0.690	 1.640	<	 99.000	       	        	<	    210.000	       	        	1228
     474	092807.7-012704	 6687	142.0323	-01.4512	  6.8	  28.9	 1.304	 1.145	10.400	 6.600	13.400	<	150.000	       	        	<	 810.000	        	        	<	17.0000	        	        	<	 310.0000	         	         	10.900	 6.600	10.600	<	110.000	       	        	<	    590.000	       	        	1543
     475	092813.0-004508	13305	142.0544	-00.7524	  7.8	  16.9	 0.318	 1.942	 3.100	 1.000	 4.100	 	 13.600	  2.500	   2.400	 	  38.900	   8.500	  16.600	 	 5.0400	  0.8600	  1.0700	 	  15.6000	   5.8000	  21.8000	 3.500	 1.300	 6.900	 	 11.700	  2.400	   2.400	 	     35.900	   9.20	  21.800	1228
     476	092821.1+041941	 7167	142.0880	+04.3283	  8.3	  20.4	 0.157	 2.929	 3.260	 0.890	 1.520	<	  3.500	       	        	<	  10.000	        	        	<	 2.3000	        	        	<	   8.5000	         	         	 3.300	 0.920	 1.460	<	  3.100	       	        	<	      8.600	       	        	1135
     477	092821.2+042149	  666	142.0884	+04.3637	113.0	 375.3	 0.235	 3.863	 2.210	 0.260	 0.330	 	 43.400	  4.200	   3.600	 	 106.000	  10.700	  10.000	 	14.4000	  2.2000	  1.6000	 	  31.6000	   5.5000	   6.3000	 2.080	 0.220	 0.410	 	 29.200	  5.300	   3.700	 	     70.800	  12.40	   9.500	1136
     478	092828.3-000955	  845	142.1180	-00.1653	  7.1	  22.9	 0.509	 1.703	16.400	 9.200	 8.900	 	 23.900	  7.300	  10.200	 	 149.000	  59.000	  84.000	 	 8.7000	  1.9000	  2.5000	<	 340.0000	         	         	15.500	 8.600	10.600	 	 20.100	  6.000	  10.800	 	    127.000	  53.00	  82.000	1229
     479	092832.4+041517	 4192	142.1354	+04.2548	 16.4	  53.8	 0.440	 2.053	17.900	 6.900	 8.000	 	 20.900	  6.700	   9.500	 	 141.000	  53.000	  87.000	 	 8.3000	  3.7000	  2.1000	<	 330.0000	         	         	18.500	 9.700	 8.500	<	 27.000	       	        	<	    210.000	       	        	1136
     480	092844.0+005318	 8858	142.1835	+00.8885	  8.9	  26.9	 0.318	 2.018	 2.380	 0.870	 1.680	 	 13.100	  2.200	   2.500	 	  33.500	   6.600	   9.700	 	 4.9700	  0.9000	  1.0400	 	  11.9000	   4.7000	   8.5000	 2.200	 0.750	 4.090	 	 11.000	  2.200	   2.700	 	     28.900	   7.10	  14.200	1225
     481	092846.5+000056	10287	142.1940	+00.0157	 19.8	  38.4	 0.344	 2.650	 1.450	 0.410	 0.880	 	 25.600	  4.300	   5.000	 	  56.000	  10.000	  13.000	 	11.0000	  1.8000	  2.1000	 	  16.5000	   6.1000	  11.2000	 2.600	 1.200	 2.700	 	 21.300	  4.000	   4.300	 	     56.000	  12.00	  20.000	1226
     482	092859.0+040532	 4029	142.2462	+04.0923	 52.6	 113.0	 0.259	 3.325	 4.000	 1.300	 3.800	 	 24.800	  3.400	   2.300	 	  76.000	  14.000	  27.000	 	11.8000	  1.5000	  1.8000	 	  48.0000	  17.0000	  44.0000	 4.700	 1.800	 7.300	 	 20.000	  3.400	   1.800	 	     65.000	  14.00	  39.000	1152
