#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:30:55 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:30:55	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable1&-out=AGC,OName,RAJ2000,DEJ2000,TT,r23.5,r.83,Isb,ell,e_ell,Imag,e_Imag,TF&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table1:
#Name: J/ApJS/172/599/table1
#Title: Additional photometric parameters
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	r23.5	(F5.1)	Isophotal radius at a surface magnitude of 23.5 mag/arcsec2	[ucd=phys.angSize]
#Column	r.83	(F5.1)	Optical radius containing 83% of the light	[ucd=phys.angSize;src]
#Column	Isb	(F6.2)	Surface magnitude at outermost I isophote	[ucd=phot.mag.sb;em.opt.I]
#Column	ell	(F6.3)	Disk ellipticity	[ucd=src.ellipticity]
#Column	e_ell	(F6.3)	Error on the Ellip	[ucd=stat.error]
#Column	Imag	(F6.2)	Observed I-band magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag	(F5.2)	Error on Imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	TF	(A1)	[*] Code indicating inclusion in TF sample	[ucd=meta.note]
AGC	OName	RAJ2000	DEJ2000	TT	r23.5	r.83	Isb	ell	e_ell	Imag	e_Imag	TF
 11611	424-038 	20 40 31.7	+14 16 29	 5	 31.8	 27.7	 23.76	 0.472	 0.039	 13.88	 0.05	
 33687	186 G 75	20 41 07.2	-53 29 53	 5	 44.2	 38.8	 23.60	 0.839	 0.011	 14.29	 0.04	
 33704	N6947   	20 41 15.4	-32 29 16	 3	 57.1	 43.1	 24.20	 0.320	 0.077	 11.81	 0.03	
 33716	401 G  4	20 41 55.8	-32 49 26	 5	 23.5	 37.8	 24.40	 0.331	 0.050	 14.28	 0.05	
 33722	I1328   	20 41 57.0	-19 37 56	 5	 25.9	 17.4	 24.18	 0.507	 0.013	 13.34	 0.02	
 33719	341 G  7	20 42 09.3	-37 41 26	 5	 20.7	 18.9	 24.43	 0.292	 0.038	 14.33	 0.05	
 33710	187 G  4	20 42 10.6	-55 14 20	 4	 38.1	 27.1	 22.71	 0.730	 0.008	 13.59	 0.03	
 33728	528 G 34	20 42 28.6	-24 09 05	 3	 43.1	 40.1	 24.10	 0.526	 0.082	 13.12	 0.04	
 33726	187 G  6	20 43 02.3	-52 31 05	 5	 44.4	 48.6	 24.06	 0.643	 0.041	 13.54	 0.04	
 33738	I5039   	20 43 14.3	-29 51 13	 5	 67.1	 44.4	 23.67	 0.687	 0.010	 11.88	 0.02	
 33730	187 G  8	20 43 25.0	-56 12 16	 5	 47.9	 44.5	 23.46	 0.827	 0.012	 14.10	 0.05	
 33732	N6948   	20 43 30.3	-53 21 27	 3	 56.5	 44.8	 23.66	 0.803	 0.040	 13.12	 0.03	*
 33741	I5041   	20 43 33.8	-29 42 25	 5	 60.3	 46.9	 23.02	 0.423	 0.059	 11.79	 0.08	
 33733	N6943   	20 44 32.8	-68 45 02	 5	101.8	 72.0	 24.28	 0.493	 0.026	 10.42	 0.03	*
 33755	285 G 48	20 44 40.2	-45 58 42	 5	 63.6	 51.8	 23.90	 0.569	 0.046	 12.25	 0.04	
 33715	I5025   	20 45 00.1	-76 59 02	 4	 54.4	 39.0	 22.76	 0.852	 0.019	 13.54	 0.03	
 33765	401 G  7	20 45 18.5	-35 14 26	 5	 41.5	 31.7	 24.30	 0.575	 0.015	 12.87	 0.03	
 33770	234 G 69	20 45 54.0	-51 23 32	 5	 56.7	 45.5	 24.52	 0.698	 0.029	 12.68	 0.04	*
600125	I1330   	20 46 16.0	-14 01 21	 5	 37.7	 23.4	 25.29	 0.609	 0.014	 12.75	 0.05	
 33774	I5038   	20 46 50.1	-65 01 00	 5	 54.6	 37.8	 25.58	 0.527	 0.049	 12.19	 0.04	
300324	        	20 47 03.2	+00 26 12	 0	 21.5	 19.3	 23.85	 0.364	 0.028	 14.11	 0.07	*
 11628	N6962   	20 47 19.0	+00 19 15	 1	 97.1	 89.4	 23.31	 0.283	 0.104	 10.62	 0.09	
600230	D2048-43	20 48 01.1	-52 58 07	 3	 20.6	 15.6	 24.85	 0.263	 0.033	 13.77	 0.04	
 33795	463 G 25	20 48 05.9	-30 13 36	 3	 44.5	 31.2	 24.31	 0.818	 0.034	 13.35	 0.03	
600237	D2048158	20 48 09.5	-52 29 28	 5	 11.7	 15.6	 23.85	 0.299	 0.032	 15.73	 0.06	
 33799	597 G 35	20 48 11.9	-19 49 55	 3	 24.5	 22.0	 23.23	 0.595	 0.028	 14.43	 0.05	
300152	        	20 48 21.2	+16 20 16	 5	 24.3	 18.9	 23.75	 0.713	 0.005	 14.65	 0.03	
 11633	N6969   	20 48 27.6	+07 44 25	 1	 42.0	 25.9	 23.68	 0.683	 0.025	 12.35	 0.02	
 33763	I5026   	20 48 27.8	-78 04 09	 5	 68.3	 57.5	 23.96	 0.858	 0.014	 13.47	 0.04	
600238	D2048168	20 48 47.2	-52 23 28	 3	 12.5	  8.9	 24.33	 0.496	 0.028	 15.12	 0.02	
600231	D2048-52	20 49 50.5	-52 55 13	 7	 16.9	 13.1	 24.32	 0.727	 0.033	 15.43	 0.04	
600138	M-153012	20 49 52.1	-07 01 17	 5	 61.9	 48.9	 24.44	 0.801	 0.010	 12.96	 0.03	
600232	D2048-50	20 50 49.3	-52 56 05	 6	 17.1	 11.8	 25.33	 0.695	 0.031	 15.27	 0.05	
600240	D2048118	20 51 03.0	-52 39 49	 5	 14.7	 11.9	 23.28	 0.653	 0.036	 15.57	 0.03	
 33859	529 G  9	20 51 10.5	-25 42 48	 5	 27.0	 19.3	 24.49	 0.715	 0.043	 13.62	 0.03	
 33851	187 G 22	20 51 40.4	-52 35 00	 3	 29.0	 20.4	 23.90	 0.534	 0.027	 13.19	 0.03	
 33879	597 G 45	20 51 44.7	-18 19 53	 5	 20.3	 28.5	 24.07	 0.225	 0.059	 14.39	 0.05	
600300	D2048227	20 52 16.5	-51 45 08	 3	 16.3	 14.4	 24.92	 0.360	 0.036	 14.75	 0.05	
600234	D2048213	20 52 18.2	-51 57 50	 4	 23.8	 24.7	 24.17	 0.591	 0.046	 14.56	 0.05	
 33883	235 G  9	20 52 43.1	-52 10 22	 1	 33.0	 22.8	 23.73	 0.392	 0.029	 12.89	 0.03	
600241	D2048-17	20 52 46.0	-53 04 33	 5	 10.6	  8.4	 24.07	 0.383	 0.039	 15.64	 0.04	
600235	99D20482	20 53 06.6	-51 47 52	 3	 14.8	 11.8	 25.43	 0.286	 0.117	 14.66	 0.04	
600154	F 575   	20 53 33.6	-52 43 52	20	 11.0	  9.2	 23.68	 0.408	 0.020	 15.63	 0.04	
 33875	I5054   	20 53 45.0	-71 01 26	 3	 61.6	 45.9	 23.62	 0.668	 0.218	 12.41	 0.03	
600236	D2048-31	20 53 46.5	-52 59 06	 4	 17.8	 12.7	 24.47	 0.392	 0.011	 14.14	 0.03	
 33905	463 G 32	20 54 06.4	-28 40 58	 3	 28.6	 19.9	 23.56	 0.673	 0.010	 13.70	 0.03	
 11647	448-017 	20 54 12.1	+17 46 46	 5	 41.2	 30.7	 24.05	 0.795	 0.012	 13.56	 0.03	
 33913	235 G 16	20 55 14.1	-49 11 13	 1	 38.3	 33.2	 24.58	 0.160	 0.021	 12.55	 0.04	
 11649	374-028 	20 55 27.6	-01 13 31	 1	 49.9	 40.4	 23.35	 0.220	 0.018	 11.94	 0.03	
 11650	425-021 	20 56 27.6	+12 02 26	 5	 38.9	 27.0	 23.49	 0.748	 0.007	 13.56	 0.03	
300085	425-022 	20 57 09.2	+13 31 25	 5	 32.2	 24.0	 23.55	 0.721	 0.016	 14.09	 0.03	
 33943	286 G 16	20 57 36.7	-46 36 18	 3	 51.5	 33.7	 22.84	 0.758	 0.008	 12.69	 0.02	
 33947	286 G 18	20 57 49.5	-43 22 33	 3	 84.2	 57.5	 24.08	 0.855	 0.012	 12.23	 0.03	
 33944	N6984   	20 57 52.1	-51 52 10	 5	 50.9	 35.9	 23.71	 0.303	 0.059	 11.82	 0.03	
 33956	I1339   	20 57 55.3	-17 56 33	 3	 46.2	 27.1	 24.56	 0.452	 0.037	 11.89	 0.04	
 33953	464 G  3	20 58 01.1	-32 17 28	 3	 31.8	 20.9	 24.15	 0.434	 0.010	 12.83	 0.03	
300091	425-027b	20 58 06.5	+13 30 53	 3	 29.2	 18.3	 23.03	 0.487	 0.093	 13.78	 0.03	
 33967	598 G  9	20 58 28.2	-19 58 50	 3	 42.9	 29.7	 24.37	 0.499	 0.033	 12.33	 0.04	
 33971	341 G 23	20 58 59.1	-39 27 43	 5	 46.4	 34.6	 24.80	 0.672	 0.020	 12.85	 0.03	
 11656	425-029 	20 59 05.3	+11 16 51	 5	 32.7	 23.9	 23.36	 0.784	 0.022	 14.12	 0.07	
 11660	        	21 00 31.6	+13 29 30	 3	 41.5	 54.6	 23.65	 0.760	 0.059	 14.39	 0.12	
 11662	N7003   	21 00 42.4	+17 48 17	 3	 38.1	 27.6	 24.00	 0.289	 0.037	 12.42	 0.04	
300100	425-032 	21 00 45.0	+13 19 34	 1	 31.5	 21.6	 23.93	 0.474	 0.050	 12.85	 0.02	*
 34008	235 G 33	21 00 52.6	-48 36 01	 3	 53.9	 48.7	 24.09	 0.141	 0.060	 11.95	 0.05	
 33979	I5071   	21 01 17.6	-72 38 32	 3	111.5	 80.1	 24.31	 0.800	 0.015	 11.45	 0.03	*
600179	I5078   	21 02 31.2	-16 49 05	 4	109.7	 86.0	 23.21	 0.692	 0.016	 11.37	 0.05	
600180	M-253022	21 02 36.7	-13 47 52	 5	 45.3	 31.3	 23.88	 0.736	 0.089	 12.93	 0.04	*
 34091	598 G 20	21 04 24.4	-21 46 56	 5	 51.0	 33.4	 24.01	 0.151	 0.055	 11.19	 0.03	
310007	400-022 	21 04 28.8	+07 58 48	 4	 29.0	 18.6	 24.18	 0.715	 0.017	 13.87	 0.02	
 34101	598 G 21	21 04 48.8	-17 53 05	 3	 24.3	 17.5	 24.04	 0.587	 0.080	 14.01	 0.02	
 34162	286 G 58	21 08 18.0	-43 54 56	 4	 30.9	 26.9	 24.33	 0.329	 0.032	 13.41	 0.04	
 11683	449-006 	21 08 26.6	+18 11 27	 5	 43.1	 34.4	 23.69	 0.708	 0.011	 13.33	 0.05	
 34184	530 G  4	21 08 44.1	-22 54 37	 5	 18.3	 20.9	 23.97	 0.479	 0.027	 15.05	 0.05	
610018	M-154003	21 10 05.5	-03 41 51	 4	 43.9	 44.2	 24.12	 0.513	 0.031	 13.14	 0.07	
 34213	464 G 26	21 10 18.5	-29 31 38	 3	 45.9	 33.6	 24.17	 0.640	 0.040	 12.77	 0.03	
 34195	107 G 10	21 10 39.3	-64 42 15	 5	 18.4	 21.8	 24.39	 0.337	 0.126	 14.86	 0.05	*
310330	n96     	21 10 49.1	+04 20 47	 3	 26.1	 17.9	 22.92	 0.761	 0.005	 14.46	 0.02	*
 34202	107 G 11	21 11 02.8	-65 31 38	 5	 23.7	 19.0	 24.65	 0.465	 0.035	 14.09	 0.04	
 34231	464 G 27	21 11 04.9	-29 59 48	 3	 37.7	 27.3	 24.04	 0.781	 0.040	 13.60	 0.03	*
 34222	107 G 14	21 11 54.7	-64 13 41	 5	 23.4	 43.0	 24.91	 0.596	 0.047	 14.90	 0.08	*
 11696	        	21 11 55.0	+11 22 45	 6	 35.9	 34.1	 23.36	 0.798	 0.011	 14.62	 0.08	
310030	426-015 	21 12 01.2	+11 29 45	 1	 26.9	 20.6	 24.02	 0.405	 0.084	 13.05	 0.03	
310298	U11696b 	21 12 06.2	+11 20 41	 5	 15.1	 14.6	 24.32	 0.564	 0.108	 15.66	 0.06	
 34252	342 G 17	21 12 10.6	-37 37 39	 5	 34.5	 31.3	 24.66	 0.890	 0.011	 15.49	 0.04	
 34241	187 G 58	21 12 11.1	-57 16 40	 5	 58.6	 44.4	 25.20	 0.807	 0.009	 13.12	 0.04	*
 34267	402 G 15	21 12 43.5	-36 51 31	 3	 31.7	 23.0	 23.55	 0.481	 0.048	 13.24	 0.03	
610024	375-011 	21 13 12.9	-00 21 58	 5	 27.7	 20.7	 23.22	 0.481	 0.022	 13.63	 0.03	
 34263	144 G 19	21 13 12.9	-58 25 37	 3	 35.2	 28.2	 24.71	 0.538	 0.084	 13.05	 0.04	
 34268	107 G 15	21 13 43.2	-63 20 11	 5	 64.4	 46.3	 23.46	 0.833	 0.029	 12.96	 0.03	*
 34272	144 G 20	21 13 50.7	-61 17 22	 5	 24.0	 18.4	 26.33	 0.603	 0.031	 14.31	 0.05	
 11706	426-025 	21 14 22.3	+15 14 39	 3	 41.4	 30.0	 23.98	 0.743	 0.016	 13.55	 0.03	
 34285	464 G 29	21 14 41.1	-31 34 55	 4	 28.1	 25.3	 24.42	 0.368	 0.038	 13.64	 0.05	
 34287	N7038   	21 15 07.8	-47 13 13	 5	 92.4	 69.4	 23.41	 0.472	 0.032	 10.84	 0.03	*
 34289	107 G 16	21 16 07.2	-64 48 59	 5	 53.2	 59.8	 25.14	 0.806	 0.029	 13.95	 0.05	*
 34293	I5092   	21 16 13.7	-64 27 52	 5	 80.8	 72.3	 23.55	 0.193	 0.118	 11.08	 0.04	*
310444	375-024 	21 16 21.8	+01 05 05	 0	 16.6	 13.2	 23.41	 0.378	 0.021	 14.60	 0.03	
 34312	342 G 25	21 16 22.5	-38 58 50	 4	 34.4	 23.8	 24.06	 0.615	 0.016	 12.97	 0.03	
 11712	N7047   	21 16 27.6	-00 49 36	 3	 49.2	 33.4	 24.03	 0.460	 0.034	 12.15	 0.02	
 11713	426-034 	21 17 28.2	+15 33 57	 5	 27.3	 43.6	 23.71	 0.603	 0.015	 14.52	 0.10	
 34334	287 G  3	21 17 37.4	-46 43 28	 5	 26.8	 26.9	 24.02	 0.472	 0.070	 14.03	 0.05	
 34347	530 G 34	21 17 58.2	-22 50 04	 3	 49.4	 28.1	 24.37	 0.673	 0.087	 12.80	 0.03	
 34340	287 G  4	21 18 05.6	-46 18 04	 4	 44.4	 33.7	 23.64	 0.617	 0.027	 12.88	 0.03	*
 34342	287 G  5	21 18 11.2	-46 40 39	 5	 25.4	 22.0	 23.61	 0.650	 0.025	 14.55	 0.04	*
 34335	I5096   	21 18 19.9	-63 45 39	 3	108.7	 63.5	 23.44	 0.800	 0.024	 11.16	 0.02	*
 34348	145 G  4	21 18 50.8	-57 38 25	 5	 60.2	 47.9	 25.21	 0.726	 0.034	 12.86	 0.04	*
 34364	599 G  7	21 19 46.4	-22 11 40	 3	 29.7	 28.1	 23.92	 0.621	 0.011	 14.28	 0.05	
 11723	375-027 	21 20 17.3	-01 41 04	 3	 50.2	 35.1	 23.90	 0.759	 0.034	 12.75	 0.02	
610044	M-254005	21 20 23.3	-13 10 16	 5	 39.8	 26.2	 24.46	 0.709	 0.040	 12.92	 0.03	
 11724	375-028 	21 20 38.3	+01 02 48	 5	 52.2	 44.6	 24.19	 0.788	 0.018	 13.58	 0.07	
 11729	        	21 21 14.6	+25 01 43	 5	 24.0	 37.9	 23.65	 0.765	 0.019	 15.51	 0.12	
 34378	287 G  9	21 21 16.6	-46 09 06	 5	 54.0	 43.5	 24.49	 0.805	 0.032	 13.18	 0.04	*
 34381	530 G 37	21 21 25.2	-24 22 17	 3	 26.2	 22.5	 24.04	 0.368	 0.044	 13.77	 0.04	
 34373	I5100   	21 21 43.5	-65 56 01	 5	 39.8	 25.8	 25.63	 0.674	 0.070	 13.42	 0.04	
 34397	287 G 13	21 23 13.6	-45 46 19	 4	 99.6	 65.7	 23.51	 0.754	 0.011	 11.38	 0.02	
 34414	342 G 40	21 24 35.1	-37 24 03	 4	 27.6	 20.6	 24.41	 0.615	 0.011	 13.93	 0.03	
 34419	342 G 41	21 25 03.0	-39 49 14	 5	 27.3	 23.1	 23.70	 0.417	 0.016	 13.77	 0.03	
 34423	I5105A  	21 25 29.5	-40 16 24	 5	 65.1	 53.5	 24.51	 0.528	 0.044	 11.99	 0.04	*
 34431	402 G 28	21 25 44.2	-34 04 42	 3	 35.8	 30.2	 23.35	 0.419	 0.052	 12.92	 0.03	
 34434	I5105 B 	21 26 00.1	-40 50 05	 3	 44.1	 30.7	 24.34	 0.514	 0.133	 12.13	 0.02	
 11740	426-053 	21 26 14.3	+09 47 52	 3	 43.9	 33.1	 24.15	 0.665	 0.026	 13.02	 0.03	
 34444	N7059   	21 27 21.3	-60 00 51	 5	 65.9	 50.1	 24.91	 0.747	 0.038	 12.76	 0.04	*
 34455	I5107   	21 28 14.8	-65 44 08	 5	 30.6	 25.1	 23.79	 0.581	 0.018	 13.79	 0.04	
 34475	342 G 50	21 28 15.0	-37 51 41	 5	 90.2	 63.1	 22.97	 0.358	 0.100	 11.23	 0.06	
 34480	N7064   	21 29 02.2	-52 45 58	 5	110.6	 79.8	 24.28	 0.835	 0.027	 11.93	 0.03	*
 34501	403 G  3	21 30 34.0	-33 38 59	 5	 42.3	 31.9	 24.54	 0.852	 0.026	 14.11	 0.02	
 34512	465 G  5	21 31 20.6	-29 15 38	 3	 20.4	 17.1	 24.11	 0.374	 0.047	 14.36	 0.04	
 34522	465 G  6	21 32 04.0	-30 49 18	 5	 32.4	 24.2	 25.10	 0.630	 0.081	 13.74	 0.04	
 34505	I5108   	21 32 51.5	-72 39 43	 3	 28.8	 21.2	 24.08	 0.563	 0.048	 13.73	 0.04	
 11765	402-003 	21 33 33.2	+08 46 20	 3	 29.0	 25.0	 23.94	 0.410	 0.051	 13.61	 0.04	
310333	n96     	21 34 00.5	+08 35 07	 3	 20.9	 13.3	 23.59	 0.563	 0.066	 14.49	 0.03	*
 34549	599 G 20	21 34 07.7	-20 28 12	 4	 44.8	 30.1	 24.22	 0.728	 0.006	 12.95	 0.03	
 11768	        	21 34 34.2	+18 57 01	 4	 39.0	 26.4	 23.71	 0.821	 0.014	 13.72	 0.02	
 34574	600 G  2	21 35 34.5	-19 01 52	 4	 30.5	 22.6	 23.54	 0.434	 0.047	 13.14	 0.03	
 34559	N7083   	21 35 45.3	-63 54 17	 5	100.7	 67.9	 24.06	 0.440	 0.030	 10.41	 0.02	
 34540	48 G  2 	21 36 00.3	-76 20 48	 3	 71.0	 54.7	 23.68	 0.745	 0.023	 12.54	 0.03	
 34594	287 G 43	21 38 11.5	-43 55 57	 5	 58.6	 48.4	 23.86	 0.791	 0.023	 13.33	 0.04	
310136	493-003 	21 38 42.5	+29 50 14	 5	 23.3	 17.7	 23.12	 0.413	 0.016	 13.92	 0.04	
 34590	I5120   	21 38 49.5	-64 21 14	 3	 58.6	 49.7	 23.80	 0.634	 0.066	 12.54	 0.04	*
 34611	600 G  5	21 39 10.6	-20 51 05	 5	 19.9	 14.5	 24.91	 0.346	 0.060	 13.99	 0.04	
 34612	531 G 12	21 39 17.3	-25 29 36	 3	 28.9	 22.2	 24.31	 0.471	 0.128	 13.85	 0.02	*
 11785	376-020 	21 39 26.6	+02 49 36	 5	 52.0	 32.9	 22.81	 0.838	 0.010	 13.45	 0.02	
 34620	287 G 46	21 40 00.3	-44 05 40	 5	 40.6	 38.1	 25.05	 0.444	 0.084	 13.07	 0.05	*
 34636	531 G 22	21 40 29.0	-26 31 33	 5	 81.8	 49.7	 22.69	 0.848	 0.011	 12.38	 0.04	
 34580	11 G  5 	21 41 00.4	-82 48 02	 4	 37.3	 36.2	 24.44	 0.756	 0.014	 14.21	 0.05	*
 34644	343 G 18	21 41 26.7	-39 45 54	 3	 47.4	 36.8	 24.03	 0.776	 0.050	 13.30	 0.03	
 11790	376-023 	21 41 29.9	+00 53 41	 5	 44.2	 41.5	 24.01	 0.294	 0.038	 12.73	 0.08	
 34648	531 G 23	21 41 35.9	-26 35 30	 3	 26.1	 21.6	 24.25	 0.454	 0.030	 14.00	 0.04	
 34652	403 G 14	21 41 49.1	-35 11 41	 4	 21.7	 31.9	 23.72	 0.513	 0.049	 14.78	 0.06	
 34658	N7110   	21 42 11.7	-34 09 40	 3	 40.1	 27.5	 23.99	 0.433	 0.006	 12.40	 0.03	
 11792	402-016 	21 42 12.7	+05 36 55	 5	 59.4	 53.3	 22.75	 0.779	 0.005	 13.02	 0.04	
 34669	466 G  2	21 42 34.7	-29 53 57	 3	 15.1	 20.1	 24.62	 0.177	 0.056	 14.92	 0.05	*
 34659	N7106   	21 42 36.9	-52 41 58	 5	 44.0	 35.4	 24.15	 0.317	 0.042	 12.33	 0.03	*
 34673	236 G 37	21 43 20.4	-48 19 08	 3	 48.5	 41.7	 23.47	 0.383	 0.034	 12.48	 0.04	
310160	376-025 	21 43 37.5	+02 38 05	 5	 31.3	 24.2	 24.04	 0.554	 0.019	 13.48	 0.03	
 34685	403 G 17	21 44 06.4	-36 10 41	 5	 33.3	 53.5	 23.28	 0.488	 0.043	 13.89	 0.25	
 34695	600 G  9	21 44 31.0	-20 02 39	 3	 20.5	 15.3	 22.91	 0.547	 0.042	 14.42	 0.03	
 34693	343 G 26	21 44 41.4	-39 11 04	 3	 28.2	 21.3	 23.77	 0.355	 0.045	 13.33	 0.04	
 34704	466 G  5	21 45 31.5	-29 04 26	 3	 24.7	 20.5	 24.89	 0.436	 0.026	 13.94	 0.05	
310171	402-018 	21 45 58.6	+07 52 22	 4	 28.2	 21.3	 23.87	 0.510	 0.042	 13.54	 0.04	
310173	I1398   	21 46 11.7	+09 33 48	 3	 21.3	 13.9	 23.97	 0.630	 0.015	 14.16	 0.03	
310174	402-021 	21 46 16.5	+09 41 08	 2	 23.0	 14.7	 23.25	 0.603	 0.014	 13.79	 0.03	
 11809	402-022 	21 46 37.7	+08 17 38	 3	 35.2	 25.4	 24.14	 0.545	 0.019	 13.03	 0.03	
 11810	I1401   	21 46 59.4	+01 42 45	 5	 51.2	 42.5	 24.22	 0.647	 0.033	 12.77	 0.05	
 34725	343 G 28	21 47 23.4	-38 42 46	 4	 27.9	 55.5	 24.74	 0.613	 0.065	 14.65	 0.08	
610113	M-155011	21 47 41.3	-04 09 41	 3	 40.2	 29.3	 23.63	 0.611	 0.025	 12.94	 0.03	
 34740	403 G 31	21 48 04.3	-36 46 27	 4	 34.0	 52.1	 24.05	 0.626	 0.003	 14.33	 0.08	
 34731	N7124   	21 48 05.6	-50 33 51	 5	 74.8	 56.4	 24.12	 0.584	 0.050	 11.48	 0.02	*
 34751	N7126   	21 49 20.8	-60 36 30	 3	 67.8	 52.3	 24.95	 0.469	 0.039	 11.38	 0.04	
 34752	I5130   	21 50 23.5	-73 59 52	 5	 49.6	 36.1	 24.93	 0.669	 0.033	 12.70	 0.04	
310194	472-012 	21 51 29.7	+22 50 40	 3	 20.6	 18.3	 24.46	 0.319	 0.007	 14.28	 0.04	
310196	472-013 	21 51 34.8	+22 39 06	 4	 25.9	 17.7	 23.67	 0.657	 0.021	 14.17	 0.03	
 34805	404 G  1	21 52 11.6	-36 50 28	 5	 21.7	 17.3	 24.95	 0.277	 0.073	 13.79	 0.04	
 11837	M+648001	21 52 13.3	+36 05 54	 5	 31.3	 23.8	 22.00	 0.393	 0.095	 12.98	 0.06	
 11838	493-010 	21 52 35.8	+28 18 22	 5	 51.6	 43.1	 24.21	 0.821	 0.012	 13.68	 0.05	
610126	M-255006	21 52 50.0	-10 30 34	 5	 34.6	 25.7	 24.13	 0.802	 0.030	 14.14	 0.03	
 34815	288 G 15	21 52 50.6	-45 09 21	 5	 23.7	 17.6	 24.13	 0.808	 0.019	 15.08	 0.04	
 34800	75 G 33 	21 53 12.0	-71 01 22	 5	 27.5	 27.6	 24.35	 0.423	 0.037	 14.17	 0.05	
 34816	I5141   	21 53 16.3	-59 29 39	 3	 49.3	 36.2	 24.74	 0.209	 0.035	 11.72	 0.04	
 34836	N7152   	21 53 58.6	-29 17 24	 3	 38.2	 28.5	 24.53	 0.445	 0.030	 12.82	 0.04	
 34826	I5140   	21 54 15.8	-67 19 49	 5	 53.4	 43.7	 24.86	 0.839	 0.029	 13.97	 0.02	
310218	427-040 	21 54 20.5	+15 02 38	 3	 20.9	 16.4	 24.19	 0.301	 0.021	 14.06	 0.03	
 34839	466 G 14	21 54 22.7	-31 58 11	 3	 38.8	 28.5	 23.06	 0.759	 0.044	 13.56	 0.02	
 11845	M+255029	21 54 27.9	+15 00 59	 4	 35.9	 28.7	 24.25	 0.765	 0.013	 14.10	 0.03	
 34843	N7151   	21 55 03.6	-50 39 21	 5	 76.9	 63.2	 24.31	 0.608	 0.015	 11.86	 0.04	*
310219	493-012 	21 55 04.5	+30 35 02	 5	 20.6	 15.3	 23.13	 0.315	 0.097	 13.78	 0.03	
 34840	I5142   	21 55 19.1	-65 30 33	 5	 37.6	 35.7	 24.54	 0.384	 0.031	 13.08	 0.05	*
 34852	N7154   	21 55 21.1	-34 48 50	 5	 57.5	 61.1	 24.60	 0.144	 0.057	 11.73	 0.05	
 34849	189 G 12	21 55 38.5	-54 52 33	 5	 49.1	 42.6	 24.30	 0.834	 0.030	 13.89	 0.04	
 11849	472-016 	21 55 40.3	+24 53 51	 5	 49.1	 40.5	 23.71	 0.464	 0.036	 12.56	 0.06	
310223	428-001 	21 55 47.4	+14 43 51	 3	 23.7	 18.9	 24.38	 0.609	 0.027	 14.35	 0.03	
310227	377-004 	21 56 15.0	+02 10 21	 4	 29.3	 20.6	 24.22	 0.491	 0.047	 12.99	 0.03	
 11855	493-014 	21 56 26.0	+30 47 15	 4	 55.8	 41.6	 23.57	 0.719	 0.007	 12.71	 0.06	
610495	i95     	21 56 49.5	-07 45 33	 3	 14.1	  9.8	 23.97	 0.720	 0.007	 15.61	 0.02	*
 34875	404 G 12	21 57 06.6	-34 34 58	 5	 61.2	 47.5	 24.44	 0.184	 0.033	 11.30	 0.04	
 34881	344 G  2	21 57 41.1	-40 25 04	 5	 27.8	 21.7	 23.68	 0.812	 0.024	 15.12	 0.03	
610499	i95     	21 58 05.8	-07 50 43	 3	 32.8	 23.8	 23.82	 0.609	 0.021	 13.53	 0.02	
 11867	377-010 	21 58 53.8	-01 59 22	 4	 37.8	 31.7	 24.21	 0.552	 0.034	 13.37	 0.04	
