#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:22:51 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:22:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VIII%2F77%2Ftable3&-out=UGC%2FAGC,OName,Sabs,e_Sabs,SNR,HRV,Tel&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8077
#Name: VIII/77
#Title: HI spectral properties of galaxies (Springob+, 2005)
#INFO	ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2005ApJS..160..149S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2005	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/77	    Dataset landing page
#INFO	publication_date=2006-06-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VIII_77_table3:
#Name: VIII/77/table3
#Title: Properties of detected galaxies derived from spectra in digital archive
#Column	UGC/AGC	(I6)	Entry number in the UGC (Cat. <VII/26>) or AGC	[ucd=meta.id;meta.main]
#Column	OName	(a8)	Other name	[ucd=meta.id]
#Column	Sabs	(F6.2)	Self-absorption corrected line flux	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sabs	(F6.2)	Uncertainty in Sabs	[ucd=stat.error]
#Column	SNR	(F5.1)	Ratio of peak flux to rms noise	[ucd=instr.det.noise;stat.max]
#Column	HRV	(I6)	Heliocentric velocity of the profile midpoint	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Tel	(a5)	Code indicating the telescope used (G1)	[ucd=meta.id;instr.tel]
UGC/AGC	OName	Sabs	e_Sabs	SNR	HRV	Tel
 10753	198-021 	  3.93	  0.49	  9.2	  7625	AOlf
 10752	N6314   	  2.12	  0.24	 12.1	  6633	AOlf
270123	082-015 	  1.99	  0.26	  7.0	  9335	AOlf
 10768	N6321   	  3.07	  0.38	  8.1	  6231	AOlf
 10791	339-035 	  6.02	  0.69	 11.2	  1327	GB300
270322	K1712+07	  2.63	  0.32	 10.6	  6321	AOlf
 10776	N6330   	  2.71	  0.38	  6.1	  8688	AOlf
 10779	054-016 	  8.34	  0.94	  7.5	  7020	Nanc
 10780	        	  8.28	  1.06	 14.3	  6738	AOlf
 10790	N6339   	 15.92	  0.69	 16.6	  2109	GB140
270802	140-006 	  1.51	  0.21	  4.7	 11985	AOlf
 10789	054-021a	  1.26	  0.16	 13.8	  6705	AOlf
 10793	082-016 	  3.37	  0.38	 10.1	  6266	AOlf
 10815	N6361   	 23.30	  1.35	 10.9	  3811	GB140
 10806	252-039 	 25.24	  1.28	 15.2	   930	GB140
 10797	054-022 	 10.06	  1.09	 13.0	 10600	AOlf
 10799	170-014 	  2.80	  0.75	  7.1	  8511	AOlf
 10801	M+541008	  4.23	  0.51	 10.3	  4555	AOlf
270189	082-017 	  3.42	  0.36	 12.8	  6409	AOlf
 10807	N6347   	  4.00	  0.42	 16.5	  6143	AOlf
 10809	140-009a	  3.27	  0.37	 10.9	  4214	AOlf
 10820	M+736003	  5.57	  0.68	  8.6	  9500	GB300
 10824	026-005a	  3.45	  0.38	  9.0	  8882	AOlf
270194	082-022 	  4.56	  0.54	 10.8	  7287	AOlf
270195	082-021 	  0.80	  0.14	  4.0	  6446	AOlf
 10833	N6365b  	  1.57	  0.24	  5.7	  8004	GB300
 10832	N6365a  	  6.34	  0.64	 26.8	  8461	GB300
 10826	I1255   	  5.93	  0.62	 12.9	  9138	AOlf
270199	082-024 	  2.71	  0.30	  9.6	  6196	AOlf
 10829	I1256   	 10.28	  1.11	 28.9	  4735	AOlf
 10850	N6373   	  7.53	  0.82	 13.2	  3316	GB300
 10845	253-005 	  5.50	  0.70	  7.2	  8274	GB300
 10834	111-032 	  6.62	  0.67	 20.5	  6167	AOlf
 10837	140-020 	  8.90	  1.05	 17.8	  8158	AOlf
 10854	M1025024	  4.45	  0.50	 12.1	  2818	GB300
 10858	M1025029	  5.27	  0.80	  6.6	  5428	GB300
 10887	355-033 	  8.47	  0.95	 11.8	  1838	GB300
 10852	082-029 	  4.15	  0.53	 18.8	  2781	AOlf
 10876	N6395   	 13.48	  0.82	 10.4	  1163	GB140
 10856	N6368   	 29.82	  2.11	 11.3	  2764	GB140
 10871	N6381   	 10.93	  1.12	 20.8	  3224	GB300
270323	K1725+13	  2.46	  0.32	  9.8	  9059	AOlf
 10877	N6385   	 10.59	  1.09	 24.3	  3364	GB300
270213	082-033b	  3.66	  0.38	 16.0	  6363	AOlf
270214	082-033a	  4.82	  0.51	 14.3	  6378	AOlf
 10881	N6390   	  9.03	  0.95	 15.2	  3179	Effs
 10866	140-032 	  3.73	  0.40	 17.1	  8826	AOlf
 10874	FGC2140 	 11.43	  1.51	 36.9	  6800	AOlf
270324	054-031 	  3.85	  0.48	 10.6	  8762	AOlf
270216	082-035 	  3.08	  0.32	 22.7	  2937	AOlf
 10897	N6412   	 26.04	  2.54	 58.0	  1309	GB300
 10879	140-039 	  4.93	  0.49	 27.6	  4226	AOlf
 10886	N6379   	  2.25	  0.41	  5.9	  5974	AOlf
 10890	170-035 	  8.33	  1.25	 17.0	  4549	AOlf
 10891	N6384   	 83.52	  3.43	 44.6	  1665	GB140
 10893	N6389   	 58.80	  2.18	 16.1	  3119	GB140
 10894	170-037 	  2.99	  0.36	  8.5	  6912	AOlf
 10908	M+832010	  7.99	  0.83	 14.8	  5814	GB300
 10901	        	 13.42	  1.30	 36.3	  2835	AOff
 10909	140-046 	  7.88	  0.79	 26.7	  7634	AOlf
270229	083-003 	  2.34	  0.25	 14.8	  9348	AOlf
 10913	112-012 	  1.88	  0.21	 17.4	  6617	Nanc
 10922	M1025069	  3.55	  0.48	  9.6	  8517	GB300
 10917	I1265   	  7.45	  0.90	  9.6	  2161	GB300
270233	083-006 	  3.17	  0.38	  9.2	  6151	AOlf
 10934	N6434   	 16.49	  1.69	 15.4	  2488	GB300
 10931	M1025071	  4.39	  0.56	  8.0	  6224	GB300
270237	083-007 	  1.80	  0.20	  7.4	  6933	AOlf
270241	083-011 	  3.47	  0.34	 19.4	  6556	AOlf
270245	083-014 	  0.86	  0.12	  6.9	  6282	AOlf
270246	083-015 	  1.07	  0.14	  8.3	  6277	AOlf
 10928	140-058 	  5.89	  0.66	 14.2	  7133	AOlf
 10930	N6408   	  7.38	  0.82	  9.8	  3938	AOlf
 10939	        	  1.87	  0.20	 14.0	 11725	AOlf
 10951	N6436   	  5.37	  0.64	 10.4	  6331	GB300
 10945	N6417   	  5.59	  0.61	 14.7	  3317	AOlf
 10943	055-014 	  7.55	  1.27	 19.4	  6793	AOlf
 10962	N6433   	  6.62	  0.89	  8.1	  7517	AOlf
 10960	N6429   	  1.98	  0.27	  5.9	  3446	AOlf
 10973	N6471   	  3.68	  0.47	  8.2	  8069	GB300
 10972	141-010 	 13.29	  1.80	 25.0	  4653	AOlf
 10991	M1122001	  4.50	  0.27	  9.2	  1459	GB140
 10977	171-005b	  8.85	  1.02	 13.2	  4634	AOlf
 10981	083-021 	  5.00	  0.51	 18.4	 10904	AOlf
270270	083-022 	  2.65	  0.30	 10.9	  7109	AOlf
270325	K1745+05	  7.04	  0.89	 13.7	  6447	AOlf
 10985	083-023 	  6.15	  0.63	 33.2	  1809	AOlf
270271	083-024 	  1.89	  0.23	  7.9	  6428	AOlf
 10998	N6478   	  8.78	  0.96	 12.6	  6778	GB300
 11000	199-023 	  7.47	  0.78	 16.8	  1369	AOlf
 10997	N6460   	 12.43	  1.41	 28.1	  3347	AOlf
 11001	083-027 	  4.39	  0.51	  9.2	  4214	AOlf
 11004	N6467   	 19.15	  2.35	 42.6	  3040	AOlf
 11003	083-029 	 12.56	  1.96	 20.0	  4064	AOlf
270281	083-030 	  1.34	  0.15	 10.6	 11743	AOlf
 11010	N6484   	 30.87	  3.60	 41.4	  3119	AOlf
 11013	I1269   	  9.45	  0.95	 16.1	  6117	Nanc
 11016	171-010 	  6.44	  0.78	 20.7	  6491	AOlf
 11017	171-011 	  5.09	  0.57	 19.2	  4642	AOlf
 11021	171-013 	  6.40	  0.81	 10.0	  5186	AOlf
 11024	141-024 	  2.75	  0.39	  6.6	  4109	AOlf
 11027	141-026 	  7.13	  0.78	 27.6	  3200	AOlf
 11036	M1025113	  5.68	  0.80	  6.4	  3446	GB300
270292	084-001 	  2.53	  0.27	 13.5	 11915	AOlf
 11030	028-001 	 15.96	  1.88	 49.9	  1756	AOlf
 11041	199-027 	  5.54	  0.64	  7.1	  4868	AOlf
 11050	199-028 	  7.47	  0.97	 18.3	  4861	AOlf
 11048	N6500   	 54.90	 13.52	 11.2	  3004	GB300
 11058	171-032 	  5.15	  0.55	 21.8	  4753	AOlf
 11055	084-003 	  3.14	  0.40	  6.8	  2945	AOlf
 11057	084-004 	 18.03	  2.13	 21.2	  2866	AOlf
270299	084-006 	  0.66	  0.09	  6.2	  6198	AOlf
 11059	084-005 	  4.28	  0.51	 14.5	  2907	AOlf
270300	084-007 	  0.53	  0.07	  7.6	 10065	AOlf
 11064	171-034 	  6.90	  0.84	 14.3	  7043	AOlf
 11067	084-008 	  9.42	  0.91	108.2	  6428	AOlf
 11076	199-030 	  1.73	  0.20	  7.7	  7551	AOlf
 11073	084-010 	 12.05	  1.29	 28.1	  6424	AOlf
 11074	056-005 	 19.70	  0.96	 13.1	  1896	GB140
 11085	N6532   	  4.92	  0.69	  7.3	  5484	GB300
 11075	N6509   	 31.80	  1.30	 12.1	  1810	GB140
 11090	171-043 	  6.68	  0.70	 29.5	  4643	AOlf
 11091	199-034 	  3.07	  0.36	  9.5	  7220	AOlf
 11099	322-028 	  6.00	  0.65	 11.0	  3691	GB300
 11094	N6527   	  5.44	  0.65	  7.4	  5447	AOlf
 11093	056-007 	 80.15	  5.93	 29.9	  1964	GB140
 11101	M+833012	  5.03	  0.59	  9.7	  5860	GB300
 11108	        	  2.82	  0.39	  9.5	  6788	AOlf
 11117	N6560   	  8.96	  0.95	 11.1	  7042	GB300
 11118	200-004 	  4.74	  0.49	 19.7	  7247	AOlf
 11124	200-005 	 20.34	  0.75	 15.4	  1607	GB140
 11121	N6555   	 13.11	  1.55	 35.3	  2224	AOlf
280104	K1805+16	  5.44	  0.67	 14.6	  6548	AOlf
 11125	I4688   	  4.79	  0.54	 13.9	  6026	AOlf
 11126	        	  4.61	  0.63	 12.5	  4805	AOlf
 11132	200-008 	 11.70	  1.48	 11.0	  2839	GB300
 11131	028-005 	  7.58	  0.85	 10.0	  1803	AOlf
 11135	I1277   	  6.57	  0.72	 20.4	  8398	AOlf
 11140	227-018 	 19.89	  2.19	 17.1	  2816	GB300
280138	K1809+24	 54.91	  6.56	 11.1	  4577	AOlf
 11165	        	  6.36	  0.92	  4.7	  7533	GB300
 11142	142-013 	  9.15	  1.29	  9.4	  4510	AOlf
 11144	N6574   	  6.33	  0.65	 19.6	  2289	AOlf
280139	K1809+25	  2.51	  0.31	  9.4	  4758	AOlf
 11151	172-010 	  4.88	  0.64	  9.8	  6935	AOlf
 11159	N6585   	 13.46	  1.44	 14.4	  2827	GB300
 11155	142-024 	  9.00	  0.96	 28.0	  4592	AOlf
 11162	172-013 	 10.60	  1.16	 29.9	  4621	AOlf
 11168	084-027 	 19.62	  1.99	 71.2	  2311	AOlf
 11176	N6617   	  3.86	  0.48	  8.6	  6717	GB300
 11171	172-014 	  6.29	  0.85	 18.3	  4654	AOlf
 11191	I1286   	  8.58	  0.92	 15.2	  5542	GB300
 11184	142-035 	  6.18	  0.63	 22.9	  3042	AOlf
 11188	113-033 	  5.21	  0.66	 11.4	  5285	AOlf
 11194	142-037 	 10.61	  1.24	  8.9	  4733	AOlf
 11198	114-003 	  1.99	  0.27	  9.0	  4529	AOlf
 11218	N6643   	 40.76	  1.65	 20.1	  1484	GB140
 11222	322-042 	  6.82	  0.74	 13.4	  2640	GB300
 11212	N6627   	  5.78	  0.62	 17.6	  5266	AOlf
 11214	M+247002	  7.07	  0.77	 34.9	  2648	AOlf
 11220	        	 13.07	  0.33	 19.4	  1449	GB140
 11236	N6651   	 14.75	  1.47	 12.3	  5759	Effs
 11231	        	  3.09	  0.42	 11.2	  2899	AOlf
280105	FGC3362 	  3.15	  0.37	 13.3	  5297	AOlf
 11237	142-047 	  8.69	  0.90	 26.0	  5326	AOlf
 11242	114-008 	  4.46	  0.50	 11.2	 10489	AOlf
 11248	        	  5.05	  0.60	  8.5	  4838	GB300
 11243	        	  4.63	  0.60	 13.7	  4337	AOlf
 11247	N6640   	  4.69	  0.51	  9.7	  6813	AOlf
 11246	142-048 	  2.11	  0.25	  7.4	  4171	AOlf
 11252	254-043 	  7.17	  0.81	 13.0	  4961	GB300
 11250	N6641   	  2.87	  0.36	  7.4	  4149	AOlf
 11255	279-015 	  7.51	  0.90	 10.7	  9723	GB300
 11254	172-039 	  9.01	  1.22	 24.9	  4987	AOlf
 11259	M+640020	  6.17	  0.61	 64.4	  7080	AOlf
 11262	228-012 	  7.22	  0.81	 12.2	  5557	GB300
 11269	N6667   	 19.56	  0.68	 14.2	  2592	GB140
 11271	N6657   	  1.20	  0.20	  4.4	  6991	AOlf
 11286	N6676   	 19.96	  1.47	  7.3	  6798	GB140
 11275	        	  7.71	  1.13	 12.0	  5456	AOlf
 11283	I1291   	 23.55	  0.75	 13.3	  1964	GB140
 11280	173-007 	  2.02	  0.29	  4.3	  5484	AOlf
 11282	N6661   	  3.49	  0.43	  8.1	  4263	AOlf
 11287	255-007 	 11.83	  1.25	 16.0	  4856	GB300
 11300	N6689   	 43.05	  2.18	 22.1	   489	GB140
 11289	143-005 	  9.96	  1.21	 34.1	  3990	AOlf
 11294	114-018 	  4.29	  0.48	 10.4	  4900	AOlf
 11293	M+247004	 12.32	  1.51	 48.0	  3474	AOlf
 11296	173-017 	  3.51	  0.37	 11.2	  7617	AOlf
 11297	114-020 	  8.73	  1.08	 21.2	  5847	AOlf
 11299	N6671   	 22.42	  2.56	 64.8	  3206	AOlf
 11305	N6675   	  9.57	  0.97	 12.9	  2500	Effs
 11301	114-024 	 18.28	  2.76	 17.0	  4500	AOlf
 11302	        	  7.47	  0.74	 41.2	  4102	AOlf
 11307	173-020 	 12.98	  1.49	 25.9	  3145	AOlf
 11308	N6674   	 60.11	  2.61	 24.2	  3429	GB140
 11318	N6691   	  5.82	  0.67	 13.8	  5881	GB300
 11332	341-004 	 18.27	  1.85	 23.1	  1584	GB300
 11315	143-013 	 11.63	  1.42	 22.5	  4023	AOlf
 11316	        	  6.49	  0.68	 25.7	  4559	AOlf
 11320	143-015 	 10.24	  1.40	 13.5	  4810	AOlf
 11328	F2221   	  4.49	  0.58	  5.5	  5654	Effs
 11329	255-009 	  9.13	  0.97	 12.9	  2361	GB300
 11323	143-016 	  8.33	  0.94	 16.8	  4111	AOlf
 11340	N6695   	  3.76	  0.54	  5.4	  5497	GB300
 11341	228-024 	  5.21	  0.62	  7.4	  5830	GB300
280109	U11344b 	  4.83	  0.47	 33.5	  4006	AOlf
 11344	143-019 	 24.62	  2.93	 49.3	  3833	AOlf
 11346	143-020 	  3.98	  0.43	 16.9	  4636	AOlf
 11351	N6700   	  7.05	  0.77	 12.1	  4588	AOlf
 11350	143-022 	 14.07	  1.59	 37.9	  4704	AOlf
 11356	N6703   	  1.33	  0.22	  5.2	  2268	GB300
 11355	143-025 	  9.21	  1.07	 22.3	  4360	AOlf
 11357	M+834024	  7.49	  0.90	  9.1	  2179	GB300
 11361	N6711   	  2.78	  0.39	  7.8	  4666	GB300
 11390	M1409001	  3.57	  0.52	  8.3	  4829	GB300
 11369	143-029 	  2.01	  0.24	  9.8	  4579	AOlf
 11370	143-030 	  5.05	  0.57	 14.6	  4544	AOlf
 11371	143-031 	  6.18	  0.74	 11.7	  3749	AOlf
 11377	341-011 	  6.75	  0.86	  6.8	  7457	GB300
 11375	143-032 	 13.20	  1.33	 15.4	  4319	Nanc
 11388	N6740   	  6.58	  0.84	 20.0	  4382	AOlf
 11394	M+545003	 12.57	  2.13	 27.8	  4231	AOlf
 11397	202-003 	  6.12	  0.65	 12.9	  4529	AOlf
 11399	I193555 	  8.09	  1.07	 10.2	  6391	AOlf
 11404	M+545004	 19.00	  2.21	 35.7	  3916	AOlf
 11407	N6764   	 18.74	  0.76	 12.1	  2412	GB140
 11406	229-021 	  9.27	  1.02	 10.8	  4555	GB300
 12940	M1027008	  8.41	  0.98	 11.5	  7442	GB300
290003	        	  8.31	  0.87	 19.2	  3990	AOlf
 11414	N6786   	  7.53	  0.82	 13.4	  7568	GB300
 11413	280-019 	  3.43	  0.37	 12.1	  8222	GB300
 11417	        	  6.13	  0.62	 20.7	  3970	AOlf
 11422	229-033 	  8.86	  1.07	  9.5	  4652	GB300
290007	202-005 	  5.56	  0.57	 17.1	  4450	AOlf
 11426	202-007 	 10.99	  1.09	 20.5	  4457	AOlf
 11428	M+545006	  9.63	  0.95	 34.6	  3945	AOlf
 11429	N6792   	 14.83	  1.52	 13.4	  4638	GB300
 32476	459 G 14	  4.64	  0.52	  7.2	  6382	GB140
 11433	202-009 	  5.27	  0.70	  8.7	  4439	AOlf
 11435	281-002 	  9.86	  1.08	 14.1	  3744	GB300
 11438	I1301   	 15.86	  1.59	 23.1	  3989	GB300
 11443	N6801   	  6.93	  0.76	 11.8	  4361	GB300
 11446	230-017 	  6.67	  1.02	  6.6	  4798	GB300
 11455	341-028 	 13.93	  1.54	 12.8	  5393	GB300
590011	SagDIG  	 28.82	  3.24	 99.9	   -80	Nanc
 11448	M+643001	 10.01	  1.17	 27.4	  4572	AOlf
290059	I1302   	  6.14	  0.66	 10.0	  4649	AOlf
 11453	281-005a	 11.65	  1.19	 18.8	  3849	GB300
 11452	I1303   	  6.38	  0.70	 12.5	  4479	AOlf
290092	371-001 	  2.73	  0.31	  9.0	  7240	AOlf
 11459	230-024 	 23.47	  1.08	 11.4	  3122	GB140
 32665	M-350002	  6.93	  0.91	  8.8	  6140	GB300
290077	397-001 	  4.52	  0.46	 13.9	  6104	AOlf
 32677	460 G 18	  9.64	  0.92	  6.8	  6068	GB140
 11461	397-002 	 10.51	  1.29	 25.1	  3126	AOlf
290078	397-003 	  2.40	  0.28	  8.5	  5830	AOlf
590024	M-350003	 11.85	  0.93	  7.7	  6000	GB140
590025	N6814   	 34.58	  0.83	 54.0	  1565	GB140
 11466	257-008 	 49.93	  4.82	 47.1	   824	GB300
 11470	N6824   	  6.43	  0.78	  6.0	  3551	GB300
 32742	460 G 31	 13.68	  1.35	  7.0	  5788	GB140
 11473	230-030 	 13.15	  1.37	 15.9	  4652	GB300
290080	397-005 	  2.25	  0.25	 12.1	  3187	AOlf
 11475	303-008 	  3.25	  0.52	  7.7	  3248	GB300
 11477	281-010 	  8.71	  1.02	  9.5	  3714	GB300
 11478	N6829   	  6.16	  0.81	  5.5	  3291	GB300
 32794	UA416   	 15.76	  1.58	 15.7	  1733	GB300
290081	397-006 	  1.81	  0.24	  5.4	  5620	AOlf
290082	397-007 	  1.75	  0.24	  5.3	  5818	AOlf
290083	397-008 	  1.79	  0.21	 10.3	  7358	AOlf
 11482	397-010 	 11.27	  1.45	 29.5	  3161	AOlf
 11488	397-011 	  4.56	  0.50	 10.5	  7330	AOlf
 11489	397-012 	  9.01	  0.96	 20.2	  5828	AOlf
 11492	303-015 	  7.62	  0.62	  5.0	  3564	GB140
290084	397-013 	  1.89	  0.20	 14.3	  8799	AOlf
 32834	526 G 11	  3.34	  0.43	  7.6	  5855	Nanc
290085	397-014 	  3.14	  0.38	 10.2	  5292	AOlf
590045	N6835   	 23.22	  2.43	 24.9	  1623	GB300
590046	N6836   	 16.23	  1.66	 25.2	  1640	GB300
 11493	397-015 	 17.26	  2.13	 45.7	  3322	AOlf
 11497	372-001 	  6.62	  0.67	 19.3	  7608	AOlf
290087	398-002 	  0.64	  0.09	  4.8	  7075	AOlf
290088	398-003 	  1.83	  0.20	  6.8	  5386	AOlf
290089	398-004 	  2.06	  0.25	  6.7	 10618	AOlf
 11498	398-005 	 20.07	  1.26	 10.3	  3260	GB140
590069	372-002 	  5.92	  0.64	 10.6	  6828	AOlf
 32909	461 G 22	  3.65	  0.53	  4.9	  6032	GB140
 11501	372-004 	 11.38	  1.17	 55.0	  7572	AOlf
290091	423-002 	  2.57	  0.28	  9.4	  4439	AOlf
 11508	M+933002	 28.77	  0.88	 15.6	  3833	GB140
 11504	        	  4.06	  0.44	 20.6	  5623	AOlf
 11505	372-007 	  4.98	  0.71	  6.6	  7993	AOlf
 11510	282-002 	 18.20	  1.87	 20.2	  3928	GB300
300107	398-008b	  3.69	  0.40	 10.0	  7338	AOlf
300109	398-009 	  0.95	  0.11	  6.6	  5156	AOlf
 33027	595 G 10	 11.26	  0.75	  8.2	  2231	GB140
 11511	        	 11.67	  1.28	 55.0	  5946	AOlf
 11512	423-003 	  4.26	  0.47	  8.1	  4434	AOlf
 11513	423-004 	  9.17	  0.92	 51.0	  4408	AOlf
 33046	595 G 12	  2.82	  0.38	  5.4	  6079	GB140
300110	398-010 	  3.26	  0.35	 11.1	  5516	AOlf
300112	398-012 	  3.56	  0.38	 15.9	  5546	AOlf
300113	398-013 	  3.44	  0.43	  6.9	  7431	AOlf
300114	398-013b	  1.44	  0.18	  6.3	  7589	AOlf
300115	398-014 	  4.00	  0.43	  9.9	  5665	AOlf
 33086	595 G 14	 26.03	  1.05	 16.2	  2315	GB140
 11518	423-005 	  4.53	  0.47	 15.1	  6852	AOlf
 11517	398-015 	  3.73	  0.41	 13.5	  7378	AOlf
 11519	398-016 	  6.10	  0.63	 21.0	  5437	AOlf
300116	398-017 	  6.46	  0.63	 30.0	  5337	AOlf
600014	UA417   	 31.21	  1.07	 39.3	  1425	GB140
 33116	399 G 23	  6.15	  0.65	 11.5	  5936	Nanc
 33132	339 G 36	  3.77	  0.53	  6.2	  5651	Nanc
 11522	398-018 	 16.61	  1.69	 29.0	  5274	AOlf
300117	398-020 	  5.27	  0.51	 39.3	  5288	AOlf
 11523	398-019 	  3.25	  0.33	 25.1	  5419	AOlf
 11524	398-021 	 10.20	  1.01	 53.3	  5302	AOlf
 11525	372-014 	  3.46	  0.47	  6.1	  6603	AOlf
 11528	        	  6.17	  0.74	  7.5	  4968	GB300
 11529	M1124005	 10.15	  1.08	 16.0	  3414	GB300
 11526	398-022 	  7.68	  0.84	 23.2	  5722	AOlf
 11527	372-016 	 10.06	  1.29	 10.7	  5488	AOlf
300118	398-023 	  1.01	  0.13	  7.0	  5037	AOlf
300120	M+151009	  2.82	  0.31	 13.2	  7435	AOlf
600042	M-151001	 10.18	  1.05	 12.1	  5521	Nanc
300121	398-025c	  1.97	  0.24	  9.9	  1841	AOlf
 33247	400 G  5	  9.16	  0.94	 15.4	  5996	Nanc
 11534	        	  4.29	  0.48	 18.8	  7007	AOlf
 11535	398-026 	  2.83	  0.33	  6.8	  7052	AOlf
600197	372-019 	  2.69	  0.34	  6.4	  5473	AOlf
 33278	462 G  7	 11.13	  1.23	 13.4	  6132	Nanc
300181	372-020 	  4.09	  0.49	  7.7	  8042	AOlf
 11537	372-021 	 29.77	  3.02	 27.5	  5421	GB300
300005	447-001a	  3.91	  0.41	 16.1	  8949	AOlf
 11540	N6911   	  9.02	  0.97	 15.0	  2487	GB300
300006	424-001 	  1.77	  0.18	 19.4	  4393	AOlf
300008	399-001 	  3.70	  1.00	  5.1	  4756	AOlf
 33316	596 G 19	  2.75	  0.38	  7.2	  3338	Effs
600049	N6897   	  4.91	  0.58	  6.5	  5755	Nanc
600053	M-252003	  9.23	  1.06	 11.8	  5663	GB300
 11547	        	  3.99	  0.51	  9.8	  5696	GB300
600054	M-352002	 10.01	  0.50	 10.3	  3344	GB140
 33339	462 G 10	  7.29	  0.52	  7.5	  3088	GB140
 11542	N6901   	  8.54	  0.95	 15.0	  4790	AOlf
 11541	M+052003	  8.99	  1.07	 20.6	  3813	AOlf
300010	399-003 	  3.00	  0.32	 11.5	  6758	AOlf
 11543	399-004 	  1.64	  0.19	  8.1	  7869	AOlf
 11544	        	  2.57	  0.32	  7.1	  4711	AOlf
300013	399-005 	  2.19	  0.26	  8.9	  7137	AOlf
300124	447-002 	  1.28	  0.17	  5.5	  8508	AOlf
 11554	N6916   	 12.05	  0.64	  8.9	  3099	GB140
 11548	N6906   	  7.88	  0.87	 16.7	  4858	AOlf
 33373	462 G 16	 13.69	  0.67	 10.4	  3051	GB140
 11557	304-005 	 20.14	  1.96	 46.8	  1388	GB300
300015	424-003 	  9.44	  0.96	 25.7	  4537	AOlf
 11549	399-007 	  7.89	  0.84	 18.2	  4982	AOlf
 11550	        	  7.67	  0.95	 17.4	  4521	AOlf
 11552	424-004 	 17.03	  2.13	 25.0	  4523	AOlf
 11551	399-008 	 10.13	  1.40	 10.0	  4876	AOlf
 11553	M+052005	  4.29	  0.54	 15.1	  3949	AOlf
 33397	596 G 32	  3.38	  0.41	  8.5	  3394	Effs
 33399	N6907   	 51.57	  1.63	 19.7	  3169	GB140
 11556	M+252005	  2.74	  0.28	 17.7	  5552	AOlf
 11555	399-009 	  9.70	  1.10	 41.9	  4844	AOlf
300018	424-005 	  1.70	  0.19	  9.4	  7814	AOlf
 33411	400 G 19	  5.77	  0.62	  9.5	  5705	Nanc
 33412	400 G 20	  8.15	  0.89	 10.4	  3909	Nanc
300178	373-007 	  2.10	  0.35	  6.8	  3601	AOlf
300019	424-006 	  4.34	  0.45	 11.7	  8536	AOlf
 33424	400 G 21	  9.06	  0.96	 10.0	  5750	Nanc
300127	447-004 	  3.28	  0.36	  9.0	 15182	AOlf
 11562	373-010 	  2.84	  0.34	  6.8	  5324	AOlf
 11564	424-009A	  8.19	  0.80	 25.6	  5321	AOlf
300022	424-010 	  5.30	  0.54	 18.3	  1939	AOlf
 11565	399-011 	  7.31	  1.49	  9.9	  3104	AOlf
300023	424-011 	  0.85	  0.12	  5.0	 13897	AOlf
 11568	424-012 	 17.21	  2.21	 25.4	  4228	AOlf
300024	424-013 	  2.55	  0.28	 10.2	  5728	AOlf
 11569	        	  1.90	  0.23	  7.9	  4449	AOlf
 11571	424-014 	 13.03	  1.65	 28.1	  4758	AOlf
300026	447-005 	  3.17	  0.34	 11.8	 13808	AOlf
 33485	462 G 24	  3.65	  0.56	  4.6	  2119	GB140
 33487	462 G 25	  1.94	  0.44	  4.4	  3055	GB140
 11573	        	  3.61	  0.43	  8.9	  7466	AOlf
300027	399-013 	  1.92	  0.21	 11.4	  7950	AOlf
 11574	N6922   	 13.75	  1.39	 19.1	  5673	GB300
 11575	373-020 	  6.84	  0.83	 12.9	  3984	AOlf
 33506	528 G 11	  7.33	  0.45	  8.8	  6142	GB140
600067	M-352014	  3.32	  0.43	  6.9	  3484	Effs
300129	447-006 	  2.94	  0.30	 17.8	  3650	AOlf
 11578	        	 13.49	  1.45	102.8	  4601	AOlf
 11582	447-007 	  8.50	  1.02	 15.1	  3688	AOlf
 11580	        	  5.61	  0.67	 15.1	  4379	AOlf
 11579	M+052026	  4.26	  0.59	  7.1	  5902	AOlf
600198	400G37B 	  2.22	  0.28	  8.4	  2796	Nanc
 33525	400 G 37	  8.17	  0.87	 11.9	  3063	Nanc
