#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:36 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F534%2FA109%2Fmcxc&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	creator=Piffaretti R.	    First author or institution
#INFO	cites=bibcode:2011A&A...534A.109P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/534/A109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35340109	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#Column	Notes	(a42)	Notes (losStr = line of sight structure)	[ucd=meta.note]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
MCXC	OName	RAJ2000	DEJ2000	z	L500	M500	R500	Notes	Simbad
J2048.6+2515	RXC J2048.6+2515  	20 48 41.3	+25 15 11	 0.0482	 0.484635	 1.2720	 0.7531	                                          	Simbad
J2049.9-3216	MACSJ2049.9-3217  	20 49 55.3	-32 16 49	 0.3230	 6.100000	 6.6000	 1.1800	                                          	Simbad
J2050.7+0123	RXC J2050.7+0123  	20 50 45.5	+01 23 19	 0.3334	 3.799045	 3.6065	 0.9645	                                          	Simbad
J2051.1+0216	RXC J2051.1+0216  	20 51 07.3	+02 16 04	 0.3211	 4.544809	 4.0631	 1.0083	                                          	Simbad
J2051.6-5704	BVH2007 225       	20 51 38.6	-57 04 24	 0.0599	 0.018689	 0.1734	 0.3861	                                          	Simbad
J2055.8-5455	RXCJ2055.8-5455   	20 55 51.5	-54 55 12	 0.1390	 2.208812	 3.0097	 0.9741	                                          	Simbad
J2056.3-0437	MS2053.7-0449     	20 56 21.8	-04 37 51	 0.5830	 2.193895	 2.0962	 0.7302	                                          	Simbad
J2057.5+1334	RXC J2057.5+1334  	20 57 33.4	+13 34 15	 0.2232	 1.208608	 1.9567	 0.8193	                                          	Simbad
J2058.2-0745	RXCJ2058.2-0745   	20 58 15.2	-07 45 41	 0.0793	 0.502017	 1.2723	 0.7457	                                          	Simbad
J2059.9-4245	RX J2059.9-4245   	20 59 55.2	-42 45 33	 0.3230	 0.533139	 1.0983	 0.6514	                                          	Simbad
J2101.4-4100	RXCJ2101.4-4100   	21 01 28.1	-41 00 06	 0.1694	 2.250919	 2.9774	 0.9605	                                          	Simbad
J2101.5-1317	RXCJ2101.5-1317   	21 01 34.7	-13 17 31	 0.0282	 0.085412	 0.4473	 0.5349	                                          	Simbad
J2101.8-2802	RXCJ2101.8-2802   	21 01 48.7	-28 02 06	 0.0382	 0.283225	 0.9229	 0.6789	L,losStr                                  	Simbad
J2102.1-2431	RXCJ2102.1-2431   	21 02 09.9	-24 31 53	 0.1880	 4.532349	 4.4993	 1.0950	                                          	Simbad
J2103.4-4319	RXCJ2103.4-4319   	21 03 26.0	-43 19 46	 0.0487	 0.244269	 0.8373	 0.6550	                                          	Simbad
J2103.8+0437	RXC J2103.8+0437  	21 03 50.7	+04 37 33	 0.1694	 0.595973	 1.3241	 0.7331	                                          	Simbad
J2104.3-4120	RXCJ2104.3-4120   	21 04 20.1	-41 20 58	 0.1651	 3.814294	 4.1199	 1.0719	losStr                                    	Simbad
J2104.9+1401	RXC J2104.9+1401  	21 04 54.2	+14 01 40	 0.1615	 2.129536	 2.8953	 0.9542	                                          	Simbad
J2104.9-5149	RXCJ2104.9-5149   	21 04 54.7	-51 49 35	 0.0491	 0.517256	 1.3227	 0.7628	                                          	Simbad
J2104.9-8243	RXCJ2104.9-8243   	21 04 58.7	-82 43 22	 0.0969	 0.708510	 1.5506	 0.7920	                                          	Simbad
J2106.0-3846	RXCJ2106.0-3846   	21 06 04.3	-38 46 21	 0.1521	 2.433456	 3.1625	 0.9859	DB,two maxima/NE-SW                       	Simbad
J2106.2+3426	RXC J2106.2+3426  	21 06 16.3	+34 26 25	 0.0870	 0.660132	 1.4955	 0.7850	                                          	Simbad
J2106.8-0509	RX J2106.8-0510   	21 06 49.1	-05 09 55	 0.4490	 2.614748	 2.6117	 0.8284	                                          	Simbad
J2107.2-2526	RXCJ2107.2-2526   	21 07 12.3	-25 26 17	 0.0381	 0.170094	 0.6763	 0.6121	losStr                                    	Simbad
J2108.6-0507	WARP J2108.6-0507 	21 08 39.9	-05 07 27	 0.2220	 0.090730	 0.4039	 0.4844	                                          	Simbad
J2108.8-0516	RX J2108.8-0516   	21 08 51.2	-05 16 49	 0.3190	 0.531756	 1.1000	 0.6528	BMW/RDCS/SSHARC/WARPS1                    	Simbad
J2111.6-2308	RXCJ2111.6-2308   	21 11 39.9	-23 08 59	 0.0333	 0.062317	 0.3678	 0.5003	                                          	Simbad
J2113.8+0233	RXC J2113.8+0233  	21 13 53.9	+02 33 20	 0.0494	 0.737509	 1.6418	 0.8197	                                          	Simbad
J2114.3-6800	BVH2007 226       	21 14 19.7	-68 00 56	 0.1300	 0.168025	 0.6298	 0.5801	                                          	Simbad
J2116.8-5929	RXCJ2116.8-5929   	21 16 48.6	-59 29 53	 0.0602	 0.386497	 1.0991	 0.7146	                                          	Simbad
J2124.3-7446	RXCJ2124.3-7446   	21 24 22.8	-74 46 25	 0.0586	 0.429646	 1.1736	 0.7308	                                          	Simbad
J2125.2-0657	RXCJ2125.2-0657   	21 25 12.4	-06 57 56	 0.1153	 1.018847	 1.9100	 0.8438	                                          	Simbad
J2125.9-3443	RXCJ2125.9-3443   	21 25 55.1	-34 43 28	 0.0757	 0.381368	 1.0787	 0.7066	                                          	Simbad
J2127.1-1209	RXCJ2127.1-1209   	21 27 11.0	-12 09 33	 0.1760	 3.902586	 4.1441	 1.0699	                                          	Simbad
J2127.4-2154	MS2124.7-2206     	21 27 30.0	-21 54 10	 0.1130	 0.600487	 1.3859	 0.7588	                                          	Simbad
J2129.4-0741	MACSJ2129.4-0741  	21 29 25.9	-07 41 30	 0.5940	12.003921	 7.6632	 1.1200	                                          	Simbad
J2129.6+0005	RXC J2129.6+0005  	21 29 40.5	+00 05 50	 0.2347	10.024885	 7.0455	 1.2506	                                          	Simbad
J2129.8-5048	RXCJ2129.8-5048   	21 29 51.0	-50 48 04	 0.0796	 0.742068	 1.6143	 0.8072	                                          	Simbad
J2133.4-7156	RXCJ2133.4-7156   	21 33 24.3	-71 56 09	 0.0559	 0.225924	 0.7945	 0.6422	                                          	Simbad
J2134.2-1328	RXCJ2134.2-1328   	21 34 16.5	-13 28 48	 0.0897	 1.793951	 2.7460	 0.9604	B                                         	Simbad
J2135.2+0125	RXCJ2135.2+0125   	21 35 17.2	+01 25 54	 0.1244	 1.610832	 2.5090	 0.9213	                                          	Simbad
J2137.1+0026	BVH2007 227       	21 37 07.0	+00 26 48	 0.0509	 0.025669	 0.2117	 0.4139	                                          	Simbad
J2137.8-4251	BVH2007 228       	21 37 51.1	-42 51 08	 0.1850	 0.680264	 1.4187	 0.7461	                                          	Simbad
J2139.0-2333	BVH2007 NS 24     	21 39 04.8	-23 33 08	 0.3200	 2.219173	 2.6267	 0.8722	                                          	Simbad
J2139.8-2228	RXCJ2139.8-2228   	21 39 51.8	-22 28 24	 0.0328	 0.082868	 0.4378	 0.5303	B                                         	Simbad
J2139.9-4305	RX J2139.9-4305   	21 39 58.5	-43 05 14	 0.3760	 0.561344	 1.0856	 0.6360	                                          	Simbad
J2140.2-2339	MACSJ2140.2-2339  	21 40 15.2	-23 39 40	 0.3130	11.100000	 4.7000	 1.0600	                                          	Simbad
J2143.9-5637	RXCJ2143.9-5637   	21 43 58.3	-56 37 35	 0.0824	 1.678567	 2.6504	 0.9514	                                          	Simbad
J2145.2+0344	MS2142.7+0330     	21 45 14.5	+03 44 31	 0.2390	 0.814502	 1.5196	 0.7488	                                          	Simbad
J2145.9-1006	RXCJ2145.9-1006   	21 45 54.8	-10 06 16	 0.0808	 1.085118	 2.0336	 0.8715	P,GR9                                     	Simbad
J2146.0+0423	RX J2146.0+0423   	21 46 04.8	+04 23 19	 0.5310	 1.912492	 2.0147	 0.7357	                                          	Simbad
J2146.3-5717	RXCJ2146.3-5717   	21 46 20.9	-57 17 19	 0.0760	 0.916499	 1.8407	 0.8443	B,losStr                                  	Simbad
J2146.9-4354	RXCJ2146.9-4354   	21 46 57.8	-43 54 36	 0.0620	 0.811447	 1.7255	 0.8300	B,losStr                                  	Simbad
J2147.0-1019	RXCJ2147.0-1019   	21 47 00.5	-10 19 04	 0.0780	 0.475815	 1.2325	 0.7382	PX,GR9                                    	Simbad
J2147.9-4600	RXCJ2147.9-4600   	21 47 55.5	-46 00 19	 0.0593	 0.558388	 1.3764	 0.7705	                                          	Simbad
J2149.1-3041	RXCJ2149.1-3041   	21 49 07.4	-30 41 55	 0.1184	 2.053481	 2.9219	 0.9713	                                          	Simbad
J2151.3-5521	RXCJ2151.3-5521   	21 51 22.7	-55 21 12	 0.0385	 0.105898	 0.5065	 0.5557	B                                         	Simbad
J2151.4+1347	RXC J2151.4+1347  	21 51 26.3	+13 47 52	 0.2076	 2.533328	 3.1093	 0.9614	                                          	Simbad
J2151.8-1543	RXCJ2151.8-1543   	21 51 52.9	-15 43 02	 0.0614	 0.365145	 1.0608	 0.7059	                                          	Simbad
J2152.2-1942	RXCJ2152.2-1942   	21 52 14.2	-19 42 20	 0.0963	 0.962284	 1.8696	 0.8431	PB,GR10                                   	Simbad
J2152.4-1933	RXCJ2152.4-1933   	21 52 24.0	-19 33 54	 0.0943	 1.663138	 2.6137	 0.9433	PB,GR10                                   	Simbad
J2153.5+1741	RXC J2153.5+1741  	21 53 35.5	+17 41 12	 0.2329	14.814972	 8.9525	 1.3554	                                          	Simbad
J2154.1-5751	RXCJ2154.1-5751   	21 54 09.2	-57 51 19	 0.0760	 2.097956	 3.0499	 0.9991	losStr                                    	Simbad
J2154.2-0400	RXCJ2154.2-0400   	21 54 12.0	-04 00 19	 0.1509	 1.890749	 2.7138	 0.9372	                                          	Simbad
J2155.6+1232	RXC J2155.6+1232  	21 55 40.8	+12 32 01	 0.1920	 3.256025	 3.6665	 1.0214	                                          	Simbad
J2155.9+0109	RX J2155.9+0109   	21 55 59.2	+01 09 02	 0.2190	 0.171934	 0.5977	 0.5526	                                          	Simbad
J2156.4+3318	RXC J2156.4+3318  	21 56 24.6	+33 18 37	 0.0780	 1.757551	 2.7340	 0.9627	                                          	Simbad
J2157.4-0747	RXCJ2157.4-0747   	21 57 25.8	-07 47 41	 0.0579	 0.447234	 1.2033	 0.7370	DB,two maxima/E-W                         	Simbad
J2158.3-2006	RXCJ2158.3-2006   	21 58 20.1	-20 06 16	 0.0570	 0.276397	 0.8978	 0.6687	losStr                                    	Simbad
J2158.4-6023	RXCJ2158.4-6023   	21 58 27.2	-60 23 58	 0.0750	 1.050267	 2.0015	 0.8685	losStr                                    	Simbad
J2158.5-0948	RXCJ2158.5-0948   	21 58 30.5	-09 48 28	 0.0809	 0.877924	 1.7870	 0.8347	                                          	Simbad
J2200.8+2058	RXC J2200.8+2058  	22 00 52.8	+20 58 15	 0.1470	 4.525650	 4.6339	 1.1217	                                          	Simbad
J2201.8-2226	RXCJ2201.8-2226   	22 01 50.9	-22 26 40	 0.0691	 0.619866	 1.4571	 0.7828	                                          	Simbad
J2201.9-5956	RXCJ2201.9-5956   	22 01 56.0	-59 56 58	 0.0980	 4.204419	 4.5890	 1.1367	                                          	Simbad
J2202.0-0949	RXCJ2202.0-0949   	22 02 05.9	-09 49 28	 0.0809	 0.878997	 1.7883	 0.8349	D,two maxima/NE-SW                        	Simbad
J2202.7-1902	RX J2202.7-1902   	22 02 44.9	-19 02 10	 0.4380	 0.624359	 1.1006	 0.6238	RDCS/SSHARC/WARPS2                        	Simbad
J2203.8-2130	RXC J2203.8-2130  	22 03 50.6	-21 30 31	 0.0732	 0.322868	 0.9762	 0.6840	                                          	Simbad
J2205.6-0535	RXCJ2205.6-0535   	22 05 40.5	-05 35 36	 0.0582	 1.108636	 2.0925	 0.8862	B                                         	Simbad
J2209.3-5148	RXCJ2209.3-5148   	22 09 23.3	-51 48 54	 0.1065	 1.552700	 2.4850	 0.9239	                                          	Simbad
J2210.3-1210	RXCJ2210.3-1210   	22 10 19.7	-12 10 34	 0.0846	 2.672473	 3.5139	 1.0445	                                          	Simbad
J2211.7-0349	MACSJ2211.7-0349  	22 11 45.9	-03 49 42	 0.3970	24.000000	18.1000	 1.6100	                                          	Simbad
J2212.6-1713	RX J2212.6-1713   	22 12 38.2	-17 13 55	 0.1340	 0.035590	 0.2437	 0.4221	                                          	Simbad
J2213.0-2753	RXCJ2213.0-2753   	22 13 05.2	-27 53 59	 0.0610	 0.291938	 0.9258	 0.6747	                                          	Simbad
J2213.5-1656	BVH2007 229       	22 13 30.5	-16 56 05	 0.2970	 0.697280	 1.3207	 0.6995	                                          	Simbad
J2214.4-1701	RXC J2214.4-1701  	22 14 26.3	-17 01 24	 0.1530	 2.159369	 2.9383	 0.9617	                                          	Simbad
J2214.5-1022	RXCJ2214.5-1022   	22 14 32.6	-10 22 18	 0.0980	 2.770068	 3.5581	 1.0442	                                          	Simbad
J2214.8+1350	RXC J2214.8+1350  	22 14 52.7	+13 50 48	 0.0253	 0.048016	 0.3154	 0.4765	                                          	Simbad
J2214.9-1400	MACSJ2214.9-1359  	22 14 57.4	-14 00 11	 0.5027	12.885281	 6.6031	 1.1051	                                          	Simbad
J2215.6+3718	RXC J2215.6+3718  	22 15 41.9	+37 18 18	 0.0190	 0.095101	 0.4805	 0.5494	                                          	Simbad
J2216.2-0920	RXCJ2216.2-0920   	22 16 15.5	-09 20 24	 0.0825	 1.438718	 2.4124	 0.9220	                                          	Simbad
J2216.9-1725	RXCJ2216.9-1725   	22 16 56.4	-17 25 34	 0.1301	 2.199352	 3.0213	 0.9783	X *                                       	Simbad
J2217.7-3543	RXCJ2217.7-3543   	22 17 43.3	-35 43 34	 0.1486	 3.430781	 3.9093	 1.0593	                                          	Simbad
J2218.0-6511	RXCJ2218.0-6511   	22 18 05.5	-65 11 06	 0.0951	 1.858113	 2.7949	 0.9644	                                          	Simbad
J2218.2-0350	RXCJ2218.2-0350   	22 18 17.1	-03 50 03	 0.0901	 1.725034	 2.6804	 0.9526	D,two maxima/NEE-SWW                      	Simbad
J2218.6-3853	RXCJ2218.6-3853   	22 18 40.2	-38 53 51	 0.1411	 3.408267	 3.9150	 1.0626	                                          	Simbad
J2218.6-0346	MS2216.0-0401     	22 18 40.5	-03 46 48	 0.0900	 0.955113	 1.8693	 0.8448	                                          	Simbad
J2218.8-0258	RXCJ2218.8-0258   	22 18 49.1	-02 58 07	 0.0902	 0.766658	 1.6346	 0.8078	B                                         	Simbad
J2220.1-5228	BVH2007 230       	22 20 09.1	-52 28 01	 0.1020	 0.707165	 1.5432	 0.7894	                                          	Simbad
J2220.5-3509	RXCJ2220.5-3509   	22 20 34.7	-35 09 54	 0.1544	 5.529494	 5.2077	 1.1633	X                                         	Simbad
J2222.2-5235	BVH2007 231       	22 22 13.9	-52 35 13	 0.1740	 0.314678	 0.8940	 0.6421	may be a part of A3870                    	Simbad
J2223.8-0138	RXCJ2223.8-0138   	22 23 52.9	-01 38 16	 0.0906	 1.903100	 2.8449	 0.9716	                                          	Simbad
J2224.4-5515	RXCJ2224.4-5515   	22 24 27.5	-55 15 22	 0.0791	 0.864427	 1.7724	 0.8329	                                          	Simbad
J2224.7-5632	RXCJ2224.7-5632   	22 24 43.6	-56 32 05	 0.0355	 0.102021	 0.4961	 0.5524	                                          	Simbad
J2225.8-0636	RXCJ2225.8-0636   	22 25 51.0	-06 36 12	 0.0897	 0.990530	 1.9117	 0.8512	                                          	Simbad
J2226.0+1722	A2443             	22 26 02.6	+17 22 41	 0.1072	 1.706366	 2.6308	 0.9414	                                          	Simbad
J2226.1-4745	RXC J2226.1-4745  	22 26 10.6	-47 45 01	 0.1130	 0.508347	 1.2521	 0.7336	                                          	Simbad
J2226.8+2550	RXC J2226.8+2550  	22 26 52.8	+25 50 36	 0.1650	 2.251172	 2.9873	 0.9630	                                          	Simbad
J2227.4-4852	RXC J2227.4-4852  	22 27 28.3	-48 52 54	 0.0970	 0.514478	 1.2756	 0.7421	                                          	Simbad
J2227.8-3034	RXCJ2227.8-3034   	22 27 52.4	-30 34 12	 0.0579	 0.857532	 1.7896	 0.8413	                                          	Simbad
J2228.6+2036	RXC J2228.6+2036  	22 28 37.1	+20 36 31	 0.4120	19.335949	 9.1224	 1.2752	                                          	Simbad
J2228.8-6053	RXCJ2228.8-6053   	22 28 51.3	-60 53 56	 0.0423	 0.156089	 0.6400	 0.6001	                                          	Simbad
J2229.7-2755	MACSJ2229.7-2755  	22 29 45.4	-27 55 36	 0.3240	10.090080	 4.7366	 1.0600	                                          	Simbad
J2234.5-3744	RXCJ2234.5-3744   	22 34 31.0	-37 44 06	 0.1510	 6.377529	 5.6953	 1.1999	X,losStr                                  	Simbad
J2234.8-3033	RXC J2234.8-3033  	22 34 53.5	-30 33 56	 0.2515	 3.594990	 3.7212	 1.0047	                                          	Simbad
J2235.6+0128	RXCJ2235.6+0128   	22 35 40.6	+01 28 18	 0.0594	 0.882529	 1.8194	 0.8455	B                                         	Simbad
J2237.0-1516	RX J2237.0-1516   	22 37 00.7	-15 16 08	 0.2990	 1.131393	 1.7713	 0.7709	                                          	Simbad
J2239.2-1719	RXC J2239.2-1719  	22 39 16.4	-17 19 46	 0.0751	 0.252626	 0.8395	 0.6501	                                          	Simbad
J2239.4-0546	BVH2007 232       	22 39 24.5	-05 46 57	 0.2420	 0.541212	 1.1816	 0.6878	a part of A2465                           	Simbad
J2239.5-0600	RX J2239.5-0600   	22 39 34.4	-06 00 14	 0.1730	 0.073247	 0.3678	 0.4778	WARPS1                                    	Simbad
J2239.6-0543	BVH2007 233       	22 39 38.9	-05 43 13	 0.2430	 0.784658	 1.4808	 0.7413	a part of A2465                           	Simbad
J2241.8+1732	RXC J2241.8+1732  	22 41 53.7	+17 32 30	 0.3137	 5.552210	 4.6179	 1.0551	                                          	Simbad
J2242.8+5301	RXC J2242.8+5301  	22 42 53.0	+53 01 05	 0.1920	 3.773579	 4.0116	 1.0525	                                          	Simbad
J2243.0-2009	RXCJ2243.0-2009   	22 43 04.6	-20 09 59	 0.1359	 2.139620	 2.9585	 0.9696	                                          	Simbad
J2243.3-0935	MACSJ2243.3-0935  	22 43 21.4	-09 35 43	 0.4470	15.200000	17.4000	 1.5600	                                          	Simbad
J2244.5-1744	RXC J2244.5-1744  	22 44 34.9	-17 44 21	 0.1325	 1.037720	 1.9078	 0.8386	                                          	Simbad
J2245.0+2637	RXC J2245.0+2637  	22 45 05.1	+26 37 49	 0.3040	 7.436485	 5.5615	 1.1267	                                          	Simbad
J2246.1-3600	RXC J2246.1-3600  	22 46 11.8	-36 00 22	 0.0673	 0.186467	 0.7013	 0.6138	                                          	Simbad
J2246.3-5243	RXCJ2246.3-5243   	22 46 18.6	-52 43 46	 0.0965	 2.565193	 3.3988	 1.0289	L                                         	Simbad
J2247.4+0337	BVH2007 234       	22 47 29.5	+03 37 08	 0.2000	 0.372576	 0.9718	 0.6542	                                          	Simbad
J2248.5-1606	RXCJ2248.5-1606   	22 48 32.9	-16 06 23	 0.2472	 4.663794	 4.3759	 1.0622	                                          	Simbad
J2248.7-4431	RXCJ2248.7-4431   	22 48 43.5	-44 31 44	 0.3475	27.166569	11.8328	 1.4256	                                          	Simbad
J2249.2-3727	RXC J2249.2-3727  	22 49 17.6	-37 27 26	 0.0289	 0.046107	 0.3070	 0.4717	                                          	Simbad
J2249.9-6425	RXCJ2249.9-6425   	22 49 57.0	-64 25 46	 0.0940	 2.828545	 3.6139	 1.0510	losStr                                    	Simbad
J2250.0+1137	RXJ2250.0+1137    	22 50 05.5	+11 37 01	 0.0255	 0.049251	 0.3203	 0.4789	                                          	Simbad
J2250.3+1054	RXC J2250.3+1054  	22 50 21.0	+10 54 09	 0.0768	 1.558638	 2.5431	 0.9401	                                          	Simbad
J2250.8-4521	RXC J2250.8-4521  	22 50 48.9	-45 21 33	 0.0511	 0.110946	 0.5167	 0.5572	                                          	Simbad
J2251.0-1624	RXCJ2251.0-1624   	22 51 00.6	-16 24 24	 0.1221	 2.030655	 2.8944	 0.9670	                                          	Simbad
J2251.7-3206	RXCJ2251.7-3206   	22 51 47.6	-32 06 12	 0.2460	 5.495441	 4.8409	 1.0990	X *                                       	Simbad
J2253.5-3343	RXCJ2253.5-3343   	22 53 34.2	-33 43 27	 0.2240	 4.298821	 4.2390	 1.0598	                                          	Simbad
J2254.0-6315	RXCJ2254.0-6315   	22 54 03.2	-63 15 15	 0.2112	 5.115258	 4.7595	 1.1066	                                          	Simbad
J2256.9+0532	A2507             	22 56 57.1	+05 32 49	 0.1696	 1.774552	 2.5751	 0.9151	                                          	Simbad
J2257.8+2056	RX J2257.8+2056   	22 57 49.4	+20 56 25	 0.2970	 0.435851	 0.9917	 0.6358	WARPS2                                    	Simbad
J2258.1+2055	BVH2007 235       	22 58 07.2	+20 55 06	 0.2880	 1.724586	 2.3105	 0.8457	                                          	Simbad
J2300.2+2926	RXC J2300.2+2926  	23 00 13.9	+29 26 31	 0.0688	 0.327037	 0.9868	 0.6875	o                                         	Simbad
J2302.7+7137	RXC J2302.7+7137  	23 02 45.1	+71 37 14	 0.1450	 2.767448	 3.4383	 1.0162	                                          	Simbad
J2302.8+0843	WARP J2302.8+0843 	23 02 48.1	+08 43 50	 0.7220	 2.060635	 1.7926	 0.6558	                                          	Simbad
J2303.7+1523	MS2301.3+1506     	23 03 46.3	+15 23 01	 0.2470	 1.809870	 2.4573	 0.8764	                                          	Simbad
J2305.4-3545	BVH2007 236       	23 05 25.7	-35 45 43	 0.2010	 0.256739	 0.7738	 0.6062	                                          	Simbad
